"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00017","","","","43","42","29","24","34","24","2","7","5","8","3","2","7.68","1.84","9.2","9.52","18.72","85","0.178604651","0.043809524","0.112","3.541666667","2.5","1.791666667","1.264705882","0.396666667","0.28","0.383333333","0.270588235","50.58823529","50.85470085","70.58823529","7.529411765","10.66666667","9.333333333","13.22222222","9.019607843","12.77777778","18.35294118","26"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00018","","","","0","30","34","25","34","13","1","5","2","8","1","1","0","0.54","2.52","0.54","3.06","30","","0.018","0.018","1.2","0.882352941","0","0","0.0216","0.015882353","0.1008","0.074117647","0","17.64705882","73.52941176","0","0","0.529411765","0.72","2.470588235","3.36","3","4.08"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00019","","","","15","12","28","13","34","12","2","6","5","8","3","3","3.34","0.5","8.36","3.84","12.2","27","0.222666667","0.041666667","0.142222222","2.076923077","0.794117647","1.153846154","0.441176471","0.295384615","0.112941176","0.643076923","0.245882353","55.55555556","31.47540984","38.23529412","3.274509804","8.564102564","3.764705882","9.846153846","8.196078431","21.43589744","11.96078431","31.28205128"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00020","","","","37","55","29","22","34","22","3","6","6","8","1","1","9.98","4.74","10.96","14.72","25.68","92","0.26972973","0.086181818","0.16","4.181818182","2.705882353","1.681818182","1.088235294","0.669090909","0.432941176","0.498181818","0.322352941","40.2173913","57.32087227","64.70588235","9.784313725","15.12121212","14.43137255","22.3030303","10.74509804","16.60606061","25.17647059","38.90909091"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00021","","","","47","56","33","21","34","21","2","7","6","8","1","1","9.46","2.88","2.24","12.34","14.58","103","0.201276596","0.051428571","0.119805825","4.904761905","3.029411765","2.238095238","1.382352941","0.587619048","0.362941176","0.106666667","0.065882353","45.63106796","84.63648834","61.76470588","9.274509804","15.01587302","12.09803922","19.58730159","2.196078431","3.555555556","14.29411765","23.14285714"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00022","","","","5","19","28","12","34","10","1","6","3","8","1","1","0.92","0.94","1.56","1.86","3.42","24","0.184","0.049473684","0.0775","2","0.705882353","0.416666667","0.147058824","0.155","0.054705882","0.13","0.045882353","20.83333333","54.38596491","35.29411765","0.901960784","2.555555556","1.823529412","5.166666667","1.529411765","4.333333333","3.352941176","9.5"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00023","","","","29","12","27","16","34","16","1","7","7","7","3","3","10.06","0.86","1.12","10.92","12.04","41","0.346896552","0.071666667","0.266341463","2.5625","1.205882353","1.8125","0.852941176","0.6825","0.321176471","0.07","0.032941176","70.73170732","90.69767442","47.05882353","9.862745098","20.95833333","10.70588235","22.75","1.098039216","2.333333333","11.80392157","25.08333333"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00024","","","","4","17","34","23","34","16","1","5","3","9","1","1","0.7","0.74","13.26","1.44","14.7","21","0.175","0.043529412","0.068571429","0.913043478","0.617647059","0.173913043","0.117647059","0.062608696","0.042352941","0.576521739","0.39","19.04761905","9.795918367","67.64705882","0.68627451","1.014492754","1.411764706","2.086956522","13","19.2173913","14.41176471","21.30434783"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00025","","","","48","66","29","24","34","24","2","7","5","8","3","3","5.86","2.04","3.8","7.9","11.7","114","0.122083333","0.030909091","0.069298246","4.75","3.352941176","2","1.411764706","0.329166667","0.232352941","0.158333333","0.111764706","42.10526316","67.52136752","70.58823529","5.745098039","8.138888889","7.745098039","10.97222222","3.725490196","5.277777778","11.47058824","16.25"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00026","","","","34","40","34","26","34","26","1","7","5","9","2","2","5.76","1.96","4.06","7.72","11.78","74","0.169411765","0.049","0.104324324","2.846153846","2.176470588","1.307692308","1","0.296923077","0.227058824","0.156153846","0.119411765","45.94594595","65.53480475","76.47058824","5.647058824","7.384615385","7.568627451","9.897435897","3.980392157","5.205128205","11.54901961","15.1025641"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00027","","","","40","48","34","26","34","26","2","7","6","8","1","1","10.46","3.02","1.9","13.48","15.38","88","0.2615","0.062916667","0.153181818","3.384615385","2.588235294","1.538461538","1.176470588","0.518461538","0.396470588","0.073076923","0.055882353","45.45454545","87.64629389","76.47058824","10.25490196","13.41025641","13.21568627","17.28205128","1.862745098","2.435897436","15.07843137","19.71794872"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00028","","","","56","32","30","20","34","20","1","7","7","9","1","1","16.48","1.78","7.52","18.26","25.78","88","0.294285714","0.055625","0.2075","4.4","2.588235294","2.8","1.647058824","0.913","0.537058824","0.376","0.221176471","63.63636364","70.83010085","58.82352941","16.15686275","27.46666667","17.90196078","30.43333333","7.37254902","12.53333333","25.2745098","42.96666667"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00029","","","","21","39","26","24","34","24","2","6","5","9","3","3","3.5","2.4","3.02","5.9","8.92","60","0.166666667","0.061538462","0.098333333","2.5","1.764705882","0.875","0.617647059","0.245833333","0.173529412","0.125833333","0.088823529","35","66.14349776","70.58823529","3.431372549","4.861111111","5.784313725","8.194444444","2.960784314","4.194444444","8.745098039","12.38888889"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00030","","","","29","35","32","24","34","23","2","7","6","8","3","2","7.15","1.55","10.7","8.7","19.4","64","0.246551724","0.044285714","0.1359375","2.666666667","1.882352941","1.208333333","0.852941176","0.3625","0.255882353","0.445833333","0.314705882","45.3125","44.84536082","70.58823529","7.009803922","9.930555556","8.529411765","12.08333333","10.49019608","14.86111111","19.01960784","26.94444444"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00031","","","","0","34","29","25","34","22","1","5","2","9","1","1","0","0.85","3.35","0.85","4.2","34","","0.025","0.025","1.36","1","0","0","0.034","0.025","0.134","0.098529412","0","20.23809524","73.52941176","0","0","0.833333333","1.133333333","3.284313725","4.466666667","4.117647059","5.6"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00032","","","","48","52","30","30","34","30","2","7","6","7","1","1","9.45","4.35","2.98","13.8","16.78","100","0.196875","0.083653846","0.138","3.333333333","2.941176471","1.6","1.411764706","0.46","0.405882353","0.099333333","0.087647059","48","82.24076281","88.23529412","9.264705882","10.5","13.52941176","15.33333333","2.921568627","3.311111111","16.45098039","18.64444444"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00033","","","","5","16","32","17","34","13","1","6","4","8","1","1","0.6","0.55","3.04","1.15","4.19","21","0.12","0.034375","0.054761905","1.235294118","0.617647059","0.294117647","0.147058824","0.067647059","0.033823529","0.178823529","0.089411765","23.80952381","27.44630072","50","0.588235294","1.176470588","1.12745098","2.254901961","2.980392157","5.960784314","4.107843137","8.215686275"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00034","","","","64","48","32","25","34","25","1","6","6","7","2","3","13.45","1.95","3.86","15.4","19.26","112","0.21015625","0.040625","0.1375","4.48","3.294117647","2.56","1.882352941","0.616","0.452941176","0.1544","0.113529412","57.14285714","79.95846314","73.52941176","13.18627451","17.93333333","15.09803922","20.53333333","3.784313725","5.146666667","18.88235294","25.68"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00035","","","","34","23","29","22","34","22","2","7","7","7","3","3","13.95","0.95","7.76","14.9","22.66","57","0.410294118","0.041304348","0.261403509","2.590909091","1.676470588","1.545454545","1","0.677272727","0.438235294","0.352727273","0.228235294","59.64912281","65.75463372","64.70588235","13.67647059","21.13636364","14.60784314","22.57575758","7.607843137","11.75757576","22.21568627","34.33333333"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00036","","","","40","78","33","26","34","26","3","6","6","8","1","1","9.4","6.85","9.96","16.25","26.21","118","0.235","0.087820513","0.137711864","4.538461538","3.470588235","1.538461538","1.176470588","0.625","0.477941176","0.383076923","0.292941176","33.89830508","61.99923693","76.47058824","9.215686275","12.05128205","15.93137255","20.83333333","9.764705882","12.76923077","25.69607843","33.6025641"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00037","","","","13","86","32","22","34","22","4","7","7","9","1","1","4.1","11.7","10.56","15.8","26.36","99","0.315384615","0.136046512","0.15959596","4.5","2.911764706","0.590909091","0.382352941","0.718181818","0.464705882","0.48","0.310588235","13.13131313","59.93930197","64.70588235","4.019607843","6.212121212","15.49019608","23.93939394","10.35294118","16","25.84313725","39.93939394"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00038","","","","0","27","33","24","34","17","2","6","3","9","1","1","0","0.9","18.26","0.9","19.16","27","","0.033333333","0.033333333","1.125","0.794117647","0","0","0.0375","0.026470588","0.760833333","0.537058824","0","4.697286013","70.58823529","0","0","0.882352941","1.25","17.90196078","25.36111111","18.78431373","26.61111111"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00039","","","","2","59","29","26","34","23","3","7","5","6","4","3","0.2","1.8","0.98","2","2.98","61","0.1","0.030508475","0.032786885","2.346153846","1.794117647","0.076923077","0.058823529","0.076923077","0.058823529","0.037692308","0.028823529","3.278688525","67.11409396","76.47058824","0.196078431","0.256410256","1.960784314","2.564102564","0.960784314","1.256410256","2.921568627","3.820512821"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00040","","","","17","28","27","20","34","20","1","7","5","9","1","1","3.35","2.25","15.4","5.6","21","45","0.197058824","0.080357143","0.124444444","2.25","1.323529412","0.85","0.5","0.28","0.164705882","0.77","0.452941176","37.77777778","26.66666667","58.82352941","3.284313725","5.583333333","5.490196078","9.333333333","15.09803922","25.66666667","20.58823529","35"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00041","","","","41","34","33","25","34","25","2","7","6","8","3","3","9.35","1.25","6.22","10.6","16.82","75","0.22804878","0.036764706","0.141333333","3","2.205882353","1.64","1.205882353","0.424","0.311764706","0.2488","0.182941176","54.66666667","63.02021403","73.52941176","9.166666667","12.46666667","10.39215686","14.13333333","6.098039216","8.293333333","16.49019608","22.42666667"
"","","GHP2015WAG-ST01","","","","","","","","","GHP2015WAG-ST01-00042","","","","11","15","28","15","34","15","2","6","6","6","3","3","3.95","0.6","1.44","4.55","5.99","26","0.359090909","0.04","0.175","1.733333333","0.764705882","0.733333333","0.323529412","0.303333333","0.133823529","0.096","0.042352941","42.30769231","75.95993322","44.11764706","3.87254902","8.777777778","4.460784314","10.11111111","1.411764706","3.2","5.87254902","13.31111111"
