"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01330","","","","5","5","3","3","6","7","7","4","3","1.7","0.2","3.4","1.9","5.3","13","0.283333333","0.028571429","0.146153846","4.333333333","2","0.633333333","1.133333333","46.15384615","35.8490566","18.88888889","21.11111111","37.77777778","58.88888889","2.6","1.2","0.38","0.68","60","11.33333333","12.66666667","22.66666667","35.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01331","","","","5","4","4","4","6","5","6","4","4","2.3","0.3","2.9","2.6","5.5","11","0.383333333","0.06","0.236363636","2.75","1.5","0.65","0.725","54.54545455","47.27272727","19.16666667","21.66666667","24.16666667","45.83333333","2.2","1.2","0.52","0.58","80","15.33333333","17.33333333","19.33333333","36.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01332","","","","5","3","5","4","4","0","7","3","3","0.5","0","4.3","0.5","4.8","4","0.125","","0.125","0.8","0.8","0.1","0.86","100","10.41666667","3.333333333","3.333333333","28.66666667","32","0.8","0.8","0.1","0.86","100","3.333333333","3.333333333","28.66666667","32"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01333","","","","5","5","5","5","3","2","7","3","4","2.8","0.2","3.4","3","6.4","5","0.933333333","0.1","0.6","1","0.6","0.6","0.68","60","46.875","18.66666667","20","22.66666667","42.66666667","1","0.6","0.6","0.68","100","18.66666667","20","22.66666667","42.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01334","","","","5","5","4","4","4","1","5","5","5","0.9","0.01","0.9","0.91","1.81","5","0.225","0.01","0.182","1.25","1","0.2275","0.225","80","50.27624309","7.5","7.583333333","7.5","15.08333333","1","0.8","0.182","0.18","80","6","6.066666667","6","12.06666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01401","","","","5","5","5","5","9","4","5","4","5","2.5","0.1","1.1","2.6","3.7","13","0.277777778","0.025","0.2","2.6","1.8","0.52","0.22","69.23076923","70.27027027","16.66666667","17.33333333","7.333333333","24.66666667","2.6","1.8","0.52","0.22","100","16.66666667","17.33333333","7.333333333","24.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01402","","","","5","5","5","5","19","8","6","4","4","4.3","0.3","2.2","4.6","6.8","27","0.226315789","0.0375","0.17037037","5.4","3.8","0.92","0.44","70.37037037","67.64705882","28.66666667","30.66666667","14.66666667","45.33333333","5.4","3.8","0.92","0.44","100","28.66666667","30.66666667","14.66666667","45.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01403","","","","5","5","4","4","10","2","6","4","5","2.6","0.1","2","2.7","4.7","12","0.26","0.05","0.225","3","2.5","0.675","0.5","83.33333333","57.44680851","21.66666667","22.5","16.66666667","39.16666667","2.4","2","0.54","0.4","80","17.33333333","18","13.33333333","31.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01404","","","","5","5","5","5","12","2","6","2","6","3.2","0.1","1.7","3.3","5","14","0.266666667","0.05","0.235714286","2.8","2.4","0.66","0.34","85.71428571","66","21.33333333","22","11.33333333","33.33333333","2.8","2.4","0.66","0.34","100","21.33333333","22","11.33333333","33.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01405","","","","5","5","5","5","10","0","6","3","5","4.2","0","1.8","4.2","6","10","0.42","","0.42","2","2","0.84","0.36","100","70","28","28","12","40","2","2","0.84","0.36","100","28","28","12","40"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01406","","","","5","5","5","5","8","4","7","3","4","3.1","0.1","1.9","3.2","5.1","12","0.3875","0.025","0.266666667","2.4","1.6","0.64","0.38","66.66666667","62.74509804","20.66666667","21.33333333","12.66666667","34","2.4","1.6","0.64","0.38","100","20.66666667","21.33333333","12.66666667","34"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01407","","","","5","5","5","5","10","3","6","3","5","2.8","0.1","2.2","2.9","5.1","13","0.28","0.033333333","0.223076923","2.6","2","0.58","0.44","76.92307692","56.8627451","18.66666667","19.33333333","14.66666667","34","2.6","2","0.58","0.44","100","18.66666667","19.33333333","14.66666667","34"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01408","","","","5","5","5","5","5","4","6","3","4","1.6","0.2","3.4","1.8","5.2","9","0.32","0.05","0.2","1.8","1","0.36","0.68","55.55555556","34.61538462","10.66666667","12","22.66666667","34.66666667","1.8","1","0.36","0.68","100","10.66666667","12","22.66666667","34.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01409","","","","5","5","5","5","6","1","7","3","4","2.6","0.1","1.8","2.7","4.5","7","0.433333333","0.1","0.385714286","1.4","1.2","0.54","0.36","85.71428571","60","17.33333333","18","12","30","1.4","1.2","0.54","0.36","100","17.33333333","18","12","30"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01410","","","","5","5","4","4","7","3","7","4","5","1.4","0.1","1.9","1.5","3.4","10","0.2","0.033333333","0.15","2.5","1.75","0.375","0.475","70","44.11764706","11.66666667","12.5","15.83333333","28.33333333","2","1.4","0.3","0.38","80","9.333333333","10","12.66666667","22.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01411","","","","5","5","4","4","3","8","7","5","4","0.8","0.4","2.2","1.2","3.4","11","0.266666667","0.05","0.109090909","2.75","0.75","0.3","0.55","27.27272727","35.29411765","6.666666667","10","18.33333333","28.33333333","2.2","0.6","0.24","0.44","80","5.333333333","8","14.66666667","22.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01412","","","","5","5","5","5","11","7","6","6","5","1.1","0.1","1.3","1.2","2.5","18","0.1","0.014285714","0.066666667","3.6","2.2","0.24","0.26","61.11111111","48","7.333333333","8","8.666666667","16.66666667","3.6","2.2","0.24","0.26","100","7.333333333","8","8.666666667","16.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01413","","","","5","5","5","5","7","3","6","5","5","2.6","0.1","1.5","2.7","4.2","10","0.371428571","0.033333333","0.27","2","1.4","0.54","0.3","70","64.28571429","17.33333333","18","10","28","2","1.4","0.54","0.3","100","17.33333333","18","10","28"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01414","","","","5","5","5","5","11","1","6","3","5","3.5","0.01","1.7","3.51","5.21","12","0.318181818","0.01","0.2925","2.4","2.2","0.702","0.34","91.66666667","67.37044146","23.33333333","23.4","11.33333333","34.73333333","2.4","2.2","0.702","0.34","100","23.33333333","23.4","11.33333333","34.73333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01415","","","","5","5","5","5","6","3","7","5","4","1","0.1","1.5","1.1","2.6","9","0.166666667","0.033333333","0.122222222","1.8","1.2","0.22","0.3","66.66666667","42.30769231","6.666666667","7.333333333","10","17.33333333","1.8","1.2","0.22","0.3","100","6.666666667","7.333333333","10","17.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01416","","","","5","5","5","5","7","1","6","4","4","2.7","0.1","2.4","2.8","5.2","8","0.385714286","0.1","0.35","1.6","1.4","0.56","0.48","87.5","53.84615385","18","18.66666667","16","34.66666667","1.6","1.4","0.56","0.48","100","18","18.66666667","16","34.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01417","","","","5","5","4","4","3","9","7","3","4","2.6","0.3","2.9","2.9","5.8","12","0.866666667","0.033333333","0.241666667","3","0.75","0.725","0.725","25","50","21.66666667","24.16666667","24.16666667","48.33333333","2.4","0.6","0.58","0.58","80","17.33333333","19.33333333","19.33333333","38.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01418","","","","5","5","4","4","11","0","6","3","4","4.9","0","3.3","4.9","8.2","11","0.445454545","","0.445454545","2.75","2.75","1.225","0.825","100","59.75609756","40.83333333","40.83333333","27.5","68.33333333","2.2","2.2","0.98","0.66","80","32.66666667","32.66666667","22","54.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01419","","","","5","5","5","5","10","2","7","4","3","3.8","0.1","3.8","3.9","7.7","12","0.38","0.05","0.325","2.4","2","0.78","0.76","83.33333333","50.64935065","25.33333333","26","25.33333333","51.33333333","2.4","2","0.78","0.76","100","25.33333333","26","25.33333333","51.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01420","","","","5","5","5","5","7","1","6","4","5","2.3","0.1","2.3","2.4","4.7","8","0.328571429","0.1","0.3","1.6","1.4","0.48","0.46","87.5","51.06382979","15.33333333","16","15.33333333","31.33333333","1.6","1.4","0.48","0.46","100","15.33333333","16","15.33333333","31.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01421","","","","5","5","5","5","8","2","6","3","4","2.8","0.1","1.8","2.9","4.7","10","0.35","0.05","0.29","2","1.6","0.58","0.36","80","61.70212766","18.66666667","19.33333333","12","31.33333333","2","1.6","0.58","0.36","100","18.66666667","19.33333333","12","31.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01422","","","","5","5","4","4","5","1","7","3","5","2.4","0.1","2.4","2.5","4.9","6","0.48","0.1","0.416666667","1.5","1.25","0.625","0.6","83.33333333","51.02040816","20","20.83333333","20","40.83333333","1.2","1","0.5","0.48","80","16","16.66666667","16","32.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01423","","","","5","5","5","5","8","5","6","4","4","2","","0.7","","","13","0.25","","","2.6","1.6","","0.14","61.53846154","","13.33333333","","4.666666667","","2.6","1.6","","0.14","100","13.33333333","","4.666666667",""
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01424","","","","5","5","4","4","8","3","7","3","4","2.3","0.2","3.8","2.5","6.3","11","0.2875","0.066666667","0.227272727","2.75","2","0.625","0.95","72.72727273","39.68253968","19.16666667","20.83333333","31.66666667","52.5","2.2","1.6","0.5","0.76","80","15.33333333","16.66666667","25.33333333","42"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01425","","","","5","5","5","5","9","8","7","4","4","2.8","0.2","4.7","3","7.7","17","0.311111111","0.025","0.176470588","3.4","1.8","0.6","0.94","52.94117647","38.96103896","18.66666667","20","31.33333333","51.33333333","3.4","1.8","0.6","0.94","100","18.66666667","20","31.33333333","51.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01426","","","","5","5","5","5","5","8","6","3","3","1.3","0.3","4.7","1.6","6.3","13","0.26","0.0375","0.123076923","2.6","1","0.32","0.94","38.46153846","25.3968254","8.666666667","10.66666667","31.33333333","42","2.6","1","0.32","0.94","100","8.666666667","10.66666667","31.33333333","42"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01427","","","","5","5","5","5","8","1","6","2","3","5.5","0.1","7.1","5.6","12.7","9","0.6875","0.1","0.622222222","1.8","1.6","1.12","1.42","88.88888889","44.09448819","36.66666667","37.33333333","47.33333333","84.66666667","1.8","1.6","1.12","1.42","100","36.66666667","37.33333333","47.33333333","84.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01428","","","","5","5","5","5","11","10","5","3","6","3.3","0.3","2.9","3.6","6.5","21","0.3","0.03","0.171428571","4.2","2.2","0.72","0.58","52.38095238","55.38461538","22","24","19.33333333","43.33333333","4.2","2.2","0.72","0.58","100","22","24","19.33333333","43.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01429","","","","5","5","5","5","13","4","8","3","3","3.5","0.2","4.4","3.7","8.1","17","0.269230769","0.05","0.217647059","3.4","2.6","0.74","0.88","76.47058824","45.67901235","23.33333333","24.66666667","29.33333333","54","3.4","2.6","0.74","0.88","100","23.33333333","24.66666667","29.33333333","54"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01430","","","","5","5","5","5","8","10","5","5","6","2.8","0.5","3.3","3.3","6.6","18","0.35","0.05","0.183333333","3.6","1.6","0.66","0.66","44.44444444","50","18.66666667","22","22","44","3.6","1.6","0.66","0.66","100","18.66666667","22","22","44"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01431","","","","5","4","3","3","3","8","7","2","3","0.5","0.4","5.4","0.9","6.3","11","0.166666667","0.05","0.081818182","3.666666667","1","0.3","1.8","27.27272727","14.28571429","5.555555556","10","60","70","2.2","0.6","0.18","1.08","60","3.333333333","6","36","42"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01432","","","","5","5","5","5","8","11","6","4","5","2.2","0.4","4.9","2.6","7.5","19","0.275","0.036363636","0.136842105","3.8","1.6","0.52","0.98","42.10526316","34.66666667","14.66666667","17.33333333","32.66666667","50","3.8","1.6","0.52","0.98","100","14.66666667","17.33333333","32.66666667","50"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01433","","","","5","4","3","3","4","7","5","5","6","0.6","0.3","0.8","0.9","1.7","11","0.15","0.042857143","0.081818182","3.666666667","1.333333333","0.3","0.266666667","36.36363636","52.94117647","6.666666667","10","8.888888889","18.88888889","2.2","0.8","0.18","0.16","60","4","6","5.333333333","11.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01434","","","","5","5","5","5","5","6","5","4","5","0.3","0.1","1.5","0.4","1.9","11","0.06","0.016666667","0.036363636","2.2","1","0.08","0.3","45.45454545","21.05263158","2","2.666666667","10","12.66666667","2.2","1","0.08","0.3","100","2","2.666666667","10","12.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01501","","","","5","5","5","4","7","4","6","4","5","0.9","0.1","2.2","1","3.2","11","0.128571429","0.025","0.090909091","2.2","1.4","0.2","0.44","63.63636364","31.25","6","6.666666667","14.66666667","21.33333333","2.2","1.4","0.2","0.44","100","6","6.666666667","14.66666667","21.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01502","","","","5","5","5","5","6","2","5","4","5","2","0.1","1.4","2.1","3.5","8","0.333333333","0.05","0.2625","1.6","1.2","0.42","0.28","75","60","13.33333333","14","9.333333333","23.33333333","1.6","1.2","0.42","0.28","100","13.33333333","14","9.333333333","23.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01503","","","","5","5","4","4","12","4","6","5","4","2.4","0.1","1.7","2.5","4.2","16","0.2","0.025","0.15625","4","3","0.625","0.425","75","59.52380952","20","20.83333333","14.16666667","35","3.2","2.4","0.5","0.34","80","16","16.66666667","11.33333333","28"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01504","","","","5","4","5","4","6","0","6","4","4","1.7","0","1.5","1.7","3.2","6","0.283333333","","0.283333333","1.2","1.2","0.34","0.3","100","53.125","11.33333333","11.33333333","10","21.33333333","1.2","1.2","0.34","0.3","100","11.33333333","11.33333333","10","21.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01505","","","","5","5","5","5","6","6","5","4","3","2.3","0.3","1.5","2.6","4.1","12","0.383333333","0.05","0.216666667","2.4","1.2","0.52","0.3","50","63.41463415","15.33333333","17.33333333","10","27.33333333","2.4","1.2","0.52","0.3","100","15.33333333","17.33333333","10","27.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01506","","","","5","5","5","5","13","4","5","5","5","2.2","0.2","1","2.4","3.4","17","0.169230769","0.05","0.141176471","3.4","2.6","0.48","0.2","76.47058824","70.58823529","14.66666667","16","6.666666667","22.66666667","3.4","2.6","0.48","0.2","100","14.66666667","16","6.666666667","22.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01507","","","","5","5","5","4","15","3","6","4","5","3.8","0.1","2.5","3.9","6.4","18","0.253333333","0.033333333","0.216666667","3.6","3","0.78","0.5","83.33333333","60.9375","25.33333333","26","16.66666667","42.66666667","3.6","3","0.78","0.5","100","25.33333333","26","16.66666667","42.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01508","","","","5","5","5","5","11","2","5","4","4","2.1","0.1","0.5","2.2","2.7","13","0.190909091","0.05","0.169230769","2.6","2.2","0.44","0.1","84.61538462","81.48148148","14","14.66666667","3.333333333","18","2.6","2.2","0.44","0.1","100","14","14.66666667","3.333333333","18"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01509","","","","5","5","4","3","3","4","6","4","5","1.2","0.1","1.9","1.3","3.2","7","0.4","0.025","0.185714286","1.75","0.75","0.325","0.475","42.85714286","40.625","10","10.83333333","15.83333333","26.66666667","1.4","0.6","0.26","0.38","80","8","8.666666667","12.66666667","21.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01510","","","","5","5","5","5","11","5","6","2","4","2.1","0.2","1.4","2.3","3.7","16","0.190909091","0.04","0.14375","3.2","2.2","0.46","0.28","68.75","62.16216216","14","15.33333333","9.333333333","24.66666667","3.2","2.2","0.46","0.28","100","14","15.33333333","9.333333333","24.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01511","","","","5","5","4","2","7","4","5","4","5","1.4","0.1","2.1","1.5","3.6","11","0.2","0.025","0.136363636","2.75","1.75","0.375","0.525","63.63636364","41.66666667","11.66666667","12.5","17.5","30","2.2","1.4","0.3","0.42","80","9.333333333","10","14","24"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01512","","","","5","4","5","5","5","0","5","5","6","2.2","0","0.9","2.2","3.1","5","0.44","","0.44","1","1","0.44","0.18","100","70.96774194","14.66666667","14.66666667","6","20.66666667","1","1","0.44","0.18","100","14.66666667","14.66666667","6","20.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01513","","","","5","5","5","5","7","3","6","4","4","3.1","0.1","1.7","3.2","4.9","10","0.442857143","0.033333333","0.32","2","1.4","0.64","0.34","70","65.30612245","20.66666667","21.33333333","11.33333333","32.66666667","2","1.4","0.64","0.34","100","20.66666667","21.33333333","11.33333333","32.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01514","","","","5","5","5","4","8","4","5","4","5","1.5","0.2","2.2","1.7","3.9","12","0.1875","0.05","0.141666667","2.4","1.6","0.34","0.44","66.66666667","43.58974359","10","11.33333333","14.66666667","26","2.4","1.6","0.34","0.44","100","10","11.33333333","14.66666667","26"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01515","","","","5","4","5","5","8","0","4","5","6","1.8","0","1.9","1.8","3.7","8","0.225","","0.225","1.6","1.6","0.36","0.38","100","48.64864865","12","12","12.66666667","24.66666667","1.6","1.6","0.36","0.38","100","12","12","12.66666667","24.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01516","","","","5","5","4","4","8","2","5","3","6","3.1","0.2","2.4","3.3","5.7","10","0.3875","0.1","0.33","2.5","2","0.825","0.6","80","57.89473684","25.83333333","27.5","20","47.5","2","1.6","0.66","0.48","80","20.66666667","22","16","38"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01517","","","","5","5","4","4","7","1","6","2","4","1.7","0.1","1.1","1.8","2.9","8","0.242857143","0.1","0.225","2","1.75","0.45","0.275","87.5","62.06896552","14.16666667","15","9.166666667","24.16666667","1.6","1.4","0.36","0.22","80","11.33333333","12","7.333333333","19.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01518","","","","5","5","5","5","7","2","7","3","3","2.2","0.1","2","2.3","4.3","9","0.314285714","0.05","0.255555556","1.8","1.4","0.46","0.4","77.77777778","53.48837209","14.66666667","15.33333333","13.33333333","28.66666667","1.8","1.4","0.46","0.4","100","14.66666667","15.33333333","13.33333333","28.66666667"
