"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01126","","","","5","5","4","4","3","1","7","3","5","1.3","0.1","3.4","1.4","4.8","4","0.433333333","0.1","0.35","1","0.75","0.35","0.85","75","29.16666667","10.83333333","11.66666667","28.33333333","40","0.8","0.6","0.28","0.68","80","8.666666667","9.333333333","22.66666667","32"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01127","","","","5","5","5","5","12","2","7","4","4","3.5","0.1","4.5","3.6","8.1","14","0.291666667","0.05","0.257142857","2.8","2.4","0.72","0.9","85.71428571","44.44444444","23.33333333","24","30","54","2.8","2.4","0.72","0.9","100","23.33333333","24","30","54"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01128","","","","5","5","4","4","5","3","4","4","5","2.1","0.1","2.4","2.2","4.6","8","0.42","0.033333333","0.275","2","1.25","0.55","0.6","62.5","47.82608696","17.5","18.33333333","20","38.33333333","1.6","1","0.44","0.48","80","14","14.66666667","16","30.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01129","","","","5","5","5","5","7","9","7","4","2","1.8","0.3","4.5","2.1","6.6","16","0.257142857","0.033333333","0.13125","3.2","1.4","0.42","0.9","43.75","31.81818182","12","14","30","44","3.2","1.4","0.42","0.9","100","12","14","30","44"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01130","","","","5","4","4","4","14","6","7","3","3","1.8","0.1","1.9","1.9","3.8","20","0.128571429","0.016666667","0.095","5","3.5","0.475","0.475","70","50","15","15.83333333","15.83333333","31.66666667","4","2.8","0.38","0.38","80","12","12.66666667","12.66666667","25.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01131","","","","5","1","1","1","2","0","7","1","3","1.6","0","2.3","1.6","3.9","2","0.8","","0.8","2","2","1.6","2.3","100","41.02564103","53.33333333","53.33333333","76.66666667","130","0.4","0.4","0.32","0.46","20","10.66666667","10.66666667","15.33333333","26"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01132","","","","5","5","4","3","3","2","7","4","3","0.8","0.1","6.7","0.9","7.6","5","0.266666667","0.05","0.18","1.25","0.75","0.225","1.675","60","11.84210526","6.666666667","7.5","55.83333333","63.33333333","1","0.6","0.18","1.34","80","5.333333333","6","44.66666667","50.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01133","","","","5","5","4","4","6","2","5","4","4","3.7","0.1","3.7","3.8","7.5","8","0.616666667","0.05","0.475","2","1.5","0.95","0.925","75","50.66666667","30.83333333","31.66666667","30.83333333","62.5","1.6","1.2","0.76","0.74","80","24.66666667","25.33333333","24.66666667","50"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01134","","","","5","5","5","5","8","1","5","5","5","1.5","0.1","1.2","1.6","2.8","9","0.1875","0.1","0.177777778","1.8","1.6","0.32","0.24","88.88888889","57.14285714","10","10.66666667","8","18.66666667","1.8","1.6","0.32","0.24","100","10","10.66666667","8","18.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01201","","","","5","5","4","4","7","3","5","6","6","1","0.2","0.7","1.2","1.9","10","0.142857143","0.066666667","0.12","2.5","1.75","0.3","0.175","70","63.15789474","8.333333333","10","5.833333333","15.83333333","2","1.4","0.24","0.14","80","6.666666667","8","4.666666667","12.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01202","","","","5","5","5","5","13","9","6","4","5","2.2","0.1","1.4","2.3","3.7","22","0.169230769","0.011111111","0.104545455","4.4","2.6","0.46","0.28","59.09090909","62.16216216","14.66666667","15.33333333","9.333333333","24.66666667","4.4","2.6","0.46","0.28","100","14.66666667","15.33333333","9.333333333","24.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01203","","","","5","2","2","2","11","4","6","4","4","1.2","0.1","0.2","1.3","1.5","15","0.109090909","0.025","0.086666667","7.5","5.5","0.65","0.1","73.33333333","86.66666667","20","21.66666667","3.333333333","25","3","2.2","0.26","0.04","40","8","8.666666667","1.333333333","10"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01204","","","","5","5","5","5","7","5","6","5","4","1.1","0.1","0.6","1.2","1.8","12","0.157142857","0.02","0.1","2.4","1.4","0.24","0.12","58.33333333","66.66666667","7.333333333","8","4","12","2.4","1.4","0.24","0.12","100","7.333333333","8","4","12"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01205","","","","5","5","5","5","15","4","7","1","3","3.3","0.1","2.2","3.4","5.6","19","0.22","0.025","0.178947368","3.8","3","0.68","0.44","78.94736842","60.71428571","22","22.66666667","14.66666667","37.33333333","3.8","3","0.68","0.44","100","22","22.66666667","14.66666667","37.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01206","","","","5","5","5","5","19","7","5","3","5","3.5","0.1","1","3.6","4.6","26","0.184210526","0.014285714","0.138461538","5.2","3.8","0.72","0.2","73.07692308","78.26086957","23.33333333","24","6.666666667","30.66666667","5.2","3.8","0.72","0.2","100","23.33333333","24","6.666666667","30.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01207","","","","5","5","5","5","8","6","5","4","5","1.7","0.1","0.8","1.8","2.6","14","0.2125","0.016666667","0.128571429","2.8","1.6","0.36","0.16","57.14285714","69.23076923","11.33333333","12","5.333333333","17.33333333","2.8","1.6","0.36","0.16","100","11.33333333","12","5.333333333","17.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01208","","","","5","5","5","5","6","9","6","4","4","1.7","0.1","2.1","1.8","3.9","15","0.283333333","0.011111111","0.12","3","1.2","0.36","0.42","40","46.15384615","11.33333333","12","14","26","3","1.2","0.36","0.42","100","11.33333333","12","14","26"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01209","","","","5","5","5","5","4","4","5","6","6","0.4","0.1","0.5","0.5","1","8","0.1","0.025","0.0625","1.6","0.8","0.1","0.1","50","50","2.666666667","3.333333333","3.333333333","6.666666667","1.6","0.8","0.1","0.1","100","2.666666667","3.333333333","3.333333333","6.666666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01210","","","","5","5","5","5","8","2","6","1","4","1.8","0.1","1.6","1.9","3.5","10","0.225","0.05","0.19","2","1.6","0.38","0.32","80","54.28571429","12","12.66666667","10.66666667","23.33333333","2","1.6","0.38","0.32","100","12","12.66666667","10.66666667","23.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01211","","","","5","5","5","5","10","1","7","3","4","2.5","0.1","2.1","2.6","4.7","11","0.25","0.1","0.236363636","2.2","2","0.52","0.42","90.90909091","55.31914894","16.66666667","17.33333333","14","31.33333333","2.2","2","0.52","0.42","100","16.66666667","17.33333333","14","31.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01212","","","","5","5","4","4","7","11","5","4","4","0.9","0.1","1","1","2","18","0.128571429","0.009090909","0.055555556","4.5","1.75","0.25","0.25","38.88888889","50","7.5","8.333333333","8.333333333","16.66666667","3.6","1.4","0.2","0.2","80","6","6.666666667","6.666666667","13.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01213","","","","5","5","5","5","12","6","8","3","3","2.8","0.1","4.1","2.9","7","18","0.233333333","0.016666667","0.161111111","3.6","2.4","0.58","0.82","66.66666667","41.42857143","18.66666667","19.33333333","27.33333333","46.66666667","3.6","2.4","0.58","0.82","100","18.66666667","19.33333333","27.33333333","46.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01214","","","","5","5","4","4","9","1","6","5","4","1.6","0.1","1.9","1.7","3.6","10","0.177777778","0.1","0.17","2.5","2.25","0.425","0.475","90","47.22222222","13.33333333","14.16666667","15.83333333","30","2","1.8","0.34","0.38","80","10.66666667","11.33333333","12.66666667","24"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01215","","","","5","5","5","5","10","3","6","4","4","2.9","0.1","1.7","3","4.7","13","0.29","0.033333333","0.230769231","2.6","2","0.6","0.34","76.92307692","63.82978723","19.33333333","20","11.33333333","31.33333333","2.6","2","0.6","0.34","100","19.33333333","20","11.33333333","31.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01216","","","","5","5","5","5","12","5","6","3","3","2.9","0.1","1.8","3","4.8","17","0.241666667","0.02","0.176470588","3.4","2.4","0.6","0.36","70.58823529","62.5","19.33333333","20","12","32","3.4","2.4","0.6","0.36","100","19.33333333","20","12","32"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01217","","","","5","5","5","5","11","6","7","3","3","3.3","0.1","3.3","3.4","6.7","17","0.3","0.016666667","0.2","3.4","2.2","0.68","0.66","64.70588235","50.74626866","22","22.66666667","22","44.66666667","3.4","2.2","0.68","0.66","100","22","22.66666667","22","44.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01218","","","","5","5","5","5","9","9","7","1","3","3.4","0.1","3","3.5","6.5","18","0.377777778","0.011111111","0.194444444","3.6","1.8","0.7","0.6","50","53.84615385","22.66666667","23.33333333","20","43.33333333","3.6","1.8","0.7","0.6","100","22.66666667","23.33333333","20","43.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01219","","","","5","5","4","4","8","7","7","3","4","2.8","0.1","2.7","2.9","5.6","15","0.35","0.014285714","0.193333333","3.75","2","0.725","0.675","53.33333333","51.78571429","23.33333333","24.16666667","22.5","46.66666667","3","1.6","0.58","0.54","80","18.66666667","19.33333333","18","37.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01220","","","","5","5","5","5","18","3","6","3","4","4.3","0.1","2.4","4.4","6.8","21","0.238888889","0.033333333","0.20952381","4.2","3.6","0.88","0.48","85.71428571","64.70588235","28.66666667","29.33333333","16","45.33333333","4.2","3.6","0.88","0.48","100","28.66666667","29.33333333","16","45.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01221","","","","5","5","5","5","8","3","6","5","3","2.8","0.1","2.7","2.9","5.6","11","0.35","0.033333333","0.263636364","2.2","1.6","0.58","0.54","72.72727273","51.78571429","18.66666667","19.33333333","18","37.33333333","2.2","1.6","0.58","0.54","100","18.66666667","19.33333333","18","37.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01222","","","","5","5","5","5","13","5","6","5","5","3.3","0.1","2.3","3.4","5.7","18","0.253846154","0.02","0.188888889","3.6","2.6","0.68","0.46","72.22222222","59.64912281","22","22.66666667","15.33333333","38","3.6","2.6","0.68","0.46","100","22","22.66666667","15.33333333","38"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01223","","","","5","5","4","4","7","0","5","3","5","2.2","0","1.3","2.2","3.5","7","0.314285714","","0.314285714","1.75","1.75","0.55","0.325","100","62.85714286","18.33333333","18.33333333","10.83333333","29.16666667","1.4","1.4","0.44","0.26","80","14.66666667","14.66666667","8.666666667","23.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01224","","","","5","5","4","4","7","4","5","6","5","0.7","0.1","0.7","0.8","1.5","11","0.1","0.025","0.072727273","2.75","1.75","0.2","0.175","63.63636364","53.33333333","5.833333333","6.666666667","5.833333333","12.5","2.2","1.4","0.16","0.14","80","4.666666667","5.333333333","4.666666667","10"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01225","","","","5","5","5","5","8","3","7","3","4","3.1","0.1","4","3.2","7.2","11","0.3875","0.033333333","0.290909091","2.2","1.6","0.64","0.8","72.72727273","44.44444444","20.66666667","21.33333333","26.66666667","48","2.2","1.6","0.64","0.8","100","20.66666667","21.33333333","26.66666667","48"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01226","","","","5","5","4","4","7","7","5","3","5","2.6","0.2","2.6","2.8","5.4","14","0.371428571","0.028571429","0.2","3.5","1.75","0.7","0.65","50","51.85185185","21.66666667","23.33333333","21.66666667","45","2.8","1.4","0.56","0.52","80","17.33333333","18.66666667","17.33333333","36"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01227","","","","5","3","3","3","9","0","6","3","4","3.2","0","2.8","3.2","6","9","0.355555556","","0.355555556","3","3","1.066666667","0.933333333","100","53.33333333","35.55555556","35.55555556","31.11111111","66.66666667","1.8","1.8","0.64","0.56","60","21.33333333","21.33333333","18.66666667","40"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01228","","","","5","4","4","4","11","0","6","","4","1.8","0","3","1.8","4.8","11","0.163636364","","0.163636364","2.75","2.75","0.45","0.75","100","37.5","15","15","25","40","2.2","2.2","0.36","0.6","80","12","12","20","32"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01229","","","","5","4","4","4","6","4","7","3","3","1","0.1","1.1","1.1","2.2","10","0.166666667","0.025","0.11","2.5","1.5","0.275","0.275","60","50","8.333333333","9.166666667","9.166666667","18.33333333","2","1.2","0.22","0.22","80","6.666666667","7.333333333","7.333333333","14.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01230","","","","5","5","5","5","15","9","7","4","3","4.4","0.2","4","4.6","8.6","24","0.293333333","0.022222222","0.191666667","4.8","3","0.92","0.8","62.5","53.48837209","29.33333333","30.66666667","26.66666667","57.33333333","4.8","3","0.92","0.8","100","29.33333333","30.66666667","26.66666667","57.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01231","","","","5","1","1","1","1","1","6","1","3","0.1","0.1","0.4","0.2","0.6","2","0.1","0.1","0.1","2","1","0.2","0.4","50","33.33333333","3.333333333","6.666666667","13.33333333","20","0.4","0.2","0.04","0.08","20","0.666666667","1.333333333","2.666666667","4"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01232","","","","5","5","5","5","12","0","7","1","3","3.7","0","4.8","3.7","8.5","12","0.308333333","","0.308333333","2.4","2.4","0.74","0.96","100","43.52941176","24.66666667","24.66666667","32","56.66666667","2.4","2.4","0.74","0.96","100","24.66666667","24.66666667","32","56.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01233","","","","5","3","3","3","6","0","7","3","3","2.1","0","2.8","2.1","4.9","6","0.35","","0.35","2","2","0.7","0.933333333","100","42.85714286","23.33333333","23.33333333","31.11111111","54.44444444","1.2","1.2","0.42","0.56","60","14","14","18.66666667","32.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01234","","","","5","4","4","4","7","3","7","4","3","0.7","0.1","1.5","0.8","2.3","10","0.1","0.033333333","0.08","2.5","1.75","0.2","0.375","70","34.7826087","5.833333333","6.666666667","12.5","19.16666667","2","1.4","0.16","0.3","80","4.666666667","5.333333333","10","15.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01301","","","","5","5","5","5","7","1","6","4","5","0.8","0.1","1.8","0.9","2.7","8","0.114285714","0.1","0.1125","1.6","1.4","0.18","0.36","87.5","33.33333333","5.333333333","6","12","18","1.6","1.4","0.18","0.36","100","5.333333333","6","12","18"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01302","","","","5","5","5","5","9","0","6","4","5","2","0","1.6","2","3.6","9","0.222222222","","0.222222222","1.8","1.8","0.4","0.32","100","55.55555556","13.33333333","13.33333333","10.66666667","24","1.8","1.8","0.4","0.32","100","13.33333333","13.33333333","10.66666667","24"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01303","","","","5","5","5","5","7","3","6","3","5","2.7","0.2","2.5","2.9","5.4","10","0.385714286","0.066666667","0.29","2","1.4","0.58","0.5","70","53.7037037","18","19.33333333","16.66666667","36","2","1.4","0.58","0.5","100","18","19.33333333","16.66666667","36"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01304","","","","5","5","5","5","9","1","6","3","4","2.6","0.1","2.5","2.7","5.2","10","0.288888889","0.1","0.27","2","1.8","0.54","0.5","90","51.92307692","17.33333333","18","16.66666667","34.66666667","2","1.8","0.54","0.5","100","17.33333333","18","16.66666667","34.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01305","","","","5","5","5","5","9","2","6","3","4","2.5","0.1","1.7","2.6","4.3","11","0.277777778","0.05","0.236363636","2.2","1.8","0.52","0.34","81.81818182","60.46511628","16.66666667","17.33333333","11.33333333","28.66666667","2.2","1.8","0.52","0.34","100","16.66666667","17.33333333","11.33333333","28.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01306","","","","5","5","4","4","9","0","6","4","4","1.9","0","1.5","1.9","3.4","9","0.211111111","","0.211111111","2.25","2.25","0.475","0.375","100","55.88235294","15.83333333","15.83333333","12.5","28.33333333","1.8","1.8","0.38","0.3","80","12.66666667","12.66666667","10","22.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01307","","","","5","5","5","5","12","1","5","5","5","2.5","0.1","1.7","2.6","4.3","13","0.208333333","0.1","0.2","2.6","2.4","0.52","0.34","92.30769231","60.46511628","16.66666667","17.33333333","11.33333333","28.66666667","2.6","2.4","0.52","0.34","100","16.66666667","17.33333333","11.33333333","28.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01308","","","","5","5","5","5","7","4","6","2","4","1.6","0.2","1.5","1.8","3.3","11","0.228571429","0.05","0.163636364","2.2","1.4","0.36","0.3","63.63636364","54.54545455","10.66666667","12","10","22","2.2","1.4","0.36","0.3","100","10.66666667","12","10","22"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01309","","","","5","5","3","3","5","3","6","4","5","1.3","0.3","1.1","1.6","2.7","8","0.26","0.1","0.2","2.666666667","1.666666667","0.533333333","0.366666667","62.5","59.25925926","14.44444444","17.77777778","12.22222222","30","1.6","1","0.32","0.22","60","8.666666667","10.66666667","7.333333333","18"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01310","","","","5","5","5","5","7","0","6","3","5","1.8","0","2.3","1.8","4.1","7","0.257142857","","0.257142857","1.4","1.4","0.36","0.46","100","43.90243902","12","12","15.33333333","27.33333333","1.4","1.4","0.36","0.46","100","12","12","15.33333333","27.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01311","","","","5","5","5","5","8","10","6","5","4","1.6","0.4","1.2","2","3.2","18","0.2","0.04","0.111111111","3.6","1.6","0.4","0.24","44.44444444","62.5","10.66666667","13.33333333","8","21.33333333","3.6","1.6","0.4","0.24","100","10.66666667","13.33333333","8","21.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01312","","","","5","5","5","5","6","2","6","6","5","0.9","0.1","1","1","2","8","0.15","0.05","0.125","1.6","1.2","0.2","0.2","75","50","6","6.666666667","6.666666667","13.33333333","1.6","1.2","0.2","0.2","100","6","6.666666667","6.666666667","13.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01313","","","","5","4","5","5","9","1","6","3","5","2.1","0.1","1.6","2.2","3.8","10","0.233333333","0.1","0.22","2","1.8","0.44","0.32","90","57.89473684","14","14.66666667","10.66666667","25.33333333","2","1.8","0.44","0.32","100","14","14.66666667","10.66666667","25.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01314","","","","5","5","5","5","5","4","5","3","4","2.2","0.1","2.8","2.3","5.1","9","0.44","0.025","0.255555556","1.8","1","0.46","0.56","55.55555556","45.09803922","14.66666667","15.33333333","18.66666667","34","1.8","1","0.46","0.56","100","14.66666667","15.33333333","18.66666667","34"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01315","","","","5","5","4","3","2","2","5","6","6","0.2","0.1","1.2","0.3","1.5","4","0.1","0.05","0.075","1","0.5","0.075","0.3","50","20","1.666666667","2.5","10","12.5","0.8","0.4","0.06","0.24","80","1.333333333","2","8","10"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01316","","","","5","5","4","4","9","0","6","4","5","3.9","0","4.1","3.9","8","9","0.433333333","","0.433333333","2.25","2.25","0.975","1.025","100","48.75","32.5","32.5","34.16666667","66.66666667","1.8","1.8","0.78","0.82","80","26","26","27.33333333","53.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01317","","","","5","5","5","5","9","2","6","1","5","2.6","0.2","2.3","2.8","5.1","11","0.288888889","0.1","0.254545455","2.2","1.8","0.56","0.46","81.81818182","54.90196078","17.33333333","18.66666667","15.33333333","34","2.2","1.8","0.56","0.46","100","17.33333333","18.66666667","15.33333333","34"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01318","","","","5","5","5","5","11","9","6","5","5","3.4","0.4","1.7","3.8","5.5","20","0.309090909","0.044444444","0.19","4","2.2","0.76","0.34","55","69.09090909","22.66666667","25.33333333","11.33333333","36.66666667","4","2.2","0.76","0.34","100","22.66666667","25.33333333","11.33333333","36.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01319","","","","5","5","5","5","10","1","7","2","3","3.9","0.1","2.8","4","6.8","11","0.39","0.1","0.363636364","2.2","2","0.8","0.56","90.90909091","58.82352941","26","26.66666667","18.66666667","45.33333333","2.2","2","0.8","0.56","100","26","26.66666667","18.66666667","45.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01320","","","","5","5","5","5","8","4","6","5","4","2.1","0.2","2.2","2.3","4.5","12","0.2625","0.05","0.191666667","2.4","1.6","0.46","0.44","66.66666667","51.11111111","14","15.33333333","14.66666667","30","2.4","1.6","0.46","0.44","100","14","15.33333333","14.66666667","30"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01321","","","","5","5","5","4","6","0","5","6","4","0.7","0","1","0.7","1.7","6","0.116666667","","0.116666667","1.2","1.2","0.14","0.2","100","41.17647059","4.666666667","4.666666667","6.666666667","11.33333333","1.2","1.2","0.14","0.2","100","4.666666667","4.666666667","6.666666667","11.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01322","","","","5","4","5","5","7","1","5","4","5","1.7","0.1","1.7","1.8","3.5","8","0.242857143","0.1","0.225","1.6","1.4","0.36","0.34","87.5","51.42857143","11.33333333","12","11.33333333","23.33333333","1.6","1.4","0.36","0.34","100","11.33333333","12","11.33333333","23.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01323","","","","5","5","5","5","10","7","6","5","5","0.8","0.2","1.3","1","2.3","17","0.08","0.028571429","0.058823529","3.4","2","0.2","0.26","58.82352941","43.47826087","5.333333333","6.666666667","8.666666667","15.33333333","3.4","2","0.2","0.26","100","5.333333333","6.666666667","8.666666667","15.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01324","","","","5","4","5","5","7","0","6","3","4","1.5","0","1.6","1.5","3.1","7","0.214285714","","0.214285714","1.4","1.4","0.3","0.32","100","48.38709677","10","10","10.66666667","20.66666667","1.4","1.4","0.3","0.32","100","10","10","10.66666667","20.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01325","","","","5","5","4","4","6","6","6","4","3","1.2","0.2","1.1","1.4","2.5","12","0.2","0.033333333","0.116666667","3","1.5","0.35","0.275","50","56","10","11.66666667","9.166666667","20.83333333","2.4","1.2","0.28","0.22","80","8","9.333333333","7.333333333","16.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01326","","","","5","5","5","5","10","1","7","3","3","4.5","0.1","4.3","4.6","8.9","11","0.45","0.1","0.418181818","2.2","2","0.92","0.86","90.90909091","51.68539326","30","30.66666667","28.66666667","59.33333333","2.2","2","0.92","0.86","100","30","30.66666667","28.66666667","59.33333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01327","","","","5","5","4","4","9","5","5","3","5","1","0.1","2.9","1.1","4","14","0.111111111","0.02","0.078571429","3.5","2.25","0.275","0.725","64.28571429","27.5","8.333333333","9.166666667","24.16666667","33.33333333","2.8","1.8","0.22","0.58","80","6.666666667","7.333333333","19.33333333","26.66666667"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01328","","","","5","3","5","5","10","3","5","3","6","5","0.26","1.6","5.26","6.86","13","0.5","0.086666667","0.404615385","2.6","2","1.052","0.32","76.92307692","76.67638484","33.33333333","35.06666667","10.66666667","45.73333333","2.6","2","1.052","0.32","100","33.33333333","35.06666667","10.66666667","45.73333333"
"","","GHP2017FMS-ST03","","","","","","","","","GHP2017FMS-ST03-01329","","","","5","3","4","4","9","10","6","4","3","2.4","0.3","1.9","2.7","4.6","19","0.266666667","0.03","0.142105263","4.75","2.25","0.675","0.475","47.36842105","58.69565217","20","22.5","15.83333333","38.33333333","3.8","1.8","0.54","0.38","80","16","18","12.66666667","30.66666667"
