"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00056","","","","2","2","10","8","8","11","21","6","6","4","4","1","6","4","5","2.9","1","1.4","3.9","5.3","32","0.263636364","0.047619048","0.121875","4","3.2","1.375","1.1","0.4875","0.39","0.175","0.14","34.375","73.58490566","80","9.666666667","12.08333333","13","16.25","4.666666667","5.833333333","17.66666667","22.08333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00057","","","","1","","10","3","","","","","","","","","2","8","8","","","0.2","","","","","","","","","","","","","0.066666667","0.02","","","30","","","","","0.666666667","2.222222222","",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00058","","","","2","2","10","5","4","3","8","4","4","2","2","1","8","1","4","0.5","0.3","1.2","0.8","2","11","0.166666667","0.0375","0.072727273","2.2","1.1","0.6","0.3","0.16","0.08","0.24","0.12","27.27272727","40","50","1.666666667","3.333333333","2.666666667","5.333333333","4","8","6.666666667","13.33333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00059","","","","2","2","10","9","9","16","12","6","6","2","2","1","7","1","5","3.7","0.6","2.8","4.3","7.1","28","0.23125","0.05","0.153571429","3.111111111","2.8","1.777777778","1.6","0.477777778","0.43","0.311111111","0.28","57.14285714","60.56338028","90","12.33333333","13.7037037","14.33333333","15.92592593","9.333333333","10.37037037","23.66666667","26.2962963"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00006","","","","","","10","2","0","0","0","","","","","","3","9","8","0","0","1","0","1","0","","","","0","0","0","0","0","0","0.5","0.1","","0","20","0","0","0","0","3.333333333","16.66666667","3.333333333","16.66666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00060","","","","2","1","10","7","7","7","2","5","5","1","1","1","5","6","7","1.1","0.2","0.3","1.3","1.6","9","0.157142857","0.1","0.144444444","1.285714286","0.9","1","0.7","0.185714286","0.13","0.042857143","0.03","77.77777778","81.25","70","3.666666667","5.238095238","4.333333333","6.19047619","1","1.428571429","5.333333333","7.619047619"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00061","","","","1","1","10","8","8","13","13","5","5","3","3","1","6","1","6","2","0.7","0.2","2.7","2.9","26","0.153846154","0.053846154","0.103846154","3.25","2.6","1.625","1.3","0.3375","0.27","0.025","0.02","50","93.10344828","80","6.666666667","8.333333333","9","11.25","0.666666667","0.833333333","9.666666667","12.08333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00062","","","","2","2","10","4","3","4","0","5","4","2","2","1","2","8","8","0.9","0","0.1","0.9","1","4","0.225","","0.225","1","0.4","1","0.4","0.225","0.09","0.025","0.01","100","90","40","3","7.5","3","7.5","0.333333333","0.833333333","3.333333333","8.333333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00063","","","","4","1","10","8","1","1","1","3","3","1","1","1","8","1","4","0.3","0.1","7.2","0.4","7.6","2","0.3","0.1","0.2","0.25","0.2","0.125","0.1","0.05","0.04","0.9","0.72","50","5.263157895","80","1","1.25","1.333333333","1.666666667","24","30","25.33333333","31.66666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00064","","","","3","2","10","9","8","8","12","3","4","1","1","1","4","8","7","1","0.4","1.6","1.4","3","20","0.125","0.033333333","0.07","2.222222222","2","0.888888889","0.8","0.155555556","0.14","0.177777778","0.16","40","46.66666667","90","3.333333333","3.703703704","4.666666667","5.185185185","5.333333333","5.925925926","10","11.11111111"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00065","","","","","","10","0","0","0","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00066","","","","1","1","10","5","2","3","6","2","2","1","1","1","3","8","7","0.3","0.2","0.1","0.5","0.6","9","0.1","0.033333333","0.055555556","1.8","0.9","0.6","0.3","0.1","0.05","0.02","0.01","33.33333333","83.33333333","50","1","2","1.666666667","3.333333333","0.333333333","0.666666667","2","4"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00067","","","","2","2","10","7","7","4","16","4","4","3","3","1","7","3","4","0.6","0.6","7.2","1.2","8.4","20","0.15","0.0375","0.06","2.857142857","2","0.571428571","0.4","0.171428571","0.12","1.028571429","0.72","20","14.28571429","70","2","2.857142857","4","5.714285714","24","34.28571429","28","40"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00068","","","","4","4","10","7","7","14","16","5","6","5","5","1","6","5","6","2.7","1","0.6","3.7","4.3","30","0.192857143","0.0625","0.123333333","4.285714286","3","2","1.4","0.528571429","0.37","0.085714286","0.06","46.66666667","86.04651163","70","9","12.85714286","12.33333333","17.61904762","2","2.857142857","14.33333333","20.47619048"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00069","","","","1","1","10","8","8","9","5","5","5","2","2","1","8","1","4","1.8","0.3","3.2","2.1","5.3","14","0.2","0.06","0.15","1.75","1.4","1.125","0.9","0.2625","0.21","0.4","0.32","64.28571429","39.62264151","80","6","7.5","7","8.75","10.66666667","13.33333333","17.66666667","22.08333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00007","","","","3","2","10","5","3","2","2","4","4","2","2","1","3","7","7","0.6","0.2","1.2","0.8","2","4","0.3","0.1","0.2","0.8","0.4","0.4","0.2","0.16","0.08","0.24","0.12","50","40","50","2","4","2.666666667","5.333333333","4","8","6.666666667","13.33333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00070","","","","3","3","10","10","10","13","24","5","5","4","4","1","7","4","5","2.4","1.3","1.4","3.7","5.1","37","0.184615385","0.054166667","0.1","3.7","3.7","1.3","1.3","0.37","0.37","0.14","0.14","35.13513514","72.54901961","100","8","8","12.33333333","12.33333333","4.666666667","4.666666667","17","17"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00071","","","","2","1","10","7","7","3","12","3","3","2","2","1","3","5","8","0.3","0.5","0.1","0.8","0.9","15","0.1","0.041666667","0.053333333","2.142857143","1.5","0.428571429","0.3","0.114285714","0.08","0.014285714","0.01","20","88.88888889","70","1","1.428571429","2.666666667","3.80952381","0.333333333","0.476190476","3","4.285714286"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00072","","","","","","10","0","0","0","0","","","","","","1","9","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00073","","","","1","1","10","2","1","2","0","4","3","2","2","1","7","5","5","0.3","0","0.8","0.3","1.1","2","0.15","","0.15","1","0.2","1","0.2","0.15","0.03","0.4","0.08","100","27.27272727","20","1","5","1","5","2.666666667","13.33333333","3.666666667","18.33333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00074","","","","3","1","10","2","1","0","3","2","3","4","4","1","4","5","7","0","0.1","0.6","0.1","0.7","3","","0.033333333","0.033333333","1.5","0.3","0","0","0.05","0.01","0.3","0.06","0","14.28571429","20","0","0","0.333333333","1.666666667","2","10","2.333333333","11.66666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00075","","","","3","3","10","5","5","5","8","3","4","3","3","1","3","7","8","0.6","0.4","0.2","1","1.2","13","0.12","0.05","0.076923077","2.6","1.3","1","0.5","0.2","0.1","0.04","0.02","38.46153846","83.33333333","50","2","4","3.333333333","6.666666667","0.666666667","1.333333333","4","8"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00076","","","","2","2","10","5","4","2","10","3","3","2","2","1","6","3","5","0.3","0.5","2.4","0.8","3.2","12","0.15","0.05","0.066666667","2.4","1.2","0.4","0.2","0.16","0.08","0.48","0.24","16.66666667","25","50","1","2","2.666666667","5.333333333","8","16","10.66666667","21.33333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00077","","","","","","10","7","0","0","0","","","","","","3","8","8","0","0","0.2","0","0.2","0","","","","0","0","0","0","0","0","0.028571429","0.02","","0","70","0","0","0","0","0.666666667","0.952380952","0.666666667","0.952380952"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00078","","","","3","1","10","4","1","1","0","2","3","1","1","1","3","7","7","0.2","0","0.6","0.2","0.8","1","0.2","","0.2","0.25","0.1","0.25","0.1","0.05","0.02","0.15","0.06","100","25","40","0.666666667","1.666666667","0.666666667","1.666666667","2","5","2.666666667","6.666666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00079","","","","","","10","7","0","0","0","","","","","","2","8","8","0","0","0.6","0","0.6","0","","","","0","0","0","0","0","0","0.085714286","0.06","","0","70","0","0","0","0","2","2.857142857","2","2.857142857"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00008","","","","3","1","10","6","4","3","5","3","3","3","3","1","3","7","8","0.3","0.3","0.8","0.6","1.4","8","0.1","0.06","0.075","1.333333333","0.8","0.5","0.3","0.1","0.06","0.133333333","0.08","37.5","42.85714286","60","1","1.666666667","2","3.333333333","2.666666667","4.444444444","4.666666667","7.777777778"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00080","","","","2","2","10","8","7","8","12","5","7","2","2","1","9","1","4","2.7","0.8","10.2","3.5","13.7","20","0.3375","0.066666667","0.175","2.5","2","1","0.8","0.4375","0.35","1.275","1.02","40","25.54744526","80","9","11.25","11.66666667","14.58333333","34","42.5","45.66666667","57.08333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00081","","","","1","1","10","8","8","22","22","5","6","2","2","1","7","1","5","4.6","1.1","1","5.7","6.7","44","0.209090909","0.05","0.129545455","5.5","4.4","2.75","2.2","0.7125","0.57","0.125","0.1","50","85.07462687","80","15.33333333","19.16666667","19","23.75","3.333333333","4.166666667","22.33333333","27.91666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00082","","","","3","1","10","5","2","3","0","2","2","1","1","1","6","5","5","0.2","0","0.8","0.2","1","3","0.066666667","","0.066666667","0.6","0.3","0.6","0.3","0.04","0.02","0.16","0.08","100","20","50","0.666666667","1.333333333","0.666666667","1.333333333","2.666666667","5.333333333","3.333333333","6.666666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00083","","","","2","1","10","6","5","6","11","4","4","2","2","1","6","5","4","0.8","0.4","3.4","1.2","4.6","17","0.133333333","0.036363636","0.070588235","2.833333333","1.7","1","0.6","0.2","0.12","0.566666667","0.34","35.29411765","26.08695652","60","2.666666667","4.444444444","4","6.666666667","11.33333333","18.88888889","15.33333333","25.55555556"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00084","","","","2","1","10","6","3","0","3","2","2","2","2","1","5","5","6","0","0.1","0.2","0.1","0.3","3","","0.033333333","0.033333333","0.5","0.3","0","0","0.016666667","0.01","0.033333333","0.02","0","33.33333333","60","0","0","0.333333333","0.555555556","0.666666667","1.111111111","1","1.666666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00085","","","","","","10","0","0","0","0","","","","","","","9","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00086","","","","2","1","10","6","3","2","0","3","3","2","2","1","2","7","8","0.2","0","1","0.2","1.2","2","0.1","","0.1","0.333333333","0.2","0.333333333","0.2","0.033333333","0.02","0.166666667","0.1","100","16.66666667","60","0.666666667","1.111111111","0.666666667","1.111111111","3.333333333","5.555555556","4","6.666666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00087","","","","","","10","0","0","0","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00088","","","","","","10","0","0","0","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00089","","","","","","10","0","0","0","0","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00009","","","","4","","10","2","","","","","","","","","2","7","8","","","","","","","","","","","","","","","","","","","","20","","","","","","","",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00090","","","","","","10","0","0","0","0","","","","","","","9","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00091","","","","2","2","10","10","10","19","22","6","6","2","2","1","7","1","5","3.8","1.1","3","4.9","7.9","41","0.2","0.05","0.119512195","4.1","4.1","1.9","1.9","0.49","0.49","0.3","0.3","46.34146341","62.02531646","100","12.66666667","12.66666667","16.33333333","16.33333333","10","10","26.33333333","26.33333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00092","","","","1","1","10","3","1","0","3","3","2","1","1","1","6","5","5","0","0.2","2.8","0.2","3","3","","0.066666667","0.066666667","1","0.3","0","0","0.066666667","0.02","0.933333333","0.28","0","6.666666667","30","0","0","0.666666667","2.222222222","9.333333333","31.11111111","10","33.33333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00093","","","","","","10","3","0","0","0","","","","","","7","4","5","0","0","6","0","6","0","","","","0","0","0","0","0","0","2","0.6","","0","30","0","0","0","0","20","66.66666667","20","66.66666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00094","","","","3","2","10","9","9","5","12","4","3","3","3","1","3","8","8","0.6","0.4","0.8","1","1.8","17","0.12","0.033333333","0.058823529","1.888888889","1.7","0.555555556","0.5","0.111111111","0.1","0.088888889","0.08","29.41176471","55.55555556","90","2","2.222222222","3.333333333","3.703703704","2.666666667","2.962962963","6","6.666666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00095","","","","1","1","10","6","5","5","5","4","4","1","1","1","7","5","5","0.7","0.2","1.4","0.9","2.3","10","0.14","0.04","0.09","1.666666667","1","0.833333333","0.5","0.15","0.09","0.233333333","0.14","50","39.13043478","60","2.333333333","3.888888889","3","5","4.666666667","7.777777778","7.666666667","12.77777778"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00096","","","","2","2","10","8","6","3","","3","4","2","2","1","3","8","8","8","0.3","1.2","8.3","9.5","","2.666666667","","","","","0.375","0.3","1.0375","0.83","0.15","0.12","","87.36842105","80","26.66666667","33.33333333","27.66666667","34.58333333","4","5","31.66666667","39.58333333"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00097","","","","1","2","10","3","2","4","4","4","9","1","1","2","3","7","7","3.6","0.4","3.8","4","7.8","8","0.9","0.1","0.5","2.666666667","0.8","1.333333333","0.4","1.333333333","0.4","1.266666667","0.38","50","51.28205128","30","12","40","13.33333333","44.44444444","12.66666667","42.22222222","26","86.66666667"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00098","","","","2","1","10","3","2","1","3","3","3","1","1","1","6","6","6","0.2","0.1","1","0.3","1.3","4","0.2","0.033333333","0.075","1.333333333","0.4","0.333333333","0.1","0.1","0.03","0.333333333","0.1","25","23.07692308","30","0.666666667","2.222222222","1","3.333333333","3.333333333","11.11111111","4.333333333","14.44444444"
"","","GHP2014OHW-PT02","","","","","","","","","GHP2014OHW-PT02-00099","","","","","","10","0","0","0","0","","","","","","","9","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
