"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00650","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00651","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00652","","","","0","0","3","0","3","0","5","1","2","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00653","","","","0","0","2","0","3","0","","7","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00654","","","","0","0","2","0","3","0","6","3","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00655","","","","8","0","3","2","3","1","6","3","5","","0","3.3","","","8","","","","4","2.666666667","4","2.666666667","","","1.65","1.1","100","","66.66666667","","","","","36.66666667","55","",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00656","","","","4","0","6","3","3","2","6","1","3","1.15","0","6.45","1.15","7.6","4","0.2875","","0.2875","1.333333333","1.333333333","1.333333333","1.333333333","0.383333333","0.383333333","2.15","2.15","100","15.13157895","100","12.77777778","12.77777778","12.77777778","12.77777778","71.66666667","71.66666667","84.44444444","84.44444444"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00657","","","","0","0","","1","3","0","7","","1","0","0","0.22","0","0.22","0","","","","0","0","0","0","0","0","0.22","0.073333333","","0","33.33333333","0","0","0","0","2.444444444","7.333333333","2.444444444","7.333333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00658","","","","0","","3","2","3","2","","5","","0","","1.6","","","","","","","","","0","0","","","0.8","0.533333333","","","66.66666667","0","0","","","17.77777778","26.66666667","",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00659","","","","0","0","3","3","3","0","7","1","5","0","0","4.7","0","4.7","0","","","","0","0","0","0","0","0","1.566666667","1.566666667","","0","100","0","0","0","0","52.22222222","52.22222222","52.22222222","52.22222222"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00660","","","","0","0","1","2","3","0","6","1","5","0","0","6.8","0","6.8","0","","","","0","0","0","0","0","0","3.4","2.266666667","","0","66.66666667","0","0","0","0","75.55555556","113.3333333","75.55555556","113.3333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00661","","","","0","0","3","0","3","0","8","1","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00662","","","","0","0","2","3","3","0","5","5","3","0","0","8.1","0","8.1","0","","","","0","0","0","0","0","0","2.7","2.7","","0","100","0","0","0","0","90","90","90","90"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00663","","","","0","0","3","2","3","0","7","2","1","0","0","2.9","0","2.9","0","","","","0","0","0","0","0","0","1.45","0.966666667","","0","66.66666667","0","0","0","0","32.22222222","48.33333333","32.22222222","48.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00664","","","","0","0","3","1","3","0","5","5","5","0","0","0.25","0","0.25","0","","","","0","0","0","0","0","0","0.25","0.083333333","","0","33.33333333","0","0","0","0","2.777777778","8.333333333","2.777777778","8.333333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00665","","","","0","0","3","3","3","0","7","5","5","0","0","3.75","0","3.75","0","","","","0","0","0","0","0","0","1.25","1.25","","0","100","0","0","0","0","41.66666667","41.66666667","41.66666667","41.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00666","","","","0","0","3","3","3","0","7","5","5","0","0","4.45","0","4.45","0","","","","0","0","0","0","0","0","1.483333333","1.483333333","","0","100","0","0","0","0","49.44444444","49.44444444","49.44444444","49.44444444"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00667","","","","0","0","3","3","3","0","7","1","1","0","0","3.1","0","3.1","0","","","","0","0","0","0","0","0","1.033333333","1.033333333","","0","100","0","0","0","0","34.44444444","34.44444444","34.44444444","34.44444444"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00701","","","","0","0","3","3","3","0","7","1","1","0","0","2.86","0","2.86","0","","","","0","0","0","0","0","0","0.953333333","0.953333333","","0","100","0","0","0","0","31.77777778","31.77777778","31.77777778","31.77777778"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00702","","","","0","0","3","2","3","0","8","1","1","0","0","2.2","0","2.2","0","","","","0","0","0","0","0","0","1.1","0.733333333","","0","66.66666667","0","0","0","0","24.44444444","36.66666667","24.44444444","36.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00703","","","","1","0","3","2","3","1","7","2","2","0.12","0","2.54","0.12","2.66","1","0.12","","0.12","0.5","0.333333333","0.5","0.333333333","0.06","0.04","1.27","0.846666667","100","4.511278195","66.66666667","1.333333333","2","1.333333333","2","28.22222222","42.33333333","29.55555556","44.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00704","","","","1","0","2","1","3","1","7","2","2","0.26","0","0.1","0.26","0.36","1","0.26","","0.26","1","0.333333333","1","0.333333333","0.26","0.086666667","0.1","0.033333333","100","72.22222222","33.33333333","2.888888889","8.666666667","2.888888889","8.666666667","1.111111111","3.333333333","4","12"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00705","","","","0","0","2","3","3","0","7","5","1","0","0","1.46","0","1.46","0","","","","0","0","0","0","0","0","0.486666667","0.486666667","","0","100","0","0","0","0","16.22222222","16.22222222","16.22222222","16.22222222"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00706","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00707","","","","0","0","3","3","3","0","9","1","1","0","0","6.36","0","6.36","0","","","","0","0","0","0","0","0","2.12","2.12","","0","100","0","0","0","0","70.66666667","70.66666667","70.66666667","70.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00708","","","","0","0","","0","3","0","6","","2","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00709","","","","0","0","2","0","3","0","5","5","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00710","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00711","","","","0","0","3","1","3","0","6","2","2","0","0","0.64","0","0.64","0","","","","0","0","0","0","0","0","0.64","0.213333333","","0","33.33333333","0","0","0","0","7.111111111","21.33333333","7.111111111","21.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00712","","","","0","0","3","1","3","0","8","1","1","0","0","0.38","0","0.38","0","","","","0","0","0","0","0","0","0.38","0.126666667","","0","33.33333333","0","0","0","0","4.222222222","12.66666667","4.222222222","12.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00713","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00714","","","","0","0","2","0","3","0","7","1","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00715","","","","0","2","1","3","3","1","7","1","1","0","0.16","3.26","0.16","3.42","2","","0.08","0.08","0.666666667","0.666666667","0","0","0.053333333","0.053333333","1.086666667","1.086666667","0","4.678362573","100","0","0","1.777777778","1.777777778","36.22222222","36.22222222","38","38"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00716","","","","0","0","3","0","3","0","","5","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00717","","","","0","0","1","0","3","0","5","3","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00718","","","","0","0","3","1","3","0","6","1","1","0","0","1.46","0","1.46","0","","","","0","0","0","0","0","0","1.46","0.486666667","","0","33.33333333","0","0","0","0","16.22222222","48.66666667","16.22222222","48.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00719","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00720","","","","0","0","3","0","3","0","","3","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00721","","","","0","0","5","0","3","0","","6","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00722","","","","0","0","1","0","3","0","6","3","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00723","","","","2","1","3","2","3","2","7","1","1","0.55","0.04","3.95","0.59","4.54","3","0.275","0.04","0.196666667","1.5","1","1","0.666666667","0.295","0.196666667","1.975","1.316666667","66.66666667","12.99559471","66.66666667","6.111111111","9.166666667","6.555555556","9.833333333","43.88888889","65.83333333","50.44444444","75.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00724","","","","0","0","2","0","3","0","","3","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00725","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00726","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00727","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00728","","","","1","2","1","1","3","1","6","1","1","0.35","0.3","1.3","0.65","1.95","3","0.35","0.15","0.216666667","3","1","1","0.333333333","0.65","0.216666667","1.3","0.433333333","33.33333333","33.33333333","33.33333333","3.888888889","11.66666667","7.222222222","21.66666667","14.44444444","43.33333333","21.66666667","65"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00729","","","","0","0","1","3","3","0","7","2","1","0","0","4.5","0","4.5","0","","","","0","0","0","0","0","0","1.5","1.5","","0","100","0","0","0","0","50","50","50","50"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00730","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00731","","","","0","0","2","0","3","0","","3","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00732","","","","0","0","1","0","3","0","2","5","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00733","","","","2","1","3","3","3","1","6","1","1","0.95","0.2","3.9","1.15","5.05","3","0.475","0.2","0.383333333","1","1","0.666666667","0.666666667","0.383333333","0.383333333","1.3","1.3","66.66666667","22.77227723","100","10.55555556","10.55555556","12.77777778","12.77777778","43.33333333","43.33333333","56.11111111","56.11111111"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00734","","","","0","7","1","3","3","3","7","1","1","0","0.3","5.4","0.3","5.7","7","","0.042857143","0.042857143","2.333333333","2.333333333","0","0","0.1","0.1","1.8","1.8","0","5.263157895","100","0","0","3.333333333","3.333333333","60","60","63.33333333","63.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00735","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00736","","","","0","0","","0","3","0","3","","2","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00737","","","","1","1","1","1","3","1","6","3","1","0.16","0.08","0.6","0.24","0.84","2","0.16","0.08","0.12","2","0.666666667","1","0.333333333","0.24","0.08","0.6","0.2","50","28.57142857","33.33333333","1.777777778","5.333333333","2.666666667","8","6.666666667","20","9.333333333","28"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00738","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00739","","","","0","0","2","1","3","0","5","5","6","0","0","1.1","0","1.1","0","","","","0","0","0","0","0","0","1.1","0.366666667","","0","33.33333333","0","0","0","0","12.22222222","36.66666667","12.22222222","36.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00740","","","","0","0","2","1","3","0","7","2","2","0","0","2.45","0","2.45","0","","","","0","0","0","0","0","0","2.45","0.816666667","","0","33.33333333","0","0","0","0","27.22222222","81.66666667","27.22222222","81.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00741","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00742","","","","0","0","1","0","3","0","","2","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00743","","","","0","0","1","0","3","0","","5","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00744","","","","0","0","1","0","3","0","","5","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00745","","","","0","3","3","3","3","1","7","1","1","0","0.26","2.76","0.26","3.02","3","","0.086666667","0.086666667","1","1","0","0","0.086666667","0.086666667","0.92","0.92","0","8.609271523","100","0","0","2.888888889","2.888888889","30.66666667","30.66666667","33.55555556","33.55555556"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00746","","","","0","0","3","0","3","0","","5","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00747","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00748","","","","0","0","2","0","3","0","6","7","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00749","","","","0","0","3","0","3","0","","5","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00750","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00751","","","","0","0","3","3","3","0","8","1","1","0","0","9.7","0","9.7","0","","","","0","0","0","0","0","0","3.233333333","3.233333333","","0","100","0","0","0","0","107.7777778","107.7777778","107.7777778","107.7777778"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00752","","","","0","0","3","0","3","0","6","2","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00753","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00754","","","","0","0","1","0","3","0","6","2","2","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00755","","","","0","0","1","0","3","0","5","5","2","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00756","","","","0","2","3","2","3","1","8","1","1","0","0.35","12.4","0.35","12.75","2","","0.175","0.175","1","0.666666667","0","0","0.175","0.116666667","6.2","4.133333333","0","2.745098039","66.66666667","0","0","3.888888889","5.833333333","137.7777778","206.6666667","141.6666667","212.5"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00757","","","","4","0","3","3","3","3","8","2","1","1.8","0","4.15","1.8","5.95","4","0.45","","0.45","1.333333333","1.333333333","1.333333333","1.333333333","0.6","0.6","1.383333333","1.383333333","100","30.25210084","100","20","20","20","20","46.11111111","46.11111111","66.11111111","66.11111111"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00758","","","","0","0","2","0","3","0","7","9","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00759","","","","3","0","3","2","3","2","6","1","1","1.55","0","6.55","1.55","8.1","3","0.516666667","","0.516666667","1.5","1","1.5","1","0.775","0.516666667","3.275","2.183333333","100","19.13580247","66.66666667","17.22222222","25.83333333","17.22222222","25.83333333","72.77777778","109.1666667","90","135"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00760","","","","0","0","2","0","3","0","8","3","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00761","","","","0","0","1","2","3","0","6","3","1","0","0","2.6","0","2.6","0","","","","0","0","0","0","0","0","1.3","0.866666667","","0","66.66666667","0","0","0","0","28.88888889","43.33333333","28.88888889","43.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00762","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00763","","","","0","1","3","1","3","1","7","1","1","0","0.05","1.7","0.05","1.75","1","","0.05","0.05","1","0.333333333","0","0","0.05","0.016666667","1.7","0.566666667","0","2.857142857","33.33333333","0","0","0.555555556","1.666666667","18.88888889","56.66666667","19.44444444","58.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00764","","","","0","0","3","3","3","0","5","5","2","0","0","4.3","0","4.3","0","","","","0","0","0","0","0","0","1.433333333","1.433333333","","0","100","0","0","0","0","47.77777778","47.77777778","47.77777778","47.77777778"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00765","","","","1","0","3","1","3","1","6","3","1","0.16","0","0.08","0.16","0.24","1","0.16","","0.16","1","0.333333333","1","0.333333333","0.16","0.053333333","0.08","0.026666667","100","66.66666667","33.33333333","1.777777778","5.333333333","1.777777778","5.333333333","0.888888889","2.666666667","2.666666667","8"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00766","","","","4","1","3","3","3","1","8","2","1","0.92","0.09","2.54","1.01","3.55","5","0.23","0.09","0.202","1.666666667","1.666666667","1.333333333","1.333333333","0.336666667","0.336666667","0.846666667","0.846666667","80","28.45070423","100","10.22222222","10.22222222","11.22222222","11.22222222","28.22222222","28.22222222","39.44444444","39.44444444"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00767","","","","1","0","3","2","3","1","6","2","2","0.1","0","0.8","0.1","0.9","1","0.1","","0.1","0.5","0.333333333","0.5","0.333333333","0.05","0.033333333","0.4","0.266666667","100","11.11111111","66.66666667","1.111111111","1.666666667","1.111111111","1.666666667","8.888888889","13.33333333","10","15"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00801","","","","5","7","3","3","3","","8","1","1","1.26","0.44","2","1.7","3.7","12","0.252","0.062857143","0.141666667","4","4","1.666666667","1.666666667","0.566666667","0.566666667","0.666666667","0.666666667","41.66666667","45.94594595","100","14","14","18.88888889","18.88888889","22.22222222","22.22222222","41.11111111","41.11111111"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00802","","","","0","1","2","1","3","1","5","5","2","0","0.1","1.24","0.1","1.34","1","","0.1","0.1","1","0.333333333","0","0","0.1","0.033333333","1.24","0.413333333","0","7.462686567","33.33333333","0","0","1.111111111","3.333333333","13.77777778","41.33333333","14.88888889","44.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00803","","","","0","0","2","0","3","0","6","5","2","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00804","","","","0","0","2","1","3","0","7","3","5","0","0","1.96","0","1.96","0","","","","0","0","0","0","0","0","1.96","0.653333333","","0","33.33333333","0","0","0","0","21.77777778","65.33333333","21.77777778","65.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00805","","","","0","0","2","2","3","0","6","7","2","0","0","0.2","0","0.2","0","","","","0","0","0","0","0","0","0.1","0.066666667","","0","66.66666667","0","0","0","0","2.222222222","3.333333333","2.222222222","3.333333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00806","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00807","","","","0","0","3","2","3","0","9","3","2","0","0","4.96","0","4.96","0","","","","0","0","0","0","0","0","2.48","1.653333333","","0","66.66666667","0","0","0","0","55.11111111","82.66666667","55.11111111","82.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00808","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00809","","","","0","0","2","2","3","0","8","5","1","0","0","0.68","0","0.68","0","","","","0","0","0","0","0","0","0.34","0.226666667","","0","66.66666667","0","0","0","0","7.555555556","11.33333333","7.555555556","11.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00810","","","","0","0","2","1","3","0","3","3","7","0","0","0.08","0","0.08","0","","","","0","0","0","0","0","0","0.08","0.026666667","","0","33.33333333","0","0","0","0","0.888888889","2.666666667","0.888888889","2.666666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00811","","","","0","0","3","2","3","0","5","3","3","0","0","0.26","0","0.26","0","","","","0","0","0","0","0","0","0.13","0.086666667","","0","66.66666667","0","0","0","0","2.888888889","4.333333333","2.888888889","4.333333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00812","","","","3","6","3","3","3","3","7","1","1","0.28","0.26","3.86","0.54","4.4","9","0.093333333","0.043333333","0.06","3","3","1","1","0.18","0.18","1.286666667","1.286666667","33.33333333","12.27272727","100","3.111111111","3.111111111","6","6","42.88888889","42.88888889","48.88888889","48.88888889"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00813","","","","1","3","3","2","3","2","7","1","1","0.12","0.12","0.84","0.24","1.08","4","0.12","0.04","0.06","2","1.333333333","0.5","0.333333333","0.12","0.08","0.42","0.28","25","22.22222222","66.66666667","1.333333333","2","2.666666667","4","9.333333333","14","12","18"
