"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00121","","","","0","0","","0","3","0","","","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00122","","","","0","0","2","1","3","0","5","5","5","0","0","0.96","0","0.96","0","","","","0","0","0","0","0","0","0.96","0.32","","0","33.33333333","0","0","0","0","10.66666667","32","10.66666667","32"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00123","","","","0","1","3","3","3","1","5","2","3","0","0.04","0.52","0.04","0.56","1","","0.04","0.04","0.333333333","0.333333333","0","0","0.013333333","0.013333333","0.173333333","0.173333333","0","7.142857143","100","0","0","0.444444444","0.444444444","5.777777778","5.777777778","6.222222222","6.222222222"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00124","","","","0","0","3","2","3","0","7","1","1","0","0","1.68","0","1.68","0","","","","0","0","0","0","0","0","0.84","0.56","","0","66.66666667","0","0","0","0","18.66666667","28","18.66666667","28"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00125","","","","2","0","3","1","3","1","6","3","3","0.52","0","0.4","0.52","0.92","2","0.26","","0.26","2","0.666666667","2","0.666666667","0.52","0.173333333","0.4","0.133333333","100","56.52173913","33.33333333","5.777777778","17.33333333","5.777777778","17.33333333","4.444444444","13.33333333","10.22222222","30.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00126","","","","0","0","2","0","3","0","3","1","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00127","","","","0","0","3","2","3","0","5","1","1","0","0","0.8","0","0.8","0","","","","0","0","0","0","0","0","0.4","0.266666667","","0","66.66666667","0","0","0","0","8.888888889","13.33333333","8.888888889","13.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00128","","","","0","0","2","0","3","0","","2","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00129","","","","0","3","3","3","3","1","6","2","5","0","0.16","1.08","0.16","1.24","3","","0.053333333","0.053333333","1","1","0","0","0.053333333","0.053333333","0.36","0.36","0","12.90322581","100","0","0","1.777777778","1.777777778","12","12","13.77777778","13.77777778"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00130","","","","0","0","2","0","3","0","5","5","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00131","","","","0","0","3","3","3","0","5","2","1","0","0","2.09","0","2.09","0","","","","0","0","0","0","0","0","0.696666667","0.696666667","","0","100","0","0","0","0","23.22222222","23.22222222","23.22222222","23.22222222"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00132","","","","0","1","3","2","3","1","5","5","1","0","0.06","1.44","0.06","1.5","1","","0.06","0.06","0.5","0.333333333","0","0","0.03","0.02","0.72","0.48","0","4","66.66666667","0","0","0.666666667","1","16","24","16.66666667","25"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00133","","","","0","0","3","3","3","0","6","1","1","0","0","1.46","0","1.46","0","","","","0","0","0","0","0","0","0.486666667","0.486666667","","0","100","0","0","0","0","16.22222222","16.22222222","16.22222222","16.22222222"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00134","","","","8","1","3","2","3","2","5","1","1","","0.06","1.52","","","9","","0.06","","4.5","3","4","2.666666667","","","0.76","0.506666667","88.88888889","","66.66666667","","","","","16.88888889","25.33333333","",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00135","","","","2","0","3","3","3","1","5","2","2","0.2","0","1.64","0.2","1.84","2","0.1","","0.1","0.666666667","0.666666667","0.666666667","0.666666667","0.066666667","0.066666667","0.546666667","0.546666667","100","10.86956522","100","2.222222222","2.222222222","2.222222222","2.222222222","18.22222222","18.22222222","20.44444444","20.44444444"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00136","","","","0","0","3","0","3","0","3","7","2","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00137","","","","0","0","3","3","3","0","6","1","1","0","0","0.76","0","0.76","0","","","","0","0","0","0","0","0","0.253333333","0.253333333","","0","100","0","0","0","0","8.444444444","8.444444444","8.444444444","8.444444444"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00138","","","","0","1","2","2","3","1","3","5","3","0","0.02","2.64","0.02","2.66","1","","0.02","0.02","0.5","0.333333333","0","0","0.01","0.006666667","1.32","0.88","0","0.751879699","66.66666667","0","0","0.222222222","0.333333333","29.33333333","44","29.55555556","44.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00139","","","","0","0","3","3","3","0","7","1","1","0","0","3.22","0","3.22","0","","","","0","0","0","0","0","0","1.073333333","1.073333333","","0","100","0","0","0","0","35.77777778","35.77777778","35.77777778","35.77777778"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00140","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00141","","","","0","0","2","1","3","0","3","5","5","0","0","0.12","0","0.12","0","","","","0","0","0","0","0","0","0.12","0.04","","0","33.33333333","0","0","0","0","1.333333333","4","1.333333333","4"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00142","","","","0","0","3","3","3","0","8","2","1","0","0","3.36","0","3.36","0","","","","0","0","0","0","0","0","1.12","1.12","","0","100","0","0","0","0","37.33333333","37.33333333","37.33333333","37.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00143","","","","0","0","3","0","3","0","2","5","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00144","","","","5","2","3","2","3","2","7","1","1","0.94","0.12","1.02","1.06","2.08","7","0.188","0.06","0.151428571","3.5","2.333333333","2.5","1.666666667","0.53","0.353333333","0.51","0.34","71.42857143","50.96153846","66.66666667","10.44444444","15.66666667","11.77777778","17.66666667","11.33333333","17","23.11111111","34.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00145","","","","0","3","3","3","3","1","6","2","2","0","0.16","1.38","0.16","1.54","3","","0.053333333","0.053333333","1","1","0","0","0.053333333","0.053333333","0.46","0.46","0","10.38961039","100","0","0","1.777777778","1.777777778","15.33333333","15.33333333","17.11111111","17.11111111"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00146","","","","0","0","3","0","3","0","","5","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00147","","","","0","0","2","0","3","0","2","7","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00148","","","","0","0","2","2","3","0","5","","5","0","0","0.22","0","0.22","0","","","","0","0","0","0","0","0","0.11","0.073333333","","0","66.66666667","0","0","0","0","2.444444444","3.666666667","2.444444444","3.666666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00149","","","","0","0","3","2","3","0","7","1","1","0","0","2.04","0","2.04","0","","","","0","0","0","0","0","0","1.02","0.68","","0","66.66666667","0","0","0","0","22.66666667","34","22.66666667","34"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00150","","","","0","1","3","3","3","1","7","2","2","0","0.08","0.98","0.08","1.06","1","","0.08","0.08","0.333333333","0.333333333","0","0","0.026666667","0.026666667","0.326666667","0.326666667","0","7.547169811","100","0","0","0.888888889","0.888888889","10.88888889","10.88888889","11.77777778","11.77777778"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00151","","","","0","0","2","3","3","0","","5","","0","0","1.04","0","1.04","0","","","","0","0","0","0","0","0","0.346666667","0.346666667","","0","100","0","0","0","0","11.55555556","11.55555556","11.55555556","11.55555556"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00152","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00153","","","","0","0","1","0","3","0","5","1","2","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00154","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00155","","","","0","0","3","0","3","0","6","5","2","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00156","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00157","","","","0","0","3","0","3","0","3","5","3","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00158","","","","0","0","3","2","3","0","5","2","2","0","0","0.46","0","0.46","0","","","","0","0","0","0","0","0","0.23","0.153333333","","0","66.66666667","0","0","0","0","5.111111111","7.666666667","5.111111111","7.666666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00159","","","","0","0","2","0","3","0","","5","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00160","","","","0","0","2","0","3","0","5","5","7","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00161","","","","0","0","3","3","3","0","8","1","1","0","0","3.16","0","3.16","0","","","","0","0","0","0","0","0","1.053333333","1.053333333","","0","100","0","0","0","0","35.11111111","35.11111111","35.11111111","35.11111111"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00162","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00163","","","","0","3","3","1","3","1","6","5","1","0","0.14","1.98","0.14","2.12","3","","0.046666667","0.046666667","3","1","0","0","0.14","0.046666667","1.98","0.66","0","6.603773585","33.33333333","0","0","1.555555556","4.666666667","22","66","23.55555556","70.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00164","","","","0","0","3","2","3","0","5","7","7","0","0","0.6","0","0.6","0","","","","0","0","0","0","0","0","0.3","0.2","","0","66.66666667","0","0","0","0","6.666666667","10","6.666666667","10"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00165","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00166","","","","3","0","3","2","3","2","7","5","7","0.44","0","1.04","0.44","1.48","3","0.146666667","","0.146666667","1.5","1","1.5","1","0.22","0.146666667","0.52","0.346666667","100","29.72972973","66.66666667","4.888888889","7.333333333","4.888888889","7.333333333","11.55555556","17.33333333","16.44444444","24.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00167","","","","0","0","3","3","3","0","6","2","2","0","0","0.96","0","0.96","0","","","","0","0","0","0","0","0","0.32","0.32","","0","100","0","0","0","0","10.66666667","10.66666667","10.66666667","10.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00168","","","","0","0","3","1","3","0","5","2","2","0","0","0.52","0","0.52","0","","","","0","0","0","0","0","0","0.52","0.173333333","","0","33.33333333","0","0","0","0","5.777777778","17.33333333","5.777777778","17.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00169","","","","0","0","1","1","3","0","3","9","2","0","0","0.32","0","0.32","0","","","","0","0","0","0","0","0","0.32","0.106666667","","0","33.33333333","0","0","0","0","3.555555556","10.66666667","3.555555556","10.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00170","","","","0","2","3","3","3","1","7","2","1","0","0.1","2.94","0.1","3.04","2","","0.05","0.05","0.666666667","0.666666667","0","0","0.033333333","0.033333333","0.98","0.98","0","3.289473684","100","0","0","1.111111111","1.111111111","32.66666667","32.66666667","33.77777778","33.77777778"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00171","","","","0","0","3","3","3","0","5","7","5","0","0","0.98","0","0.98","0","","","","0","0","0","0","0","0","0.326666667","0.326666667","","0","100","0","0","0","0","10.88888889","10.88888889","10.88888889","10.88888889"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00172","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00173","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00174","","","","0","0","2","1","3","0","6","2","1","0","0","0.98","0","0.98","0","","","","0","0","0","0","0","0","0.98","0.326666667","","0","33.33333333","0","0","0","0","10.88888889","32.66666667","10.88888889","32.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00175","","","","0","0","3","1","3","0","6","1","1","0","0","0.84","0","0.84","0","","","","0","0","0","0","0","0","0.84","0.28","","0","33.33333333","0","0","0","0","9.333333333","28","9.333333333","28"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00176","","","","0","5","3","3","3","3","6","1","1","0","0.18","3.7","0.18","3.88","5","","0.036","0.036","1.666666667","1.666666667","0","0","0.06","0.06","1.233333333","1.233333333","0","4.639175258","100","0","0","2","2","41.11111111","41.11111111","43.11111111","43.11111111"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00177","","","","0","0","3","1","3","0","6","2","1","0","0","0.98","0","0.98","0","","","","0","0","0","0","0","0","0.98","0.326666667","","0","33.33333333","0","0","0","0","10.88888889","32.66666667","10.88888889","32.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00178","","","","","","3","","3","","7","1","1","","","1.56","","","","","","","","","","","","","","0.52","","","","","","","","17.33333333","","",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00201","","","","0","8","3","2","3","2","8","1","1","0","0.98","2.66","0.98","3.64","8","","0.1225","0.1225","4","2.666666667","0","0","0.49","0.326666667","1.33","0.886666667","0","26.92307692","66.66666667","0","0","10.88888889","16.33333333","29.55555556","44.33333333","40.44444444","60.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00202","","","","0","0","2","1","3","0","3","5","7","0","0","0.4","0","0.4","0","","","","0","0","0","0","0","0","0.4","0.133333333","","0","33.33333333","0","0","0","0","4.444444444","13.33333333","4.444444444","13.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00203","","","","0","0","2","1","3","0","9","2","1","0","0","5.04","0","5.04","0","","","","0","0","0","0","0","0","5.04","1.68","","0","33.33333333","0","0","0","0","56","168","56","168"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00204","","","","0","0","3","3","3","0","6","1","1","0","0","12.82","0","12.82","0","","","","0","0","0","0","0","0","4.273333333","4.273333333","","0","100","0","0","0","0","142.4444444","142.4444444","142.4444444","142.4444444"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00205","","","","0","1","3","1","3","1","6","1","1","0","0.04","1.36","0.04","1.4","1","","0.04","0.04","1","0.333333333","0","0","0.04","0.013333333","1.36","0.453333333","0","2.857142857","33.33333333","0","0","0.444444444","1.333333333","15.11111111","45.33333333","15.55555556","46.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00206","","","","0","0","2","0","3","0","","5","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00207","","","","1","2","3","2","3","2","7","1","1","0.36","0.22","5.82","0.58","6.4","3","0.36","0.11","0.193333333","1.5","1","0.5","0.333333333","0.29","0.193333333","2.91","1.94","33.33333333","9.0625","66.66666667","4","6","6.444444444","9.666666667","64.66666667","97","71.11111111","106.6666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00208","","","","0","1","2","2","3","1","7","1","1","0","0.12","1.72","0.12","1.84","1","","0.12","0.12","0.5","0.333333333","0","0","0.06","0.04","0.86","0.573333333","0","6.52173913","66.66666667","0","0","1.333333333","2","19.11111111","28.66666667","20.44444444","30.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00209","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00210","","","","0","0","3","2","3","0","8","1","1","0","0","4.67","0","4.67","0","","","","0","0","0","0","0","0","2.335","1.556666667","","0","66.66666667","0","0","0","0","51.88888889","77.83333333","51.88888889","77.83333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00211","","","","0","1","3","2","3","1","6","1","1","0","0.08","1.54","0.08","1.62","1","","0.08","0.08","0.5","0.333333333","0","0","0.04","0.026666667","0.77","0.513333333","0","4.938271605","66.66666667","0","0","0.888888889","1.333333333","17.11111111","25.66666667","18","27"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00212","","","","6","4","3","3","3","3","6","2","2","0.68","0.22","3.3","0.9","4.2","10","0.113333333","0.055","0.09","3.333333333","3.333333333","2","2","0.3","0.3","1.1","1.1","60","21.42857143","100","7.555555556","7.555555556","10","10","36.66666667","36.66666667","46.66666667","46.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00213","","","","0","1","3","2","3","1","8","1","1","0","0.12","5.62","0.12","5.74","1","","0.12","0.12","0.5","0.333333333","0","0","0.06","0.04","2.81","1.873333333","0","2.090592334","66.66666667","0","0","1.333333333","2","62.44444444","93.66666667","63.77777778","95.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00214","","","","7","1","3","3","3","3","7","2","2","","0.04","3.28","","","8","","0.04","","2.666666667","2.666666667","2.333333333","2.333333333","","","1.093333333","1.093333333","87.5","","100","","","","","36.44444444","36.44444444","",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00215","","","","0","0","2","1","3","0","","2","","0","0","0.12","0","0.12","0","","","","0","0","0","0","0","0","0.12","0.04","","0","33.33333333","0","0","0","0","1.333333333","4","1.333333333","4"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00216","","","","0","0","1","1","3","0","3","2","5","0","0","0.42","0","0.42","0","","","","0","0","0","0","0","0","0.42","0.14","","0","33.33333333","0","0","0","0","4.666666667","14","4.666666667","14"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00217","","","","2","1","2","1","3","1","5","2","3","0.7","0.04","1.16","0.74","1.9","3","0.35","0.04","0.246666667","3","1","2","0.666666667","0.74","0.246666667","1.16","0.386666667","66.66666667","38.94736842","33.33333333","7.777777778","23.33333333","8.222222222","24.66666667","12.88888889","38.66666667","21.11111111","63.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00218","","","","1","2","2","1","3","1","6","2","1","0.1","0.18","1.7","0.28","1.98","3","0.1","0.09","0.093333333","3","1","1","0.333333333","0.28","0.093333333","1.7","0.566666667","33.33333333","14.14141414","33.33333333","1.111111111","3.333333333","3.111111111","9.333333333","18.88888889","56.66666667","22","66"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00219","","","","0","0","3","1","3","0","3","5","3","0","0","0.76","0","0.76","0","","","","0","0","0","0","0","0","0.76","0.253333333","","0","33.33333333","0","0","0","0","8.444444444","25.33333333","8.444444444","25.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00220","","","","2","2","2","1","3","1","3","1","1","0.3","0.09","5.12","0.39","5.51","4","0.15","0.045","0.0975","4","1.333333333","2","0.666666667","0.39","0.13","5.12","1.706666667","50","7.078039927","33.33333333","3.333333333","10","4.333333333","13","56.88888889","170.6666667","61.22222222","183.6666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00221","","","","0","1","3","2","3","1","7","","1","0","0.09","7.52","0.09","7.61","1","","0.09","0.09","0.5","0.333333333","0","0","0.045","0.03","3.76","2.506666667","0","1.182654402","66.66666667","0","0","1","1.5","83.55555556","125.3333333","84.55555556","126.8333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00222","","","","0","0","3","1","3","0","2","5","6","0","0","1.46","0","1.46","0","","","","0","0","0","0","0","0","1.46","0.486666667","","0","33.33333333","0","0","0","0","16.22222222","48.66666667","16.22222222","48.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00223","","","","4","1","3","2","3","2","6","1","2","","0.01","5.56","","","5","","0.01","","2.5","1.666666667","2","1.333333333","","","2.78","1.853333333","80","","66.66666667","","","","","61.77777778","92.66666667","",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00224","","","","0","0","3","2","3","0","7","2","1","0","0","5.36","0","5.36","0","","","","0","0","0","0","0","0","2.68","1.786666667","","0","66.66666667","0","0","0","0","59.55555556","89.33333333","59.55555556","89.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00225","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00226","","","","0","0","3","1","3","0","7","2","1","0","0","1.36","0","1.36","0","","","","0","0","0","0","0","0","1.36","0.453333333","","0","33.33333333","0","0","0","0","15.11111111","45.33333333","15.11111111","45.33333333"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00227","","","","0","0","","0","3","0","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00228","","","","0","0","3","2","3","0","6","1","2","0","0","2.86","0","2.86","0","","","","0","0","0","0","0","0","1.43","0.953333333","","0","66.66666667","0","0","0","0","31.77777778","47.66666667","31.77777778","47.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00229","","","","0","0","1","0","3","0","","7","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00230","","","","0","0","3","2","3","0","7","2","3","0","0","3.22","0","3.22","0","","","","0","0","0","0","0","0","1.61","1.073333333","","0","66.66666667","0","0","0","0","35.77777778","53.66666667","35.77777778","53.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00231","","","","0","0","","0","3","0","6","","1","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00232","","","","0","0","3","2","3","0","6","1","1","0","0","3.34","0","3.34","0","","","","0","0","0","0","0","0","1.67","1.113333333","","0","66.66666667","0","0","0","0","37.11111111","55.66666667","37.11111111","55.66666667"
"","","GHP2018NYK-ST02","","","","","","","","","GHP2018NYK-ST02-00233","","","","0","0","2","2","3","0","5","2","3","0","0","0.34","0","0.34","0","","","","0","0","0","0","0","0","0.17","0.113333333","","0","66.66666667","0","0","0","0","3.777777778","5.666666667","3.777777778","5.666666667"
