"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Fresh weight of storage root samples measuring g|CO_331:0000243","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00001","","","","2","19.2","3","50.5","1","10","10","10","9","14","9","5","6","1","6","5","4","5","3","5","1.7","0.2","3","1.9","4.9","23","0.121428571","0.022222222","0.082608696","2.3","2.3","1.4","1.4","0.19","0.19","0.3","0.3","60.86956522","38.7755102","100","38.01980198","0.722376238","5.666666667","5.666666667","6.333333333","6.333333333","10","10","2.407920792","2.407920792","16.33333333","16.33333333"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00010","","","","2","","","","1","10","6","2","2","5","2","","","1","4","5","","3","7","7","0.8","0.2","0.1","1","1.1","7","0.16","0.1","0.142857143","3.5","0.7","2.5","0.5","0.5","0.1","0.05","0.01","71.42857143","90.90909091","20","","","2.666666667","13.33333333","3.333333333","16.66666667","0.333333333","1.666666667","","","3.666666667","18.33333333"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00100","","","","3","17.38","3","47.5","1","10","9","8","5","2","5","6","6","2","4","4","3","5","7","6","0.2","0.1","4.4","0.3","4.7","7","0.1","0.02","0.042857143","0.875","0.7","0.25","0.2","0.0375","0.03","0.55","0.44","28.57142857","6.382978723","80","36.58947368","0.109768421","0.666666667","0.833333333","1","1.25","14.66666667","18.33333333","0.365894737","0.457368421","15.66666667","19.58333333"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00101","","","","3","17.71","1","50.46","1","10","9","9","7","10","2","5","8","2","8","8","1","6","4","5","2.1","0.1","13.5","2.2","15.7","12","0.21","0.05","0.183333333","1.333333333","1.2","1.111111111","1","0.244444444","0.22","1.5","1.35","83.33333333","14.01273885","90","35.09710662","0.772136346","7","7.777777778","7.333333333","8.148148148","45","50","2.573787819","2.859764243","52.33333333","58.14814815"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00102","","","","2","19.01","4","50.82","1","10","9","9","9","14","11","5","1","2","7","7","3","7","4","4","3.6","0.4","11.8","4","15.8","25","0.257142857","0.036363636","0.16","2.777777778","2.5","1.555555556","1.4","0.444444444","0.4","1.311111111","1.18","56","25.3164557","90","37.40653286","1.496261314","12","13.33333333","13.33333333","14.81481481","39.33333333","43.7037037","4.987537715","5.541708572","52.66666667","58.51851852"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00103","","","","3","18.09","3","50.35","1","10","10","10","10","13","5","5","9","2","7","8","3","7","4","5","2.6","0.3","7.5","2.9","10.4","18","0.2","0.06","0.161111111","1.8","1.8","1.3","1.3","0.29","0.29","0.75","0.75","72.22222222","27.88461538","100","35.9285005","1.041926514","8.666666667","8.666666667","9.666666667","9.666666667","25","25","3.473088381","3.473088381","34.66666667","34.66666667"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00104","","","","2","20.8","1","50.48","1","10","10","9","9","8","11","2","1","1","7","8","1","7","3","5","1.4","0.4","8","1.8","9.8","19","0.175","0.036363636","0.094736842","2.111111111","1.9","0.888888889","0.8","0.2","0.18","0.888888889","0.8","42.10526316","18.36734694","90","41.2044374","0.741679873","4.666666667","5.185185185","6","6.666666667","26.66666667","29.62962963","2.472266244","2.746962493","32.66666667","36.2962963"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00105","","","","3","17.73","3","50.24","1","10","10","10","10","15","7","9","9","2","7","6","4","4","5","7","3","0.4","4.8","3.4","8.2","22","0.2","0.057142857","0.154545455","2.2","2.2","1.5","1.5","0.34","0.34","0.48","0.48","68.18181818","41.46341463","100","35.2906051","1.199880573","10","10","11.33333333","11.33333333","16","16","3.999601911","3.999601911","27.33333333","27.33333333"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00106","","","","3","19.26","2","50.68","1","10","10","10","10","25","10","5","8","2","7","8","3","7","3","4","6.3","0.5","11.4","6.8","18.2","35","0.252","0.05","0.194285714","3.5","3.5","2.5","2.5","0.68","0.68","1.14","1.14","71.42857143","37.36263736","100","38.00315706","2.58421468","21","21","22.66666667","22.66666667","38","38","8.614048934","8.614048934","60.66666667","60.66666667"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00107","","","","3","12.26","3","38.22","1","10","10","10","10","9","7","8","5","2","7","7","4","5","4","6","2","0.4","3.8","2.4","6.2","16","0.222222222","0.057142857","0.15","1.6","1.6","0.9","0.9","0.24","0.24","0.38","0.38","56.25","38.70967742","100","32.07744636","0.769858713","6.666666667","6.666666667","8","8","12.66666667","12.66666667","2.566195709","2.566195709","20.66666667","20.66666667"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00108","","","","3","11.98","1","28.93","1","10","9","8","8","6","19","4","1","3","7","6","1","5","6","6","1.4","0.9","3.9","2.3","6.2","25","0.233333333","0.047368421","0.092","3.125","2.5","0.75","0.6","0.2875","0.23","0.4875","0.39","24","37.09677419","80","41.41030073","0.952436917","4.666666667","5.833333333","7.666666667","9.583333333","13","16.25","3.174789722","3.968487153","20.66666667","25.83333333"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00109","","","","2","","","","1","10","10","10","5","0","","","","1","3","3","","6","6","4","0","","9.6","","","","","","","","","0","0","","","0.96","0.96","","","100","","","0","0","","","32","32","","","",""
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00011","","","","3","19.6","1","50.8","2","10","10","10","8","8","9","5","1","1","4","6","1","6","4","4","0.8","0.2","1.2","1","2.2","17","0.1","0.022222222","0.058823529","1.7","1.7","0.8","0.8","0.1","0.1","0.12","0.12","47.05882353","45.45454545","100","38.58267717","0.385826772","2.666666667","2.666666667","3.333333333","3.333333333","4","4","1.286089239","1.286089239","7.333333333","7.333333333"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00110","","","","3","16.04","1","50.11","1","10","9","8","8","14","11","5","6","3","5","8","1","5","4","6","7.6","0.6","5","8.2","13.2","25","0.542857143","0.054545455","0.328","3.125","2.5","1.75","1.4","1.025","0.82","0.625","0.5","56","62.12121212","80","32.00957893","2.624785472","25.33333333","31.66666667","27.33333333","34.16666667","16.66666667","20.83333333","8.749284907","10.93660613","44","55"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00111","","","","3","17.85","1","50.36","1","10","10","10","11","13","9","5","9","3","6","7","1","5","4","6","2.8","0.7","7.6","3.5","11.1","22","0.215384615","0.077777778","0.159090909","2.2","2.2","1.3","1.3","0.35","0.35","0.76","0.76","59.09090909","31.53153153","100","35.44479746","1.240567911","9.333333333","9.333333333","11.66666667","11.66666667","25.33333333","25.33333333","4.13522637","4.13522637","37","37"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00112","","","","","","","","","10","3","0","0","0","0","","","","","","","","4","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00113","","","","3","15.17","2","50.74","1","10","10","10","10","22","17","6","4","2","7","7","2","6","4","5","4.7","0.7","9.2","5.4","14.6","39","0.213636364","0.041176471","0.138461538","3.9","3.9","2.2","2.2","0.54","0.54","0.92","0.92","56.41025641","36.98630137","100","29.89751675","1.614465905","15.66666667","15.66666667","18","18","30.66666667","30.66666667","5.381553015","5.381553015","48.66666667","48.66666667"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00114","","","","4","10.6","1","50.22","2","10","10","8","8","30","17","8","6","3","6","8","1","7","3","5","8.4","0.6","8.2","9","17.2","47","0.28","0.035294118","0.191489362","5.875","4.7","3.75","3","1.125","0.9","1.025","0.82","63.82978723","52.3255814","80","21.10712863","1.899641577","28","35","30","37.5","27.33333333","34.16666667","6.33213859","7.915173238","57.33333333","71.66666667"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00115","","","","3","17.1","3","50.03","2","10","10","10","9","20","13","5","4","2","7","8","4","8","2","4","5.5","0.7","14.8","6.2","21","33","0.275","0.053846154","0.187878788","3.3","3.3","2","2","0.62","0.62","1.48","1.48","60.60606061","29.52380952","100","34.1794923","2.119128523","18.33333333","18.33333333","20.66666667","20.66666667","49.33333333","49.33333333","7.063761743","7.063761743","70","70"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00116","","","","3","18.18","3","50.72","1","10","10","10","10","32","14","5","7","2","7","7","4","7","3","5","5.7","0.8","7.5","6.5","14","46","0.178125","0.057142857","0.141304348","4.6","4.6","3.2","3.2","0.65","0.65","0.75","0.75","69.56521739","46.42857143","100","35.84384858","2.329850158","19","19","21.66666667","21.66666667","25","25","7.766167192","7.766167192","46.66666667","46.66666667"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00117","","","","3","18.15","4","50.43","1","10","10","10","10","16","15","5","6","2","7","6","3","5","4","6","2.6","0.6","3","3.2","6.2","31","0.1625","0.04","0.103225806","3.1","3.1","1.6","1.6","0.32","0.32","0.3","0.3","51.61290323","51.61290323","100","35.99048186","1.151695419","8.666666667","8.666666667","10.66666667","10.66666667","10","10","3.838984731","3.838984731","20.66666667","20.66666667"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00118","","","","3","16.3","1","50.5","1","10","10","10","8","6","10","6","1","3","4","5","1","4","5","7","0.7","0.5","2.5","1.2","3.7","16","0.116666667","0.05","0.075","1.6","1.6","0.6","0.6","0.12","0.12","0.25","0.25","37.5","32.43243243","100","32.27722772","0.387326733","2.333333333","2.333333333","4","4","8.333333333","8.333333333","1.291089109","1.291089109","12.33333333","12.33333333"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00119","","","","4","21.89","3","50.41","1","10","10","10","10","14","3","5","3","3","6","8","2","6","4","6","2.9","0.2","6","3.1","9.1","17","0.207142857","0.066666667","0.182352941","1.7","1.7","1.4","1.4","0.31","0.31","0.6","0.6","82.35294118","34.06593407","100","43.42392382","1.346141639","9.666666667","9.666666667","10.33333333","10.33333333","20","20","4.487138795","4.487138795","30.33333333","30.33333333"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00012","","","","2","19.3","1","50.7","1","10","10","10","10","4","9","5","1","1","5","3","1","5","4","6","0.3","0.3","6","0.6","6.6","13","0.075","0.033333333","0.046153846","1.3","1.3","0.4","0.4","0.06","0.06","0.6","0.6","30.76923077","9.090909091","100","38.06706114","0.228402367","1","1","2","2","20","20","0.761341223","0.761341223","22","22"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00120","","","","3","13","1","50.07","1","10","6","4","3","2","2","5","3","2","5","8","1","5","2","6","1.3","0.1","4.5","1.4","5.9","4","0.65","0.05","0.35","1","0.4","0.5","0.2","0.35","0.14","1.125","0.45","50","23.72881356","40","25.96365089","0.363491112","4.333333333","10.83333333","4.666666667","11.66666667","15","37.5","1.211637041","3.029092604","19.66666667","49.16666667"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00121","","","","3","14.06","1","50.52","1","10","10","9","8","8","4","8","6","2","7","6","1","5","3","6","2","0.2","3.8","2.2","6","12","0.25","0.05","0.183333333","1.333333333","1.2","0.888888889","0.8","0.244444444","0.22","0.422222222","0.38","66.66666667","36.66666667","90","27.83056215","0.612272367","6.666666667","7.407407407","7.333333333","8.148148148","12.66666667","14.07407407","2.040907891","2.267675435","20","22.22222222"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00122","","","","","","","","","10","5","2","2","0","","","","","","","","3","4","6","0","","0.1","","","","","","","","","0","0","","","0.05","0.01","","","20","","","0","0","","","0.333333333","1.666666667","","","",""
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00123","","","","3","19.54","2","50.09","1","10","10","10","10","15","14","5","3","3","7","6","4","6","5","5","2.4","0.7","9.8","3.1","12.9","29","0.16","0.05","0.106896552","2.9","2.9","1.5","1.5","0.31","0.31","0.98","0.98","51.72413793","24.03100775","100","39.00978239","1.209303254","8","8","10.33333333","10.33333333","32.66666667","32.66666667","4.031010847","4.031010847","43","43"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00124","","","","3","","","","1","10","9","7","6","0","2","","","1","3","4","","3","7","7","0","0.1","2.2","0.1","2.3","2","","0.05","0.05","0.285714286","0.2","0","0","0.014285714","0.01","0.314285714","0.22","0","4.347826087","70","","","0","0","0.333333333","0.476190476","7.333333333","10.47619048","","","7.666666667","10.95238095"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00125","","","","3","18.9","1","50.93","1","10","10","10","10","17","6","5","7","2","7","6","1","3","7","7","2.6","0.2","4.8","2.8","7.6","23","0.152941176","0.033333333","0.12173913","2.3","2.3","1.7","1.7","0.28","0.28","0.48","0.48","73.91304348","36.84210526","100","37.10975849","1.039073238","8.666666667","8.666666667","9.333333333","9.333333333","16","16","3.463577459","3.463577459","25.33333333","25.33333333"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00126","","","","3","16.96","3","50.56","1","10","3","2","2","5","","5","3","2","7","7","2","5","4","6","1.6","0.1","3.4","1.7","5.1","","0.32","","","","","2.5","0.5","0.85","0.17","1.7","0.34","","33.33333333","20","33.5443038","0.570253165","5.333333333","26.66666667","5.666666667","28.33333333","11.33333333","56.66666667","1.900843882","9.504219409","17","85"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00013","","","","2","15.8","2","50.9","1","10","10","9","9","12","11","5","5","2","4","6","3","3","4","7","1.7","0.5","2.4","2.2","4.6","23","0.141666667","0.045454545","0.095652174","2.555555556","2.3","1.333333333","1.2","0.244444444","0.22","0.266666667","0.24","52.17391304","47.82608696","90","31.04125737","0.682907662","5.666666667","6.296296296","7.333333333","8.148148148","8","8.888888889","2.276358874","2.529287637","15.33333333","17.03703704"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00014","","","","3","","","","2","10","10","10","8","8","10","","","2","3","3","","4","4","6","0.8","0.3","7.4","1.1","8.5","18","0.1","0.03","0.061111111","1.8","1.8","0.8","0.8","0.11","0.11","0.74","0.74","44.44444444","12.94117647","100","","","2.666666667","2.666666667","3.666666667","3.666666667","24.66666667","24.66666667","","","28.33333333","28.33333333"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00015","","","","","","","","","10","0","0","0","0","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00016","","","","1","19.5","1","50.9","2","10","10","9","9","7","15","4","1","1","5","2","1","4","5","5","0.4","0.4","2","0.8","2.8","22","0.057142857","0.026666667","0.036363636","2.444444444","2.2","0.777777778","0.7","0.088888889","0.08","0.222222222","0.2","31.81818182","28.57142857","90","38.31041257","0.306483301","1.333333333","1.481481481","2.666666667","2.962962963","6.666666667","7.407407407","1.021611002","1.135123336","9.333333333","10.37037037"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00017","","","","3","","","","1","10","10","8","4","3","3","","","2","4","4","","6","3","5","0.4","0.2","5.2","0.6","5.8","6","0.133333333","0.066666667","0.1","0.75","0.6","0.375","0.3","0.075","0.06","0.65","0.52","50","10.34482759","80","","","1.333333333","1.666666667","2","2.5","17.33333333","21.66666667","","","19.33333333","24.16666667"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00018","","","","2","17.3","3","50.4","1","10","10","10","9","10","5","5","9","1","5","5","3","5","4","4","1.4","0.1","2","1.5","3.5","15","0.14","0.02","0.1","1.5","1.5","1","1","0.15","0.15","0.2","0.2","66.66666667","42.85714286","100","34.32539683","0.514880952","4.666666667","4.666666667","5","5","6.666666667","6.666666667","1.716269841","1.716269841","11.66666667","11.66666667"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00019","","","","2","15.3","3","50.7","1","10","10","10","10","11","9","8","5","1","6","6","4","4","4","6","1.6","0.4","2.8","2","4.8","20","0.145454545","0.044444444","0.1","2","2","1.1","1.1","0.2","0.2","0.28","0.28","55","41.66666667","100","30.17751479","0.603550296","5.333333333","5.333333333","6.666666667","6.666666667","9.333333333","9.333333333","2.01183432","2.01183432","16","16"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00002","","","","5","20","2","50.6","1","10","10","10","10","19","2","5","8","1","6","6","3","6","3","5","2.4","0.1","3.2","2.5","5.7","21","0.126315789","0.05","0.119047619","2.1","2.1","1.9","1.9","0.25","0.25","0.32","0.32","90.47619048","43.85964912","100","39.5256917","0.988142292","8","8","8.333333333","8.333333333","10.66666667","10.66666667","3.293807642","3.293807642","19","19"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00020","","","","1","","1","","1","10","10","10","10","38","18","1","3","2","6","7","1","6","3","5","2.6","0.5","7.5","3.1","10.6","56","0.068421053","0.027777778","0.055357143","5.6","5.6","3.8","3.8","0.31","0.31","0.75","0.75","67.85714286","29.24528302","100","","","8.666666667","8.666666667","10.33333333","10.33333333","25","25","","","35.33333333","35.33333333"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00021","","","","2","18.1","3","50.1","1","10","10","9","9","18","17","5","3","2","5","8","2","6","5","5","4.1","0.4","4.8","4.5","9.3","35","0.227777778","0.023529412","0.128571429","3.888888889","3.5","2","1.8","0.5","0.45","0.533333333","0.48","51.42857143","48.38709677","90","36.12774451","1.625748503","13.66666667","15.18518519","15","16.66666667","16","17.77777778","5.419161677","6.021290752","31","34.44444444"
"","","GHP2015KMD-PT01","","","","","","","","","GHP2015KMD-PT01-00022","","","","3","19.4","2","50.38","2","10","10","9","8","8","8","6","1","2","3","3","3","6","3","5","0.6","0.3","3","0.9","3.9","16","0.075","0.0375","0.05625","1.777777778","1.6","0.888888889","0.8","0.1","0.09","0.333333333","0.3","50","23.07692308","90","38.50734418","0.346566098","2","2.222222222","3","3.333333333","10","11.11111111","1.155220326","1.283578139","13","14.44444444"
