"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00506","","","","9","0","3","5","3","2.6","0","0.4","2.6","3","9","0.288888889","","0.288888889","3","1.8","3","1.8","0.866666667","0.52","0.133333333","0.08","100","86.66666667","60","17.33333333","28.88888889","17.33333333","28.88888889","2.666666667","4.444444444","20","33.33333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00507","","","","6","4","4","5","4","1.52","0.16","1","1.68","2.68","10","0.253333333","0.04","0.168","2.5","2","1.5","1.2","0.42","0.336","0.25","0.2","60","62.68656716","80","10.13333333","12.66666667","11.2","14","6.666666667","8.333333333","17.86666667","22.33333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00508","","","","2","0","3","5","2","0.36","0","2","0.36","2.36","2","0.18","","0.18","0.666666667","0.4","0.666666667","0.4","0.12","0.072","0.666666667","0.4","100","15.25423729","60","2.4","4","2.4","4","13.33333333","22.22222222","15.73333333","26.22222222"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00509","","","","5","0","5","5","3","1.04","0","2","1.04","3.04","5","0.208","","0.208","1","1","1","1","0.208","0.208","0.4","0.4","100","34.21052632","100","6.933333333","6.933333333","6.933333333","6.933333333","13.33333333","13.33333333","20.26666667","20.26666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00510","","","","6","3","3","5","3","1.44","0.04","1","1.48","2.48","9","0.24","0.013333333","0.164444444","3","1.8","2","1.2","0.493333333","0.296","0.333333333","0.2","66.66666667","59.67741935","60","9.6","16","9.866666667","16.44444444","6.666666667","11.11111111","16.53333333","27.55555556"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00511","","","","15","5","5","5","5","6.3","0.18","3","6.48","9.48","20","0.42","0.036","0.324","4","4","3","3","1.296","1.296","0.6","0.6","75","68.35443038","100","42","42","43.2","43.2","20","20","63.2","63.2"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00512","","","","8","1","5","5","5","4.62","0.08","2","4.7","6.7","9","0.5775","0.08","0.522222222","1.8","1.8","1.6","1.6","0.94","0.94","0.4","0.4","88.88888889","70.14925373","100","30.8","30.8","31.33333333","31.33333333","13.33333333","13.33333333","44.66666667","44.66666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00513","","","","8","0","3","5","3","0.92","0","0.5","0.92","1.42","8","0.115","","0.115","2.666666667","1.6","2.666666667","1.6","0.306666667","0.184","0.166666667","0.1","100","64.78873239","60","6.133333333","10.22222222","6.133333333","10.22222222","3.333333333","5.555555556","9.466666667","15.77777778"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00514","","","","2","0","3","5","2","0.18","0","0.4","0.18","0.58","2","0.09","","0.09","0.666666667","0.4","0.666666667","0.4","0.06","0.036","0.133333333","0.08","100","31.03448276","60","1.2","2","1.2","2","2.666666667","4.444444444","3.866666667","6.444444444"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00515","","","","4","1","3","5","3","2.3","0.1","3","2.4","5.4","5","0.575","0.1","0.48","1.666666667","1","1.333333333","0.8","0.8","0.48","1","0.6","80","44.44444444","60","15.33333333","25.55555556","16","26.66666667","20","33.33333333","36","60"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00516","","","","0","0","3","5","0","0","0","0.4","0","0.4","0","","","","0","0","0","0","0","0","0.133333333","0.08","","0","60","0","0","0","0","2.666666667","4.444444444","2.666666667","4.444444444"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00517","","","","3","2","","5","","0.52","","3","","","5","0.173333333","","","","1","","0.6","","","","0.6","60","","","3.466666667","","","","20","","",""
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00518","","","","8","3","4","5","2","1.54","0.1","5","1.64","6.64","11","0.1925","0.033333333","0.149090909","2.75","2.2","2","1.6","0.41","0.328","1.25","1","72.72727273","24.69879518","80","10.26666667","12.83333333","10.93333333","13.66666667","33.33333333","41.66666667","44.26666667","55.33333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00519","","","","8","2","3","5","2","1.7","0.08","2","1.78","3.78","10","0.2125","0.04","0.178","3.333333333","2","2.666666667","1.6","0.593333333","0.356","0.666666667","0.4","80","47.08994709","60","11.33333333","18.88888889","11.86666667","19.77777778","13.33333333","22.22222222","25.2","42"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00520","","","","1","3","4","5","2","0.38","0.02","5","0.4","5.4","4","0.38","0.006666667","0.1","1","0.8","0.25","0.2","0.1","0.08","1.25","1","25","7.407407407","80","2.533333333","3.166666667","2.666666667","3.333333333","33.33333333","41.66666667","36","45"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00521","","","","11","0","3","5","3","4.06","0","3","4.06","7.06","11","0.369090909","","0.369090909","3.666666667","2.2","3.666666667","2.2","1.353333333","0.812","1","0.6","100","57.50708215","60","27.06666667","45.11111111","27.06666667","45.11111111","20","33.33333333","47.06666667","78.44444444"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00522","","","","1","0","5","5","5","0.48","0","4","0.48","4.48","1","0.48","","0.48","0.2","0.2","0.2","0.2","0.096","0.096","0.8","0.8","100","10.71428571","100","3.2","3.2","3.2","3.2","26.66666667","26.66666667","29.86666667","29.86666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00523","","","","11","2","4","5","1","2.16","0.08","2","2.24","4.24","13","0.196363636","0.04","0.172307692","3.25","2.6","2.75","2.2","0.56","0.448","0.5","0.4","84.61538462","52.83018868","80","14.4","18","14.93333333","18.66666667","13.33333333","16.66666667","28.26666667","35.33333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00524","","","","4","0","5","5","5","2.04","0","5","2.04","7.04","4","0.51","","0.51","0.8","0.8","0.8","0.8","0.408","0.408","1","1","100","28.97727273","100","13.6","13.6","13.6","13.6","33.33333333","33.33333333","46.93333333","46.93333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00525","","","","3","2","4","5","3","0.06","0.03","4","0.09","4.09","5","0.02","0.015","0.018","1.25","1","0.75","0.6","0.0225","0.018","1","0.8","60","2.200488998","80","0.4","0.5","0.6","0.75","26.66666667","33.33333333","27.26666667","34.08333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00526","","","","3","0","4","5","4","0.16","0","2","0.16","2.16","3","0.053333333","","0.053333333","0.75","0.6","0.75","0.6","0.04","0.032","0.5","0.4","100","7.407407407","80","1.066666667","1.333333333","1.066666667","1.333333333","13.33333333","16.66666667","14.4","18"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00527","","","","5","0","3","5","3","2.58","0","5","2.58","7.58","5","0.516","","0.516","1.666666667","1","1.666666667","1","0.86","0.516","1.666666667","1","100","34.03693931","60","17.2","28.66666667","17.2","28.66666667","33.33333333","55.55555556","50.53333333","84.22222222"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00528","","","","4","0","5","5","3","2.26","0","4","2.26","6.26","4","0.565","","0.565","0.8","0.8","0.8","0.8","0.452","0.452","0.8","0.8","100","36.10223642","100","15.06666667","15.06666667","15.06666667","15.06666667","26.66666667","26.66666667","41.73333333","41.73333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00529","","","","4","1","5","5","3","2","0.08","4","2.08","6.08","5","0.5","0.08","0.416","1","1","0.8","0.8","0.416","0.416","0.8","0.8","80","34.21052632","100","13.33333333","13.33333333","13.86666667","13.86666667","26.66666667","26.66666667","40.53333333","40.53333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00530","","","","11","4","5","5","4","3.12","0.02","2","3.14","5.14","15","0.283636364","0.005","0.209333333","3","3","2.2","2.2","0.628","0.628","0.4","0.4","73.33333333","61.08949416","100","20.8","20.8","20.93333333","20.93333333","13.33333333","13.33333333","34.26666667","34.26666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00531","","","","7","2","5","5","5","1.72","0.08","3","1.8","4.8","9","0.245714286","0.04","0.2","1.8","1.8","1.4","1.4","0.36","0.36","0.6","0.6","77.77777778","37.5","100","11.46666667","11.46666667","12","12","20","20","32","32"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00532","","","","11","3","","5","5","3.72","0.02","3","3.74","6.74","14","0.338181818","0.006666667","0.267142857","","2.8","","2.2","","0.748","","0.6","78.57142857","55.48961424","","24.8","","24.93333333","","20","","44.93333333",""
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00533","","","","6","0","","5","5","0.82","0","2","0.82","2.82","6","0.136666667","","0.136666667","","1.2","","1.2","","0.164","","0.4","100","29.07801418","","5.466666667","","5.466666667","","13.33333333","","18.8",""
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00534","","","","6","0","4","5","4","4","0","2","4","6","6","0.666666667","","0.666666667","1.5","1.2","1.5","1.2","1","0.8","0.5","0.4","100","66.66666667","80","26.66666667","33.33333333","26.66666667","33.33333333","13.33333333","16.66666667","40","50"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00601","","","","8","4","","5","","2.08","0.3","0.4","2.38","2.78","12","0.26","0.075","0.198333333","","2.4","","1.6","","0.476","","0.08","66.66666667","85.61151079","","13.86666667","","15.86666667","","2.666666667","","18.53333333",""
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00602","","","","0","3","3","5","2","0","0.26","2","0.26","2.26","3","","0.086666667","0.086666667","1","0.6","0","0","0.086666667","0.052","0.666666667","0.4","0","11.50442478","60","0","0","1.733333333","2.888888889","13.33333333","22.22222222","15.06666667","25.11111111"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00603","","","","6","0","3","5","3","2.06","0","2","2.06","4.06","6","0.343333333","","0.343333333","2","1.2","2","1.2","0.686666667","0.412","0.666666667","0.4","100","50.73891626","60","13.73333333","22.88888889","13.73333333","22.88888889","13.33333333","22.22222222","27.06666667","45.11111111"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00604","","","","6","4","2","5","2","1.8","0.38","0.4","2.18","2.58","10","0.3","0.095","0.218","5","2","3","1.2","1.09","0.436","0.2","0.08","60","84.49612403","40","12","30","14.53333333","36.33333333","2.666666667","6.666666667","17.2","43"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00605","","","","13","4","3","5","2","2.14","0.28","0.5","2.42","2.92","17","0.164615385","0.07","0.142352941","5.666666667","3.4","4.333333333","2.6","0.806666667","0.484","0.166666667","0.1","76.47058824","82.87671233","60","14.26666667","23.77777778","16.13333333","26.88888889","3.333333333","5.555555556","19.46666667","32.44444444"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00606","","","","8","3","4","5","4","2.7","0.24","3","2.94","5.94","11","0.3375","0.08","0.267272727","2.75","2.2","2","1.6","0.735","0.588","0.75","0.6","72.72727273","49.49494949","80","18","22.5","19.6","24.5","20","25","39.6","49.5"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00607","","","","9","2","4","5","4","2.8","0.22","3","3.02","6.02","11","0.311111111","0.11","0.274545455","2.75","2.2","2.25","1.8","0.755","0.604","0.75","0.6","81.81818182","50.16611296","80","18.66666667","23.33333333","20.13333333","25.16666667","20","25","40.13333333","50.16666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00608","","","","3","0","4","5","3","1.34","0","3","1.34","4.34","3","0.446666667","","0.446666667","0.75","0.6","0.75","0.6","0.335","0.268","0.75","0.6","100","30.87557604","80","8.933333333","11.16666667","8.933333333","11.16666667","20","25","28.93333333","36.16666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00609","","","","6","3","4","5","3","1.42","0.23","3","1.65","4.65","9","0.236666667","0.076666667","0.183333333","2.25","1.8","1.5","1.2","0.4125","0.33","0.75","0.6","66.66666667","35.48387097","80","9.466666667","11.83333333","11","13.75","20","25","31","38.75"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00610","","","","19","3","5","5","5","6.56","0.28","5","6.84","11.84","22","0.345263158","0.093333333","0.310909091","4.4","4.4","3.8","3.8","1.368","1.368","1","1","86.36363636","57.77027027","100","43.73333333","43.73333333","45.6","45.6","33.33333333","33.33333333","78.93333333","78.93333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00611","","","","13","2","5","5","5","6.36","0.16","3","6.52","9.52","15","0.489230769","0.08","0.434666667","3","3","2.6","2.6","1.304","1.304","0.6","0.6","86.66666667","68.48739496","100","42.4","42.4","43.46666667","43.46666667","20","20","63.46666667","63.46666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00612","","","","12","2","4","5","4","2.04","0.18","2","2.22","4.22","14","0.17","0.09","0.158571429","3.5","2.8","3","2.4","0.555","0.444","0.5","0.4","85.71428571","52.60663507","80","13.6","17","14.8","18.5","13.33333333","16.66666667","28.13333333","35.16666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00613","","","","5","1","4","5","4","1.4","0.08","3","1.48","4.48","6","0.28","0.08","0.246666667","1.5","1.2","1.25","1","0.37","0.296","0.75","0.6","83.33333333","33.03571429","80","9.333333333","11.66666667","9.866666667","12.33333333","20","25","29.86666667","37.33333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00614","","","","5","2","4","5","4","2.52","0.14","3","2.66","5.66","7","0.504","0.07","0.38","1.75","1.4","1.25","1","0.665","0.532","0.75","0.6","71.42857143","46.99646643","80","16.8","21","17.73333333","22.16666667","20","25","37.73333333","47.16666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00615","","","","5","3","4","5","4","0.96","0.18","0.4","1.14","1.54","8","0.192","0.06","0.1425","2","1.6","1.25","1","0.285","0.228","0.1","0.08","62.5","74.02597403","80","6.4","8","7.6","9.5","2.666666667","3.333333333","10.26666667","12.83333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00616","","","","9","1","5","5","5","2.64","0.08","2","2.72","4.72","10","0.293333333","0.08","0.272","2","2","1.8","1.8","0.544","0.544","0.4","0.4","90","57.62711864","100","17.6","17.6","18.13333333","18.13333333","13.33333333","13.33333333","31.46666667","31.46666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00617","","","","9","3","4","5","4","2.12","0.18","1","2.3","3.3","12","0.235555556","0.06","0.191666667","3","2.4","2.25","1.8","0.575","0.46","0.25","0.2","75","69.6969697","80","14.13333333","17.66666667","15.33333333","19.16666667","6.666666667","8.333333333","22","27.5"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00618","","","","3","0","2","5","2","1.01","0","1","1.01","2.01","3","0.336666667","","0.336666667","1.5","0.6","1.5","0.6","0.505","0.202","0.5","0.2","100","50.24875622","40","6.733333333","16.83333333","6.733333333","16.83333333","6.666666667","16.66666667","13.4","33.5"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00619","","","","5","0","3","5","3","2.63","0","4","2.63","6.63","5","0.526","","0.526","1.666666667","1","1.666666667","1","0.876666667","0.526","1.333333333","0.8","100","39.66817496","60","17.53333333","29.22222222","17.53333333","29.22222222","26.66666667","44.44444444","44.2","73.66666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00620","","","","8","4","4","5","4","2.66","0.22","3","2.88","5.88","12","0.3325","0.055","0.24","3","2.4","2","1.6","0.72","0.576","0.75","0.6","66.66666667","48.97959184","80","17.73333333","22.16666667","19.2","24","20","25","39.2","49"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00621","","","","5","0","2","5","2","1.92","0","2","1.92","3.92","5","0.384","","0.384","2.5","1","2.5","1","0.96","0.384","1","0.4","100","48.97959184","40","12.8","32","12.8","32","13.33333333","33.33333333","26.13333333","65.33333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00622","","","","5","3","4","5","4","0.48","0.12","1","0.6","1.6","8","0.096","0.04","0.075","2","1.6","1.25","1","0.15","0.12","0.25","0.2","62.5","37.5","80","3.2","4","4","5","6.666666667","8.333333333","10.66666667","13.33333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00623","","","","5","4","3","5","3","1.5","0.1","0","1.6","1.6","9","0.3","0.025","0.177777778","3","1.8","1.666666667","1","0.533333333","0.32","0","0","55.55555556","100","60","10","16.66666667","10.66666667","17.77777778","0","0","10.66666667","17.77777778"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00624","","","","8","3","5","5","3","1.16","0.08","0.4","1.24","1.64","11","0.145","0.026666667","0.112727273","2.2","2.2","1.6","1.6","0.248","0.248","0.08","0.08","72.72727273","75.6097561","100","7.733333333","7.733333333","8.266666667","8.266666667","2.666666667","2.666666667","10.93333333","10.93333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00625","","","","5","0","3","5","2","0.62","0","2","0.62","2.62","5","0.124","","0.124","1.666666667","1","1.666666667","1","0.206666667","0.124","0.666666667","0.4","100","23.66412214","60","4.133333333","6.888888889","4.133333333","6.888888889","13.33333333","22.22222222","17.46666667","29.11111111"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00626","","","","10","0","5","5","5","2.72","0","2","2.72","4.72","10","0.272","","0.272","2","2","2","2","0.544","0.544","0.4","0.4","100","57.62711864","100","18.13333333","18.13333333","18.13333333","18.13333333","13.33333333","13.33333333","31.46666667","31.46666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00627","","","","13","4","4","5","4","2.08","0.14","0.4","2.22","2.62","17","0.16","0.035","0.130588235","4.25","3.4","3.25","2.6","0.555","0.444","0.1","0.08","76.47058824","84.73282443","80","13.86666667","17.33333333","14.8","18.5","2.666666667","3.333333333","17.46666667","21.83333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00628","","","","3","3","4","5","4","0.46","0.08","0.4","0.54","0.94","6","0.153333333","0.026666667","0.09","1.5","1.2","0.75","0.6","0.135","0.108","0.1","0.08","50","57.44680851","80","3.066666667","3.833333333","3.6","4.5","2.666666667","3.333333333","6.266666667","7.833333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00629","","","","8","4","3","5","3","1.14","0.08","2","1.22","3.22","12","0.1425","0.02","0.101666667","4","2.4","2.666666667","1.6","0.406666667","0.244","0.666666667","0.4","66.66666667","37.88819876","60","7.6","12.66666667","8.133333333","13.55555556","13.33333333","22.22222222","21.46666667","35.77777778"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00630","","","","11","4","3","5","3","0.52","0.04","0","0.56","0.56","15","0.047272727","0.01","0.037333333","5","3","3.666666667","2.2","0.186666667","0.112","0","0","73.33333333","100","60","3.466666667","5.777777778","3.733333333","6.222222222","0","0","3.733333333","6.222222222"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00631","","","","6","0","5","5","4","1.42","0","0.5","1.42","1.92","6","0.236666667","","0.236666667","1.2","1.2","1.2","1.2","0.284","0.284","0.1","0.1","100","73.95833333","100","9.466666667","9.466666667","9.466666667","9.466666667","3.333333333","3.333333333","12.8","12.8"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00632","","","","12","0","5","5","5","3.42","0","4","3.42","7.42","12","0.285","","0.285","2.4","2.4","2.4","2.4","0.684","0.684","0.8","0.8","100","46.0916442","100","22.8","22.8","22.8","22.8","26.66666667","26.66666667","49.46666667","49.46666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00633","","","","1","0","3","5","2","0.38","0","2","0.38","2.38","1","0.38","","0.38","0.333333333","0.2","0.333333333","0.2","0.126666667","0.076","0.666666667","0.4","100","15.96638655","60","2.533333333","4.222222222","2.533333333","4.222222222","13.33333333","22.22222222","15.86666667","26.44444444"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00634","","","","8","3","5","5","5","1.38","0.1","2","1.48","3.48","11","0.1725","0.033333333","0.134545455","2.2","2.2","1.6","1.6","0.296","0.296","0.4","0.4","72.72727273","42.52873563","100","9.2","9.2","9.866666667","9.866666667","13.33333333","13.33333333","23.2","23.2"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00701","","","","4","1","4","5","4","0.72","","0.4","","","5","0.18","","","1.25","1","1","0.8","","","0.1","0.08","80","","80","4.8","6","","","2.666666667","3.333333333","",""
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00702","","","","5","0","5","5","2","1.98","0","0","1.98","1.98","5","0.396","","0.396","1","1","1","1","0.396","0.396","0","0","100","100","100","13.2","13.2","13.2","13.2","0","0","13.2","13.2"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00703","","","","9","","5","5","5","3.76","0.1","4","3.86","7.86","","0.417777778","","","","","1.8","1.8","0.772","0.772","0.8","0.8","","49.10941476","100","25.06666667","25.06666667","25.73333333","25.73333333","26.66666667","26.66666667","52.4","52.4"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00704","","","","9","2","5","5","5","2.28","0.12","5","2.4","7.4","11","0.253333333","0.06","0.218181818","2.2","2.2","1.8","1.8","0.48","0.48","1","1","81.81818182","32.43243243","100","15.2","15.2","16","16","33.33333333","33.33333333","49.33333333","49.33333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00705","","","","5","1","5","5","4","1.64","0.08","2","1.72","3.72","6","0.328","0.08","0.286666667","1.2","1.2","1","1","0.344","0.344","0.4","0.4","83.33333333","46.23655914","100","10.93333333","10.93333333","11.46666667","11.46666667","13.33333333","13.33333333","24.8","24.8"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00706","","","","6","0","4","5","3","3.82","0","0.5","3.82","4.32","6","0.636666667","","0.636666667","1.5","1.2","1.5","1.2","0.955","0.764","0.125","0.1","100","88.42592593","80","25.46666667","31.83333333","25.46666667","31.83333333","3.333333333","4.166666667","28.8","36"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00707","","","","15","6","4","5","4","3.06","0.08","3","3.14","6.14","21","0.204","0.013333333","0.14952381","5.25","4.2","3.75","3","0.785","0.628","0.75","0.6","71.42857143","51.14006515","80","20.4","25.5","20.93333333","26.16666667","20","25","40.93333333","51.16666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00708","","","","3","0","2","5","1","0.46","0","0","0.46","0.46","3","0.153333333","","0.153333333","1.5","0.6","1.5","0.6","0.23","0.092","0","0","100","100","40","3.066666667","7.666666667","3.066666667","7.666666667","0","0","3.066666667","7.666666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00709","","","","3","0","2","5","2","0.44","0","3","0.44","3.44","3","0.146666667","","0.146666667","1.5","0.6","1.5","0.6","0.22","0.088","1.5","0.6","100","12.79069767","40","2.933333333","7.333333333","2.933333333","7.333333333","20","50","22.93333333","57.33333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00710","","","","6","3","4","5","4","0.54","0.14","0.4","0.68","1.08","9","0.09","0.046666667","0.075555556","2.25","1.8","1.5","1.2","0.17","0.136","0.1","0.08","66.66666667","62.96296296","80","3.6","4.5","4.533333333","5.666666667","2.666666667","3.333333333","7.2","9"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00711","","","","8","4","5","5","5","1.7","0.14","4","1.84","5.84","12","0.2125","0.035","0.153333333","2.4","2.4","1.6","1.6","0.368","0.368","0.8","0.8","66.66666667","31.50684932","100","11.33333333","11.33333333","12.26666667","12.26666667","26.66666667","26.66666667","38.93333333","38.93333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00712","","","","7","","5","5","5","4.72","0.2","2","4.92","6.92","","0.674285714","","","","","1.4","1.4","0.984","0.984","0.4","0.4","","71.0982659","100","31.46666667","31.46666667","32.8","32.8","13.33333333","13.33333333","46.13333333","46.13333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00713","","","","4","5","5","5","5","1.43","0.18","2","1.61","3.61","9","0.3575","0.036","0.178888889","1.8","1.8","0.8","0.8","0.322","0.322","0.4","0.4","44.44444444","44.59833795","100","9.533333333","9.533333333","10.73333333","10.73333333","13.33333333","13.33333333","24.06666667","24.06666667"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00714","","","","0","0","1","5","0","0","0","0.4","0","0.4","0","","","","0","0","0","0","0","0","0.4","0.08","","0","20","0","0","0","0","2.666666667","13.33333333","2.666666667","13.33333333"
"","","GHP2018FMS-SN03","","","","","","","","","GHP2018FMS-SN03-00715","","","","8","9","5","5","5","1.54","0.28","3","1.82","4.82","17","0.1925","0.031111111","0.107058824","3.4","3.4","1.6","1.6","0.364","0.364","0.6","0.6","47.05882353","37.7593361","100","10.26666667","10.26666667","12.13333333","12.13333333","20","20","32.13333333","32.13333333"
