"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00206","","","","","","0","6","1","1","10","1","2","2","","","2","3","2","1","9","9","0","0.4","0.2","0.4","0.6","6","","0.066666667","0.066666667","6","0.6","0","0","0.4","0.04","0.2","0.02","0","66.66666667","10","","","0","0","1.333333333","13.33333333","0.666666667","6.666666667","","","2","20"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00207","","","","","","7","16","8","8","10","8","3","2","","","2","6","5","5","4","5","1.4","0.7","3.8","2.1","5.9","23","0.2","0.04375","0.091304348","2.875","2.3","0.875","0.7","0.2625","0.21","0.475","0.38","30.43478261","35.59322034","80","","","4.666666667","5.833333333","7","8.75","12.66666667","15.83333333","","","19.66666667","24.58333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00208","","","","","","0","4","6","6","10","5","2","1","","","1","2","1","5","5","5","0","0.2","1.8","0.2","2","4","","0.05","0.05","0.666666667","0.4","0","0","0.033333333","0.02","0.3","0.18","0","10","60","","","0","0","0.666666667","1.111111111","6","10","","","6.666666667","11.11111111"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00209","","","","14.9","50.769","19","22","9","9","10","9","4","5","8","6","4","8","8","5","5","6","4.6","1.5","1","6.1","7.1","41","0.242105263","0.068181818","0.148780488","4.555555556","4.1","2.111111111","1.9","0.677777778","0.61","0.111111111","0.1","46.34146341","85.91549296","90","29.34861825","1.790265713","15.33333333","17.03703704","20.33333333","22.59259259","3.333333333","3.703703704","5.967552378","6.630613753","23.66666667","26.2962963"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00021","","","","","","0","0","10","10","10","0","","","","","","","","","","","0","0","","0","","0","","","","0","0","0","0","0","0","","","","","100","","","0","0","0","0","","","","","",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00210","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00211","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00212","","","","","","0","0","","","10","0","","","","","","","","","","","0","0","0.2","0","0.2","0","","","","","0","","0","","0","","0.02","","0","","","","0","","0","","0.666666667","","","","0.666666667",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00213","","","","17.49","50.41","8","16","10","10","10","10","3","2","8","6","2","6","6","4","3","6","1.6","0.8","0.2","2.4","2.6","24","0.2","0.05","0.1","2.4","2.4","0.8","0.8","0.24","0.24","0.02","0.02","33.33333333","92.30769231","100","34.69549693","0.832691926","5.333333333","5.333333333","8","8","0.666666667","0.666666667","2.775639754","2.775639754","8.666666667","8.666666667"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00214","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00215","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00216","","","","20.55","50.72","3","18","10","10","10","8","3","2","4","3","2","5","5","6","5","5","0.8","0.9","2","1.7","3.7","21","0.266666667","0.05","0.080952381","2.1","2.1","0.3","0.3","0.17","0.17","0.2","0.2","14.28571429","45.94594595","100","40.51656151","0.688781546","2.666666667","2.666666667","5.666666667","5.666666667","6.666666667","6.666666667","2.295938486","2.295938486","12.33333333","12.33333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00217","","","","","","0","0","","0","10","0","","","","","","","","","8","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00218","","","","","","1","16","8","8","10","8","2","1","","","1","3","1","4","7","7","0.2","0.5","1.8","0.7","2.5","17","0.2","0.03125","0.041176471","2.125","1.7","0.125","0.1","0.0875","0.07","0.225","0.18","5.882352941","28","80","","","0.666666667","0.833333333","2.333333333","2.916666667","6","7.5","","","8.333333333","10.41666667"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00219","","","","","","0","12","4","4","10","4","3","1","","","1","3","3","6","3","5","0","0.7","4.8","0.7","5.5","12","","0.058333333","0.058333333","3","1.2","0","0","0.175","0.07","1.2","0.48","0","12.72727273","40","","","0","0","2.333333333","5.833333333","16","40","","","18.33333333","45.83333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00022","","","","","","0","0","","0","10","0","","","","","","","","5","7","6","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00220","","","","","","0","7","5","5","10","1","2","1","","","1","3","1","7","4","4","0","0.3","4","0.3","4.3","7","","0.042857143","0.042857143","1.4","0.7","0","0","0.06","0.03","0.8","0.4","0","6.976744186","50","","","0","0","1","2","13.33333333","26.66666667","","","14.33333333","28.66666667"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00221","","","","","","1","9","6","6","10","6","2","1","","","1","5","4","8","7","3","0.3","0.6","5","0.9","5.9","10","0.3","0.066666667","0.09","1.666666667","1","0.166666667","0.1","0.15","0.09","0.833333333","0.5","10","15.25423729","60","","","1","1.666666667","3","5","16.66666667","27.77777778","","","19.66666667","32.77777778"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00222","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00223","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00224","","","","","","0","0","","0","10","0","","","","","","","","1","7","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00225","","","","","","0","8","5","5","10","4","2","1","","","1","4","4","5","5","6","0","0.7","2.2","0.7","2.9","8","","0.0875","0.0875","1.6","0.8","0","0","0.14","0.07","0.44","0.22","0","24.13793103","50","","","0","0","2.333333333","4.666666667","7.333333333","14.66666667","","","9.666666667","19.33333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00226","","","","","","0","0","","","10","0","","","","","","","","","","","0","0","2.6","0","2.6","0","","","","","0","","0","","0","","0.26","","0","","","","0","","0","","8.666666667","","","","8.666666667",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00227","","","","17.67","50.41","13","22","9","9","10","9","3","3","6","6","2","7","7","6","1","5","2.5","1.6","1.6","4.1","5.7","35","0.192307692","0.072727273","0.117142857","3.888888889","3.5","1.444444444","1.3","0.455555556","0.41","0.177777778","0.16","37.14285714","71.92982456","90","35.05256893","1.437155326","8.333333333","9.259259259","13.66666667","15.18518519","5.333333333","5.925925926","4.790517754","5.322797505","19","21.11111111"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00228","","","","","","0","28","8","8","10","8","4","3","","","2","4","4","5","3","6","0","1.7","1.6","1.7","3.3","28","","0.060714286","0.060714286","3.5","2.8","0","0","0.2125","0.17","0.2","0.16","0","51.51515152","80","","","0","0","5.666666667","7.083333333","5.333333333","6.666666667","","","11","13.75"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00229","","","","21.29","50.68","7","42","10","10","10","10","4","3","3","8","3","6","6","7","3","5","1.3","2.2","2.8","3.5","6.3","49","0.185714286","0.052380952","0.071428571","4.9","4.9","0.7","0.7","0.35","0.35","0.28","0.28","14.28571429","55.55555556","100","42.00868193","1.470303867","4.333333333","4.333333333","11.66666667","11.66666667","9.333333333","9.333333333","4.901012891","4.901012891","21","21"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00023","","","","","","0","0","10","10","10","0","","","","","","","","","","","0","0","16.4","0","16.4","0","","","","0","0","0","0","0","0","1.64","1.64","","0","100","","","0","0","0","0","54.66666667","54.66666667","","","54.66666667","54.66666667"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00230","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00231","","","","17.12","50.31","3","6","10","10","10","10","3","2","8","8","1","3","4","6","4","6","0.8","0.4","2.6","1.2","3.8","9","0.266666667","0.066666667","0.133333333","0.9","0.9","0.3","0.3","0.12","0.12","0.26","0.26","33.33333333","31.57894737","100","34.02902008","0.408348241","2.666666667","2.666666667","4","4","8.666666667","8.666666667","1.361160803","1.361160803","12.66666667","12.66666667"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00232","","","","","","2","11","8","8","10","8","2","2","","","1","4","3","7","5","5","0.4","0.5","3.4","0.9","4.3","13","0.2","0.045454545","0.069230769","1.625","1.3","0.25","0.2","0.1125","0.09","0.425","0.34","15.38461538","20.93023256","80","","","1.333333333","1.666666667","3","3.75","11.33333333","14.16666667","","","14.33333333","17.91666667"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00233","","","","","","3","16","10","10","10","10","3","3","","","2","3","3","5","6","6","0.7","0.7","1.8","1.4","3.2","19","0.233333333","0.04375","0.073684211","1.9","1.9","0.3","0.3","0.14","0.14","0.18","0.18","15.78947368","43.75","100","","","2.333333333","2.333333333","4.666666667","4.666666667","6","6","","","10.66666667","10.66666667"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00234","","","","18.25","50.38","10","10","8","8","10","8","2","3","7","6","2","5","5","6","1","5","1.5","0.6","1.2","2.1","3.3","20","0.15","0.06","0.105","2.5","2","1.25","1","0.2625","0.21","0.15","0.12","50","63.63636364","80","36.22469234","0.760718539","5","6.25","7","8.75","4","5","2.535728464","3.16966058","11","13.75"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00235","","","","","","0","12","8","8","10","6","4","2","","","1","3","1","4","8","6","0","0.4","1.4","0.4","1.8","12","","0.033333333","0.033333333","1.5","1.2","0","0","0.05","0.04","0.175","0.14","0","22.22222222","80","","","0","0","1.333333333","1.666666667","4.666666667","5.833333333","","","6","7.5"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00236","","","","","","5","14","9","9","10","9","2","3","","","1","6","5","5","7","6","1","0.8","3","1.8","4.8","19","0.2","0.057142857","0.094736842","2.111111111","1.9","0.555555556","0.5","0.2","0.18","0.333333333","0.3","26.31578947","37.5","90","","","3.333333333","3.703703704","6","6.666666667","10","11.11111111","","","16","17.77777778"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00237","","","","","","0","5","4","4","10","2","2","1","","","1","3","2","3","8","7","0","0.3","0.2","0.3","0.5","5","","0.06","0.06","1.25","0.5","0","0","0.075","0.03","0.05","0.02","0","60","40","","","0","0","1","2.5","0.666666667","1.666666667","","","1.666666667","4.166666667"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00238","","","","","","0","10","9","9","10","9","3","3","","","2","3","3","4","7","7","0","0.7","1.4","0.7","2.1","10","","0.07","0.07","1.111111111","1","0","0","0.077777778","0.07","0.155555556","0.14","0","33.33333333","90","","","0","0","2.333333333","2.592592593","4.666666667","5.185185185","","","7","7.777777778"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00239","","","","","","0","18","10","10","10","10","2","1","","","1","2","1","3","7","7","0","0.7","1.2","0.7","1.9","18","","0.038888889","0.038888889","1.8","1.8","0","0","0.07","0.07","0.12","0.12","0","36.84210526","100","","","0","0","2.333333333","2.333333333","4","4","","","6.333333333","6.333333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00024","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00240","","","","","","0","3","10","10","10","2","2","1","","","1","2","1","2","8","8","0","0.2","0.8","0.2","1","3","","0.066666667","0.066666667","0.3","0.3","0","0","0.02","0.02","0.08","0.08","0","20","100","","","0","0","0.666666667","0.666666667","2.666666667","2.666666667","","","3.333333333","3.333333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00025","","","","","","0","0","10","10","10","0","","","","","","","","3","7","8","0","0","0.4","0","0.4","0","","","","0","0","0","0","0","0","0.04","0.04","","0","100","","","0","0","0","0","1.333333333","1.333333333","","","1.333333333","1.333333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00026","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00027","","","","","","3","15","9","9","10","9","4","2","","","2","4","5","4","5","7","0.6","1","2.1","1.6","3.7","18","0.2","0.066666667","0.088888889","2","1.8","0.333333333","0.3","0.177777778","0.16","0.233333333","0.21","16.66666667","43.24324324","90","","","2","2.222222222","5.333333333","5.925925926","7","7.777777778","","","12.33333333","13.7037037"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00028","","","","","","4","7","10","10","10","5","2","1","","","1","4","4","5","5","6","0.7","0.4","2","1.1","3.1","11","0.175","0.057142857","0.1","1.1","1.1","0.4","0.4","0.11","0.11","0.2","0.2","36.36363636","35.48387097","100","","","2.333333333","2.333333333","3.666666667","3.666666667","6.666666667","6.666666667","","","10.33333333","10.33333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00029","","","","","","0","0","5","5","10","0","","","","","","","","2","9","8","0","0","0.2","0","0.2","0","","","","0","0","0","0","0","0","0.04","0.02","","0","50","","","0","0","0","0","0.666666667","1.333333333","","","0.666666667","1.333333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00003","","","","","","5","6","9","9","10","4","3","2","","","2","5","6","5","9","7","1.1","0.3","3","1.4","4.4","11","0.22","0.05","0.127272727","1.222222222","1.1","0.555555556","0.5","0.155555556","0.14","0.333333333","0.3","45.45454545","31.81818182","90","","","3.666666667","4.074074074","4.666666667","5.185185185","10","11.11111111","","","14.66666667","16.2962963"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00030","","","","20.23","50.8","15","20","10","10","10","10","5","2","3","3","2","6","6","8","1","4","3.2","1.4","6.2","4.6","10.8","35","0.213333333","0.07","0.131428571","3.5","3.5","1.5","1.5","0.46","0.46","0.62","0.62","42.85714286","42.59259259","100","39.82283465","1.831850394","10.66666667","10.66666667","15.33333333","15.33333333","20.66666667","20.66666667","6.106167979","6.106167979","36","36"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00031","","","","","","0","0","7","7","10","0","","","","","","","","5","9","5","0","0","","0","","0","","","","0","0","0","0","0","0","","","","","70","","","0","0","0","0","","","","","",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00032","","","","","","0","0","10","10","10","0","","","","","","","","2","9","8","0","0","","0","","0","","","","0","0","0","0","0","0","","","","","100","","","0","0","0","0","","","","","",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00033","","","","","","0","17","10","10","10","8","4","1","","","1","3","2","6","1","4","0","0.7","3","0.7","3.7","17","","0.041176471","0.041176471","1.7","1.7","0","0","0.07","0.07","0.3","0.3","0","18.91891892","100","","","0","0","2.333333333","2.333333333","10","10","","","12.33333333","12.33333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00034","","","","22.54","50.64","17","12","8","8","10","7","1","1","4","3","1","6","7","7","1","4","4.2","0.7","6.8","4.9","11.7","29","0.247058824","0.058333333","0.168965517","3.625","2.9","2.125","1.7","0.6125","0.49","0.85","0.68","58.62068966","41.88034188","80","44.51026856","2.18100316","14","17.5","16.33333333","20.41666667","22.66666667","28.33333333","7.270010532","9.087513165","39","48.75"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00035","","","","","","0","8","6","6","10","6","5","2","","","2","4","2","3","8","8","0","0.5","0.2","0.5","0.7","8","","0.0625","0.0625","1.333333333","0.8","0","0","0.083333333","0.05","0.033333333","0.02","0","71.42857143","60","","","0","0","1.666666667","2.777777778","0.666666667","1.111111111","","","2.333333333","3.888888889"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00036","","","","","","0","20","10","10","10","10","3","2","","","2","4","2","4","6","7","0","1","1","1","2","20","","0.05","0.05","2","2","0","0","0.1","0.1","0.1","0.1","0","50","100","","","0","0","3.333333333","3.333333333","3.333333333","3.333333333","","","6.666666667","6.666666667"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00037","","","","","","0","4","4","4","10","1","2","1","","","1","2","1","4","6","6","0","0.1","1","0.1","1.1","4","","0.025","0.025","1","0.4","0","0","0.025","0.01","0.25","0.1","0","9.090909091","40","","","0","0","0.333333333","0.833333333","3.333333333","8.333333333","","","3.666666667","9.166666667"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00038","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00039","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00004","","","","","","9","28","10","10","10","8","2","2","","","2","6","4","8","1","3","1.2","1.2","3.2","2.4","5.6","37","0.133333333","0.042857143","0.064864865","3.7","3.7","0.9","0.9","0.24","0.24","0.32","0.32","24.32432432","42.85714286","100","","","4","4","8","8","10.66666667","10.66666667","","","18.66666667","18.66666667"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00040","","","","14.73","50.58","13","10","8","8","10","8","3","3","1","3","2","6","7","4","9","7","3.2","0.6","1.6","3.8","5.4","23","0.246153846","0.06","0.165217391","2.875","2.3","1.625","1.3","0.475","0.38","0.2","0.16","56.52173913","70.37037037","80","29.12218268","1.106642942","10.66666667","13.33333333","12.66666667","15.83333333","5.333333333","6.666666667","3.688809806","4.611012258","18","22.5"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00041","","","","","","0","18","9","9","10","6","3","2","","","2","4","2","5","7","5","0","0.5","2","0.5","2.5","18","","0.027777778","0.027777778","2","1.8","0","0","0.055555556","0.05","0.222222222","0.2","0","20","90","","","0","0","1.666666667","1.851851852","6.666666667","7.407407407","","","8.333333333","9.259259259"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00042","","","","16.64","50.13","14","21","10","10","10","10","4","2","8","7","2","7","7","6","3","6","2.5","0.9","1.8","3.4","5.2","35","0.178571429","0.042857143","0.097142857","3.5","3.5","1.4","1.4","0.34","0.34","0.18","0.18","40","65.38461538","100","33.19369639","1.128585677","8.333333333","8.333333333","11.33333333","11.33333333","6","6","3.761952257","3.761952257","17.33333333","17.33333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00043","","","","","","4","8","8","8","10","5","3","2","","","2","5","4","4","4","6","0.7","0.3","0.8","1","1.8","12","0.175","0.0375","0.083333333","1.5","1.2","0.5","0.4","0.125","0.1","0.1","0.08","33.33333333","55.55555556","80","","","2.333333333","2.916666667","3.333333333","4.166666667","2.666666667","3.333333333","","","6","7.5"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00044","","","","17.27","50.29","20","23","10","10","10","10","3","2","8","6","2","7","8","7","1","5","3.7","1.1","3","4.8","7.8","43","0.185","0.047826087","0.111627907","4.3","4.3","2","2","0.48","0.48","0.3","0.3","46.51162791","61.53846154","100","34.34082323","1.648359515","12.33333333","12.33333333","16","16","10","10","5.494531716","5.494531716","26","26"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00045","","","","","","0","12","8","8","10","5","2","1","","","1","4","2","4","9","7","0","0.2","0.2","0.2","0.4","12","","0.016666667","0.016666667","1.5","1.2","0","0","0.025","0.02","0.025","0.02","0","50","80","","","0","0","0.666666667","0.833333333","0.666666667","0.833333333","","","1.333333333","1.666666667"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00046","","","","","","4","16","9","9","10","9","4","1","","","1","4","2","8","1","3","0.7","8.8","","9.5","","20","0.175","0.55","0.475","2.222222222","2","0.444444444","0.4","1.055555556","0.95","","","20","","90","","","2.333333333","2.592592593","31.66666667","35.18518519","","","","","",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00047","","","","","","0","26","9","9","10","8","4","1","","","1","4","5","6","4","5","0","1.7","1","1.7","2.7","26","","0.065384615","0.065384615","2.888888889","2.6","0","0","0.188888889","0.17","0.111111111","0.1","0","62.96296296","90","","","0","0","5.666666667","6.296296296","3.333333333","3.703703704","","","9","10"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00048","","","","20.92","50.65","18","16","10","10","10","10","5","3","5","3","2","7","9","6","4","6","4.9","1","7.2","5.9","13.1","34","0.272222222","0.0625","0.173529412","3.4","3.4","1.8","1.8","0.59","0.59","0.72","0.72","52.94117647","45.03816794","100","41.30306022","2.436880553","16.33333333","16.33333333","19.66666667","19.66666667","24","24","8.122935176","8.122935176","43.66666667","43.66666667"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00049","","","","20.68","50.44","16","22","10","10","10","8","4","3","3","4","2","6","7","6","3","5","2.5","1","2","3.5","5.5","38","0.15625","0.045454545","0.092105263","3.8","3.8","1.6","1.6","0.35","0.35","0.2","0.2","42.10526316","63.63636364","100","40.99920698","1.434972244","8.333333333","8.333333333","11.66666667","11.66666667","6.666666667","6.666666667","4.783240814","4.783240814","18.33333333","18.33333333"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00005","","","","14.3","50.3","12","9","10","10","10","9","1","3","8","6","2","5","8","5","1","7","3.5","0.5","1.4","4","5.4","21","0.291666667","0.055555556","0.19047619","2.1","2.1","1.2","1.2","0.4","0.4","0.14","0.14","57.14285714","74.07407407","100","28.42942346","1.137176938","11.66666667","11.66666667","13.33333333","13.33333333","4.666666667","4.666666667","3.790589795","3.790589795","18","18"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00050","","","","","","3","28","9","9","10","9","4","2","","","2","5","5","3","9","8","0.5","1","1.8","1.5","3.3","31","0.166666667","0.035714286","0.048387097","3.444444444","3.1","0.333333333","0.3","0.166666667","0.15","0.2","0.18","9.677419355","45.45454545","90","","","1.666666667","1.851851852","5","5.555555556","6","6.666666667","","","11","12.22222222"
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00051","","","","","","0","0","3","3","10","0","","","","","","","","4","6","7","0","0","","0","","0","","","","0","0","0","0","0","0","","","","","30","","","0","0","0","0","","","","","",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00052","","","","","","0","0","0","0","10","0","","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014OHW-PT01","","","","","","","","","GHP2014OHW-PT01-00053","","","","","","0","4","9","9","10","3","3","1","","","1","2","1","8","1","4","0","0.3","7","0.3","7.3","4","","0.075","0.075","0.444444444","0.4","0","0","0.033333333","0.03","0.777777778","0.7","0","4.109589041","90","","","0","0","1","1.111111111","23.33333333","25.92592593","","","24.33333333","27.03703704"
