"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Fresh weight of storage root samples measuring g|CO_331:0000243","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00044","","","","","","","10","10","10","0","0","0","","","","","","","","","5","6","6","0","0","2","0","2","0","","","","0","0","0","0","0","0","0.2","0.2","","0","100","","","0","0","0","0","6.666666667","6.666666667","","","6.666666667","6.666666667"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00045","","","","","","","10","10","10","0","0","0","","","","","","","","","8","3","5","0","0","8.7","0","8.7","0","","","","0","0","0","0","0","0","0.87","0.87","","0","100","","","0","0","0","0","29","29","","","29","29"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00046","","","","","","","10","10","10","7","3","6","1","3","","","3","3","3","","5","6","6","0.5","0.1","1.8","0.6","2.4","9","0.166666667","0.016666667","0.066666667","0.9","0.9","0.3","0.3","0.06","0.06","0.18","0.18","33.33333333","25","100","","","1.666666667","1.666666667","2","2","6","6","","","8","8"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00047","","","","","","","10","10","9","5","0","13","1","3","5","2","2","5","4","","8","3","4","0","0.3","5.7","0.3","6","13","","0.023076923","0.023076923","1.444444444","1.3","0","0","0.033333333","0.03","0.633333333","0.57","0","5","90","","","0","0","1","1.111111111","19","21.11111111","","","20","22.22222222"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00048","","","","21.6","2","50.95","10","10","9","4","3","7","1","3","","","2","4","3","3","7","3","6","0.3","0.2","4.8","0.5","5.3","10","0.1","0.028571429","0.05","1.111111111","1","0.333333333","0.3","0.055555556","0.05","0.533333333","0.48","30","9.433962264","90","42.39450442","0.211972522","1","1.111111111","1.666666667","1.851851852","16","17.77777778","0.706575074","0.785083415","17.66666667","19.62962963"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00049","","","","","","","10","10","10","3","0","8","","4","","","","","","","9","4","5","0","0.3","12","0.3","12.3","8","","0.0375","0.0375","0.8","0.8","0","0","0.03","0.03","1.2","1.2","0","2.43902439","100","","","0","0","1","1","40","40","","","41","41"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00005","","","","","","","10","10","10","0","0","0","","","","","","","","","8","3","4","0","0","6.5","0","6.5","0","","","","0","0","0","0","0","0","0.65","0.65","","0","100","","","0","0","0","0","21.66666667","21.66666667","","","21.66666667","21.66666667"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00050","","","","","","","10","7","7","0","0","0","","","","","","","","","6","6","6","0","0","9","0","9","0","","","","0","0","0","0","0","0","1.285714286","0.9","","0","70","","","0","0","0","0","30","42.85714286","","","30","42.85714286"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00051","","","","20.14","3","50.82","10","10","10","10","12","24","1","4","","","2","4","3","4","8","4","5","1.1","0.6","3","1.7","4.7","36","0.091666667","0.025","0.047222222","3.6","3.6","1.2","1.2","0.17","0.17","0.3","0.3","33.33333333","36.17021277","100","39.6300669","0.673711137","3.666666667","3.666666667","5.666666667","5.666666667","10","10","2.245703791","2.245703791","15.66666667","15.66666667"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00052","","","","","","","10","10","9","1","1","0","","4","","","","","","","6","4","6","0.1","0","7","0.1","7.1","1","0.1","","0.1","0.111111111","0.1","0.111111111","0.1","0.011111111","0.01","0.777777778","0.7","100","1.408450704","90","","","0.333333333","0.37037037","0.333333333","0.37037037","23.33333333","25.92592593","","","23.66666667","26.2962963"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00053","","","","","","","10","10","10","0","0","0","","","","","","","","","6","6","6","0","0","2.2","0","2.2","0","","","","0","0","0","0","0","0","0.22","0.22","","0","100","","","0","0","0","0","7.333333333","7.333333333","","","7.333333333","7.333333333"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00054","","","","","","","10","8","8","5","3","5","2","4","6","6","4","6","5","","6","4","6","0.3","0.2","1.2","0.5","1.7","8","0.1","0.04","0.0625","1","0.8","0.375","0.3","0.0625","0.05","0.15","0.12","37.5","29.41176471","80","","","1","1.25","1.666666667","2.083333333","4","5","","","5.666666667","7.083333333"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00055","","","","20.78","3","50.4","10","10","10","10","16","48","1","3","7","6","4","6","5","3","8","3","4","1.7","1.4","4.5","3.1","7.6","64","0.10625","0.029166667","0.0484375","6.4","6.4","1.6","1.6","0.31","0.31","0.45","0.45","25","40.78947368","100","41.23015873","1.278134921","5.666666667","5.666666667","10.33333333","10.33333333","15","15","4.260449735","4.260449735","25.33333333","25.33333333"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00056","","","","17.78","3","50.11","10","10","10","9","12","17","","3","","","","","","2","7","4","5","1.3","0.5","2","1.8","3.8","29","0.108333333","0.029411765","0.062068966","2.9","2.9","1.2","1.2","0.18","0.18","0.2","0.2","41.37931034","47.36842105","100","35.48193973","0.638674915","4.333333333","4.333333333","6","6","6.666666667","6.666666667","2.128916384","2.128916384","12.66666667","12.66666667"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00057","","","","","","","10","10","10","0","0","0","","","","","","","","","7","4","6","0","0","4.3","0","4.3","0","","","","0","0","0","0","0","0","0.43","0.43","","0","100","","","0","0","0","0","14.33333333","14.33333333","","","14.33333333","14.33333333"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00058","","","","19.4","3","50.87","10","10","10","10","13","10","1","3","5","4","3","5","4","2","8","3","4","1.8","0.5","7","2.3","9.3","23","0.138461538","0.05","0.1","2.3","2.3","1.3","1.3","0.23","0.23","0.7","0.7","56.52173913","24.7311828","100","38.13642618","0.877137802","6","6","7.666666667","7.666666667","23.33333333","23.33333333","2.923792674","2.923792674","31","31"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00059","","","","20.75","4","50.27","10","9","8","3","3","4","1","3","5","8","3","5","4","3","5","5","6","0.3","0.2","2","0.5","2.5","7","0.1","0.05","0.071428571","0.875","0.7","0.375","0.3","0.0625","0.05","0.25","0.2","42.85714286","20","80","41.27710364","0.206385518","1","1.25","1.666666667","2.083333333","6.666666667","8.333333333","0.687951727","0.859939659","8.333333333","10.41666667"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00006","","","","21.8","3","50.5","10","10","10","6","6","10","","3","","","","","","3","6","3","4","0.4","0.2","2.9","0.6","3.5","16","0.066666667","0.02","0.0375","1.6","1.6","0.6","0.6","0.06","0.06","0.29","0.29","37.5","17.14285714","100","43.16831683","0.259009901","1.333333333","1.333333333","2","2","9.666666667","9.666666667","0.863366337","0.863366337","11.66666667","11.66666667"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00060","","","","21.47","4","50.48","10","10","10","8","6","9","","3","","","","","","3","6","4","6","0.5","0.3","3.4","0.8","4.2","15","0.083333333","0.033333333","0.053333333","1.5","1.5","0.6","0.6","0.08","0.08","0.34","0.34","40","19.04761905","100","42.53169572","0.340253566","1.666666667","1.666666667","2.666666667","2.666666667","11.33333333","11.33333333","1.134178553","1.134178553","14","14"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00061","","","","","","","10","9","9","1","0","1","2","3","6","6","3","6","6","","6","6","6","0","0.1","2.4","0.1","2.5","1","","0.1","0.1","0.111111111","0.1","0","0","0.011111111","0.01","0.266666667","0.24","0","4","90","","","0","0","0.333333333","0.37037037","8","8.888888889","","","8.333333333","9.259259259"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00062","","","","20.68","2","50.83","10","10","10","10","15","18","1","3","4","2","3","6","5","2","7","3","4","1.8","0.6","2.8","2.4","5.2","33","0.12","0.033333333","0.072727273","3.3","3.3","1.5","1.5","0.24","0.24","0.28","0.28","45.45454545","46.15384615","100","40.68463506","0.976431241","6","6","8","8","9.333333333","9.333333333","3.254770805","3.254770805","17.33333333","17.33333333"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00063","","","","22.27","3","50.29","10","10","10","9","6","26","","4","","","","","","3","8","3","4","0.6","0.6","5.8","1.2","7","32","0.1","0.023076923","0.0375","3.2","3.2","0.6","0.6","0.12","0.12","0.58","0.58","18.75","17.14285714","100","44.28315769","0.531397892","2","2","4","4","19.33333333","19.33333333","1.771326307","1.771326307","23.33333333","23.33333333"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00064","","","","","","","10","10","10","0","0","0","","","","","","","","","6","5","5","0","0","3.6","0","3.6","0","","","","0","0","0","0","0","0","0.36","0.36","","0","100","","","0","0","0","0","12","12","","","12","12"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00065","","","","19.8","2","45.04","10","10","10","9","5","10","1","3","","","2","4","3","3","6","4","6","0.4","0.3","4.3","0.7","5","15","0.08","0.03","0.046666667","1.5","1.5","0.5","0.5","0.07","0.07","0.43","0.43","33.33333333","14","100","43.96092362","0.307726465","1.333333333","1.333333333","2.333333333","2.333333333","14.33333333","14.33333333","1.025754885","1.025754885","16.66666667","16.66666667"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00066","","","","","","","10","10","10","3","3","8","1","3","4","8","3","7","7","","6","3","4","0.2","0.2","4","0.4","4.4","11","0.066666667","0.025","0.036363636","1.1","1.1","0.3","0.3","0.04","0.04","0.4","0.4","27.27272727","9.090909091","100","","","0.666666667","0.666666667","1.333333333","1.333333333","13.33333333","13.33333333","","","14.66666667","14.66666667"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00067","","","","20.7","3","50.33","10","10","10","5","4","7","1","4","5","2","4","6","7","2","6","3","5","0.8","0.3","7.8","1.1","8.9","11","0.2","0.042857143","0.1","1.1","1.1","0.4","0.4","0.11","0.11","0.78","0.78","36.36363636","12.35955056","100","41.12855156","0.452414067","2.666666667","2.666666667","3.666666667","3.666666667","26","26","1.508046891","1.508046891","29.66666667","29.66666667"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00068","","","","18.33","3","50.69","10","10","10","10","15","15","1","3","5","8","3","5","4","2","7","2","4","1.9","0.5","4.8","2.4","7.2","30","0.126666667","0.033333333","0.08","3","3","1.5","1.5","0.24","0.24","0.48","0.48","50","33.33333333","100","36.1609785","0.867863484","6.333333333","6.333333333","8","8","16","16","2.89287828","2.89287828","24","24"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00069","","","","23.71","3","50.49","10","10","10","6","6","13","1","4","5","2","3","6","5","3","5","4","6","0.4","0.3","1.5","0.7","2.2","19","0.066666667","0.023076923","0.036842105","1.9","1.9","0.6","0.6","0.07","0.07","0.15","0.15","31.57894737","31.81818182","100","46.95979402","0.328718558","1.333333333","1.333333333","2.333333333","2.333333333","5","5","1.095728527","1.095728527","7.333333333","7.333333333"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00007","","","","","","","10","10","10","0","0","0","","","","","","","","","6","3","4","0","0","5","0","5","0","","","","0","0","0","0","0","0","0.5","0.5","","0","100","","","0","0","0","0","16.66666667","16.66666667","","","16.66666667","16.66666667"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00070","","","","21.49","2","50.53","10","10","10","8","6","8","1","3","5","8","2","5","4","3","4","4","5","0.5","0.2","2","0.7","2.7","14","0.083333333","0.025","0.05","1.4","1.4","0.6","0.6","0.07","0.07","0.2","0.2","42.85714286","25.92592593","100","42.52919058","0.297704334","1.666666667","1.666666667","2.333333333","2.333333333","6.666666667","6.666666667","0.99234778","0.99234778","9","9"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00071","","","","21.32","2","50.53","10","10","10","7","1","10","1","3","5","8","3","6","5","3","4","4","7","0.1","0.3","2.2","0.4","2.6","11","0.1","0.03","0.036363636","1.1","1.1","0.1","0.1","0.04","0.04","0.22","0.22","9.090909091","15.38461538","100","42.19275678","0.168771027","0.333333333","0.333333333","1.333333333","1.333333333","7.333333333","7.333333333","0.56257009","0.56257009","8.666666667","8.666666667"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00072","","","","21.55","4","50.24","10","10","10","5","5","5","","4","","","","","","3","4","3","7","0.5","0.2","2.8","0.7","3.5","10","0.1","0.04","0.07","1","1","0.5","0.5","0.07","0.07","0.28","0.28","50","20","100","42.89410828","0.300258758","1.666666667","1.666666667","2.333333333","2.333333333","9.333333333","9.333333333","1.000862527","1.000862527","11.66666667","11.66666667"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00073","","","","","","","10","10","10","0","0","0","","","","","","","","","6","3","4","0","0","8","0","8","0","","","","0","0","0","0","0","0","0.8","0.8","","0","100","","","0","0","0","0","26.66666667","26.66666667","","","26.66666667","26.66666667"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00074","","","","","","","10","7","5","5","2","6","1","3","","","3","4","3","","5","6","6","0.3","0.1","3.4","0.4","3.8","8","0.15","0.016666667","0.05","1.6","0.8","0.4","0.2","0.08","0.04","0.68","0.34","25","10.52631579","50","","","1","2","1.333333333","2.666666667","11.33333333","22.66666667","","","12.66666667","25.33333333"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00075","","","","","","","10","10","10","9","5","12","1","3","","","3","4","3","","5","4","7","0.3","0.3","4","0.6","4.6","17","0.06","0.025","0.035294118","1.7","1.7","0.5","0.5","0.06","0.06","0.4","0.4","29.41176471","13.04347826","100","","","1","1","2","2","13.33333333","13.33333333","","","15.33333333","15.33333333"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00076","","","","","","","10","10","8","2","1","3","1","3","","","2","3","3","","3","4","8","0.2","0.2","2","0.4","2.4","4","0.2","0.066666667","0.1","0.5","0.4","0.125","0.1","0.05","0.04","0.25","0.2","25","16.66666667","80","","","0.666666667","0.833333333","1.333333333","1.666666667","6.666666667","8.333333333","","","8","10"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00077","","","","","","","10","10","10","8","0","19","1","4","4","7","3","6","6","","5","5","6","0","0.4","4.4","0.4","4.8","19","","0.021052632","0.021052632","1.9","1.9","0","0","0.04","0.04","0.44","0.44","0","8.333333333","100","","","0","0","1.333333333","1.333333333","14.66666667","14.66666667","","","16","16"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00078","","","","20.47","3","50.51","10","10","10","10","18","20","","","","","","","","4","6","4","5","1.5","0.5","3.7","2","5.7","38","0.083333333","0.025","0.052631579","3.8","3.8","1.8","1.8","0.2","0.2","0.37","0.37","47.36842105","35.0877193","100","40.52662839","0.810532568","5","5","6.666666667","6.666666667","12.33333333","12.33333333","2.701775226","2.701775226","19","19"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00079","","","","","","","10","2","0","0","0","0","","","","","","","","","6","4","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00008","","","","","","","10","9","8","3","3","3","1","3","","","1","4","4","","6","4","5","0.4","0.1","3","0.5","3.5","6","0.133333333","0.033333333","0.083333333","0.75","0.6","0.375","0.3","0.0625","0.05","0.375","0.3","50","14.28571429","80","","","1.333333333","1.666666667","1.666666667","2.083333333","10","12.5","","","11.66666667","14.58333333"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00080","","","","","","","10","10","10","9","4","16","","4","","","","","","","5","5","5","0.4","0.4","2.3","0.8","3.1","20","0.1","0.025","0.04","2","2","0.4","0.4","0.08","0.08","0.23","0.23","20","25.80645161","100","","","1.333333333","1.333333333","2.666666667","2.666666667","7.666666667","7.666666667","","","10.33333333","10.33333333"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00081","","","","","","","10","10","10","0","0","0","","","","","","","","","5","5","4","0","0","5","0","5","0","","","","0","0","0","0","0","0","0.5","0.5","","0","100","","","0","0","0","0","16.66666667","16.66666667","","","16.66666667","16.66666667"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00082","","","","","","","10","10","10","6","1","12","1","4","","","3","3","3","","5","4","5","0.2","0.4","3.9","0.6","4.5","13","0.2","0.033333333","0.046153846","1.3","1.3","0.1","0.1","0.06","0.06","0.39","0.39","7.692307692","13.33333333","100","","","0.666666667","0.666666667","2","2","13","13","","","15","15"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00083","","","","","","","10","10","10","2","0","9","1","4","","","3","5","4","","6","4","5","0","0.2","6","0.2","6.2","9","","0.022222222","0.022222222","0.9","0.9","0","0","0.02","0.02","0.6","0.6","0","3.225806452","100","","","0","0","0.666666667","0.666666667","20","20","","","20.66666667","20.66666667"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00084","","","","","","","10","10","10","4","3","9","","4","","","","","","","5","5","6","0.3","0.3","3","0.6","3.6","12","0.1","0.033333333","0.05","1.2","1.2","0.3","0.3","0.06","0.06","0.3","0.3","25","16.66666667","100","","","1","1","2","2","10","10","","","12","12"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00085","","","","","","","10","10","10","0","0","0","","","","","","","","","7","5","4","0","0","6.3","0","6.3","0","","","","0","0","0","0","0","0","0.63","0.63","","0","100","","","0","0","0","0","21","21","","","21","21"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00086","","","","22.81","3","50.83","10","10","10","10","7","17","1","4","","","3","4","3","3","5","6","5","0.5","0.5","4","1","5","24","0.071428571","0.029411765","0.041666667","2.4","2.4","0.7","0.7","0.1","0.1","0.4","0.4","29.16666667","20","100","44.87507378","0.448750738","1.666666667","1.666666667","3.333333333","3.333333333","13.33333333","13.33333333","1.495835793","1.495835793","16.66666667","16.66666667"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00087","","","","","","","10","10","10","4","1","25","","","","","","","","","6","6","4","0.1","0.6","14.5","0.7","15.2","26","0.1","0.024","0.026923077","2.6","2.6","0.1","0.1","0.07","0.07","1.45","1.45","3.846153846","4.605263158","100","","","0.333333333","0.333333333","2.333333333","2.333333333","48.33333333","48.33333333","","","50.66666667","50.66666667"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00088","","","","","","","10","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00089","","","","20.56","2","50.71","10","8","8","8","8","3","1","3","","","1","3","3","3","6","5","4","1","0.1","6","1.1","7.1","11","0.125","0.033333333","0.1","1.375","1.1","1","0.8","0.1375","0.11","0.75","0.6","72.72727273","15.49295775","80","40.54427135","0.445986985","3.333333333","4.166666667","3.666666667","4.583333333","20","25","1.486623283","1.858279103","23.66666667","29.58333333"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00009","","","","","","","10","10","10","7","0","21","1","3","5","3","3","5","4","","7","6","7","0","0.6","1.9","0.6","2.5","21","","0.028571429","0.028571429","2.1","2.1","0","0","0.06","0.06","0.19","0.19","0","24","100","","","0","0","2","2","6.333333333","6.333333333","","","8.333333333","8.333333333"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00090","","","","","","","10","9","7","1","0","1","1","4","5","4","4","7","6","","3","7","7","0","0.1","0.5","0.1","0.6","1","","0.1","0.1","0.142857143","0.1","0","0","0.014285714","0.01","0.071428571","0.05","0","16.66666667","70","","","0","0","0.333333333","0.476190476","1.666666667","2.380952381","","","2","2.857142857"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00091","","","","20.11","4","50.69","10","10","10","9","24","20","1","3","","","3","6","5","3","8","3","3","2.6","0.6","5.8","3.2","9","44","0.108333333","0.03","0.072727273","4.4","4.4","2.4","2.4","0.32","0.32","0.58","0.58","54.54545455","35.55555556","100","39.67251923","1.269520616","8.666666667","8.666666667","10.66666667","10.66666667","19.33333333","19.33333333","4.231735385","4.231735385","30","30"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00092","","","","","","","10","10","10","6","8","8","1","4","6","6","3","6","5","","5","3","4","0.8","0.2","4.8","1","5.8","16","0.1","0.025","0.0625","1.6","1.6","0.8","0.8","0.1","0.1","0.48","0.48","50","17.24137931","100","","","2.666666667","2.666666667","3.333333333","3.333333333","16","16","","","19.33333333","19.33333333"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00093","","","","20.22","3","50.11","10","10","10","9","11","20","1","4","","","3","6","5","3","5","3","5","0.8","0.5","2.5","1.3","3.8","31","0.072727273","0.025","0.041935484","3.1","3.1","1.1","1.1","0.13","0.13","0.25","0.25","35.48387097","34.21052632","100","40.3512273","0.524565955","2.666666667","2.666666667","4.333333333","4.333333333","8.333333333","8.333333333","1.748553183","1.748553183","12.66666667","12.66666667"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00094","","","","","","","10","8","6","5","5","9","","4","","","","","","","6","3","4","0.4","0.2","9","0.6","9.6","14","0.08","0.022222222","0.042857143","2.333333333","1.4","0.833333333","0.5","0.1","0.06","1.5","0.9","35.71428571","6.25","60","","","1.333333333","2.222222222","2","3.333333333","30","50","","","32","53.33333333"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00095","","","","","","","10","10","10","0","0","0","","","","","","","","","6","4","5","0","0","6.5","0","6.5","0","","","","0","0","0","0","0","0","0.65","0.65","","0","100","","","0","0","0","0","21.66666667","21.66666667","","","21.66666667","21.66666667"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00096","","","","","","","10","10","8","1","3","0","","3","","","","","","","4","6","7","0.2","0","1.5","0.2","1.7","3","0.066666667","","0.066666667","0.375","0.3","0.375","0.3","0.025","0.02","0.1875","0.15","100","11.76470588","80","","","0.666666667","0.833333333","0.666666667","0.833333333","5","6.25","","","5.666666667","7.083333333"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00097","","","","","","","10","10","8","0","0","0","","","","","","","","","5","7","7","0","0","2.1","0","2.1","0","","","","0","0","0","0","0","0","0.2625","0.21","","0","80","","","0","0","0","0","7","8.75","","","7","8.75"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00098","","","","21.23","2","50.65","10","10","10","2","2","3","1","3","","","3","5","4","3","6","3","5","0.2","0.1","5.5","0.3","5.8","5","0.1","0.033333333","0.06","0.5","0.5","0.2","0.2","0.03","0.03","0.55","0.55","40","5.172413793","100","41.91510365","0.125745311","0.666666667","0.666666667","1","1","18.33333333","18.33333333","0.419151037","0.419151037","19.33333333","19.33333333"
"","","GHP2015OHW-PT01","","","","","","","","","GHP2015OHW-PT01-00099","","","","","","","10","10","10","7","4","6","1","4","","","3","4","3","","4","3","7","0.5","0.2","2","0.7","2.7","10","0.125","0.033333333","0.07","1","1","0.4","0.4","0.07","0.07","0.2","0.2","40","25.92592593","100","","","1.666666667","1.666666667","2.333333333","2.333333333","6.666666667","6.666666667","","","9","9"
