"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001046","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001048","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of maltose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001052","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of starch in dry weight basis in boiled storage roots measuring percentage|CO_331:2000027","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root shape estimating 1-9 CIP|CO_331:0000181","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in boiled storage roots measuring g per 100g|CO_331:0001050","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Virus symptoms estimating 1-9|CO_331:0000193","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Biomass yield in tons per ha|CO_331:0001003"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00081","","","","3","0","1.0897501","0.635178","19.6","49.79","1.0403841","0.976502","2.348454","3.1197701","18.6843853","1","30","26","21","21","59","36","3","8","1.788473","2","57.4151993","79.0119095","","39.3653344","3","3","20.6303635","12.8843327","3","15.3","1.5","26","16.8","42.8","95","0.259322034","0.041666667","0.176842105","4.523809524","2.80952381","0.8","1.238095238","62.10526316","39.25233645","6.61337618","24.28571429","26.66666667","41.26984127","10.49742251","67.93650794","3.166666667","1.966666667","0.56","0.866666667","70","17","18.66666667","28.88888889","7.348195756","47.55555556"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00082","","","","1","0","1.122619","0.517053","20.15","50.06","0.959455","0.810573","2.699646","2.1214149","19.6031094","1","30","30","30","30","64","32","5","6","1.398695","1","56.5202332","76.6032562","","40.25169796","3","3","21.8825989","13.6372194","3","14.5","2","35","16.5","51.5","96","0.2265625","0.0625","0.171875","3.2","2.133333333","0.55","1.166666667","66.66666667","32.03883495","6.641530164","16.11111111","18.33333333","38.88888889","7.37947796","57.22222222","3.2","2.133333333","0.55","1.166666667","100","16.11111111","18.33333333","38.88888889","7.37947796","57.22222222"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00083","","","","5","11.2224178","1.278336","0.612924","18.31","50.31","0.652872","2.0722721","3.6395249","4.0511079","14.7942791","3","30","30","30","28","45","22","6","8","2.347374","1","51.6524277","71.1946182","","36.394355","4","3","21.5672836","12.250042","4","7.46","0.94","21","8.4","29.4","67","0.165777778","0.042727273","0.125373134","2.233333333","1.5","0.28","0.7","67.1641791","28.57142857","3.05712582","8.288888889","9.333333333","23.33333333","3.396806467","32.66666667","2.233333333","1.5","0.28","0.7","100","8.288888889","9.333333333","23.33333333","3.396806467","32.66666667"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00084","","","","3","0","1.179082","0.524328","21.91","50.47","0.679737","0.158219","2.229141","1.834895","21.0458794","1","30","30","30","30","61","38","1","2","1.976797","1","57.4695816","82.8962021","","43.41192788","4","3","18.7063293","10.447402","5","11.54","0.98","6","12.52","18.52","99","0.189180328","0.025789474","0.126464646","3.3","2.033333333","0.417333333","0.2","61.61616162","67.60259179","5.43517337","12.82222222","13.91111111","6.666666667","6.039081523","20.57777778","3.3","2.033333333","0.417333333","0.2","100","12.82222222","13.91111111","6.666666667","6.039081523","20.57777778"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00085","","","","3","0","1.058197","0.448536","18.43","49.73","0.613989","0.582577","1.9257129","2.1760199","20.1623878","5","30","30","30","30","101","31","5","6","0.809462","1","60.1767464","79.9037018","","37.06012467","4","1","16.7217789","14.2915602","4","20.1","1.72","27","21.82","48.82","132","0.199009901","0.055483871","0.16530303","4.4","3.366666667","0.727333333","0.9","76.51515152","44.69479721","8.086519204","22.33333333","24.24444444","30","8.985021337","54.24444444","4.4","3.366666667","0.727333333","0.9","100","22.33333333","24.24444444","30","8.985021337","54.24444444"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00086","","","","3","3.4031067","1.4411449","0.838245","16.72","49.88","1.234661","1.402517","2.6066511","3.6785271","24.3832951","1","30","30","30","30","92","45","4","6","1.584715","1","56.0097122","77.9103928","","33.52044908","3","5","19.43647","12.31425","3","10","1.6","51","11.6","62.6","137","0.108695652","0.035555556","0.084671533","4.566666667","3.066666667","0.386666667","1.7","67.15328467","18.53035144","3.888372093","11.11111111","12.88888889","56.66666667","4.320413437","69.55555556","4.566666667","3.066666667","0.386666667","1.7","100","11.11111111","12.88888889","56.66666667","4.320413437","69.55555556"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00087","","","","3","44.5137215","2.345408","1.440729","9.83","49.68","1.117092","0.295822","6.244864","2.809155","7.7547379","3","30","30","30","30","117","34","7","6","1.736101","3","42.907299","59.7227402","","19.78663446","5","1","30.5522308","27.5531445","3","24.3","1.7","16.5","26","42.5","151","0.207692308","0.05","0.17218543","5.033333333","3.9","0.866666667","0.55","77.48344371","61.17647059","5.14452496","27","28.88888889","18.33333333","5.716138844","47.22222222","5.033333333","3.9","0.866666667","0.55","100","27","28.88888889","18.33333333","5.716138844","47.22222222"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00088","","","","3","","","","","","","","","","","1","30","30","27","27","114","17","","","","1","","","","","2","1","","","3","36.7","1.3","27","38","65","131","0.321929825","0.076470588","0.290076336","4.851851852","4.222222222","1.407407407","1","87.02290076","58.46153846","","45.30864198","46.91358025","33.33333333","","80.24691358","4.366666667","3.8","1.266666667","0.9","90","40.77777778","42.22222222","30","","72.22222222"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00089","","","","3","27.7651024","1.804464","0.801361","14.31","49.83","0.396008","0.114237","4.9000831","2.096081","14.900095","1","30","30","30","30","118","50","7","5","2.2507291","1","47.3435326","67.2450256","","28.71763998","3","1","25.8631363","23.2941303","3","43.2","2.3","29","45.5","74.5","168","0.366101695","0.046","0.270833333","5.6","3.933333333","1.516666667","0.966666667","70.23809524","61.0738255","13.06652619","48","50.55555556","32.22222222","14.51836243","82.77777778","5.6","3.933333333","1.516666667","0.966666667","100","48","50.55555556","32.22222222","14.51836243","82.77777778"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00009","","","","3","","","","","","","","","","","1","30","24","11","8","0","10","","","","2","","","","","3","7","","","6","0","0.52","0.5","0.52","1.02","10","","0.052","0.052","0.909090909","0","0.047272727","0.045454545","0","50.98039216","","0","1.575757576","1.515151515","","3.090909091","0.333333333","0","0.017333333","0.016666667","36.66666667","0","0.577777778","0.555555556","","1.133333333"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00090","","","","3","0","1.707383","0.804381","22.1","49.85","0.836937","0.069809","1.860602","2.4701331","20.2038727","1","30","30","22","20","42","19","4","8","1.654301","1","59.6584282","82.7883911","","44.332999","3","3","16.5185776","12.0230999","3","7.1","1.2","23","8.3","31.3","61","0.169047619","0.063157895","0.136065574","2.772727273","1.909090909","0.377272727","1.045454545","68.85245902","26.51757188","3.679638917","10.75757576","12.57575758","34.84848485","5.57521048","47.42424242","2.033333333","1.4","0.276666667","0.766666667","73.33333333","7.888888889","9.222222222","25.55555556","4.088487685","34.77777778"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00091","","","","1","0","0.889482","0.553097","21.39","50.77","0.442869","0.259525","1.907347","2.2998199","21.822382","1","30","30","23","23","56","42","4","3","1.928205","1","58.1348305","83.4972153","","42.13117983","6","1","21.3636932","14.9072113","3","25.5","2.5","19","28","47","98","0.455357143","0.05952381","0.285714286","4.260869565","2.434782609","1.217391304","0.826086957","57.14285714","59.57446809","11.79673035","36.95652174","40.57971014","27.53623188","17.09671066","68.11594203","3.266666667","1.866666667","0.933333333","0.633333333","76.66666667","28.33333333","31.11111111","21.11111111","13.10747817","52.22222222"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00092","","","","3","0","1.457952","0.581592","17.27","50.26","0.534613","0.256417","2.87552","2.305167","10.4558277","1","30","30","30","30","61","34","6","2","1.422852","2","54.6256866","78.5179749","","34.36132113","4","3","20.3859329","16.4528866","2","15","2.4","20","17.4","37.4","95","0.245901639","0.070588235","0.183157895","3.166666667","2.033333333","0.58","0.666666667","64.21052632","46.52406417","5.978869877","16.66666667","19.33333333","22.22222222","6.643188752","41.55555556","3.166666667","2.033333333","0.58","0.666666667","100","16.66666667","19.33333333","22.22222222","6.643188752","41.55555556"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00093","","","","3","46.2814369","1.720048","0.966228","12.96","50.82","1.311052","6.7565808","6.5385852","9.9552984","19.2356224","3","30","28","22","22","32","6","8","5","3.4656789","1","42.4594994","60.1661415","","25.50177096","3","3","26.5661697","6.8545299","5","7","0.3","8","7.3","15.3","38","0.21875","0.05","0.192105263","1.727272727","1.454545455","0.331818182","0.363636364","84.21052632","47.7124183","1.86162928","10.60606061","11.06060606","12.12121212","2.820650424","23.18181818","1.266666667","1.066666667","0.243333333","0.266666667","73.33333333","7.777777778","8.111111111","8.888888889","2.068476978","17"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00094","","","","3","3.807478","1.281473","0.777992","15.01","50.49","1.132172","2.9941411","2.9528611","5.106081","15.2564392","1","30","30","25","5","7","0","6","3","1.237192","1","49.3713875","63.5717812","","29.72865914","4","","25.1949005","16.1339455","3","0.5","0","15","0.5","15.5","7","0.071428571","","0.071428571","0.28","0.28","0.02","0.6","100","3.225806452","0.148643296","0.666666667","0.666666667","20","0.198191061","20.66666667","0.233333333","0.233333333","0.016666667","0.5","83.33333333","0.555555556","0.555555556","16.66666667","0.165159217","17.22222222"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00095","","","","5","22.0691185","2.0658829","0.882144","14.81","50.53","","2.802011","","4.852963","","1","30","30","30","30","106","63","8","6","2.310122","3","","65.3360977","","29.3093212","2","3","","12.7222385","4","12","2","9","14","23","169","0.113207547","0.031746032","0.082840237","5.633333333","3.533333333","0.466666667","0.3","62.72189349","60.86956522","4.103304967","13.33333333","15.55555556","10","4.559227741","25.55555556","5.633333333","3.533333333","0.466666667","0.3","100","13.33333333","15.55555556","10","4.559227741","25.55555556"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00096","","","","3","0","1.0641201","0.540008","23.05","50.58","0.518206","0.155331","1.876477","1.996115","14.6511688","3","30","30","29","27","43","25","3","7","1.725847","1","59.7752151","80.1822205","","45.57137208","3","1","19.7101135","14.5743561","3","7.7","1.3","34","9","43","68","0.179069767","0.052","0.132352941","2.344827586","1.482758621","0.310344828","1.172413793","63.23529412","20.93023256","4.101423488","8.850574713","10.34482759","39.08045977","4.714279871","49.42528736","2.266666667","1.433333333","0.3","1.133333333","96.66666667","8.555555556","10","37.77777778","4.557137208","47.77777778"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00097","","","","3","0","1.43408","0.66752","18.02","49.88","","0.267971","","1.985185","","1","30","30","30","30","104","64","3","8","1.759336","1","","76.6154175","","36.12670409","3","3","","13.0062637","3","16","1.7","27","17.7","44.7","168","0.153846154","0.0265625","0.105357143","5.6","3.466666667","0.59","0.9","61.9047619","39.59731544","6.394426624","17.77777778","19.66666667","30","7.104918471","49.66666667","5.6","3.466666667","0.59","0.9","100","17.77777778","19.66666667","30","7.104918471","49.66666667"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00098","","","","3","35.7558098","1.8853101","1.276461","16.14","50.05","0.420462","0.227661","5.5842028","2.8224411","15.3911667","1","30","26","20","16","17","0","8","3","4.7670002","1","46.5123787","65.8334427","","32.24775225","3","3","27.0433578","16.5775948","6","1.7","0","3","1.7","4.7","17","0.1","","0.1","0.85","0.85","0.085","0.15","100","36.17021277","0.548211788","2.833333333","2.833333333","5","0.913686314","7.833333333","0.566666667","0.566666667","0.056666667","0.1","66.66666667","1.888888889","1.888888889","3.333333333","0.609124209","5.222222222"
"","","GHP2018FMS-ST01","","","","","","","","","GHP2018FMS-ST01-00099","","","","3","30.4462967","2.0381491","0.992834","12.48","50.36","0.976849","3.515965","4.661736","6.4941268","16.1556187","3","30","24","16","16","32","13","7","3","3.2532899","3","48.8061562","60.171608","","24.78157268","2","3","23.5755539","16.2687531","6","4.5","0.4","10","4.9","14.9","45","0.140625","0.030769231","0.108888889","2.8125","2","0.30625","0.625","71.11111111","32.88590604","1.214297061","9.375","10.20833333","20.83333333","2.529785544","31.04166667","1.5","1.066666667","0.163333333","0.333333333","53.33333333","5","5.444444444","11.11111111","1.349218957","16.55555556"
