"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00055","","","","","","0","7","8","8","10","","","","","","","","5","1","5","0","0.2","6.9","0.2","7.1","7","","0.028571429","0.028571429","0.875","0.7","0","0","0.025","0.02","0.8625","0.69","0","2.816901408","80","","","0","0","0.666666667","0.833333333","23","28.75","","","23.66666667","29.58333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00056","","","","","","0","0","0","0","10","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00057","","","","","","0","3","8","8","10","","","","","","","","4","2","6","0","0.2","4.9","0.2","5.1","3","","0.066666667","0.066666667","0.375","0.3","0","0","0.025","0.02","0.6125","0.49","0","3.921568627","80","","","0","0","0.666666667","0.833333333","16.33333333","20.41666667","","","17","21.25"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00058","","","","","","0","0","0","0","10","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00059","","","","","","3","13","8","8","10","6","","1","1","1","3","3","3","3","7","0.5","0.4","2.3","0.9","3.2","16","0.166666667","0.030769231","0.05625","2","1.6","0.375","0.3","0.1125","0.09","0.2875","0.23","18.75","28.125","80","","","1.666666667","2.083333333","3","3.75","7.666666667","9.583333333","","","10.66666667","13.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00006","","","","","","0","0","7","7","10","0","","","","","","","3","9","8","0","0","0.1","0","0.1","0","","","","0","0","0","0","0","0","0.014285714","0.01","","0","70","","","0","0","0","0","0.333333333","0.476190476","","","0.333333333","0.476190476"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00060","","","","","","0","0","8","8","10","0","","","","","","","7","1","5","0","0","8.2","0","8.2","0","","","","0","0","0","0","0","0","1.025","0.82","","0","80","","","0","0","0","0","27.33333333","34.16666667","","","27.33333333","34.16666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00061","","","","","","2","5","7","7","10","4","","1","1","1","3","3","3","2","7","0.2","0.2","1.3","0.4","1.7","7","0.1","0.04","0.057142857","1","0.7","0.285714286","0.2","0.057142857","0.04","0.185714286","0.13","28.57142857","23.52941176","70","","","0.666666667","0.952380952","1.333333333","1.904761905","4.333333333","6.19047619","","","5.666666667","8.095238095"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00062","","","","","","2","11","8","8","10","4","","1","1","1","3","3","3","2","7","0.1","0.3","1.7","0.4","2.1","13","0.05","0.027272727","0.030769231","1.625","1.3","0.25","0.2","0.05","0.04","0.2125","0.17","15.38461538","19.04761905","80","","","0.333333333","0.416666667","1.333333333","1.666666667","5.666666667","7.083333333","","","7","8.75"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00063","","","","","","5","7","7","7","10","7","","1","1","1","3","3","4","1","6","0.7","0.5","4","1.2","5.2","12","0.14","0.071428571","0.1","1.714285714","1.2","0.714285714","0.5","0.171428571","0.12","0.571428571","0.4","41.66666667","23.07692308","70","","","2.333333333","3.333333333","4","5.714285714","13.33333333","19.04761905","","","17.33333333","24.76190476"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00064","","","","","","9","40","10","10","10","9","","1","1","1","3","4","5","2","6","1.3","2.4","7.9","3.7","11.6","49","0.144444444","0.06","0.075510204","4.9","4.9","0.9","0.9","0.37","0.37","0.79","0.79","18.36734694","31.89655172","100","","","4.333333333","4.333333333","12.33333333","12.33333333","26.33333333","26.33333333","","","38.66666667","38.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00065","","","","","","0","7","8","8","10","","","","","","","","4","3","6","0","0.3","5","0.3","5.3","7","","0.042857143","0.042857143","0.875","0.7","0","0","0.0375","0.03","0.625","0.5","0","5.660377358","80","","","0","0","1","1.25","16.66666667","20.83333333","","","17.66666667","22.08333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00066","","","","","","0","11","10","10","10","2","","1","1","1","3","2","4","3","6","0","0.3","6.2","0.3","6.5","11","","0.027272727","0.027272727","1.1","1.1","0","0","0.03","0.03","0.62","0.62","0","4.615384615","100","","","0","0","1","1","20.66666667","20.66666667","","","21.66666667","21.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00067","","","","","","0","0","10","10","10","0","","","","","","","4","2","6","0","0","4","0","4","0","","","","0","0","0","0","0","0","0.4","0.4","","0","100","","","0","0","0","0","13.33333333","13.33333333","","","13.33333333","13.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00068","","","","","","5","2","9","9","10","3","","1","1","1","3","3","5","7","7","0.8","0.1","4.9","0.9","5.8","7","0.16","0.05","0.128571429","0.777777778","0.7","0.555555556","0.5","0.1","0.09","0.544444444","0.49","71.42857143","15.51724138","90","","","2.666666667","2.962962963","3","3.333333333","16.33333333","18.14814815","","","19.33333333","21.48148148"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00069","","","","","","9","33","9","9","10","9","","1","2","2","4","4","7","1","5","1","2.6","8.1","3.6","11.7","42","0.111111111","0.078787879","0.085714286","4.666666667","4.2","1","0.9","0.4","0.36","0.9","0.81","21.42857143","30.76923077","90","","","3.333333333","3.703703704","12","13.33333333","27","30","","","39","43.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00007","","","","","","1","14","9","9","10","5","","1","1","1","3","4","8","1","3","0.2","0.5","8","0.7","8.7","15","0.2","0.035714286","0.046666667","1.666666667","1.5","0.111111111","0.1","0.077777778","0.07","0.888888889","0.8","6.666666667","8.045977011","90","","","0.666666667","0.740740741","2.333333333","2.592592593","26.66666667","29.62962963","","","29","32.22222222"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00070","","","","16.04","50.04","6","9","10","10","10","5","5","2","1","1","4","5","5","2","6","0.9","0.3","6","1.2","7.2","15","0.15","0.033333333","0.08","1.5","1.5","0.6","0.6","0.12","0.12","0.6","0.6","40","16.66666667","100","32.05435651","0.384652278","3","3","4","4","20","20","1.282174261","1.282174261","24","24"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00071","","","","","","0","0","0","0","10","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00072","","","","","","0","0","6","6","10","0","","","","","","","5","1","6","0","0","6.1","0","6.1","0","","","","0","0","0","0","0","0","1.016666667","0.61","","0","60","","","0","0","0","0","20.33333333","33.88888889","","","20.33333333","33.88888889"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00073","","","","","","0","13","6","6","10","4","","2","1","1","4","3","5","1","4","0","0.5","4.4","0.5","4.9","13","","0.038461538","0.038461538","2.166666667","1.3","0","0","0.083333333","0.05","0.733333333","0.44","0","10.20408163","60","","","0","0","1.666666667","2.777777778","14.66666667","24.44444444","","","16.33333333","27.22222222"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00074","","","","","","0","8","10","10","10","3","","2","1","1","3","3","5","2","6","0","0.5","9","0.5","9.5","8","","0.0625","0.0625","0.8","0.8","0","0","0.05","0.05","0.9","0.9","0","5.263157895","100","","","0","0","1.666666667","1.666666667","30","30","","","31.66666667","31.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00075","","","","","","4","19","10","10","10","5","","1","1","1","4","5","4","2","6","0.5","0.7","7.3","1.2","8.5","23","0.125","0.036842105","0.052173913","2.3","2.3","0.4","0.4","0.12","0.12","0.73","0.73","17.39130435","14.11764706","100","","","1.666666667","1.666666667","4","4","24.33333333","24.33333333","","","28.33333333","28.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00076","","","","","","0","0","8","8","10","0","","","","","","","6","2","5","0","0","4","0","4","0","","","","0","0","0","0","0","0","0.5","0.4","","0","80","","","0","0","0","0","13.33333333","16.66666667","","","13.33333333","16.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00077","","","","","","3","10","7","7","10","5","","1","1","1","5","4","3","3","7","0.4","0.3","4.1","0.7","4.8","13","0.133333333","0.03","0.053846154","1.857142857","1.3","0.428571429","0.3","0.1","0.07","0.585714286","0.41","23.07692308","14.58333333","70","","","1.333333333","1.904761905","2.333333333","3.333333333","13.66666667","19.52380952","","","16","22.85714286"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00078","","","","","","3","7","7","7","10","3","","2","1","2","4","3","3","8","7","0.3","0.3","2.7","0.6","3.3","10","0.1","0.042857143","0.06","1.428571429","1","0.428571429","0.3","0.085714286","0.06","0.385714286","0.27","30","18.18181818","70","","","1","1.428571429","2","2.857142857","9","12.85714286","","","11","15.71428571"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00079","","","","","","0","0","5","5","10","0","","","","","","","3","8","6","0","0","4.1","0","4.1","0","","","","0","0","0","0","0","0","0.82","0.41","","0","50","","","0","0","0","0","13.66666667","27.33333333","","","13.66666667","27.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00008","","","","","","0","0","2","2","10","0","","","","","","","1","8","9","0","0","0.1","0","0.1","0","","","","0","0","0","0","0","0","0.05","0.01","","0","20","","","0","0","0","0","0.333333333","1.666666667","","","0.333333333","1.666666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00080","","","","15.06","50.35","12","39","10","10","10","10","8","1","1","2","5","9","7","3","4","5.8","1.7","6","7.5","13.5","51","0.483333333","0.043589744","0.147058824","5.1","5.1","1.2","1.2","0.75","0.75","0.6","0.6","23.52941176","55.55555556","100","29.91062562","2.243296922","19.33333333","19.33333333","25","25","20","20","7.477656405","7.477656405","45","45"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00081","","","","","","3","3","7","7","10","2","","1","1","2","3","3","7","3","4","0.3","0.1","7.8","0.4","8.2","6","0.1","0.033333333","0.066666667","0.857142857","0.6","0.428571429","0.3","0.057142857","0.04","1.114285714","0.78","50","4.87804878","70","","","1","1.428571429","1.333333333","1.904761905","26","37.14285714","","","27.33333333","39.04761905"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00082","","","","12.18","50.5","11","15","8","8","10","8","2","1","1","2","7","8","4","4","6","5.2","0.5","6","5.7","11.7","26","0.472727273","0.033333333","0.219230769","3.25","2.6","1.375","1.1","0.7125","0.57","0.75","0.6","42.30769231","48.71794872","80","24.11881188","1.374772277","17.33333333","21.66666667","19","23.75","20","25","4.582574257","5.728217822","39","48.75"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00083","","","","","","9","0","8","8","10","7","","1","1","1","6","8","8","1","4","2.7","0","11.2","2.7","13.9","9","0.3","","0.3","1.125","0.9","1.125","0.9","0.3375","0.27","1.4","1.12","100","19.42446043","80","","","9","11.25","9","11.25","37.33333333","46.66666667","","","46.33333333","57.91666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00084","","","","","","6","5","10","10","10","10","","1","1","1","5","5","3","3","7","0.7","1.2","6.1","1.9","8","11","0.116666667","0.24","0.172727273","1.1","1.1","0.6","0.6","0.19","0.19","0.61","0.61","54.54545455","23.75","100","","","2.333333333","2.333333333","6.333333333","6.333333333","20.33333333","20.33333333","","","26.66666667","26.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00085","","","","","","","","5","5","10","1","","1","1","1","3","3","7","9","5","","","4","","","","","","","","","","","","","0.8","0.4","","","50","","","","","","","13.33333333","26.66666667","","","",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00086","","","","","","0","0","1","1","10","0","","","","","","","1","9","9","0","0","","0","","0","","","","0","0","0","0","0","0","","","","","10","","","0","0","0","0","","","","","",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00087","","","","","","0","0","10","10","10","0","","","","","","","7","2","4","0","0","7","0","7","0","","","","0","0","0","0","0","0","0.7","0.7","","0","100","","","0","0","0","0","23.33333333","23.33333333","","","23.33333333","23.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00088","","","","","","","","8","8","10","3","","1","1","1","2","2","4","6","7","","","3","","","","","","","","","","","","","0.375","0.3","","","80","","","","","","","10","12.5","","","",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00089","","","","","","3","3","6","6","10","","","","","","","","3","8","7","","","2.1","","","6","","","","1","0.6","0.5","0.3","","","0.35","0.21","50","","60","","","","","","","7","11.66666667","","","",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00009","","","","","","3","14","10","10","10","4","","1","1","2","5","5","7","1","4","0.6","0.4","8.1","1","9.1","17","0.2","0.028571429","0.058823529","1.7","1.7","0.3","0.3","0.1","0.1","0.81","0.81","17.64705882","10.98901099","100","","","2","2","3.333333333","3.333333333","27","27","","","30.33333333","30.33333333"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00090","","","","","","0","0","1","1","10","0","","","","","","","1","9","9","0","0","","0","","0","","","","0","0","0","0","0","0","","","","","10","","","0","0","0","0","","","","","",""
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00091","","","","","","3","7","10","10","10","1","","1","1","1","5","5","6","1","4","0.5","0.4","4.4","0.9","5.3","10","0.166666667","0.057142857","0.09","1","1","0.3","0.3","0.09","0.09","0.44","0.44","30","16.98113208","100","","","1.666666667","1.666666667","3","3","14.66666667","14.66666667","","","17.66666667","17.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00092","","","","","","0","0","7","7","10","0","","","","","","","5","1","6","0","0","7.8","0","7.8","0","","","","0","0","0","0","0","0","1.114285714","0.78","","0","70","","","0","0","0","0","26","37.14285714","","","26","37.14285714"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00093","","","","","","1","4","6","6","10","1","","1","1","1","3","4","5","1","5","0.3","0.3","5.2","0.6","5.8","5","0.3","0.075","0.12","0.833333333","0.5","0.166666667","0.1","0.1","0.06","0.866666667","0.52","20","10.34482759","60","","","1","1.666666667","2","3.333333333","17.33333333","28.88888889","","","19.33333333","32.22222222"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00094","","","","","","6","10","9","9","10","4","","1","1","1","3","4","7","2","4","0.8","0.7","9.1","1.5","10.6","16","0.133333333","0.07","0.09375","1.777777778","1.6","0.666666667","0.6","0.166666667","0.15","1.011111111","0.91","37.5","14.1509434","90","","","2.666666667","2.962962963","5","5.555555556","30.33333333","33.7037037","","","35.33333333","39.25925926"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00095","","","","","","5","9","10","10","10","3","","1","1","1","5","4","8","1","4","0.9","0.4","7","1.3","8.3","14","0.18","0.044444444","0.092857143","1.4","1.4","0.5","0.5","0.13","0.13","0.7","0.7","35.71428571","15.6626506","100","","","3","3","4.333333333","4.333333333","23.33333333","23.33333333","","","27.66666667","27.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00096","","","","","","6","18","10","10","10","10","","1","1","1","4","4","5","3","6","1.1","0.7","5","1.8","6.8","24","0.183333333","0.038888889","0.075","2.4","2.4","0.6","0.6","0.18","0.18","0.5","0.5","25","26.47058824","100","","","3.666666667","3.666666667","6","6","16.66666667","16.66666667","","","22.66666667","22.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00097","","","","","","0","6","9","9","10","","","","","","","","1","8","9","0","0.3","3.1","0.3","3.4","6","","0.05","0.05","0.666666667","0.6","0","0","0.033333333","0.03","0.344444444","0.31","0","8.823529412","90","","","0","0","1","1.111111111","10.33333333","11.48148148","","","11.33333333","12.59259259"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00098","","","","","","0","4","10","10","10","3","","1","1","1","3","2","5","4","5","0","0.2","6","0.2","6.2","4","","0.05","0.05","0.4","0.4","0","0","0.02","0.02","0.6","0.6","0","3.225806452","100","","","0","0","0.666666667","0.666666667","20","20","","","20.66666667","20.66666667"
"","","GHP2014TON-PT01","","","","","","","","","GHP2014TON-PT01-00099","","","","","","0","0","0","0","10","0","","","","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
