"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Millipede damage estimating 1-9|CO_331:0000805","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2017TON-ST01","","","","","","","","","GHP2017TON-ST01-00027","","","","","","","","","3","1","30","29","20","18","16","18","","5","","3","","","1","3","","7","1","3","2.44","0.88","3.36","3.32","6.68","34","0.1525","0.048888889","0.097647059","1.7","1.133333333","0.8","0.533333333","0.166","0.110666667","0.168","0.112","47.05882353","49.7005988","66.66666667","","2.711111111","4.066666667","3.688888889","5.533333333","3.733333333","5.6","","","7.422222222","11.13333333"
"","","GHP2017TON-ST01","","","","","","","","","GHP2017TON-ST01-00028","","","","29.9956322","1.684455","0.826025","7.022325","9.8169842","3","1","30","30","4","4","0","4","7","","2.790133","1","54.0806999","25.65434565","3","7","13.373209","6","6","7","0","0.42","1.06","0.42","1.48","4","","0.105","0.105","1","0.133333333","0","0","0.105","0.014","0.265","0.035333333","0","28.37837838","13.33333333","0.107748252","0","0","0.466666667","3.5","1.177777778","8.833333333","0.11972028","0.897902098","1.644444444","12.33333333"
"","","GHP2017TON-ST01","","","","","","","","","GHP2017TON-ST01-00029","","","","0","1.5711811","0.733211","2.777298","4.4382992","5","1","30","27","22","20","13","23","4","3","3.105062","3","62.9028893","31.46423618","3","3","17.5063744","9","1","1","2.68","1.46","5.08","4.14","9.22","36","0.206153846","0.063478261","0.115","1.636363636","1.2","0.590909091","0.433333333","0.188181818","0.138","0.230909091","0.169333333","36.11111111","44.90238612","73.33333333","1.302619378","2.977777778","4.060606061","4.6","6.272727273","5.644444444","7.696969697","1.447354864","1.973665724","10.24444444","13.96969697"
"","","GHP2017TON-ST01","","","","","","","","","GHP2017TON-ST01-00003","","","","","","","","","3","1","30","30","20","10","0","6","","","","1","","","3","7","","6","3","3","0","0.54","5.16","0.54","5.7","6","","0.09","0.09","0.3","0.2","0","0","0.027","0.018","0.258","0.172","0","9.473684211","66.66666667","","0","0","0.6","0.9","5.733333333","8.6","","","6.333333333","9.5"
"","","GHP2017TON-ST01","","","","","","","","","GHP2017TON-ST01-00030","","","","","","","","","","","30","25","10","0","0","0","","","","","","","","","","4","1","1","0","0","0.6","0","0.6","0","","","","0","0","0","0","0","0","0.06","0.02","","0","33.33333333","","0","0","0","0","0.666666667","2","","","0.666666667","2"
"","","GHP2017TON-ST01","","","","","","","","","GHP2017TON-ST01-00004","","","","","","","","","1","1","30","30","12","5","0","10","","","","1","","","7","7","","5","7","7","0","0.5","2.18","0.5","2.68","10","","0.05","0.05","0.833333333","0.333333333","0","0","0.041666667","0.016666667","0.181666667","0.072666667","0","18.65671642","40","","0","0","0.555555556","1.388888889","2.422222222","6.055555556","","","2.977777778","7.444444444"
"","","GHP2017TON-ST01","","","","","","","","","GHP2017TON-ST01-00005","","","","29.0531311","1.81153","1.1649849","2.903399","4.9931688","3","1","30","28","16","10","3","15","7","5","3.596067","3","61.9553795","30.23946171","3","5","13.7218475","7","2","5","0.58","0.6","4.82","1.18","6","18","0.193333333","0.04","0.065555556","1.125","0.6","0.1875","0.1","0.07375","0.039333333","0.30125","0.160666667","16.66666667","19.66666667","53.33333333","0.356825648","0.644444444","1.208333333","1.311111111","2.458333333","5.355555556","10.04166667","0.396472942","0.743386767","6.666666667","12.5"
"","","GHP2017TON-ST01","","","","","","","","","GHP2017TON-ST01-00006","","","","","","","","","7","2","30","15","17","","","","","","","","","","","","","6","3","5","","","2.6","","","","","","","","","","","","","0.152941176","0.086666667","","","56.66666667","","","","","","2.888888889","5.098039216","","","",""
"","","GHP2017TON-ST01","","","","","","","","","GHP2017TON-ST01-00007","","","","0","1.063315","0.715823","2.709269","4.8317952","3","3","30","30","27","27","37","62","2","8","2.2170241","5","72.8494492","34.39744613","3","1","10.875597","6","1","1","9.62","4.42","8.6","14.04","22.64","99","0.26","0.071290323","0.141818182","3.666666667","3.3","1.37037037","1.233333333","0.52","0.468","0.318518519","0.286666667","37.37373737","62.01413428","90","4.829401437","10.68888889","11.87654321","15.6","17.33333333","9.555555556","10.61728395","5.366001596","5.962223996","25.15555556","27.95061728"
"","","GHP2017TON-ST01","","","","","","","","","GHP2017TON-ST01-00008","","","","","","","","","","","30","25","10","0","0","0","","","","","","","","","","5","1","1","0","0","0.6","0","0.6","0","","","","0","0","0","0","0","0","0.06","0.02","","0","33.33333333","","0","0","0","0","0.666666667","2","","","0.666666667","2"
"","","GHP2017TON-ST01","","","","","","","","","GHP2017TON-ST01-00009","","","","0","1.152905","0.721661","3.2115929","4.928278","1","1","30","30","21","18","11","10","3","8","2.1811049","1","69.0021515","35.24395081","3","3","11.303237","7","1","1","1.88","0.6","4.62","2.48","7.1","21","0.170909091","0.06","0.118095238","1","0.7","0.523809524","0.366666667","0.118095238","0.082666667","0.22","0.154","52.38095238","34.92957746","70","0.87404998","2.088888889","2.984126984","2.755555556","3.936507937","5.133333333","7.333333333","0.971166645","1.387380921","7.888888889","11.26984127"
