"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00022","","","","2","0.09","2.39","0.84","17.08","50.22","0.23","","1","58","64","34","30","34","30","2","8","3.97","2","66.03","6","7","12.82","5","5","5.4","1.6","18.5","7","25.5","122","0.093103448","0.025","0.057377049","4.066666667","3.588235294","1.933333333","1.705882353","0.233333333","0.205882353","0.616666667","0.544117647","47.54098361","27.45098039","88.23529412","34.01035444","2.380724811","5.294117647","6","6.862745098","7.777777778","18.1372549","20.55555556","2.334043932","2.64524979","25","28.33333333"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00023","","","","2","0.37","2.29","0.7","18.68","50.71","0.19","","1","27","70","34","26","34","22","3","2","2.92","1","68.07","4","3","11.11","4","6","2.9","2.8","21","5.7","26.7","97","0.107407407","0.04","0.058762887","3.730769231","2.852941176","1.038461538","0.794117647","0.219230769","0.167647059","0.807692308","0.617647059","27.83505155","21.34831461","76.47058824","36.8369158","2.0997042","2.843137255","3.717948718","5.588235294","7.307692308","20.58823529","26.92307692","2.05853353","2.691928462","26.17647059","34.23076923"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00024","","","","3","1.43","2.46","0.89","15.36","50.25","0.66","","1","54","79","34","30","34","30","3","8","4.56","1","62.56","5","3","14.44","6","6","6.2","1.9","17","8.1","25.1","133","0.114814815","0.024050633","0.060902256","4.433333333","3.911764706","1.8","1.588235294","0.27","0.238235294","0.566666667","0.5","40.60150376","32.27091633","88.23529412","30.56716418","2.475940299","6.078431373","6.888888889","7.941176471","9","16.66666667","18.88888889","2.42739245","2.751044776","24.60784314","27.88888889"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00025","","","","2","20.08","3.29","1.23","12.1","50.14","2.57","2.45","1","54","56","34","24","34","24","7","2","5.81","2","46.52","4","5","23.9","7","6","6.8","1.2","15.5","8","23.5","110","0.125925926","0.021428571","0.072727273","4.583333333","3.235294118","2.25","1.588235294","0.333333333","0.235294118","0.645833333","0.455882353","49.09090909","34.04255319","70.58823529","24.1324292","1.930594336","6.666666667","9.444444444","7.843137255","11.11111111","15.19607843","21.52777778","1.892739545","2.681381022","23.03921569","32.63888889"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00026","","","","3","1.1","2.11","0.71","17.64","50.71","1.41","0.73","1","20","60","34","30","34","30","2","9","2.8","2","69.26","4","4","6.31","4","4","2.9","2.5","28.5","5.4","33.9","80","0.145","0.041666667","0.0675","2.666666667","2.352941176","0.666666667","0.588235294","0.18","0.158823529","0.95","0.838235294","25","15.92920354","88.23529412","34.78603826","1.878446066","2.843137255","3.222222222","5.294117647","6","27.94117647","31.66666667","1.84161379","2.087162295","33.23529412","37.66666667"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00027","","","","2","5.4","2.37","0.84","18.05","50.43","0.12","","1","28","30","34","25","34","25","3","","4.56","3","65.84","5","5","12.15","5","5","6.2","1.3","7","7.5","14.5","58","0.221428571","0.043333333","0.129310345","2.32","1.705882353","1.12","0.823529412","0.3","0.220588235","0.28","0.205882353","48.27586207","51.72413793","73.52941176","35.79218719","2.684414039","6.078431373","8.266666667","7.352941176","10","6.862745098","9.333333333","2.63177847","3.579218719","14.21568627","19.33333333"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00028","","","","2","4.31","2.51","1.01","15.32","50.18","0.29","","1","41","39","34","30","34","26","1","9","3.93","2","66.54","5","7","11.93","4","5","8.2","1.7","36","9.9","45.9","80","0.2","0.043589744","0.12375","2.666666667","2.352941176","1.366666667","1.205882353","0.33","0.291176471","1.2","1.058823529","51.25","21.56862745","88.23529412","30.53009167","3.022479075","8.039215686","9.111111111","9.705882353","11","35.29411765","40","2.96321478","3.358310084","45","51"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00029","","","","2","2.6","2.5","0.71","16.38","50.58","0.7","0.02","1","23","47","34","28","34","28","2","9","3.3","1","65.22","4","4","11.5","3","4","2","1.5","24.5","3.5","28","70","0.086956522","0.031914894","0.05","2.5","2.058823529","0.821428571","0.676470588","0.125","0.102941176","0.875","0.720588235","32.85714286","12.5","82.35294118","32.38434164","1.133451957","1.960784314","2.380952381","3.431372549","4.166666667","24.01960784","29.16666667","1.111227409","1.349347568","27.45098039","33.33333333"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00003","","","","2","7.23","3.06","0.96","18.2","50.48","2.23","1.51","1","23","39","33","30","34","30","3","2","5.52","2","60.17","6","3","14.17","4","4","2.6","1.4","11.5","4","15.5","62","0.113043478","0.035897436","0.064516129","2.066666667","1.823529412","0.766666667","0.676470588","0.133333333","0.117647059","0.383333333","0.338235294","37.09677419","25.80645161","88.23529412","36.05388273","1.442155309","2.549019608","2.888888889","3.921568627","4.444444444","11.2745098","12.77777778","1.413877754","1.602394788","15.19607843","17.22222222"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00030","","","","2","1.2","2.81","0.98","15.49","50.25","1.5","0.21","1","73","85","34","30","34","30","3","6","5.74","2","60.87","5","7","16.5","3","4","11","2.7","11.5","13.7","25.2","158","0.150684932","0.031764706","0.086708861","5.266666667","4.647058824","2.433333333","2.147058824","0.456666667","0.402941176","0.383333333","0.338235294","46.20253165","54.36507937","88.23529412","30.82587065","4.223144279","10.78431373","12.22222222","13.43137255","15.22222222","11.2745098","12.77777778","4.140337528","4.692382532","24.70588235","28"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00031","","","","2","2.23","2.69","0.96","18.78","50.54","0.31","","1","8","21","34","27","34","5","1","2","4.63","1","64.38","3","3","12.01","5","5","1.2","0.5","27.5","1.7","29.2","29","0.15","0.023809524","0.05862069","1.074074074","0.852941176","0.296296296","0.235294118","0.062962963","0.05","1.018518519","0.808823529","27.5862069","5.821917808","79.41176471","37.15868619","0.631697665","1.176470588","1.481481481","1.666666667","2.098765432","26.96078431","33.95061728","0.619311436","0.779873661","28.62745098","36.04938272"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00032","","","","2","3.99","2.35","0.71","16.05","50.68","0.56","","1","10","34","34","28","34","26","4","9","3.89","1","66.14","2","2","12.11","4","6","0.5","0.4","42.5","0.9","43.4","44","0.05","0.011764706","0.020454545","1.571428571","1.294117647","0.357142857","0.294117647","0.032142857","0.026470588","1.517857143","1.25","22.72727273","2.073732719","82.35294118","31.66929755","0.285023678","0.490196078","0.595238095","0.882352941","1.071428571","41.66666667","50.5952381","0.279434978","0.339313902","42.54901961","51.66666667"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00033","","","","3","3.91","2.36","0.65","17.26","50.27","0.65","","1","20","34","34","26","34","20","3","9","2.56","2","68.41","4","5","10.22","3","4","2.8","1.6","21","4.4","25.4","54","0.14","0.047058824","0.081481481","2.076923077","1.588235294","0.769230769","0.588235294","0.169230769","0.129411765","0.807692308","0.617647059","37.03703704","17.32283465","76.47058824","34.3345932","1.510722101","2.745098039","3.58974359","4.31372549","5.641025641","20.58823529","26.92307692","1.481100099","1.936823206","24.90196078","32.56410256"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00034","","","","2","17","2.78","1","15.26","50.1","1.04","0.79","1","11","54","34","28","34","20","6","2","3","1","55.1","4","2","16","3","5","0.6","1.2","16.5","1.8","18.3","65","0.054545455","0.022222222","0.027692308","2.321428571","1.911764706","0.392857143","0.323529412","0.064285714","0.052941176","0.589285714","0.485294118","16.92307692","9.836065574","82.35294118","30.45908184","0.548263473","0.588235294","0.714285714","1.764705882","2.142857143","16.17647059","19.64285714","0.537513209","0.652694611","17.94117647","21.78571429"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00035","","","","3","1.88","2.33","0.81","17.17","50.15","0.1","","1","32","72","34","28","34","25","3","","3.71","3","66.09","6","6","13.02","4","4","5.1","2.7","8.5","7.8","16.3","104","0.159375","0.0375","0.075","3.714285714","3.058823529","1.142857143","0.941176471","0.278571429","0.229411765","0.303571429","0.25","30.76923077","47.85276074","82.35294118","34.23728814","2.670508475","5","6.071428571","7.647058824","9.285714286","8.333333333","10.11904762","2.618145563","3.179176755","15.98039216","19.4047619"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00036","","","","2","0.37","2.4","0.75","15.7","50.4","0.55","","1","48","43","34","25","34","23","3","8","4.31","2","63","5","4","13.5","7","7","3.9","0.8","7","4.7","11.7","91","0.08125","0.018604651","0.051648352","3.64","2.676470588","1.92","1.411764706","0.188","0.138235294","0.28","0.205882353","52.74725275","40.17094017","73.52941176","31.15079365","1.464087302","3.823529412","5.2","4.607843137","6.266666667","6.862745098","9.333333333","1.435379707","1.952116402","11.47058824","15.6"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00037","","","","3","2.87","2.42","0.9","17.52","50.43","0.86","","1","69","86","34","28","34","26","2","8","4.1","1","63.07","5","5","14.19","4","5","7.4","1.2","15","8.6","23.6","155","0.107246377","0.013953488","0.055483871","5.535714286","4.558823529","2.464285714","2.029411765","0.307142857","0.252941176","0.535714286","0.441176471","44.51612903","36.44067797","82.35294118","34.74122546","2.98774539","7.254901961","8.80952381","8.431372549","10.23809524","14.70588235","17.85714286","2.929162147","3.55683975","23.1372549","28.0952381"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00038","","","","2","22.25","2.95","0.86","12.53","50.44","3.01","3.06","1","67","93","34","26","34","26","7","2","3.28","2","49.45","5","4","23.52","6","7","5.8","2.2","10","8","18","160","0.086567164","0.023655914","0.05","6.153846154","4.705882353","2.576923077","1.970588235","0.307692308","0.235294118","0.384615385","0.294117647","41.875","44.44444444","76.47058824","24.84139572","1.987311657","5.68627451","7.435897436","7.843137255","10.25641026","9.803921569","12.82051282","1.948344762","2.547835458","17.64705882","23.07692308"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00039","","","","3","1.5","2.2","0.72","17.31","50.46","1.4","0.56","1","58","90","34","25","34","25","2","9","3.4","3","68","6","5","0.73","4","4","6.2","2.3","31.5","8.5","40","148","0.106896552","0.025555556","0.057432432","5.92","4.352941176","2.32","1.705882353","0.34","0.25","1.26","0.926470588","39.18918919","21.25","73.52941176","34.30439952","2.91587396","6.078431373","8.266666667","8.333333333","11.33333333","30.88235294","42","2.85869996","3.887831946","39.21568627","53.33333333"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00004","","","","1","1","2.4","0.73","16","50.51","0.46","","1","52","60","34","26","34","24","3","8","4.17","2","65.74","5","5","12.17","6","6","7","2.5","18","9.5","27.5","112","0.134615385","0.041666667","0.084821429","4.307692308","3.294117647","2","1.529411765","0.365384615","0.279411765","0.692307692","0.529411765","46.42857143","34.54545455","76.47058824","31.67689566","3.009305088","6.862745098","8.974358974","9.31372549","12.17948718","17.64705882","23.07692308","2.950299106","3.858083446","26.96078431","35.25641026"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00040","","","","2","4.6","2.27","0.9","16.42","50.33","0.29","","1","54","60","34","30","34","30","1","9","2.9","2","67.96","5","7","11.71","3","4","10.1","2.2","23","12.3","35.3","114","0.187037037","0.036666667","0.107894737","3.8","3.352941176","1.8","1.588235294","0.41","0.361764706","0.766666667","0.676470588","47.36842105","34.84419263","88.23529412","32.62467713","4.012835287","9.901960784","11.22222222","12.05882353","13.66666667","22.54901961","25.55555556","3.934152242","4.458705875","34.60784314","39.22222222"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00041","","","","3","20.54","2.91","0.89","16.63","50.68","0.4","","1","33","85","34","30","34","30","7","5","3.97","3","57.4","5","6","18.74","4","4","5.6","3.3","20.5","8.9","29.4","118","0.16969697","0.038823529","0.075423729","3.933333333","3.470588235","1.1","0.970588235","0.296666667","0.261764706","0.683333333","0.602941176","27.96610169","30.27210884","88.23529412","32.81373323","2.920422257","5.490196078","6.222222222","8.725490196","9.888888889","20.09803922","22.77777778","2.863159076","3.244913619","28.82352941","32.66666667"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00042","","","","4","0.98","2.54","0.88","18.96","50.59","0.01","","1","20","45","34","29","34","21","3","2","4.54","2","66.98","6","4","10.28","3","7","2.3","1.1","15.5","3.4","18.9","65","0.115","0.024444444","0.052307692","2.24137931","1.911764706","0.689655172","0.588235294","0.117241379","0.1","0.534482759","0.455882353","30.76923077","17.98941799","85.29411765","37.4777624","1.274243922","2.254901961","2.643678161","3.333333333","3.908045977","15.19607843","17.81609195","1.249258747","1.464648186","18.52941176","21.72413793"
"","","GHP2012PKS-AT01","","","","","","","","","GHP2012PKS-AT01-00005","","","","2","1.26","2.15","0.71","15.1","50.42","0.32","","1","47","80","34","27","34","27","2","8","2.97","3","67.64","5","6","11.65","7","7","6.5","2.4","19.5","8.9","28.4","127","0.138297872","0.03","0.07007874","4.703703704","3.735294118","1.740740741","1.382352941","0.32962963","0.261764706","0.722222222","0.573529412","37.00787402","31.33802817","79.41176471","29.94843316","2.665410551","6.37254902","8.024691358","8.725490196","10.98765432","19.11764706","24.07407407","2.613147599","3.29063031","27.84313725","35.0617284"
