"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00178","","","","1","18.08","50.4","2.52003","4.7760091","2","12","6","5","14","5","3","1","70.5487442","6","8","5","4.9","0.3","20.7","5.2","25.9","18","0.408333333","0.05","0.288888889","3.6","1.285714286","2.4","0.857142857","1.04","0.371428571","4.14","1.478571429","66.66666667","20.07722008","35.71428571","35.87301587","1.865396825","11.66666667","32.66666667","12.38095238","34.66666667","49.28571429","138","4.441421013","12.43597884","61.66666667","172.6666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00179","","","","1","18.26","50.12","2.4066989","4.652998","1","13","33","10","14","10","1","1","72.5006256","4","6","6","2.8","2.5","6.7","5.3","12","46","0.215384615","0.075757576","0.115217391","4.6","3.285714286","1.3","0.928571429","0.53","0.378571429","0.67","0.478571429","28.26086957","44.16666667","71.42857143","36.43256185","1.930925778","6.666666667","9.333333333","12.61904762","17.66666667","15.95238095","22.33333333","4.597442329","6.43641926","28.57142857","40"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00018","","","","3","","","","","5","5","8","8","14","7","","4","","5","4","9","1.2","1.6","2.6","2.8","5.4","13","0.24","0.2","0.215384615","1.625","0.928571429","0.625","0.357142857","0.35","0.2","0.325","0.185714286","38.46153846","51.85185185","57.14285714","","","2.857142857","5","6.666666667","11.66666667","6.19047619","10.83333333","","","12.85714286","22.5"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00180","","","","1","19.43","50.69","2.046066","4.0238781","2","18","19","10","14","10","4","1","71.3464813","5","8","4","4.1","1.8","10.5","5.9","16.4","37","0.227777778","0.094736842","0.159459459","3.7","2.642857143","1.8","1.285714286","0.59","0.421428571","1.05","0.75","48.64864865","35.97560976","71.42857143","38.33103176","2.261530874","9.761904762","13.66666667","14.04761905","19.66666667","25","35","5.384597319","7.538436246","39.04761905","54.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00181","","","","1","13.59","50.63","4.7145391","7.6084971","1","10","22","10","14","10","6","1","58.9974213","6","5","7","2.6","2.3","3.1","4.9","8","32","0.26","0.104545455","0.153125","3.2","2.285714286","1","0.714285714","0.49","0.35","0.31","0.221428571","31.25","61.25","71.42857143","26.8417934","1.315247877","6.19047619","8.666666667","11.66666667","16.33333333","7.380952381","10.33333333","3.131542564","4.384159589","19.04761905","26.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00182","","","","1","","","","","2","11","13","10","14","10","","1","","7","4","9","3.5","1.8","4.4","5.3","9.7","24","0.318181818","0.138461538","0.220833333","2.4","1.714285714","1.1","0.785714286","0.53","0.378571429","0.44","0.314285714","45.83333333","54.63917526","71.42857143","","","8.333333333","11.66666667","12.61904762","17.66666667","10.47619048","14.66666667","","","23.0952381","32.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00183","","","","1","18.7","50.71","3.2561929","5.4910731","2","13","24","7","14","7","4","1","70.0456467","9","6","4","8.1","5.1","13.2","13.2","26.4","37","0.623076923","0.2125","0.356756757","5.285714286","2.642857143","1.857142857","0.928571429","1.885714286","0.942857143","1.885714286","0.942857143","35.13513514","50","50","36.87635575","4.867678959","19.28571429","38.57142857","31.42857143","62.85714286","31.42857143","62.85714286","11.58971181","23.17942361","62.85714286","125.7142857"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00184","","","","2","","","","","2","0","10","7","14","6","","1","","3","6","7","0","1.4","2.2","1.4","3.6","10","","0.14","0.14","1.428571429","0.714285714","0","0","0.2","0.1","0.314285714","0.157142857","0","38.88888889","50","","","0","0","3.333333333","6.666666667","5.238095238","10.47619048","","","8.571428571","17.14285714"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00185","","","","1","19.65","50.84","2.0222061","4.573173","2","4","11","10","14","10","5","1","69.8178864","4","4","9","1.5","2","4","3.5","7.5","15","0.375","0.181818182","0.233333333","1.5","1.071428571","0.4","0.285714286","0.35","0.25","0.4","0.285714286","26.66666667","46.66666667","71.42857143","38.65066876","1.352773407","3.571428571","5","8.333333333","11.66666667","9.523809524","13.33333333","3.220889064","4.509244689","17.85714286","25"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00186","","","","1","","","","","3","2","12","7","14","6","","1","","3","5","7","0.4","1.4","2.9","1.8","4.7","14","0.2","0.116666667","0.128571429","2","1","0.285714286","0.142857143","0.257142857","0.128571429","0.414285714","0.207142857","14.28571429","38.29787234","50","","","0.952380952","1.904761905","4.285714286","8.571428571","6.904761905","13.80952381","","","11.19047619","22.38095238"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00187","","","","1","16.76","50.26","1.013927","2.964889","1","9","12","10","14","9","3","1","73.1055145","5","8","4","2.9","1.1","24.7","4","28.7","21","0.322222222","0.091666667","0.19047619","2.1","1.5","0.9","0.642857143","0.4","0.285714286","2.47","1.764285714","42.85714286","13.93728223","71.42857143","33.34659769","1.333863908","6.904761905","9.666666667","9.523809524","13.33333333","58.80952381","82.33333333","3.175866447","4.446213026","68.33333333","95.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00188","","","","1","14.25","50.94","1.996564","3.9163761","2","12","33","10","14","10","7","1","61.9300919","7","6","6","4.6","5.3","13","9.9","22.9","45","0.383333333","0.160606061","0.22","4.5","3.214285714","1.2","0.857142857","0.99","0.707142857","1.3","0.928571429","26.66666667","43.23144105","71.42857143","27.97408716","2.769434629","10.95238095","15.33333333","23.57142857","33","30.95238095","43.33333333","6.593891974","9.231448763","54.52380952","76.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00189","","","","1","","","","","2","10","20","7","14","4","","1","","4","7","6","1.4","2.6","5.8","4","9.8","30","0.14","0.13","0.133333333","4.285714286","2.142857143","1.428571429","0.714285714","0.571428571","0.285714286","0.828571429","0.414285714","33.33333333","40.81632653","50","","","3.333333333","6.666666667","9.523809524","19.04761905","13.80952381","27.61904762","","","23.33333333","46.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00019","","","","4","19.7","50.72","2.0407419","4.5960531","1","3","8","10","14","8","5","1","69.6771622","2","3","9","0.7","0.7","2.4","1.4","3.8","11","0.233333333","0.0875","0.127272727","1.1","0.785714286","0.3","0.214285714","0.14","0.1","0.24","0.171428571","27.27272727","36.84210526","71.42857143","38.84069401","0.543769716","1.666666667","2.333333333","3.333333333","4.666666667","5.714285714","8","1.2946898","1.81256572","9.047619048","12.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00190","","","","1","","","","","2","23","10","9","14","6","","1","","2","3","9","5.5","0.4","1.8","5.9","7.7","33","0.239130435","0.04","0.178787879","3.666666667","2.357142857","2.555555556","1.642857143","0.655555556","0.421428571","0.2","0.128571429","69.6969697","76.62337662","64.28571429","","","13.0952381","20.37037037","14.04761905","21.85185185","4.285714286","6.666666667","","","18.33333333","28.51851852"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00191","","","","1","16.27","50.83","1.231301","2.9908509","2","22","8","9","14","9","4","1","72.4850311","8","8","5","9.4","2","24.8","11.4","36.2","30","0.427272727","0.25","0.38","3.333333333","2.142857143","2.444444444","1.571428571","1.266666667","0.814285714","2.755555556","1.771428571","73.33333333","31.49171271","64.28571429","32.00865631","3.648986819","22.38095238","34.81481481","27.14285714","42.22222222","59.04761905","91.85185185","8.688063854","13.514766","86.19047619","134.0740741"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00192","","","","1","22","50.56","0.370522","1.83148","1","3","19","10","14","10","4","1","75.184845","5","6","7","6.7","1.7","13.5","8.4","21.9","22","2.233333333","0.089473684","0.381818182","2.2","1.571428571","0.3","0.214285714","0.84","0.6","1.35","0.964285714","13.63636364","38.35616438","71.42857143","43.51265823","3.655063291","15.95238095","22.33333333","20","28","32.14285714","45","8.702531646","12.1835443","52.14285714","73"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00193","","","","2","","","","","2","3","7","5","14","4","","1","","4","3","9","0.4","1.1","2.1","1.5","3.6","10","0.133333333","0.157142857","0.15","2","0.714285714","0.6","0.214285714","0.3","0.107142857","0.42","0.15","30","41.66666667","35.71428571","","","0.952380952","2.666666667","3.571428571","10","5","14","","","8.571428571","24"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00194","","","","1","19.66","50.31","1.2958471","3.3385479","2","14","14","10","14","10","4","1","71.5670166","5","5","8","2.3","1.1","7.5","3.4","10.9","28","0.164285714","0.078571429","0.121428571","2.8","2","1.4","1","0.34","0.242857143","0.75","0.535714286","50","31.19266055","71.42857143","39.07771815","1.328642417","5.476190476","7.666666667","8.095238095","11.33333333","17.85714286","25","3.163434326","4.428808057","25.95238095","36.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00195","","","","3","","","","","3","5","38","9","14","9","","2","","6","5","8","1.2","3.7","3.4","4.9","8.3","43","0.24","0.097368421","0.113953488","4.777777778","3.071428571","0.555555556","0.357142857","0.544444444","0.35","0.377777778","0.242857143","11.62790698","59.03614458","64.28571429","","","2.857142857","4.444444444","11.66666667","18.14814815","8.095238095","12.59259259","","","19.76190476","30.74074074"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00196","","","","2","16.66","50.91","3.2683799","5.1478419","3","9","17","8","14","8","4","3","68.5114136","3","7","7","1.5","4.2","6.3","5.7","12","26","0.166666667","0.247058824","0.219230769","3.25","1.857142857","1.125","0.642857143","0.7125","0.407142857","0.7875","0.45","34.61538462","47.5","57.14285714","32.72441564","1.865291691","3.571428571","6.25","13.57142857","23.75","15","26.25","4.441170693","7.772048713","28.57142857","50"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00197","","","","3","","","","","3","7","26","8","14","8","","2","","4","5","8","2.6","4.5","8.2","7.1","15.3","33","0.371428571","0.173076923","0.215151515","4.125","2.357142857","0.875","0.5","0.8875","0.507142857","1.025","0.585714286","21.21212121","46.40522876","57.14285714","","","6.19047619","10.83333333","16.9047619","29.58333333","19.52380952","34.16666667","","","36.42857143","63.75"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00198","","","","2","","","","","1","7","22","9","14","9","","2","","5","5","8","1.4","0.7","4.5","2.1","6.6","29","0.2","0.031818182","0.072413793","3.222222222","2.071428571","0.777777778","0.5","0.233333333","0.15","0.5","0.321428571","24.13793103","31.81818182","64.28571429","","","3.333333333","5.185185185","5","7.777777778","10.71428571","16.66666667","","","15.71428571","24.44444444"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00199","","","","1","17.76","50.55","0.50742","2.2077091","1","10","36","10","14","9","8","1","66.0587463","3","7","6","1.9","1.6","12","3.5","15.5","46","0.19","0.044444444","0.076086957","4.6","3.285714286","1","0.714285714","0.35","0.25","1.2","0.857142857","21.73913043","22.58064516","71.42857143","35.13353116","1.229673591","4.523809524","6.333333333","8.333333333","11.66666667","28.57142857","40","2.927794263","4.098911968","36.9047619","51.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00002","","","","1","","","","","5","12","20","10","14","9","","1","","5","7","3","3.2","3.2","4.5","6.4","10.9","32","0.266666667","0.16","0.2","3.2","2.285714286","1.2","0.857142857","0.64","0.457142857","0.45","0.321428571","37.5","58.71559633","71.42857143","","","7.619047619","10.66666667","15.23809524","21.33333333","10.71428571","15","","","25.95238095","36.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00020","","","","1","17.9","50.29","1.769407","3.7413831","1","12","14","9","14","9","4","1","71.7111664","6","5","9","2.7","1.3","5.7","4","9.7","26","0.225","0.092857143","0.153846154","2.888888889","1.857142857","1.333333333","0.857142857","0.444444444","0.285714286","0.633333333","0.407142857","46.15384615","41.2371134","64.28571429","35.59355737","1.423742295","6.428571429","10","9.523809524","14.81481481","13.57142857","21.11111111","3.389862606","5.27311961","23.0952381","35.92592593"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00200","","","","1","12.51","50.65","4.415153","6.7899442","1","22","39","8","14","8","8","1","60.4516296","7","7","5","8","2.7","15.8","10.7","26.5","61","0.363636364","0.069230769","0.175409836","7.625","4.357142857","2.75","1.571428571","1.3375","0.764285714","1.975","1.128571429","36.06557377","40.37735849","57.14285714","24.69891412","2.64278381","19.04761905","33.33333333","25.47619048","44.58333333","37.61904762","65.83333333","6.292342406","11.01159921","63.0952381","110.4166667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00201","","","","1","","","","","2","12","9","6","14","6","","1","","6","6","7","4.6","0.8","6.3","5.4","11.7","21","0.383333333","0.088888889","0.257142857","3.5","1.5","2","0.857142857","0.9","0.385714286","1.05","0.45","57.14285714","46.15384615","42.85714286","","","10.95238095","25.55555556","12.85714286","30","15","35","","","27.85714286","65"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00202","","","","1","","","","","1","2","0","3","14","2","","1","","3","5","6","0.8","0","0.6","0.8","1.4","2","0.4","","0.4","0.666666667","0.142857143","0.666666667","0.142857143","0.266666667","0.057142857","0.2","0.042857143","100","57.14285714","21.42857143","","","1.904761905","8.888888889","1.904761905","8.888888889","1.428571429","6.666666667","","","3.333333333","15.55555556"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00203","","","","1","18.56","50.74","1.843575","3.5735719","1","2","2","2","14","2","5","1","68.0039139","5","5","6","0.9","0.1","2.2","1","3.2","4","0.45","0.05","0.25","2","0.285714286","1","0.142857143","0.5","0.071428571","1.1","0.157142857","50","31.25","14.28571429","36.57863618","0.365786362","2.142857143","15","2.380952381","16.66666667","5.238095238","36.66666667","0.870919909","6.096439364","7.619047619","53.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00204","","","","2","","","","","1","3","3","7","14","4","","1","","2","4","9","0.5","0.2","2.6","0.7","3.3","6","0.166666667","0.066666667","0.116666667","0.857142857","0.428571429","0.428571429","0.214285714","0.1","0.05","0.371428571","0.185714286","50","21.21212121","50","","","1.19047619","2.380952381","1.666666667","3.333333333","6.19047619","12.38095238","","","7.857142857","15.71428571"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00205","","","","1","","","","","1","2","3","2","14","2","","1","","5","5","6","0.9","1.2","5.4","2.1","7.5","5","0.45","0.4","0.42","2.5","0.357142857","1","0.142857143","1.05","0.15","2.7","0.385714286","40","28","14.28571429","","","2.142857143","15","5","35","12.85714286","90","","","17.85714286","125"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00206","","","","1","","","","","3","2","18","9","14","9","","1","","5","4","9","0.7","3.5","4.2","4.2","8.4","20","0.35","0.194444444","0.21","2.222222222","1.428571429","0.222222222","0.142857143","0.466666667","0.3","0.466666667","0.3","10","50","64.28571429","","","1.666666667","2.592592593","10","15.55555556","10","15.55555556","","","20","31.11111111"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00207","","","","1","","","","","1","3","3","3","14","3","","1","","4","4","9","0.8","0.4","2.6","1.2","3.8","6","0.266666667","0.133333333","0.2","2","0.428571429","1","0.214285714","0.4","0.085714286","0.866666667","0.185714286","50","31.57894737","21.42857143","","","1.904761905","8.888888889","2.857142857","13.33333333","6.19047619","28.88888889","","","9.047619048","42.22222222"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00208","","","","1","14.64","50.79","0.925856","2.613826","1","14","17","7","14","7","8","1","65.0927582","4","6","5","7.5","1.4","6.2","8.9","15.1","31","0.535714286","0.082352941","0.287096774","4.428571429","2.214285714","2","1","1.271428571","0.635714286","0.885714286","0.442857143","45.16129032","58.94039735","50","28.82457177","2.565386887","17.85714286","35.71428571","21.19047619","42.38095238","14.76190476","29.52380952","6.108064017","12.21612803","35.95238095","71.9047619"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00209","","","","2","","","","","3","6","17","10","14","10","","1","","6","4","8","0.9","2.7","2.1","3.6","5.7","23","0.15","0.158823529","0.156521739","2.3","1.642857143","0.6","0.428571429","0.36","0.257142857","0.21","0.15","26.08695652","63.15789474","71.42857143","","","2.142857143","3","8.571428571","12","5","7","","","13.57142857","19"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00021","","","","3","21.1","50.6","1.121846","2.895468","5","15","24","10","14","10","4","4","72.1732559","5","9","2","4.3","3","13.5","7.3","20.8","39","0.286666667","0.125","0.187179487","3.9","2.785714286","1.5","1.071428571","0.73","0.521428571","1.35","0.964285714","38.46153846","35.09615385","71.42857143","41.69960474","3.044071146","10.23809524","14.33333333","17.38095238","24.33333333","32.14285714","45","7.247788443","10.14690382","49.52380952","69.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00210","","","","2","","","","","2","3","2","4","14","2","","1","","4","2","9","0.5","0.1","1.9","0.6","2.5","5","0.166666667","0.05","0.12","1.25","0.357142857","0.75","0.214285714","0.15","0.042857143","0.475","0.135714286","60","24","28.57142857","","","1.19047619","4.166666667","1.428571429","5","4.523809524","15.83333333","","","5.952380952","20.83333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00211","","","","2","20.95","50.6","1.776235","4.319284","1","19","8","10","14","10","3","1","71.2409058","6","4","9","3.1","0.2","2.8","3.3","6.1","27","0.163157895","0.025","0.122222222","2.7","1.928571429","1.9","1.357142857","0.33","0.235714286","0.28","0.2","70.37037037","54.09836066","71.42857143","41.40316206","1.366304348","7.380952381","10.33333333","7.857142857","11","6.666666667","9.333333333","3.25310559","4.554347826","14.52380952","20.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00212","","","","1","12.95","50.19","1.359298","2.971879","2","18","26","9","14","9","8","1","60.880394","9","7","8","5.7","2","6.3","7.7","14","44","0.316666667","0.076923077","0.175","4.888888889","3.142857143","2","1.285714286","0.855555556","0.55","0.7","0.45","40.90909091","55","64.28571429","25.80195258","1.986750349","13.57142857","21.11111111","18.33333333","28.51851852","15","23.33333333","4.730357973","7.358334625","33.33333333","51.85185185"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00213","","","","","","","","","","0","0","0","14","0","","","","","","","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00214","","","","1","","","","","2","0","9","6","14","6","","1","","2","1","9","0","0.4","1.2","0.4","1.6","9","","0.044444444","0.044444444","1.5","0.642857143","0","0","0.066666667","0.028571429","0.2","0.085714286","0","25","42.85714286","","","0","0","0.952380952","2.222222222","2.857142857","6.666666667","","","3.80952381","8.888888889"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00215","","","","1","17.85","50.67","1.3082629","3.7374971","1","18","22","10","14","10","4","1","69.388649","4","7","7","2.6","1","4.9","3.6","8.5","40","0.144444444","0.045454545","0.09","4","2.857142857","1.8","1.285714286","0.36","0.257142857","0.49","0.35","45","42.35294118","71.42857143","35.22794553","1.268206039","6.19047619","8.666666667","8.571428571","12","11.66666667","16.33333333","3.019538188","4.227353464","20.23809524","28.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00216","","","","2","","","","","2","7","13","10","14","10","","1","","6","6","7","1.8","1.2","3.1","3","6.1","20","0.257142857","0.092307692","0.15","2","1.428571429","0.7","0.5","0.3","0.214285714","0.31","0.221428571","35","49.18032787","71.42857143","","","4.285714286","6","7.142857143","10","7.380952381","10.33333333","","","14.52380952","20.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00217","","","","1","","","","","1","2","2","2","14","2","","1","","2","6","8","0.2","0.1","1.6","0.3","1.9","4","0.1","0.05","0.075","2","0.285714286","1","0.142857143","0.15","0.021428571","0.8","0.114285714","50","15.78947368","14.28571429","","","0.476190476","3.333333333","0.714285714","5","3.80952381","26.66666667","","","4.523809524","31.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00218","","","","1","","","","","5","8","14","9","14","9","","5","","3","6","8","3.8","5.2","19.8","9","28.8","22","0.475","0.371428571","0.409090909","2.444444444","1.571428571","0.888888889","0.571428571","1","0.642857143","2.2","1.414285714","36.36363636","31.25","64.28571429","","","9.047619048","14.07407407","21.42857143","33.33333333","47.14285714","73.33333333","","","68.57142857","106.6666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00219","","","","1","","","","","2","1","7","6","14","6","","1","","3","3","9","0.1","0.3","1.1","0.4","1.5","8","0.1","0.042857143","0.05","1.333333333","0.571428571","0.166666667","0.071428571","0.066666667","0.028571429","0.183333333","0.078571429","12.5","26.66666667","42.85714286","","","0.238095238","0.555555556","0.952380952","2.222222222","2.619047619","6.111111111","","","3.571428571","8.333333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00022","","","","2","","","","","3","7","13","7","14","7","","1","","5","3","9","1.2","0.7","1.4","1.9","3.3","20","0.171428571","0.053846154","0.095","2.857142857","1.428571429","1","0.5","0.271428571","0.135714286","0.2","0.1","35","57.57575758","50","","","2.857142857","5.714285714","4.523809524","9.047619048","3.333333333","6.666666667","","","7.857142857","15.71428571"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00220","","","","1","","","","","2","2","4","4","14","3","","2","","4","5","6","1.2","0.9","0.8","2.1","2.9","6","0.6","0.225","0.35","1.5","0.428571429","0.5","0.142857143","0.525","0.15","0.2","0.057142857","33.33333333","72.4137931","28.57142857","","","2.857142857","10","5","17.5","1.904761905","6.666666667","","","6.904761905","24.16666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00221","","","","1","","","","","2","1","25","10","14","10","","2","","4","4","9","0.6","4.5","2.5","5.1","7.6","26","0.6","0.18","0.196153846","2.6","1.857142857","0.1","0.071428571","0.51","0.364285714","0.25","0.178571429","3.846153846","67.10526316","71.42857143","","","1.428571429","2","12.14285714","17","5.952380952","8.333333333","","","18.0952381","25.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00222","","","","2","","","","","2","2","12","10","14","10","","1","","4","4","9","0.6","0.9","3.1","1.5","4.6","14","0.3","0.075","0.107142857","1.4","1","0.2","0.142857143","0.15","0.107142857","0.31","0.221428571","14.28571429","32.60869565","71.42857143","","","1.428571429","2","3.571428571","5","7.380952381","10.33333333","","","10.95238095","15.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00223","","","","1","","","","","1","8","5","10","14","8","","3","","3","4","9","1.7","0.7","6.3","2.4","8.7","13","0.2125","0.14","0.184615385","1.3","0.928571429","0.8","0.571428571","0.24","0.171428571","0.63","0.45","61.53846154","27.5862069","71.42857143","","","4.047619048","5.666666667","5.714285714","8","15","21","","","20.71428571","29"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00224","","","","1","","","","","1","6","4","6","14","4","","1","","3","4","9","0.7","0.4","3.2","1.1","4.3","10","0.116666667","0.1","0.11","1.666666667","0.714285714","1","0.428571429","0.183333333","0.078571429","0.533333333","0.228571429","60","25.58139535","42.85714286","","","1.666666667","3.888888889","2.619047619","6.111111111","7.619047619","17.77777778","","","10.23809524","23.88888889"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00225","","","","1","18.69","50.55","0.947576","2.1784179","1","22","15","7","14","6","3","1","69.5747452","6","9","3","9.1","0.6","23.4","9.7","33.1","37","0.413636364","0.04","0.262162162","5.285714286","2.642857143","3.142857143","1.571428571","1.385714286","0.692857143","3.342857143","1.671428571","59.45945946","29.30513595","50","36.97329377","3.586409496","21.66666667","43.33333333","23.0952381","46.19047619","55.71428571","111.4285714","8.539070227","17.07814045","78.80952381","157.6190476"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00226","","","","1","","","","","2","5","5","4","14","4","","1","","5","6","6","1.5","2","2.4","3.5","5.9","10","0.3","0.4","0.35","2.5","0.714285714","1.25","0.357142857","0.875","0.25","0.6","0.171428571","50","59.3220339","28.57142857","","","3.571428571","12.5","8.333333333","29.16666667","5.714285714","20","","","14.04761905","49.16666667"
