"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00036","","","","3","","","","","4","14","1","8","14","7","","4","","3","4","7","2.2","0.2","7.1","2.4","9.5","15","0.157142857","0.2","0.16","1.875","1.071428571","1.75","1","0.3","0.171428571","0.8875","0.507142857","93.33333333","25.26315789","57.14285714","","","5.238095238","9.166666667","5.714285714","10","16.9047619","29.58333333","","","22.61904762","39.58333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00037","","","","3","17.85","50.34","2.334538","4.5268879","4","21","22","8","14","8","1","4","72.4371262","4","4","7","0.1","2.7","4.9","2.8","7.7","43","0.004761905","0.122727273","0.065116279","5.375","3.071428571","2.625","1.5","0.35","0.2","0.6125","0.35","48.8372093","36.36363636","57.14285714","35.45887962","0.992848629","0.238095238","0.416666667","6.666666667","11.66666667","11.66666667","20.41666667","2.363925308","4.136869289","18.33333333","32.08333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00038","","","","2","","","","","2","6","9","8","14","7","","1","","2","3","9","0.4","0.4","2.4","0.8","3.2","15","0.066666667","0.044444444","0.053333333","1.875","1.071428571","0.75","0.428571429","0.1","0.057142857","0.3","0.171428571","40","25","57.14285714","","","0.952380952","1.666666667","1.904761905","3.333333333","5.714285714","10","","","7.619047619","13.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00039","","","","4","","","","","5","3","15","9","14","9","","3","","5","3","9","0.8","1.8","1.9","2.6","4.5","18","0.266666667","0.12","0.144444444","2","1.285714286","0.333333333","0.214285714","0.288888889","0.185714286","0.211111111","0.135714286","16.66666667","57.77777778","64.28571429","","","1.904761905","2.962962963","6.19047619","9.62962963","4.523809524","7.037037037","","","10.71428571","16.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00004","","","","1","","","","","3","16","14","7","14","7","","3","","3","4","8","1.7","1.3","8.9","3","11.9","30","0.10625","0.092857143","0.1","4.285714286","2.142857143","2.285714286","1.142857143","0.428571429","0.214285714","1.271428571","0.635714286","53.33333333","25.21008403","50","","","4.047619048","8.095238095","7.142857143","14.28571429","21.19047619","42.38095238","","","28.33333333","56.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00040","","","","4","","","","","1","6","17","10","14","10","","4","","5","4","9","1","1.4","1.6","2.4","4","23","0.166666667","0.082352941","0.104347826","2.3","1.642857143","0.6","0.428571429","0.24","0.171428571","0.16","0.114285714","26.08695652","60","71.42857143","","","2.380952381","3.333333333","5.714285714","8","3.80952381","5.333333333","","","9.523809524","13.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00041","","","","1","","","","","1","3","3","5","14","3","","1","","2","3","9","0.2","0.1","2.2","0.3","2.5","6","0.066666667","0.033333333","0.05","1.2","0.428571429","0.6","0.214285714","0.06","0.021428571","0.44","0.157142857","50","12","35.71428571","","","0.476190476","1.333333333","0.714285714","2","5.238095238","14.66666667","","","5.952380952","16.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00042","","","","","","","","","","0","0","0","14","0","","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00043","","","","2","16.83","50.33","2.049278","4.1172662","1","10","17","8","14","6","3","1","71.506012","3","6","6","1.3","0.6","9.7","1.9","11.6","27","0.13","0.035294118","0.07037037","3.375","1.928571429","1.25","0.714285714","0.2375","0.135714286","1.2125","0.692857143","37.03703704","16.37931034","57.14285714","33.43930062","0.635346712","3.095238095","5.416666667","4.523809524","7.916666667","23.0952381","40.41666667","1.512730266","2.647277965","27.61904762","48.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00044","","","","3","","","","","1","5","2","9","14","4","","1","","2","2","9","0.2","0.2","0.4","0.4","0.8","7","0.04","0.1","0.057142857","0.777777778","0.5","0.555555556","0.357142857","0.044444444","0.028571429","0.044444444","0.028571429","71.42857143","50","64.28571429","","","0.476190476","0.740740741","0.952380952","1.481481481","0.952380952","1.481481481","","","1.904761905","2.962962963"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00045","","","","1","20.06","50.97","0.570761","2.250994","1","12","14","9","14","8","3","2","70.8647461","4","8","3","3.1","0.7","3.5","3.8","7.3","26","0.258333333","0.05","0.146153846","2.888888889","1.857142857","1.333333333","0.857142857","0.422222222","0.271428571","0.388888889","0.25","46.15384615","52.05479452","64.28571429","39.35648421","1.4955464","7.380952381","11.48148148","9.047619048","14.07407407","8.333333333","12.96296296","3.560824762","5.53906074","17.38095238","27.03703704"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00046","","","","1","15.6","50.37","2.169172","4.3580589","4","6","13","8","14","8","6","1","68.6314316","6","2","9","1.5","2.2","4.6","3.7","8.3","19","0.25","0.169230769","0.194736842","2.375","1.357142857","0.75","0.428571429","0.4625","0.264285714","0.575","0.328571429","31.57894737","44.57831325","57.14285714","30.97081596","1.145920191","3.571428571","6.25","8.80952381","15.41666667","10.95238095","19.16666667","2.728381406","4.774667461","19.76190476","34.58333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00047","","","","1","","","","","3","5","14","5","14","5","","1","","4","7","5","5.1","4.3","13.2","9.4","22.6","19","1.02","0.307142857","0.494736842","3.8","1.357142857","1","0.357142857","1.88","0.671428571","2.64","0.942857143","26.31578947","41.59292035","35.71428571","","","12.14285714","34","22.38095238","62.66666667","31.42857143","88","","","53.80952381","150.6666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00048","","","","","","","","","","0","0","0","14","0","","","","","8","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00049","","","","1","","","","","1","13","3","9","14","9","","1","","4","3","9","0.5","1.7","2.7","2.2","4.9","16","0.038461538","0.566666667","0.1375","1.777777778","1.142857143","1.444444444","0.928571429","0.244444444","0.157142857","0.3","0.192857143","81.25","44.89795918","64.28571429","","","1.19047619","1.851851852","5.238095238","8.148148148","6.428571429","10","","","11.66666667","18.14814815"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00005","","","","3","","","","","3","8","24","9","14","9","","4","","5","7","5","1.6","5.6","6","7.2","13.2","32","0.2","0.233333333","0.225","3.555555556","2.285714286","0.888888889","0.571428571","0.8","0.514285714","0.666666667","0.428571429","25","54.54545455","64.28571429","","","3.80952381","5.925925926","17.14285714","26.66666667","14.28571429","22.22222222","","","31.42857143","48.88888889"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00050","","","","1","","","","","3","4","4","2","14","2","","3","","4","5","6","0.5","0.3","5.9","0.8","6.7","8","0.125","0.075","0.1","4","0.571428571","2","0.285714286","0.4","0.057142857","2.95","0.421428571","50","11.94029851","14.28571429","","","1.19047619","8.333333333","1.904761905","13.33333333","14.04761905","98.33333333","","","15.95238095","111.6666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00051","","","","3","16.41","50.54","2.558836","4.9453568","4","4","27","7","14","7","5","5","66.2627182","4","6","6","1.2","6.2","11","7.4","18.4","31","0.3","0.22962963","0.238709677","4.428571429","2.214285714","0.571428571","0.285714286","1.057142857","0.528571429","1.571428571","0.785714286","12.90322581","40.2173913","50","32.46933122","2.40273051","2.857142857","5.714285714","17.61904762","35.23809524","26.19047619","52.38095238","5.72078693","11.44157386","43.80952381","87.61904762"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00052","","","","6","","","","","1","6","4","5","14","5","","3","","4","2","9","1","0.8","2","1.8","3.8","10","0.166666667","0.2","0.18","2","0.714285714","1.2","0.428571429","0.36","0.128571429","0.4","0.142857143","60","47.36842105","35.71428571","","","2.380952381","6.666666667","4.285714286","12","4.761904762","13.33333333","","","9.047619048","25.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00053","","","","1","17.59","50.73","1.108555","3.1103971","4","10","13","10","14","10","4","4","74.0719604","6","3","9","2.2","1.9","5.6","4.1","9.7","23","0.22","0.146153846","0.17826087","2.3","1.642857143","1","0.714285714","0.41","0.292857143","0.56","0.4","43.47826087","42.26804124","71.42857143","34.67376306","1.421624285","5.238095238","7.333333333","9.761904762","13.66666667","13.33333333","18.66666667","3.384819727","4.738747618","23.0952381","32.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00054","","","","","","","","","","0","0","4","14","0","","","","","7","3","0","0","15.7","0","15.7","0","","","","0","0","0","0","0","0","3.925","1.121428571","","0","28.57142857","","","0","0","0","0","37.38095238","130.8333333","","","37.38095238","130.8333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00055","","","","1","","","","","1","4","17","9","14","9","","1","","4","2","9","0.8","1","2.4","1.8","4.2","21","0.2","0.058823529","0.085714286","2.333333333","1.5","0.444444444","0.285714286","0.2","0.128571429","0.266666667","0.171428571","19.04761905","42.85714286","64.28571429","","","1.904761905","2.962962963","4.285714286","6.666666667","5.714285714","8.888888889","","","10","15.55555556"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00056","","","","1","14.83","50.21","1.984318","4.0093169","1","12","9","6","14","4","6","1","63.0714493","2","2","9","0.2","0.4","0.5","0.6","1.1","21","0.016666667","0.044444444","0.028571429","3.5","1.5","2","0.857142857","0.1","0.042857143","0.083333333","0.035714286","57.14285714","54.54545455","42.85714286","29.53594901","0.177215694","0.476190476","1.111111111","1.428571429","3.333333333","1.19047619","2.777777778","0.421942129","0.984531634","2.619047619","6.111111111"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00057","","","","3","","","","","1","3","10","6","14","5","","1","","3","4","7","0.4","0.5","5.4","0.9","6.3","13","0.133333333","0.05","0.069230769","2.166666667","0.928571429","0.5","0.214285714","0.15","0.064285714","0.9","0.385714286","23.07692308","14.28571429","42.85714286","","","0.952380952","2.222222222","2.142857143","5","12.85714286","30","","","15","35"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00058","","","","1","14.13","50.17","4.8243608","7.5023661","3","7","47","9","14","9","7","3","62.4357719","6","7","5","2.1","6.4","4.4","8.5","12.9","54","0.3","0.136170213","0.157407407","6","3.857142857","0.777777778","0.5","0.944444444","0.607142857","0.488888889","0.314285714","12.96296296","65.89147287","64.28571429","28.16424158","2.393960534","5","7.777777778","20.23809524","31.48148148","10.47619048","16.2962963","5.699906034","8.866520497","30.71428571","47.77777778"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00059","","","","2","18.38","50.38","2.3382821","4.3549209","1","20","30","10","14","10","4","1","71.7379074","9","5","5","7.7","5.4","9.8","13.1","22.9","50","0.385","0.18","0.262","5","3.571428571","2","1.428571429","1.31","0.935714286","0.98","0.7","40","57.20524017","71.42857143","36.48273124","4.779237793","18.33333333","25.66666667","31.19047619","43.66666667","23.33333333","32.66666667","11.3791376","15.93079264","54.52380952","76.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00006","","","","1","19.5","50","3.6126239","5.8328881","5","13","24","9","14","9","5","2","65.4505005","7","7","4","7","4","22.1","11","33.1","37","0.538461538","0.166666667","0.297297297","4.111111111","2.642857143","1.444444444","0.928571429","1.222222222","0.785714286","2.455555556","1.578571429","35.13513514","33.2326284","64.28571429","39","4.29","16.66666667","25.92592593","26.19047619","40.74074074","52.61904762","81.85185185","10.21428571","15.88888889","78.80952381","122.5925926"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00060","","","","1","","","","","3","5","20","10","14","10","","4","","4","2","9","0.6","0.9","0.6","1.5","2.1","25","0.12","0.045","0.06","2.5","1.785714286","0.5","0.357142857","0.15","0.107142857","0.06","0.042857143","20","71.42857143","71.42857143","","","1.428571429","2","3.571428571","5","1.428571429","2","","","5","7"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00061","","","","1","16.03","50.76","1.37032","3.119617","1","14","20","8","14","8","8","1","62.354538","5","3","9","2.7","1.7","4.4","4.4","8.8","34","0.192857143","0.085","0.129411765","4.25","2.428571429","1.75","1","0.55","0.314285714","0.55","0.314285714","41.17647059","50","57.14285714","31.57998424","1.389519307","6.428571429","11.25","10.47619048","18.33333333","10.47619048","18.33333333","3.308379301","5.789663777","20.95238095","36.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00062","","","","1","","","","","1","0","16","5","14","3","","1","","2","2","9","0","0.4","0.9","0.4","1.3","16","","0.025","0.025","3.2","1.142857143","0","0","0.08","0.028571429","0.18","0.064285714","0","30.76923077","35.71428571","","","0","0","0.952380952","2.666666667","2.142857143","6","","","3.095238095","8.666666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00063","","","","1","17.88","50.93","0.787219","2.7511311","2","7","17","10","14","10","4","1","72.3910141","6","4","9","2","2.1","2.6","4.1","6.7","24","0.285714286","0.123529412","0.170833333","2.4","1.714285714","0.7","0.5","0.41","0.292857143","0.26","0.185714286","29.16666667","61.19402985","71.42857143","35.10700962","1.439387394","4.761904762","6.666666667","9.761904762","13.66666667","6.19047619","8.666666667","3.427112844","4.797957982","15.95238095","22.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00064","","","","2","","","","","1","2","13","8","14","8","","1","","2","4","9","0.3","0.7","1","1","2","15","0.15","0.053846154","0.066666667","1.875","1.071428571","0.25","0.142857143","0.125","0.071428571","0.125","0.071428571","13.33333333","50","57.14285714","","","0.714285714","1.25","2.380952381","4.166666667","2.380952381","4.166666667","","","4.761904762","8.333333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00065","","","","1","13.58","50.19","1.194378","2.859659","4","2","26","10","14","10","8","7","56.5891991","4","5","7","0.3","4.5","3.8","4.8","8.6","28","0.15","0.173076923","0.171428571","2.8","2","0.2","0.142857143","0.48","0.342857143","0.38","0.271428571","7.142857143","55.81395349","71.42857143","27.05718271","1.29874477","0.714285714","1","11.42857143","16","9.047619048","12.66666667","3.092249452","4.329149233","20.47619048","28.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00066","","","","","","","","","","0","0","0","14","0","","","","","1","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00067","","","","1","","","","","5","1","14","9","14","8","","3","","4","3","9","0.7","2.6","2.3","3.3","5.6","15","0.7","0.185714286","0.22","1.666666667","1.071428571","0.111111111","0.071428571","0.366666667","0.235714286","0.255555556","0.164285714","6.666666667","58.92857143","64.28571429","","","1.666666667","2.592592593","7.857142857","12.22222222","5.476190476","8.518518519","","","13.33333333","20.74074074"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00068","","","","1","","","","","4","1","3","1","14","1","","4","","3","7","5","1.6","1.5","1.3","3.1","4.4","4","1.6","0.5","0.775","4","0.285714286","1","0.071428571","3.1","0.221428571","1.3","0.092857143","25","70.45454545","7.142857143","","","3.80952381","53.33333333","7.380952381","103.3333333","3.095238095","43.33333333","","","10.47619048","146.6666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00069","","","","1","16.61","50.2","2.224416","4.2433362","4","14","38","8","14","8","6","4","67.17276","5","6","6","2.3","4.4","2.3","6.7","9","52","0.164285714","0.115789474","0.128846154","6.5","3.714285714","1.75","1","0.8375","0.478571429","0.2875","0.164285714","26.92307692","74.44444444","57.14285714","33.0876494","2.21687251","5.476190476","9.583333333","15.95238095","27.91666667","5.476190476","9.583333333","5.278267881","9.236968792","21.42857143","37.5"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00007","","","","1","","","","","4","7","22","10","14","10","","1","","3","3","9","0.8","1","1.4","1.8","3.2","29","0.114285714","0.045454545","0.062068966","2.9","2.071428571","0.7","0.5","0.18","0.128571429","0.14","0.1","24.13793103","56.25","71.42857143","","","1.904761905","2.666666667","4.285714286","6","3.333333333","4.666666667","","","7.619047619","10.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00070","","","","1","","","","","1","4","15","9","14","9","","1","","4","4","9","1","1","0.9","2","2.9","19","0.25","0.066666667","0.105263158","2.111111111","1.357142857","0.444444444","0.285714286","0.222222222","0.142857143","0.1","0.064285714","21.05263158","68.96551724","64.28571429","","","2.380952381","3.703703704","4.761904762","7.407407407","2.142857143","3.333333333","","","6.904761905","10.74074074"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00071","","","","4","20.95","50.1","0.963229","2.8961899","4","5","13","9","14","8","5","4","70.3626556","5","8","2","0.7","2.5","10.1","3.2","13.3","18","0.14","0.192307692","0.177777778","2","1.285714286","0.555555556","0.357142857","0.355555556","0.228571429","1.122222222","0.721428571","27.77777778","24.06015038","64.28571429","41.81636727","1.338123752","1.666666667","2.592592593","7.619047619","11.85185185","24.04761905","37.40740741","3.186008935","4.956013898","31.66666667","49.25925926"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00072","","","","1","17.42","50.34","1.964623","3.9743741","1","5","23","9","14","8","4","1","69.4140167","4","3","9","0.6","0.9","1.9","1.5","3.4","28","0.12","0.039130435","0.053571429","3.111111111","2","0.555555556","0.357142857","0.166666667","0.107142857","0.211111111","0.135714286","17.85714286","44.11764706","64.28571429","34.60468812","0.519070322","1.428571429","2.222222222","3.571428571","5.555555556","4.523809524","7.037037037","1.235881719","1.922482673","8.095238095","12.59259259"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00073","","","","1","","","","","3","3","26","9","14","9","","3","","5","3","9","0.4","2.1","1.8","2.5","4.3","29","0.133333333","0.080769231","0.086206897","3.222222222","2.071428571","0.333333333","0.214285714","0.277777778","0.178571429","0.2","0.128571429","10.34482759","58.13953488","64.28571429","","","0.952380952","1.481481481","5.952380952","9.259259259","4.285714286","6.666666667","","","10.23809524","15.92592593"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00074","","","","3","13.2","50.41","2.229939","3.8638179","3","5","7","8","14","6","7","1","59.1169357","4","3","9","0.9","0.3","0.9","1.2","2.1","12","0.18","0.042857143","0.1","1.5","0.857142857","0.625","0.357142857","0.15","0.085714286","0.1125","0.064285714","41.66666667","57.14285714","57.14285714","26.1852807","0.314223368","2.142857143","3.75","2.857142857","5","2.142857143","3.75","0.748150877","1.309264035","5","8.75"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00075","","","","1","14.09","50.07","4.7894888","6.9029188","2","5","20","9","14","9","4","1","62.6952438","4","4","9","0.8","1.5","1.7","2.3","4","25","0.16","0.075","0.092","2.777777778","1.785714286","0.555555556","0.357142857","0.255555556","0.164285714","0.188888889","0.121428571","20","57.5","64.28571429","28.14060316","0.647233873","1.904761905","2.962962963","5.476190476","8.518518519","4.047619048","6.296296296","1.54103303","2.397162491","9.523809524","14.81481481"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00076","","","","1","","","","","2","2","10","8","14","7","","2","","3","3","9","0.2","0.8","1.2","1","2.2","12","0.1","0.08","0.083333333","1.5","0.857142857","0.25","0.142857143","0.125","0.071428571","0.15","0.085714286","16.66666667","45.45454545","57.14285714","","","0.476190476","0.833333333","2.380952381","4.166666667","2.857142857","5","","","5.238095238","9.166666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00077","","","","","","","","","","0","0","0","14","0","","","","","5","5","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00078","","","","1","16.54","50.9","3.083487","5.4203591","3","9","22","8","14","9","8","1","62.8973885","6","5","5","2.6","1.8","8.5","4.4","12.9","31","0.288888889","0.081818182","0.141935484","3.875","2.214285714","1.125","0.642857143","0.55","0.314285714","1.0625","0.607142857","29.03225806","34.10852713","57.14285714","32.49508841","1.42978389","6.19047619","10.83333333","10.47619048","18.33333333","20.23809524","35.41666667","3.404247357","5.957432875","30.71428571","53.75"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00079","","","","1","17.56","50.16","2.585758","4.5807171","1","5","5","7","14","4","5","1","66.5952606","7","5","6","2","2.4","4.4","4.4","8.8","10","0.4","0.48","0.44","1.428571429","0.714285714","0.714285714","0.357142857","0.628571429","0.314285714","0.628571429","0.314285714","50","50","50","35.00797448","1.540350877","4.761904762","9.523809524","10.47619048","20.95238095","10.47619048","20.95238095","3.667502089","7.335004177","20.95238095","41.9047619"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00008","","","","","","","","","","0","0","0","14","0","","","","","3","9","0","0","0","0","0","0","","","","","0","","0","","0","","0","","","0","","","0","","0","","0","","","","0",""
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00080","","","","1","","","","","1","5","20","10","14","10","","1","","3","2","9","0.6","0.5","0.9","1.1","2","25","0.12","0.025","0.044","2.5","1.785714286","0.5","0.357142857","0.11","0.078571429","0.09","0.064285714","20","55","71.42857143","","","1.428571429","2","2.619047619","3.666666667","2.142857143","3","","","4.761904762","6.666666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00081","","","","1","16.82","50.58","3.9216001","6.8989329","2","9","12","10","14","10","5","1","65.6511536","5","3","9","2.5","0.6","3.9","3.1","7","21","0.277777778","0.05","0.147619048","2.1","1.5","0.9","0.642857143","0.31","0.221428571","0.39","0.278571429","42.85714286","44.28571429","71.42857143","33.25425069","1.030881771","5.952380952","8.333333333","7.380952381","10.33333333","9.285714286","13","2.454480408","3.436272572","16.66666667","23.33333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00082","","","","1","16.86","50.48","1.18125","2.7170341","1","11","6","10","14","8","3","1","66.8026047","4","9","4","5.1","1","12.1","6.1","18.2","17","0.463636364","0.166666667","0.358823529","1.7","1.214285714","1.1","0.785714286","0.61","0.435714286","1.21","0.864285714","64.70588235","33.51648352","71.42857143","33.39936609","2.037361331","12.14285714","17","14.52380952","20.33333333","28.80952381","40.33333333","4.850860312","6.791204437","43.33333333","60.66666667"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00083","","","","1","17.83","50.91","0.417602","2.0066321","2","5","11","10","14","8","6","1","69.8691101","4","8","4","2.5","5","6.6","7.5","14.1","16","0.5","0.454545455","0.46875","1.6","1.142857143","0.5","0.357142857","0.75","0.535714286","0.66","0.471428571","31.25","53.19148936","71.42857143","35.02258888","2.626694166","5.952380952","8.333333333","17.85714286","25","15.71428571","22","6.254033729","8.755647221","33.57142857","47"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00084","","","","1","","","","","3","6","9","6","14","6","","1","","5","4","9","1","0.7","1.7","1.7","3.4","15","0.166666667","0.077777778","0.113333333","2.5","1.071428571","1","0.428571429","0.283333333","0.121428571","0.283333333","0.121428571","40","50","42.85714286","","","2.380952381","5.555555556","4.047619048","9.444444444","4.047619048","9.444444444","","","8.095238095","18.88888889"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00085","","","","1","","","","","1","0","6","8","14","2","","1","","1","3","9","0","0.2","1.5","0.2","1.7","6","","0.033333333","0.033333333","0.75","0.428571429","0","0","0.025","0.014285714","0.1875","0.107142857","0","11.76470588","57.14285714","","","0","0","0.476190476","0.833333333","3.571428571","6.25","","","4.047619048","7.083333333"
"","","GHP2013FMS-PT01","","","","","","","","","GHP2013FMS-PT01-00086","","","","1","19.96","50.32","1.024051","2.840553","2","15","31","10","14","10","4","1","72.0088501","7","6","7","4.3","2.4","10.8","6.7","17.5","46","0.286666667","0.077419355","0.145652174","4.6","3.285714286","1.5","1.071428571","0.67","0.478571429","1.08","0.771428571","32.60869565","38.28571429","71.42857143","39.66613672","2.657631161","10.23809524","14.33333333","15.95238095","22.33333333","25.71428571","36","6.327693239","8.858770535","41.66666667","58.33333333"
