"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root dry matter content computing percent|CO_331:0000297","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00028","","","","3","0","1.731752","0.943546","0.558835","1.544631","1","16","18","10","10","10","10","3","8","3.0245819","1","67.8858337","36.1693708","7","3","15.2315435","8","1","2","3.92","0.96","4.12","4.88","9","34","0.245","0.053333333","0.143529412","3.4","3.4","1.6","1.6","0.488","0.488","0.412","0.412","47.05882353","54.22222222","100","1.765065295","13.06666667","13.06666667","16.26666667","16.26666667","13.73333333","13.73333333","5.883550983","5.883550983","30","30"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00029","","","","3","0","1.38287","0.723557","0.552568","1.160657","1","23","9","10","10","10","10","2","5","1.935774","1","72.5087433","38.23705777","2","1","13.4708109","7","1","1","6.1","0.52","4.56","6.62","11.18","32","0.265217391","0.057777778","0.206875","3.2","3.2","2.3","2.3","0.662","0.662","0.456","0.456","71.875","59.21288014","100","2.531293224","20.33333333","20.33333333","22.06666667","22.06666667","15.2","15.2","8.437644081","8.437644081","37.26666667","37.26666667"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00003","","","","5","31.1211624","2.045331","1.280383","4.3943691","7.0200362","3","28","19","10","10","10","10","6","6","3.0787621","3","49.5729599","21.58932484","5","3","24.2049961","8","1","1","7.4","0.9","4.2","8.3","12.5","47","0.264285714","0.047368421","0.176595745","4.7","4.7","2.8","2.8","0.83","0.83","0.42","0.42","59.57446809","66.4","100","1.791913962","24.66666667","24.66666667","27.66666667","27.66666667","14","14","5.973046539","5.973046539","41.66666667","41.66666667"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00030","","","","5","0","1.377593","0.776071","0.775073","1.367503","1","10","12","10","10","10","10","4","7","2.426069","1","72.1926193","38.47514246","7","5","13.4384642","7","1","1","1.42","0.66","3.66","2.08","5.74","22","0.142","0.055","0.094545455","2.2","2.2","1","1","0.208","0.208","0.366","0.366","45.45454545","36.2369338","100","0.800282963","4.733333333","4.733333333","6.933333333","6.933333333","12.2","12.2","2.667609877","2.667609877","19.13333333","19.13333333"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00031","","","","3","4.2970047","1.558239","0.824544","0.712199","1.238044","1","20","23","10","10","10","10","6","8","2.752512","3","68.8605957","35.09119746","6","3","13.7125664","6","2","2","2.54","1.14","3.08","3.68","6.76","43","0.127","0.049565217","0.085581395","4.3","4.3","2","2","0.368","0.368","0.308","0.308","46.51162791","54.43786982","100","1.291356067","8.466666667","8.466666667","12.26666667","12.26666667","10.26666667","10.26666667","4.304520222","4.304520222","22.53333333","22.53333333"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00032","","","","1","23.5785408","1.789986","0.926097","4.075336","5.772934","1","14","19","10","8","10","8","7","8","2.239706","1","53.7132301","27.44672455","3","3","17.7306652","7","1","1","2.96","0.94","2.6","3.9","6.5","33","0.211428571","0.049473684","0.118181818","4.125","3.3","1.75","1.4","0.4875","0.39","0.325","0.26","42.42424242","60","80","1.070422257","9.866666667","12.33333333","13","16.25","8.666666667","10.83333333","3.568074192","4.460092739","21.66666667","27.08333333"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00033","","","","1","29.0795212","1.993558","1.078724","6.380548","8.463748","1","16","15","10","9","10","9","7","5","3.3913691","1","51.2704201","23.26368159","3","5","12.369071","6","2","3","2.06","0.5","2.08","2.56","4.64","31","0.12875","0.033333333","0.082580645","3.444444444","3.1","1.777777778","1.6","0.284444444","0.256","0.231111111","0.208","51.61290323","55.17241379","90","0.595550249","6.866666667","7.62962963","8.533333333","9.481481481","6.933333333","7.703703704","1.985167496","2.205741662","15.46666667","17.18518519"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00034","","","","3","27.554863","2.1215689","1.276956","4.3536181","6.9583368","1","19","23","10","10","10","10","6","6","2.8990669","1","49.3768272","21.6361465","6","3","23.257412","6","1","1","2.52","0.84","1.6","3.36","4.96","42","0.132631579","0.036521739","0.08","4.2","4.2","1.9","1.9","0.336","0.336","0.16","0.16","45.23809524","67.74193548","100","0.726974522","8.4","8.4","11.2","11.2","5.333333333","5.333333333","2.423248408","2.423248408","16.53333333","16.53333333"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00035","","","","1","42.6758919","1.470118","0.530529","0.856129","1.652457","1","14","20","10","10","10","10","9","9","2.390116","1","71.6515503","38.17534138","6","5","13.9165525","7","1","1","1.72","0.88","0.98","2.6","3.58","34","0.122857143","0.044","0.076470588","3.4","3.4","1.4","1.4","0.26","0.26","0.098","0.098","41.17647059","72.62569832","100","0.992558876","5.733333333","5.733333333","8.666666667","8.666666667","3.266666667","3.266666667","3.308529586","3.308529586","11.93333333","11.93333333"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00036","","","","1","8.7619534","1.582105","0.764294","1.2722","2.248621","1","18","8","10","10","10","10","7","8","2.1148281","1","64.6628418","30.63779058","4","3","17.6741982","7","1","1","4.8","0.32","1.42","5.12","6.54","26","0.266666667","0.04","0.196923077","2.6","2.6","1.8","1.8","0.512","0.512","0.142","0.142","69.23076923","78.28746177","100","1.568654878","16","16","17.06666667","17.06666667","4.733333333","4.733333333","5.228849592","5.228849592","21.8","21.8"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00037","","","","1","","","","","","1","0","3","10","5","10","3","","","","1","","","7","7","","6","3","3","0","0.14","0.64","0.14","0.78","3","","0.046666667","0.046666667","0.6","0.3","0","0","0.028","0.014","0.128","0.064","0","17.94871795","50","","0","0","0.466666667","0.933333333","2.133333333","4.266666667","","","2.6","5.2"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00038","","","","1","","","","","","1","14","13","10","10","10","10","6","5","","1","","27.81076801","5","1","","8","2","2","4.3","0.92","2.3","5.22","7.52","27","0.307142857","0.070769231","0.193333333","2.7","2.7","1.4","1.4","0.522","0.522","0.23","0.23","51.85185185","69.41489362","100","1.45172209","14.33333333","14.33333333","17.4","17.4","7.666666667","7.666666667","4.839073634","4.839073634","25.06666667","25.06666667"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00039","","","","3","26.6946106","1.890934","0.949263","1.8850189","3.4616089","1","26","11","10","10","10","10","2","8","2.6453149","3","69.2618713","34.4614772","5","1","13.0290661","7","1","1","8.36","0.66","4.82","9.02","13.84","37","0.321538462","0.06","0.243783784","3.7","3.7","2.6","2.6","0.902","0.902","0.482","0.482","70.27027027","65.1734104","100","3.108425243","27.86666667","27.86666667","30.06666667","30.06666667","16.06666667","16.06666667","10.36141748","10.36141748","46.13333333","46.13333333"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00004","","","","3","11.1230946","1.715003","0.923799","2.2315791","3.383925","1","5","23","10","10","10","10","6","5","2.1927049","3","55.5162697","27.5552899","4","1","25.1021557","7","1","1","1.4","1.5","3.8","2.9","6.7","28","0.28","0.065217391","0.103571429","2.8","2.8","0.5","0.5","0.29","0.29","0.38","0.38","17.85714286","43.28358209","100","0.799103407","4.666666667","4.666666667","9.666666667","9.666666667","12.66666667","12.66666667","2.663678024","2.663678024","22.33333333","22.33333333"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00040","","","","3","8.7730885","1.587585","0.726755","1.365932","2.1438251","1","29","19","10","10","10","10","7","7","2.07391","1","67.0876312","33.3201581","3","1","14.2349567","7","1","1","10.34","0.94","6.06","11.28","17.34","48","0.356551724","0.049473684","0.235","4.8","4.8","2.9","2.9","1.128","1.128","0.606","0.606","60.41666667","65.05190311","100","3.758513834","34.46666667","34.46666667","37.6","37.6","20.2","20.2","12.52837945","12.52837945","57.8","57.8"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00041","","","","1","25.6071968","1.5098619","0.74242","1.381577","2.443491","1","20","34","10","10","10","10","6","9","2.7246151","1","67.2662201","36.51361558","1","3","13.3506813","6","1","1","4.82","1.86","9.42","6.68","16.1","54","0.241","0.054705882","0.123703704","5.4","5.4","2","2","0.668","0.668","0.942","0.942","37.03703704","41.49068323","100","2.439109521","16.06666667","16.06666667","22.26666667","22.26666667","31.4","31.4","8.130365069","8.130365069","53.66666667","53.66666667"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00042","","","","1","0","1.800862","0.893982","0.915147","1.746827","1","23","28","10","10","10","10","2","7","2.4326551","3","69.8907776","36.49373882","5","3","12.1790953","7","1","2","5.5","1.44","4.52","6.94","11.46","51","0.239130435","0.051428571","0.136078431","5.1","5.1","2.3","2.3","0.694","0.694","0.452","0.452","45.09803922","60.55846422","100","2.532665474","18.33333333","18.33333333","23.13333333","23.13333333","15.06666667","15.06666667","8.442218247","8.442218247","38.2","38.2"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00043","","","","3","2.2079563","1.660625","0.82589","1.993185","2.9251339","1","45","22","10","10","10","10","5","7","2.205687","3","64.0898056","32.96834561","2","3","15.5230455","7","1","1","9.5","1.2","5.74","10.7","16.44","67","0.211111111","0.054545455","0.159701493","6.7","6.7","4.5","4.5","1.07","1.07","0.574","0.574","67.1641791","65.08515815","100","3.52761298","31.66666667","31.66666667","35.66666667","35.66666667","19.13333333","19.13333333","11.75870993","11.75870993","54.8","54.8"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00044","","","","3","6.9174843","2.024591","0.918765","1.585204","2.4152751","1","18","31","10","10","10","10","6","8","2.7832069","1","62.9134521","33.75196232","3","3","14.2898417","7","1","1","3.72","1.54","3.98","5.26","9.24","49","0.206666667","0.049677419","0.107346939","4.9","4.9","1.8","1.8","0.526","0.526","0.398","0.398","36.73469388","56.92640693","100","1.775353218","12.4","12.4","17.53333333","17.53333333","13.26666667","13.26666667","5.91784406","5.91784406","30.8","30.8"
"","","GHP2017WAG-PT01","","","","","","","","","GHP2017WAG-PT01-00045","","","","3","14.2154961","1.879076","1.097636","1.497774","2.3523619","1","0","17","10","10","10","9","7","5","3.3598609","1","65.8201828","32.25488262","6","7","12.8814163","7","2","3","0","0.09","1.26","0.09","1.35","17","","0.005294118","0.005294118","1.7","1.7","0","0","0.009","0.009","0.126","0.126","0","6.666666667","100","0.029029394","0","0","0.3","0.3","4.2","4.2","0.096764648","0.096764648","4.5","4.5"
