"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Alcidodes sp. damage estimating 1-9|CO_331:0000806","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Dry weight of storage root samples measuring g|CO_331:0000247","Fresh weight of storage root samples measuring g|CO_331:0000243","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Millipede damage estimating 1-9|CO_331:0000805","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants planted per NET plot|CO_331:0000678","Number of plants with storage roots per NET plot|CO_331:0000211","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Reaction to Striped sweet potato weevil estimating 1-9|CO_331:0000720","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00023","","","","2","3.3","2.32","0.65","17.99","50.56","","","1","20","76","34","24","34","21","2","5","3.49","2","69.1","4","4","8.94","5","4","5","3.6","4","12","7.6","19.6","96","0.18","0.052631579","0.079166667","4","2.823529412","0.833333333","0.588235294","0.316666667","0.223529412","0.5","0.352941176","20.83333333","38.7755102","70.58823529","35.58148734","2.704193038","3.529411765","5","7.450980392","10.55555556","11.76470588","16.66666667","2.651169645","3.755823664","19.21568627","27.22222222"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00024","","","","1","","","","","","","","1","10","19","26","18","34","14","","","","2","","4","3","","2","8","9","1","0.5","1.5","1.5","3","29","0.1","0.026315789","0.051724138","1.611111111","0.852941176","0.555555556","0.294117647","0.083333333","0.044117647","0.083333333","0.044117647","34.48275862","50","52.94117647","","","0.980392157","1.851851852","1.470588235","2.777777778","1.470588235","2.777777778","","","2.941176471","5.555555556"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00025","","","","3","9.2","2.28","0.74","16.15","50.3","0.08","","1","15","43","33","27","34","25","6","2","2.77","4","65.65","4","4","14.04","4","6","6","2.1","2.1","4.5","4.2","8.7","58","0.14","0.048837209","0.072413793","2.148148148","1.705882353","0.555555556","0.441176471","0.155555556","0.123529412","0.166666667","0.132352941","25.86206897","48.27586207","79.41176471","32.10735586","1.348508946","2.058823529","2.592592593","4.117647059","5.185185185","4.411764706","5.555555556","1.322067594","1.66482586","8.529411765","10.74074074"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00026","","","","2","0.9","1.81","0.56","17.75","50.31","","","1","10","61","34","29","34","26","2","8","2.33","1","71.33","3","4","11.3","3","6","7","1.8","2.9","10","4.7","14.7","71","0.18","0.047540984","0.066197183","2.448275862","2.088235294","0.344827586","0.294117647","0.162068966","0.138235294","0.344827586","0.294117647","14.08450704","31.97278912","85.29411765","35.28125621","1.658219042","1.764705882","2.068965517","4.607843137","5.402298851","9.803921569","11.49425287","1.625704943","1.905998899","14.41176471","16.89655172"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00027","","","","3","2.38","2.73","0.55","19.42","50.7","0.34","","1","12","22","32","25","34","13","2","9","2.64","2","67.37","5","5","8.18","3","7","7","1.6","1.1","7","2.7","9.7","34","0.133333333","0.05","0.079411765","1.36","1","0.48","0.352941176","0.108","0.079411765","0.28","0.205882353","35.29411765","27.83505155","73.52941176","38.30374753","1.034201183","1.568627451","2.133333333","2.647058824","3.6","6.862745098","9.333333333","1.013922729","1.378934911","9.509803922","12.93333333"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00028","","","","4","","","","","","","","1","0","15","29","11","34","9","","","","4","","2","2","","1","9","9","0","0.6","0.5","0.6","1.1","15","","0.04","0.04","1.363636364","0.441176471","0","0","0.054545455","0.017647059","0.045454545","0.014705882","0","54.54545455","32.35294118","","","0","0","0.588235294","1.818181818","0.490196078","1.515151515","","","1.078431373","3.333333333"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00029","","","","2","1.9","2.27","0.94","18.24","50.63","0.32","","1","2","6","34","22","34","3","2","8","6.28","4","65.03","4","3","8.35","4","6","6","0.6","0.5","9.5","1.1","10.6","8","0.3","0.083333333","0.1375","0.363636364","0.235294118","0.090909091","0.058823529","0.05","0.032352941","0.431818182","0.279411765","25","10.37735849","64.70588235","36.0260715","0.396286786","0.588235294","0.909090909","1.078431373","1.666666667","9.31372549","14.39393939","0.388516457","0.600434525","10.39215686","16.06060606"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00003","","","","4","4.51","2.08","0.69","16.8","50.38","","","1","14","27","33","24","34","20","6","2","2.13","4","66.32","4","3","13.83","4","2","4","2","1.8","7","3.8","10.8","41","0.142857143","0.066666667","0.092682927","1.708333333","1.205882353","0.583333333","0.411764706","0.158333333","0.111764706","0.291666667","0.205882353","34.14634146","35.18518519","70.58823529","33.3465661","1.267169512","1.960784314","2.777777778","3.725490196","5.277777778","6.862745098","9.722222222","1.242323051","1.759957655","10.58823529","15"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00030","","","","2","2.33","1.83","0.62","20.57","50.67","","","1","18","25","34","22","34","17","1","6","1.88","1","73.89","5","6","7.17","6","3","4","3.5","1.4","15","4.9","19.9","43","0.194444444","0.056","0.113953488","1.954545455","1.264705882","0.818181818","0.529411765","0.222727273","0.144117647","0.681818182","0.441176471","41.86046512","24.62311558","64.70588235","40.59601342","1.989204658","3.431372549","5.303030303","4.803921569","7.424242424","14.70588235","22.72727273","1.950200645","3.013946451","19.50980392","30.15151515"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00031","","","","4","","","","","","","","1","0","52","34","27","34","19","","","","2","","3","2","","4","3","5","0","2.2","11.5","2.2","13.7","52","","0.042307692","0.042307692","1.925925926","1.529411765","0","0","0.081481481","0.064705882","0.425925926","0.338235294","0","16.05839416","79.41176471","","","0","0","2.156862745","2.716049383","11.2745098","14.19753086","","","13.43137255","16.91358025"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00032","","","","3","","","","","","","","1","8","23","34","20","34","13","","","","2","","2","2","","4","3","4","0.9","1.2","12","2.1","14.1","31","0.1125","0.052173913","0.067741935","1.55","0.911764706","0.4","0.235294118","0.105","0.061764706","0.6","0.352941176","25.80645161","14.89361702","58.82352941","","","0.882352941","1.5","2.058823529","3.5","11.76470588","20","","","13.82352941","23.5"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00033","","","","3","1.22","1.93","0.51","17.04","50.33","1.34","0.18","1","28","46","34","25","34","22","1","9","2.18","2","71.45","5","5","6.87","6","2","3","3","5.4","27","8.4","35.4","74","0.107142857","0.117391304","0.113513514","2.96","2.176470588","1.12","0.823529412","0.336","0.247058824","1.08","0.794117647","37.83783784","23.72881356","73.52941176","33.85654679","2.84394993","2.941176471","4","8.235294118","11.2","26.47058824","36","2.788186206","3.791933241","34.70588235","47.2"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00034","","","","2","0.72","2.77","0.96","18.38","50.17","","","1","16","31","21","14","34","14","2","9","6.01","3","68.88","4","4","10.17","5","4","5","2.8","1.8","6.5","4.6","11.1","47","0.175","0.058064516","0.09787234","3.357142857","1.382352941","1.142857143","0.470588235","0.328571429","0.135294118","0.464285714","0.191176471","34.04255319","41.44144144","41.17647059","36.63543951","1.685230217","2.745098039","6.666666667","4.509803922","10.95238095","6.37254902","15.47619048","1.652186488","4.012452898","10.88235294","26.42857143"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00035","","","","4","","","","","","","","1","9","10","27","13","34","12","","","","2","","5","4","","1","8","9","1.5","0.7","0.5","2.2","2.7","19","0.166666667","0.07","0.115789474","1.461538462","0.558823529","0.692307692","0.264705882","0.169230769","0.064705882","0.038461538","0.014705882","47.36842105","81.48148148","38.23529412","","","1.470588235","3.846153846","2.156862745","5.641025641","0.490196078","1.282051282","","","2.647058824","6.923076923"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00036","","","","3","","","","","","","","1","0","15","25","11","34","10","","","","2","","2","2","","1","8","9","0","0.9","0.5","0.9","1.4","15","","0.06","0.06","1.363636364","0.441176471","0","0","0.081818182","0.026470588","0.045454545","0.014705882","0","64.28571429","32.35294118","","","0","0","0.882352941","2.727272727","0.490196078","1.515151515","","","1.37254902","4.242424242"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00037","","","","3","0.56","2.18","0.69","17.62","50.29","0.07","","1","44","41","34","26","34","25","2","3","3.06","2","70.4","6","7","10.73","3","3","6","8.9","2.5","4","11.4","15.4","85","0.202272727","0.06097561","0.134117647","3.269230769","2.5","1.692307692","1.294117647","0.438461538","0.335294118","0.153846154","0.117647059","51.76470588","74.02597403","76.47058824","35.03678664","3.994193677","8.725490196","11.41025641","11.17647059","14.61538462","3.921568627","5.128205128","3.915876154","5.120761124","15.09803922","19.74358974"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00038","","","","2","10.02","2.06","0.55","16.34","50.45","0.25","","1","18","43","34","23","34","22","6","2","2.19","3","65.87","4","4","14.26","4","2","5","2.9","2.3","5","5.2","10.2","61","0.161111111","0.053488372","0.085245902","2.652173913","1.794117647","0.782608696","0.529411765","0.226086957","0.152941176","0.217391304","0.147058824","29.50819672","50.98039216","67.64705882","32.38850347","1.68420218","2.843137255","4.202898551","5.098039216","7.536231884","4.901960784","7.246376812","1.651178608","2.440872725","10","14.7826087"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00039","","","","1","5.13","2.24","0.79","15.17","50.03","0.38","","1","9","56","34","22","34","20","2","8","3.48","2","68.22","3","4","10.62","3","7","8","1.5","2.5","11","4","15","65","0.166666667","0.044642857","0.061538462","2.954545455","1.911764706","0.409090909","0.264705882","0.181818182","0.117647059","0.5","0.323529412","13.84615385","26.66666667","64.70588235","30.32180692","1.212872277","1.470588235","2.272727273","3.921568627","6.060606061","10.78431373","16.66666667","1.189090467","1.837685268","14.70588235","22.72727273"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00004","","","","3","2.65","1.86","0.46","17.9","50.01","0.24","","1","48","44","34","27","34","25","2","3","2.25","2","72.05","6","6","10.86","4","2","3","10.1","3.5","8","13.6","21.6","92","0.210416667","0.079545455","0.147826087","3.407407407","2.705882353","1.777777778","1.411764706","0.503703704","0.4","0.296296296","0.235294118","52.17391304","62.96296296","79.41176471","35.79284143","4.867826435","9.901960784","12.4691358","13.33333333","16.79012346","7.843137255","9.87654321","4.772378858","6.009662265","21.17647059","26.66666667"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00040","","","","2","0.04","2.47","0.87","19.34","50.83","","","1","2","27","34","23","34","8","1","6","5.33","1","67.54","5","5","12.62","5","3","5","0.6","1.5","6","2.1","8.1","29","0.3","0.055555556","0.072413793","1.260869565","0.852941176","0.086956522","0.058823529","0.091304348","0.061764706","0.260869565","0.176470588","6.896551724","25.92592593","67.64705882","38.04839662","0.799016329","0.588235294","0.869565217","2.058823529","3.043478261","5.882352941","8.695652174","0.783349342","1.15799468","7.941176471","11.73913043"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00041","","","","2","0.44","2.21","0.64","15.95","50.67","0.32","","1","20","45","34","24","34","18","2","8","3.92","2","67.78","6","8","10.67","5","2","5","6.5","3.8","11.5","10.3","21.8","65","0.325","0.084444444","0.158461538","2.708333333","1.911764706","0.833333333","0.588235294","0.429166667","0.302941176","0.479166667","0.338235294","30.76923077","47.24770642","70.58823529","31.47819222","3.242253799","6.37254902","9.027777778","10.09803922","14.30555556","11.2745098","15.97222222","3.178680195","4.503130277","21.37254902","30.27777778"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00042","","","","","","","","","","","","","0","0","34","25","34","0","","","","","","","","","6","4","5","0","0","13","0","13","0","","","","0","0","0","0","0","0","0.52","0.382352941","","0","73.52941176","","","0","0","0","0","12.74509804","17.33333333","","","12.74509804","17.33333333"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00005","","","","3","0.59","1.95","0.45","18.6","50.08","1.42","","1","30","53","34","26","34","26","1","9","2.01","3","71.46","6","5","7.51","6","4","4","5.7","4.1","23.5","9.8","33.3","83","0.19","0.077358491","0.118072289","3.192307692","2.441176471","1.153846154","0.882352941","0.376923077","0.288235294","0.903846154","0.691176471","36.14457831","29.42942943","76.47058824","37.14057508","3.639776358","5.588235294","7.307692308","9.607843137","12.56410256","23.03921569","30.12820513","3.568408194","4.666379946","32.64705882","42.69230769"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00006","","","","2","2.74","2.14","0.69","20.1","50.66","","","1","17","23","34","24","34","19","1","6","2.27","3","71","5","6","7.61","7","3","4","3.4","1.6","20","5","25","40","0.2","0.069565217","0.125","1.666666667","1.176470588","0.708333333","0.5","0.208333333","0.147058824","0.833333333","0.588235294","42.5","20","70.58823529","39.67627319","1.98381366","3.333333333","4.722222222","4.901960784","6.944444444","19.60784314","27.77777778","1.944915353","2.75529675","24.50980392","34.72222222"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00007","","","","3","4.18","2.26","0.63","19.9","50.57","","","1","11","65","34","27","34","24","1","9","2.64","2","69.74","5","6","13.46","7","4","4","2.3","2.6","19","4.9","23.9","76","0.209090909","0.04","0.064473684","2.814814815","2.235294118","0.407407407","0.323529412","0.181481481","0.144117647","0.703703704","0.558823529","14.47368421","20.50209205","79.41176471","39.35139411","1.928218311","2.254901961","2.839506173","4.803921569","6.049382716","18.62745098","23.45679012","1.890410109","2.380516434","23.43137255","29.50617284"
"","","GHP2012OHW-AT01","","","","","","","","","GHP2012OHW-AT01-00008","","","","2","","","","","","","","1","0","35","32","23","34","4","","","","2","","3","1","","6","5","5","0","0.8","16","0.8","16.8","35","","0.022857143","0.022857143","1.52173913","1.029411765","0","0","0.034782609","0.023529412","0.695652174","0.470588235","0","4.761904762","67.64705882","","","0","0","0.784313725","1.15942029","15.68627451","23.1884058","","","16.47058824","24.34782609"
