"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Weight of vines per NET plot in kg|CO_331:0000227","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Total storage root weight per NET plot in kg|CO_331:0000237","Total storage roots yield computation tons per ha|CO_331:0000296","Commercial storage root yield tons per ha|CO_331:0000809","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in kg per plot|CO_331:0000683","Harvest index computing percent|CO_331:0000302","Storage root dry matter content computing percent|CO_331:0000297","Survival index computing percent|CO_331:0000301","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Percentage of commercial storage root|CO_331:0000682","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00011","","","","23","23","1","1","5","12","20","20","40","21.6","25","3.5","4","2","4","6.12","5","25.1","40.41867955","34.7826087","19.3236715","37.1","67.65498652","34","86.95652174","65","0.54","0.14","0.386153846","3.25","2.826086957","2","1.739130435","1.255","1.091304348","61.53846154","8.534","40","46.48148148","13.74235105","15.8037037","59.74235105","0.6","0.52173913","22.22222222","68.7037037"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00012","","","","23","21","1","2","6","27","21","21","20","18","33","8.2","5","4","3","11.03","5","26.2","42.1900161","28.98550725","43.47826087","53.2","49.2481203","30","91.30434783","53","0.9","0.248484848","0.494339623","2.523809524","2.304347826","0.952380952","0.869565217","1.247619048","1.139130435","37.73584906","7.86","31.74603175","46.20811287","12.65700483","13.86243386","85.66827697","1.285714286","1.173913043","47.61904762","93.82716049"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00013","","","","23","21","1","1","3","3.9","9","7","13","5","7","1.1","3","3","4","3.76","4","6.1","9.822866345","8.051529791","6.280193237","10","61","24","39.13043478","20","0.384615385","0.157142857","0.305","2.222222222","0.869565217","1.444444444","0.565217391","0.677777778","0.265217391","65","1.464","20.57613169","25.10288066","2.357487923","6.024691358","16.10305958","0.433333333","0.169565217","16.04938272","41.15226337"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00014","","","","23","23","1","1","6","12.2","23","12","10","4.1","22","2","4","4","5","7.76","5","6.1","9.822866345","6.602254428","19.64573269","18.3","33.33333333","26","100","32","0.41","0.090909091","0.190625","1.391304348","1.391304348","0.434782609","0.434782609","0.265217391","0.265217391","31.25","1.586","6.602254428","9.822866345","2.55394525","2.55394525","29.46859903","0.530434783","0.530434783","19.64573269","29.46859903"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00015","","","","23","23","1","3","6","24","23","23","27","10.5","37","7","4","3","2","7.23","5","17.5","28.18035427","16.90821256","38.647343","41.5","42.1686747","36","100","64","0.388888889","0.189189189","0.2734375","2.782608696","2.782608696","1.173913043","1.173913043","0.760869565","0.760869565","42.1875","6.3","16.90821256","28.18035427","10.14492754","10.14492754","66.82769726","1.043478261","1.043478261","38.647343","66.82769726"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00016","","","","23","23","1","3","7","24","23","23","30","16.5","42","5","5","5","4","4.92","5","21.5","34.6215781","26.57004831","38.647343","45.5","47.25274725","28","100","72","0.55","0.119047619","0.298611111","3.130434783","3.130434783","1.304347826","1.304347826","0.934782609","0.934782609","41.66666667","6.02","26.57004831","34.6215781","9.694041868","9.694041868","73.2689211","1.043478261","1.043478261","38.647343","73.2689211"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00017","","","","23","21","1","2","5","24.8","19","19","24","28.5","30","4.2","4","3","4","12.39","4","32.7","52.65700483","45.89371981","39.93558776","57.5","56.86956522","26","82.60869565","54","1.1875","0.14","0.605555556","2.842105263","2.347826087","1.263157895","1.043478261","1.721052632","1.42173913","44.44444444","8.502","55.55555556","63.74269006","13.69082126","16.57309942","92.59259259","1.305263158","1.07826087","48.34307992","112.08577"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00018","","","","23","22","1","1","5","6.3","22","20","9","4","71","6.9","3","3","1","1.74","5","10.9","17.55233494","6.441223833","10.14492754","17.2","63.37209302","34","95.65217391","80","0.444444444","0.097183099","0.13625","3.636363636","3.47826087","0.409090909","0.391304348","0.495454545","0.473913043","11.25","3.706","6.734006734","18.35016835","5.967793881","6.239057239","27.69726248","0.286363636","0.273913043","10.60606061","28.95622896"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00019","","","","23","21","1","2","7","16.4","21","21","24","14","54","9","5","5","1","4.92","5","23","37.03703704","22.54428341","26.40901771","39.4","58.37563452","30","91.30434783","78","0.583333333","0.166666667","0.294871795","3.714285714","3.391304348","1.142857143","1.043478261","1.095238095","1","30.76923077","6.9","24.69135802","40.5643739","11.11111111","12.16931217","63.44605475","0.780952381","0.713043478","28.92416226","69.48853616"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00020","","","","23","20","1","1","4","12.3","18","18","48","20.7","17","3","5","5","4","7.23","5","23.7","38.16425121","33.33333333","19.80676329","36","65.83333333","32","78.26086957","65","0.43125","0.176470588","0.364615385","3.611111111","2.826086957","2.666666667","2.086956522","1.316666667","1.030434783","73.84615385","7.584","42.59259259","48.7654321","12.21256039","15.60493827","57.97101449","0.683333333","0.534782609","25.30864198","74.07407407"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00021","","","","23","21","2","4","6","22","21","21","27","16","31","5.4","4","3","3","6.12","5","21.4","34.4605475","25.76489533","35.42673108","43.4","49.30875576","28","91.30434783","58","0.592592593","0.174193548","0.368965517","2.761904762","2.52173913","1.285714286","1.173913043","1.019047619","0.930434783","46.55172414","5.992","28.21869489","37.74250441","9.648953301","10.56790123","69.88727858","1.047619048","0.956521739","38.80070547","76.54320988"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00022","","","","23","20","1","1","4","7.3","20","14","15","5","25","7.4","3","2","2","1.5","4","12.4","19.96779388","8.051529791","11.75523349","19.7","62.94416244","30","86.95652174","40","0.333333333","0.296","0.31","2","1.739130435","0.75","0.652173913","0.62","0.539130435","37.5","3.72","9.259259259","22.96296296","5.990338164","6.888888889","31.72302738","0.365","0.317391304","13.51851852","36.48148148"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00023","","","","23","23","1","1","6","16","23","7","2","1","7","0.5","4","4","4","0.03","5","1.5","2.415458937","1.610305958","25.76489533","17.5","8.571428571","34","100","9","0.5","0.071428571","0.166666667","0.391304348","0.391304348","0.086956522","0.086956522","0.065217391","0.065217391","22.22222222","0.51","1.610305958","2.415458937","0.821256039","0.821256039","28.18035427","0.695652174","0.695652174","25.76489533","28.18035427"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00024","","","","23","21","4","7","3","5","21","20","29","14.8","25","2.2","3","3","3","12.39","5","17","27.37520129","23.83252818","8.051529791","22","77.27272727","24","91.30434783","54","0.510344828","0.088","0.314814815","2.571428571","2.347826087","1.380952381","1.260869565","0.80952381","0.739130435","53.7037037","4.08","26.10229277","29.98236332","6.570048309","7.195767196","35.42673108","0.238095238","0.217391304","8.818342152","38.80070547"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00025","","","","23","23","1","3","6","20.1","23","9","5","1","24","2","2","2","3","6.12","5","3","4.830917874","1.610305958","32.36714976","23.1","12.98701299","30","100","29","0.2","0.083333333","0.103448276","1.260869565","1.260869565","0.217391304","0.217391304","0.130434783","0.130434783","17.24137931","0.9","1.610305958","4.830917874","1.449275362","1.449275362","37.19806763","0.873913043","0.873913043","32.36714976","37.19806763"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00026","","","","23","22","1","3","5","11","22","22","23","18","15","5","3","2","2","11.03","3","23","37.03703704","28.98550725","17.71336554","34","67.64705882","24","95.65217391","38","0.782608696","0.333333333","0.605263158","1.727272727","1.652173913","1.045454545","1","1.045454545","1","60.52631579","5.52","30.3030303","38.72053872","8.888888889","9.292929293","54.75040258","0.5","0.47826087","18.51851852","57.23905724"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00027","","","","23","19","1","1","4","10","19","11","14","2.9","33","3","3","3","4","4.61","5","5.9","9.500805153","4.669887279","16.10305958","15.9","37.10691824","28","82.60869565","47","0.207142857","0.090909091","0.125531915","2.473684211","2.043478261","0.736842105","0.608695652","0.310526316","0.256521739","29.78723404","1.652","5.653021442","11.50097466","2.660225443","3.220272904","25.60386473","0.526315789","0.434782609","19.49317739","30.99415205"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00028","","","","23","18","1","1","6","21.5","15","15","12","9","18","9.7","3","2","3","7.76","3","18.7","30.11272142","14.49275362","34.6215781","40.2","46.51741294","32","65.2173913","30","0.75","0.538888889","0.623333333","2","1.304347826","0.8","0.52173913","1.246666667","0.813043478","40","5.984","22.22222222","46.17283951","9.636070853","14.77530864","64.73429952","1.433333333","0.934782609","53.08641975","99.25925926"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00029","","","","23","22","1","2","4","4.9","22","22","22","12","48","7.5","4","3","2","14.37","4","19.5","31.40096618","19.3236715","7.890499195","24.4","79.91803279","26","95.65217391","70","0.545454545","0.15625","0.278571429","3.181818182","3.043478261","1","0.956521739","0.886363636","0.847826087","31.42857143","5.07","20.2020202","32.82828283","8.164251208","8.535353535","39.29146538","0.222727273","0.213043478","8.249158249","41.07744108"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00030","","","","23","23","1","1","5","14.8","20","13","3","0.7","27","6.2","2","1","2","6.12","4","6.9","11.11111111","1.127214171","23.83252818","21.7","31.79723502","34","86.95652174","30","0.233333333","0.22962963","0.23","1.5","1.304347826","0.15","0.130434783","0.345","0.3","10","2.346","1.296296296","12.77777778","3.777777778","4.344444444","34.94363929","0.74","0.643478261","27.40740741","40.18518519"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00031","","","","23","21","1","3","5","8.6","21","21","30","34","19","2.4","4","3","3","7.23","4","36.4","58.61513688","54.75040258","13.84863124","45","80.88888889","22","91.30434783","49","1.133333333","0.126315789","0.742857143","2.333333333","2.130434783","1.428571429","1.304347826","1.733333333","1.582608696","61.2244898","8.008","59.96472663","64.19753086","12.89533011","14.12345679","72.46376812","0.40952381","0.373913043","15.1675485","79.36507937"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00032","","","","23","21","1","1","5","22.4","21","21","10","5","30","15.8","3","1","2","10.5","4","20.8","33.49436393","8.051529791","36.07085346","43.2","48.14814815","30","91.30434783","40","0.5","0.526666667","0.52","1.904761905","1.739130435","0.476190476","0.434782609","0.99047619","0.904347826","25","6.24","8.818342152","36.68430335","10.04830918","11.00529101","69.56521739","1.066666667","0.973913043","39.50617284","76.19047619"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00033","","","","23","20","1","1","6","37.4","15","3","1","0.2","10","0.4","1","1","5","1.76","3","0.6","0.966183575","0.322061192","60.22544283","38","1.578947368","30","65.2173913","11","0.2","0.04","0.054545455","0.733333333","0.47826087","0.066666667","0.043478261","0.04","0.026086957","9.090909091","0.18","0.49382716","1.481481481","0.289855072","0.444444444","61.19162641","2.493333333","1.626086957","92.34567901","93.82716049"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00034","","","","23","23","1","2","4","10.2","23","21","20","8","72","6","5","5","5","14.37","4","14","22.54428341","12.88244767","16.42512077","24.2","57.85123967","26","100","92","0.4","0.083333333","0.152173913","4","4","0.869565217","0.869565217","0.608695652","0.608695652","21.73913043","3.64","12.88244767","22.54428341","5.861513688","5.861513688","38.96940419","0.443478261","0.443478261","16.42512077","38.96940419"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00035","","","","23","20","1","2","4","5.5","16","16","18","9.1","26","3.9","3","3","3","10.5","4","13","20.93397746","14.65378422","8.85668277","18.5","70.27027027","28","69.56521739","44","0.505555556","0.15","0.295454545","2.75","1.913043478","1.125","0.782608696","0.8125","0.565217391","40.90909091","3.64","21.06481481","30.09259259","5.861513688","8.425925926","29.79066023","0.34375","0.239130435","12.73148148","42.82407407"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00036","","","","23","21","1","2","5","11.3","15","11","9","2.7","30","3.8","3","2","3","12.39","4","6.5","10.46698873","4.347826087","18.19645733","17.8","36.51685393","30","65.2173913","39","0.3","0.126666667","0.166666667","2.6","1.695652174","0.6","0.391304348","0.433333333","0.282608696","23.07692308","1.95","6.666666667","16.04938272","3.140096618","4.814814815","28.66344605","0.753333333","0.491304348","27.90123457","43.95061728"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00037","","","","23","20","1","2","5","14","16","16","12","10","24","4","4","4","3","0","5","14","22.54428341","16.10305958","22.54428341","28","50","36","69.56521739","36","0.833333333","0.166666667","0.388888889","2.25","1.565217391","0.75","0.52173913","0.875","0.608695652","33.33333333","5.04","23.14814815","32.40740741","8.115942029","11.66666667","45.08856683","0.875","0.608695652","32.40740741","64.81481481"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00038","","","","23","20","2","3","5","9.7","19","19","62","25","42","5.9","5","5","4","14.37","5","30.9","49.75845411","40.25764895","15.61996779","40.6","76.10837438","30","82.60869565","104","0.403225806","0.14047619","0.297115385","5.473684211","4.52173913","3.263157895","2.695652174","1.626315789","1.343478261","59.61538462","9.27","48.73294347","60.23391813","14.92753623","18.07017544","65.3784219","0.510526316","0.42173913","18.90838207","79.14230019"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00039","","","","23","22","1","2","6","18","20","15","15","5","25","4","3","3","5","11.03","5","9","14.49275362","8.051529791","28.98550725","27","33.33333333","26","86.95652174","40","0.333333333","0.16","0.225","2","1.739130435","0.75","0.652173913","0.45","0.391304348","37.5","2.34","9.259259259","16.66666667","3.768115942","4.333333333","43.47826087","0.9","0.782608696","33.33333333","50"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00040","","","","23","20","1","1","7","49","17","15","13","5.8","19","3","4","3","5","3.76","5","8.8","14.17069243","9.339774557","78.90499195","57.8","15.22491349","34","73.91304348","32","0.446153846","0.157894737","0.275","1.882352941","1.391304348","0.764705882","0.565217391","0.517647059","0.382608696","40.625","2.992","12.63616558","19.17211329","4.818035427","6.518518519","93.07568438","2.882352941","2.130434783","106.7538126","125.9259259"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00041","","","","23","19","1","3","4","2","19","8","10","2.9","30","1.9","4","4","4","7.76","5","4.8","7.729468599","4.669887279","3.220611916","6.8","70.58823529","26","82.60869565","40","0.29","0.063333333","0.12","2.105263158","1.739130435","0.526315789","0.434782609","0.252631579","0.208695652","25","1.248","5.653021442","9.356725146","2.009661836","2.432748538","10.95008052","0.105263158","0.086956522","3.898635478","13.25536062"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00042","","","","23","20","1","3","7","99","19","19","50","31","68","14","5","5","4","7.76","5","45","72.46376812","49.9194847","159.4202899","144","31.25","30","82.60869565","118","0.62","0.205882353","0.381355932","6.210526316","5.130434783","2.631578947","2.173913043","2.368421053","1.956521739","42.37288136","13.5","60.4288499","87.71929825","21.73913043","26.31578947","231.884058","5.210526316","4.304347826","192.9824561","280.7017544"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00043","","","","23","17","1","2","3","2","8","3","4","1.2","6","0.9","2","3","5","7.76","3","2.1","3.381642512","1.93236715","3.220611916","4.1","51.2195122","28","34.7826087","10","0.3","0.15","0.21","1.25","0.434782609","0.5","0.173913043","0.2625","0.091304348","40","0.588","5.555555556","9.722222222","0.946859903","2.722222222","6.602254428","0.25","0.086956522","9.259259259","18.98148148"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00044","","","","23","23","3","6","5","16.5","23","23","45","25","29","3.6","5","3","3","12.39","4","28.6","46.0547504","40.25764895","26.57004831","45.1","63.41463415","32","100","74","0.555555556","0.124137931","0.386486486","3.217391304","3.217391304","1.956521739","1.956521739","1.243478261","1.243478261","60.81081081","9.152","40.25764895","46.0547504","14.73752013","14.73752013","72.62479871","0.717391304","0.717391304","26.57004831","72.62479871"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00045","","","","23","22","1","3","5","12","22","22","35","21.1","30","4.7","4","3","3","12.39","3","25.8","41.54589372","33.97745572","19.3236715","37.8","68.25396825","26","95.65217391","65","0.602857143","0.156666667","0.396923077","2.954545455","2.826086957","1.590909091","1.52173913","1.172727273","1.12173913","53.84615385","6.708","35.52188552","43.43434343","10.80193237","11.29292929","60.86956522","0.545454545","0.52173913","20.2020202","63.63636364"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00046","","","","23","22","1","1","7","53","19","19","27","14.5","40","5.8","5","5","4","1.76","5","20.3","32.68921095","23.34943639","85.34621578","73.3","27.69440655","34","82.60869565","67","0.537037037","0.145","0.302985075","3.526315789","2.913043478","1.421052632","1.173913043","1.068421053","0.882608696","40.29850746","6.902","28.26510721","39.5711501","11.11433172","13.45419103","118.0354267","2.789473684","2.304347826","103.3138402","142.8849903"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00047","","","","23","13","1","1","3","1.2","3","2","3","0.6","8","0.4","1","1","4","10.5","4","1","1.610305958","0.966183575","1.93236715","2.2","45.45454545","30","13.04347826","11","0.2","0.05","0.090909091","3.666666667","0.47826087","1","0.130434783","0.333333333","0.043478261","27.27272727","0.3","7.407407407","12.34567901","0.483091787","3.703703704","3.542673108","0.4","0.052173913","14.81481481","27.16049383"
"","","MZP2009GUR-MT01","","","","","","","","","MZP2009ANG-MT01-00048","","","","23","23","3","6","4","6","23","23","30","17.1","40","4.2","4","3","3","11.03","3","21.3","34.29951691","27.53623188","9.661835749","27.3","78.02197802","28","100","70","0.57","0.105","0.304285714","3.043478261","3.043478261","1.304347826","1.304347826","0.926086957","0.926086957","42.85714286","5.964","27.53623188","34.29951691","9.603864734","9.603864734","43.96135266","0.260869565","0.260869565","9.661835749","43.96135266"
