"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00082","","","","26","12","1","1","4","12","12","11","14","3.2","1.5","5","3","3","1","50.2","14.4","1","9","7","3","3.79","1.64","1.65","25.514","6.12","58.32","5.13","7.56","6.76","4.7","9.7","25","0.290909091","0.107142857","0.188","2.083333333","0.961538462","0.916666667","0.423076923","0.391666667","0.180769231","0.416666667","0.192307692","44","48.45360825","46.15384615","28.68525896","1.348207171","4.558404558","9.87654321","6.695156695","14.50617284","7.122507123","15.43209877","1.920523036","4.161133245","13.81766382","29.9382716"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00083","","","","26","9","1","1","5","9","7","22","3","7.5","0.8","6","3","2","1","50.7","14.3","1","7","7","1","2.98","1.76","1.65","31.559","10.5","64.01","2.94","4.86","9.68","8.3","14.3","25","0.340909091","0.266666667","0.332","2.777777778","0.961538462","2.444444444","0.846153846","0.922222222","0.319230769","0.666666667","0.230769231","88","58.04195804","34.61538462","28.20512821","2.341025641","10.68376068","30.86419753","11.82336182","34.1563786","8.547008547","24.69135802","3.33479436","9.633850375","20.37037037","58.84773663"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00084","","","","26","22","1","1","7","22","10","14","12","3.5","1.8","29","5","5","1","","","","","","","","","","","","","","","","5.3","34.3","26","0.25","0.15","0.203846154","1.181818182","1","0.636363636","0.538461538","0.240909091","0.203846154","1.318181818","1.115384615","53.84615385","15.45189504","84.61538462","","","4.985754986","5.892255892","7.54985755","8.922558923","41.31054131","48.82154882","","","48.86039886","57.74410774"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00085","","","","26","13","1","1","6","13","2","0","3","0","0.1","8.5","6","7","1","","","","","","","","","","","","","","","","0.1","8.6","3","","0.033333333","0.033333333","0.230769231","0.115384615","0","0","0.007692308","0.003846154","0.653846154","0.326923077","0","1.162790698","50","","","0","0","0.142450142","0.284900285","12.10826211","24.21652422","","","12.25071225","24.5014245"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00086","","","","26","10","1","3","5","10","4","9","4","2","0.2","5","5","5","2","50.5","11.1","1","7","9","1","2.54","1.6","0.79","32.087","3.03","52.68","4.28","6.33","18.66","2.2","7.2","13","0.222222222","0.05","0.169230769","1.3","0.5","0.9","0.346153846","0.22","0.084615385","0.5","0.192307692","69.23076923","30.55555556","38.46153846","21.98019802","0.483564356","2.849002849","7.407407407","3.133903134","8.148148148","7.122507123","18.51851852","0.688838115","1.790979098","10.25641026","26.66666667"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00087","","","","26","13","1","1","6","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","","","","","","","","","","","",""
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00088","","","","26","17","1","1","8","17","8","9","19","1","0.1","25","7","7","1","34.7","11.3","1","9","9","1","3.95","1.63","1.06","19.863","3.03","64.82","2.02","3.22","9.37","1.1","26.1","28","0.111111111","0.005263158","0.039285714","1.647058824","1.076923077","0.529411765","0.346153846","0.064705882","0.042307692","1.470588235","0.961538462","32.14285714","4.214559387","65.38461538","32.5648415","0.358213256","1.424501425","2.178649237","1.566951567","2.396514161","35.61253561","54.46623094","0.510275294","0.780421038","37.17948718","56.8627451"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00089","","","","26","11","1","1","3","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.30769231","","","","","","","","","","","",""
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00090","","","","26","11","3","1","5","11","9","12","20","1.5","0.1","11","5","4","2","","","3","9","7","3","","","","","1.76","","","","","1.6","12.6","32","0.125","0.005","0.05","2.909090909","1.230769231","1.090909091","0.461538462","0.145454545","0.061538462","1","0.423076923","37.5","12.6984127","42.30769231","","","2.136752137","5.050505051","2.279202279","5.387205387","15.66951567","37.03703704","","","17.94871795","42.42424242"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00091","","","","26","9","3","1","2","9","1","11","2","0.4","2","1.8","6","6","1","50.5","14.7","3","7","9","1","3.14","1.47","1.51","10.238","3.96","62.01","4.25","6.43","8.89","2.4","4.2","13","0.036363636","1","0.184615385","1.444444444","0.5","1.222222222","0.423076923","0.266666667","0.092307692","0.2","0.069230769","84.61538462","57.14285714","34.61538462","29.10891089","0.698613861","0.56980057","1.646090535","3.418803419","9.87654321","2.564102564","7.407407407","0.995176441","2.874954162","5.982905983","17.28395062"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00092","","","","26","17","1","1","7","17","17","20","37","6","1.5","24","3","3","2","50.4","15.5","1","5","9","3","4.14","2.07","1.39","42.73","3.76","61.36","2.44","4.38","11.1","7.5","31.5","57","0.3","0.040540541","0.131578947","3.352941176","2.192307692","1.176470588","0.769230769","0.441176471","0.288461538","1.411764706","0.923076923","35.0877193","23.80952381","65.38461538","30.75396825","2.306547619","8.547008547","13.07189542","10.68376068","16.33986928","34.18803419","52.2875817","3.285680369","5.025158211","44.87179487","68.62745098"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00093","","","","26","19","1","1","7","19","3","0","13","0","0.4","30","3","5","1","","","3","7","9","1","","","","","1.76","","","","","0.4","30.4","13","","0.030769231","0.030769231","0.684210526","0.5","0","0","0.021052632","0.015384615","1.578947368","1.153846154","0","1.315789474","73.07692308","","","0","0","0.56980057","0.779727096","42.73504274","58.47953216","","","43.3048433","59.25925926"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00094","","","","26","18","1","2","5","18","6","15","17","3","0.2","7","3","3","4","46.7","12.6","1","7","7","1","3.37","1.74","1.07","53.868","","58.64","3.3","5.25","12.16","3.2","10.2","32","0.2","0.011764706","0.1","1.777777778","1.230769231","0.833333333","0.576923077","0.177777778","0.123076923","0.388888889","0.269230769","46.875","31.37254902","69.23076923","26.98072805","0.863383298","4.273504274","6.172839506","4.558404558","6.58436214","9.971509972","14.40329218","1.229890737","1.776508843","14.52991453","20.98765432"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00095","","","","26","19","1","1","6","19","19","33","67","9.5","4.6","16.5","7","5","2","50.3","13.5","1","7","7","1","5.48","2.5","1.85","60.216","12.39","46.1","3.47","4.51","24.24","14.1","30.6","100","0.287878788","0.068656716","0.141","5.263157895","3.846153846","1.736842105","1.269230769","0.742105263","0.542307692","0.868421053","0.634615385","33","46.07843137","73.07692308","26.8389662","3.784294235","13.53276353","18.51851852","20.08547009","27.48538012","23.5042735","32.16374269","5.390732528","7.37679188","43.58974359","59.64912281"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00096","","","","26","14","1","1","5","14","5","6","6","1","0.5","2.5","2","5","1","","","1","7","7","1","","","","","3.03","","","","","1.5","4","12","0.166666667","0.083333333","0.125","0.857142857","0.461538462","0.428571429","0.230769231","0.107142857","0.057692308","0.178571429","0.096153846","50","37.5","53.84615385","","","1.424501425","2.645502646","2.136752137","3.968253968","3.561253561","6.613756614","","","5.698005698","10.58201058"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00097","","","","26","16","","","7","16","10","13","11","2.4","0.5","17.5","5","4","1","51","14.8","1","9","9","1","3.4","1.76","1.2","51.902","7.23","61.13","3.08","4.84","11.12","2.9","20.4","24","0.184615385","0.045454545","0.120833333","1.5","0.923076923","0.8125","0.5","0.18125","0.111538462","1.09375","0.673076923","54.16666667","14.21568627","61.53846154","29.01960784","0.841568627","3.418803419","5.555555556","4.131054131","6.712962963","24.92877493","40.50925926","1.198815709","1.948075527","29.05982906","47.22222222"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00098","","","","26","3","1","1","1","3","0","0","0","0","0","0.5","","","","","","","","","","","","","","","","","","","0","0.5","0","","","","0","0","0","0","0","0","0.166666667","0.019230769","","0","11.53846154","","","0","0","0","0","0.712250712","6.172839506","","","0.712250712","6.172839506"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00099","","","","26","14","1","1","4","14","10","22","21","3.2","1.5","14","6","5","2","49.7","13.8","1","5","5","5","5.62","2.12","1.14","23.816","6.12","63.25","2.34","4.11","8.33","4.7","18.7","43","0.145454545","0.071428571","0.109302326","3.071428571","1.653846154","1.571428571","0.846153846","0.335714286","0.180769231","1","0.538461538","51.1627907","25.13368984","53.84615385","27.7665996","1.305030181","4.558404558","8.465608466","6.695156695","12.43386243","19.94301994","37.03703704","1.859017352","3.452460797","26.63817664","49.47089947"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00100","","","","26","14","1","1","6","14","12","20","49","4.5","2.5","26","7","8","1","50.1","14","1","7","7","3","5.36","2.16","1.3","33.213","12.39","62.83","2.43","4.09","8.16","7","33","69","0.225","0.051020408","0.101449275","4.928571429","2.653846154","1.428571429","0.769230769","0.5","0.269230769","1.857142857","1","28.98550725","21.21212121","53.84615385","27.94411178","1.956087824","6.41025641","11.9047619","9.971509972","18.51851852","37.03703704","68.78306878","2.786449892","5.174835514","47.00854701","87.3015873"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00101","","","","26","17","1","1","5","17","7","0","20","0","1","17.5","4","4","1","28","9.6","1","7","7","3","3.33","1.76","1.38","31.05","6.12","60.9","2.97","4.93","7.55","1","18.5","20","","0.05","0.05","1.176470588","0.769230769","0","0","0.058823529","0.038461538","1.029411765","0.673076923","0","5.405405405","65.38461538","34.28571429","0.342857143","0","0","1.424501425","2.178649237","24.92877493","38.12636166","0.488400488","0.746965453","26.35327635","40.30501089"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00102","","","","26","17","1","1","4","17","4","8","7","2","0.2","6","4","5","1","50.6","10.7","3","9","7","1","5.37","2.15","1.22","23.379","12.39","55.95","6.03","8.73","6.95","2.2","8.2","15","0.25","0.028571429","0.146666667","0.882352941","0.576923077","0.470588235","0.307692308","0.129411765","0.084615385","0.352941176","0.230769231","53.33333333","26.82926829","65.38461538","21.14624506","0.465217391","2.849002849","4.357298475","3.133903134","4.793028322","8.547008547","13.07189542","0.662702837","1.013545515","11.68091168","17.86492375"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00103","","","","26","13","1","1","3","13","3","0","11","0","0.2","8.5","3","5","2","","","1","7","5","3","","","","","","","","","","0.2","8.7","11","","0.018181818","0.018181818","0.846153846","0.423076923","0","0","0.015384615","0.007692308","0.653846154","0.326923077","0","2.298850575","50","","","0","0","0.284900285","0.56980057","12.10826211","24.21652422","","","12.39316239","24.78632479"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00104","","","","26","16","1","1","6","16","14","25","41","5","1.5","45","4","5","1","50.3","13.1","1","7","5","1","5.89","2.46","1.12","45.316","14.37","59.34","2.63","4.61","9.77","6.5","51.5","66","0.2","0.036585366","0.098484848","4.125","2.538461538","1.5625","0.961538462","0.40625","0.25","2.8125","1.730769231","37.87878788","12.62135922","61.53846154","26.04373757","1.692842942","7.122507123","11.57407407","9.259259259","15.0462963","64.1025641","104.1666667","2.411457183","3.918617922","73.36182336","119.212963"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00105","","","","26","10","1","1","4","10","0","0","0","0","0","3.2","","","","","","","","","","","","","","","","","","","0","3.2","0","","","","0","0","0","0","0","0","0.32","0.123076923","","0","38.46153846","","","0","0","0","0","4.558404558","11.85185185","","","4.558404558","11.85185185"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00106","","","","26","","1","1","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00107","","","","26","19","1","1","5","19","11","14","20","2","1.2","26.5","3","3","1","50.8","16.7","1","7","9","1","3.54","1.6","1.19","30.379","6.12","66.33","2.18","3.75","7.37","3.2","29.7","34","0.142857143","0.06","0.094117647","1.789473684","1.307692308","0.736842105","0.538461538","0.168421053","0.123076923","1.394736842","1.019230769","41.17647059","10.77441077","73.07692308","32.87401575","1.051968504","2.849002849","3.898635478","4.558404558","6.237816764","37.74928775","51.65692008","1.498530632","2.050620865","42.30769231","57.89473684"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00108","","","","26","19","1","5","4","19","19","3","20","0.2","0.2","12.2","7","8","1","50.3","12.3","1","7","5","3","2.65","1.84","1.21","46.713","14.37","54.69","5.65","8.39","9.92","0.4","12.6","23","0.066666667","0.01","0.017391304","1.210526316","0.884615385","0.157894737","0.115384615","0.021052632","0.015384615","0.642105263","0.469230769","13.04347826","3.174603175","73.07692308","24.45328032","0.097813121","0.284900285","0.389863548","0.56980057","0.779727096","17.37891738","23.78167641","0.139334931","0.190668852","17.94871795","24.56140351"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00109","","","","26","2","1","4","1","2","0","0","0","0","0","0.2","","","","","","","","","","","","","","","","","","","0","0.2","0","","","","0","0","0","0","0","0","0.1","0.007692308","","0","7.692307692","","","0","0","0","0","0.284900285","3.703703704","","","0.284900285","3.703703704"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00110","","","","26","17","3","1","5","17","4","7","13","0.5","0.5","36","4","6","1","","","1","3","9","7","","","","","","","","","","1","37","20","0.071428571","0.038461538","0.05","1.176470588","0.769230769","0.411764706","0.269230769","0.058823529","0.038461538","2.117647059","1.384615385","35","2.702702703","65.38461538","","","0.712250712","1.089324619","1.424501425","2.178649237","51.28205128","78.43137255","","","52.70655271","80.61002179"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00111","","","","26","18","1","1","7","18","9","0","16","0","3","12.5","6","5","2","50.6","10.3","1","5","9","5","4.52","2.1","1.27","32.173","7.76","50.18","5.21","7.7","15.07","3","15.5","16","","0.1875","0.1875","0.888888889","0.615384615","0","0","0.166666667","0.115384615","0.694444444","0.480769231","0","19.35483871","69.23076923","20.35573123","0.610671937","0","0","4.273504274","6.172839506","17.80626781","25.72016461","0.869903044","1.256526619","22.07977208","31.89300412"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00112","","","","26","17","1","1","7","17","17","34","29","8.5","1.5","21","3","5","1","","","1","5","5","5","","","","","3.03","","","","","10","31","63","0.25","0.051724138","0.158730159","3.705882353","2.423076923","2","1.307692308","0.588235294","0.384615385","1.235294118","0.807692308","53.96825397","32.25806452","65.38461538","","","12.10826211","18.51851852","14.24501425","21.78649237","29.91452991","45.75163399","","","44.15954416","67.53812636"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00113","","","","26","18","1","3","6","18","13","12","26","1.8","0.8","4.5","6","5","2","50.6","14.1","1","7","7","3","2.63","1.51","0.98","23.76","3.03","62.34","3.95","6.02","9.3","2.6","7.1","38","0.15","0.030769231","0.068421053","2.111111111","1.461538462","0.666666667","0.461538462","0.144444444","0.1","0.25","0.173076923","31.57894737","36.61971831","69.23076923","27.86561265","0.724505929","2.564102564","3.703703704","3.703703704","5.349794239","6.41025641","9.259259259","1.032059728","1.49075294","10.11396011","14.6090535"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00114","","","","26","13","1","1","7","13","13","33","30","9","1.8","34","6","4","3","50.8","11.9","1","7","7","3","2.34","1.41","1.25","44.484","12.39","57.52","5.43","7.71","10.58","10.8","44.8","63","0.272727273","0.06","0.171428571","4.846153846","2.423076923","2.538461538","1.269230769","0.830769231","0.415384615","2.615384615","1.307692308","52.38095238","24.10714286","50","23.42519685","2.52992126","12.82051282","25.64102564","15.38461538","30.76923077","48.43304843","96.86609687","3.603876439","7.207752877","63.81766382","127.6353276"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00115","","","","26","17","1","5","6","17","17","15","22","2.6","1.8","30","5","5","1","","","3","5","9","3","","","","","","","","","","4.4","34.4","37","0.173333333","0.081818182","0.118918919","2.176470588","1.423076923","0.882352941","0.576923077","0.258823529","0.169230769","1.764705882","1.153846154","40.54054054","12.79069767","65.38461538","","","3.703703704","5.664488017","6.267806268","9.586056645","42.73504274","65.35947712","","","49.002849","74.94553377"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00116","","","","26","8","1","1","2","8","3","3","2","0.5","0.1","4","3","3","1","51","12.9","1","7","9","3","2.43","1.64","0.89","32.127","1.76","57.9","6.21","8.79","7.78","0.6","4.6","5","0.166666667","0.05","0.12","0.625","0.192307692","0.375","0.115384615","0.075","0.023076923","0.5","0.153846154","60","13.04347826","30.76923077","25.29411765","0.151764706","0.712250712","2.314814815","0.854700855","2.777777778","5.698005698","18.51851852","0.21618904","0.702614379","6.552706553","21.2962963"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00117","","","","26","11","1","1","5","11","5","13","15","4","1.5","14","4","4","1","49.9","13.6","1","9","7","1","2.3","1.52","1.02","28.432","6.12","62.6","3.71","5.35","7.32","5.5","19.5","28","0.307692308","0.1","0.196428571","2.545454545","1.076923077","1.181818182","0.5","0.5","0.211538462","1.272727273","0.538461538","46.42857143","28.20512821","42.30769231","27.25450902","1.498997996","5.698005698","13.46801347","7.834757835","18.51851852","19.94301994","47.13804714","2.135324781","5.0471313","27.77777778","65.65656566"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00118","","","","26","17","1","1","9","17","15","12","15","3","0.6","38","3","5","1","50.9","18.3","1","5","9","3","3.27","1.17","1.02","4.929","0.12","70.83","1.86","3.31","4.09","3.6","41.6","27","0.25","0.04","0.133333333","1.588235294","1.038461538","0.705882353","0.461538462","0.211764706","0.138461538","2.235294118","1.461538462","44.44444444","8.653846154","65.38461538","35.95284872","1.294302554","4.273504274","6.535947712","5.128205128","7.843137255","54.13105413","82.78867102","1.843735832","2.819831272","59.25925926","90.63180828"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00119","","","","26","15","1","1","7","15","15","43","59","7.5","5.4","16","2","4","4","50","15.9","1","5","9","5","3.07","1.46","1.14","25.307","7.76","69.4","2.24","3.99","4.07","12.9","28.9","102","0.174418605","0.091525424","0.126470588","6.8","3.923076923","2.866666667","1.653846154","0.86","0.496153846","1.066666667","0.615384615","42.15686275","44.6366782","57.69230769","31.8","4.1022","10.68376068","18.51851852","18.37606838","31.85185185","22.79202279","39.50617284","5.843589744","10.12888889","41.16809117","71.35802469"
"","","MZP2012UMB-PT01","","","","","","","","","MZP2012UMB-PT01-00120","","","","26","14","1","3","8","14","14","50","105","9","4.5","24","3","3","1","48.4","15.9","1","7","9","3","5.29","1.71","1.15","0.254","0","64.52","1.69","3.97","10.71","13.5","37.5","155","0.18","0.042857143","0.087096774","11.07142857","5.961538462","3.571428571","1.923076923","0.964285714","0.519230769","1.714285714","0.923076923","32.25806452","36","53.84615385","32.85123967","4.434917355","12.82051282","23.80952381","19.23076923","35.71428571","34.18803419","63.49206349","6.31754609","11.7325856","53.41880342","99.20634921"
