"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Weight of vines per NET plot in kg|CO_331:0000227","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00011","","","","39","","1","1","9","53","28","24","35","45","5","2","4","5","5","0.02","5","3","4","3","7","60","80","0.142857143","0.044444444","0.0875","2.857142857","2.051282051","1.25","0.897435897","0.25","0.179487179","1.892857143","1.358974359","43.75","11.66666667","71.79487179","4.748338082","6.613756614","6.647673314","9.259259259","50.33238367","70.10582011","56.98005698","79.36507937"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00012","","","","39","","1","1","7","25","22","12","14","16","4","1.5","4","4","5","0","5","3","3","3","5.5","30.5","30","0.285714286","0.09375","0.183333333","1.363636364","0.769230769","0.636363636","0.358974359","0.25","0.141025641","1.136363636","0.641025641","46.66666667","18.03278689","56.41025641","3.798670465","6.734006734","5.22317189","9.259259259","23.74169041","42.08754209","28.9648623","51.34680135"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00013","","","","39","","1","1","8","24","25","20","25","10","4","0.8","4","4","5","0.02","4","4","4","3","4.8","28.8","35","0.16","0.08","0.137142857","1.4","0.897435897","1","0.641025641","0.192","0.123076923","0.96","0.615384615","71.42857143","16.66666667","64.1025641","3.798670465","5.925925926","4.558404558","7.111111111","22.79202279","35.55555556","27.35042735","42.66666667"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00014","","","","39","","1","1","9","17","31","22","24","80","4","4.2","4","3","5","4.92","5","2","4","4","8.2","25.2","104","0.166666667","0.0525","0.078846154","3.35483871","2.666666667","0.774193548","0.615384615","0.264516129","0.21025641","0.548387097","0.435897436","23.07692308","32.53968254","79.48717949","3.798670465","4.778972521","7.787274454","9.796893668","16.14434948","20.31063321","23.93162393","30.10752688"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00015","","","","39","","1","1","9","26","27","12","12","28","1","0.2","4","4","5","7.76","","","","","1.2","27.2","40","0.083333333","0.007142857","0.03","1.481481481","1.025641026","0.444444444","0.307692308","0.044444444","0.030769231","0.962962963","0.666666667","30","4.411764706","69.23076923","0.949667616","1.371742112","1.13960114","1.646090535","24.69135802","35.66529492","25.83095916","37.31138546"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00016","","","","39","","1","1","9","25","33","27","88","80","23","4","4","4","4","10.5","5","3","4","3","27","52","168","0.261363636","0.05","0.160714286","5.090909091","4.307692308","2.666666667","2.256410256","0.818181818","0.692307692","0.757575758","0.641025641","52.38095238","51.92307692","84.61538462","21.84235518","25.81369248","25.64102564","30.3030303","23.74169041","28.05836139","49.38271605","58.36139169"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00017","","","","39","","1","1","9","30","34","34","140","33","31","5.5","4","4","5","7.76","","","","","36.5","66.5","173","0.221428571","0.166666667","0.210982659","5.088235294","4.435897436","4.117647059","3.58974359","1.073529412","0.935897436","0.882352941","0.769230769","80.92485549","54.88721805","87.17948718","29.43969611","33.76906318","34.662868","39.76034858","28.49002849","32.67973856","63.15289649","72.44008715"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00018","","","","39","","1","1","9","25","30","28","46","45","10","3","4","4","5","7.76","","","","","13","38","91","0.217391304","0.066666667","0.142857143","3.033333333","2.333333333","1.533333333","1.179487179","0.433333333","0.333333333","0.833333333","0.641025641","50.54945055","34.21052632","76.92307692","9.496676163","12.34567901","12.34567901","16.04938272","23.74169041","30.86419753","36.08736942","46.91358025"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00019","","","","39","","1","1","6","13","28","24","39","30","5.5","1.5","4","4","5","3.03","5","3","3","3","7","20","69","0.141025641","0.05","0.101449275","2.464285714","1.769230769","1.392857143","1","0.25","0.179487179","0.464285714","0.333333333","56.52173913","35","71.79487179","5.22317189","7.275132275","6.647673314","9.259259259","12.34567901","17.1957672","18.99335233","26.45502646"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00020","","","","39","","1","1","9","25","30","30","43","40","12","2","4","5","5","6.12","4","2","4","4","14","39","83","0.279069767","0.05","0.168674699","2.766666667","2.128205128","1.433333333","1.102564103","0.466666667","0.358974359","0.833333333","0.641025641","51.80722892","35.8974359","76.92307692","11.3960114","14.81481481","13.29534663","17.28395062","23.74169041","30.86419753","37.03703704","48.14814815"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00021","","","","39","","1","1","9","19","28","16","34","58","8","5","4","5","4","1.65","5","2","4","4","13","32","92","0.235294118","0.086206897","0.141304348","3.285714286","2.358974359","1.214285714","0.871794872","0.464285714","0.333333333","0.678571429","0.487179487","36.95652174","40.625","71.79487179","7.597340931","10.58201058","12.34567901","17.1957672","18.04368471","25.13227513","30.38936372","42.32804233"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00022","","","","39","","1","1","9","32","30","10","9","7","3","1","3","3","5","0.02","","","","","4","36","16","0.333333333","0.142857143","0.25","0.533333333","0.41025641","0.3","0.230769231","0.133333333","0.102564103","1.066666667","0.820512821","56.25","11.11111111","76.92307692","2.849002849","3.703703704","3.798670465","4.938271605","30.38936372","39.50617284","34.18803419","44.44444444"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00023","","","","39","","1","1","9","28","32","20","36","38","9","2.2","4","4","5","14.37","5","2","4","4","11.2","39.2","74","0.25","0.057894737","0.151351351","2.3125","1.897435897","1.125","0.923076923","0.35","0.287179487","0.875","0.717948718","48.64864865","28.57142857","82.05128205","8.547008547","10.41666667","10.6362773","12.96296296","26.59069326","32.40740741","37.22697056","45.37037037"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00024","","","","39","","1","1","7","23","28","20","27","19","3","3","4","4","5","7.23","","","","","6","29","46","0.111111111","0.157894737","0.130434783","1.642857143","1.179487179","0.964285714","0.692307692","0.214285714","0.153846154","0.821428571","0.58974359","58.69565217","20.68965517","71.79487179","2.849002849","3.968253968","5.698005698","7.936507937","21.84235518","30.42328042","27.54036087","38.35978836"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00025","","","","39","","1","1","9","46","32","4","6","13","1","1.2","4","3","5","0.02","5","3","3","3","2.2","48.2","19","0.166666667","0.092307692","0.115789474","0.59375","0.487179487","0.1875","0.153846154","0.06875","0.056410256","1.4375","1.179487179","31.57894737","4.564315353","82.05128205","0.949667616","1.157407407","2.089268756","2.546296296","43.68471035","53.24074074","45.77397911","55.78703704"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00026","","","","39","","1","1","8","34","22","3","4","6","0.4","0.2","3","3","5","0.02","5","3","4","3","0.6","34.6","10","0.1","0.033333333","0.06","0.454545455","0.256410256","0.181818182","0.102564103","0.027272727","0.015384615","1.545454545","0.871794872","40","1.734104046","56.41025641","0.379867047","0.673400673","0.56980057","1.01010101","32.28869896","57.23905724","32.85849953","58.24915825"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00027","","","","39","","1","1","9","19","33","33","59","45","13","5","5","5","4","7.76","5","4","4","2","18","37","104","0.220338983","0.111111111","0.173076923","3.151515152","2.666666667","1.787878788","1.512820513","0.545454545","0.461538462","0.575757576","0.487179487","56.73076923","48.64864865","84.61538462","12.34567901","14.59034792","17.09401709","20.2020202","18.04368471","21.32435466","35.1377018","41.52637486"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00028","","","","39","","1","1","9","70","33","16","15","20","4","1.6","4","4","5","4.92","5","2","4","4","5.6","75.6","35","0.266666667","0.08","0.16","1.060606061","0.897435897","0.454545455","0.384615385","0.16969697","0.143589744","2.121212121","1.794871795","42.85714286","7.407407407","84.61538462","3.798670465","4.489337823","5.318138651","6.285072952","66.47673314","78.5634119","71.79487179","84.84848485"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00029","","","","39","","1","1","9","32","32","24","15","22","2","1","4","4","5","3.03","5","3","4","3","3","35","37","0.133333333","0.045454545","0.081081081","1.15625","0.948717949","0.46875","0.384615385","0.09375","0.076923077","1","0.820512821","40.54054054","8.571428571","82.05128205","1.899335233","2.314814815","2.849002849","3.472222222","30.38936372","37.03703704","33.23836657","40.50925926"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00030","","","","39","","1","1","9","21","31","16","11","38","2","2","4","3","5","4.92","5","2","4","4","4","25","49","0.181818182","0.052631579","0.081632653","1.580645161","1.256410256","0.35483871","0.282051282","0.129032258","0.102564103","0.677419355","0.538461538","22.44897959","16","79.48717949","1.899335233","2.38948626","3.798670465","4.778972521","19.94301994","25.08960573","23.74169041","29.86857826"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00031","","","","39","","1","1","9","27","30","18","18","33","1.5","1.5","3","3","5","1.65","5","3","4","4","3","30","51","0.083333333","0.045454545","0.058823529","1.7","1.307692308","0.6","0.461538462","0.1","0.076923077","0.9","0.692307692","35.29411765","10","76.92307692","1.424501425","1.851851852","2.849002849","3.703703704","25.64102564","33.33333333","28.49002849","37.03703704"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00032","","","","39","","1","1","8","26","33","25","36","96","5","4","5","3","5","14.37","5","4","4","3","9","35","132","0.138888889","0.041666667","0.068181818","4","3.384615385","1.090909091","0.923076923","0.272727273","0.230769231","0.787878788","0.666666667","27.27272727","25.71428571","84.61538462","4.748338082","5.611672278","8.547008547","10.1010101","24.69135802","29.18069585","33.23836657","39.28170595"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00033","","","","39","","1","1","9","38","36","28","34","31","5","2","4","3","5","0.02","4","3","4","4","7","45","65","0.147058824","0.064516129","0.107692308","1.805555556","1.666666667","0.944444444","0.871794872","0.194444444","0.179487179","1.055555556","0.974358974","52.30769231","15.55555556","92.30769231","4.748338082","5.144032922","6.647673314","7.201646091","36.08736942","39.09465021","42.73504274","46.2962963"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00034","","","","39","","1","1","9","16","27","27","60","128","15","10","5","5","4","0.02","5","2","4","4","25","41","188","0.25","0.078125","0.132978723","6.962962963","4.820512821","2.222222222","1.538461538","0.925925926","0.641025641","0.592592593","0.41025641","31.91489362","60.97560976","69.23076923","14.24501425","20.57613169","23.74169041","34.29355281","15.19468186","21.9478738","38.93637227","56.24142661"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00035","","","","39","","1","1","9","27","29","17","33","34","4","2","4","4","4","0.02","5","3","3","3","6","33","67","0.121212121","0.058823529","0.089552239","2.310344828","1.717948718","1.137931034","0.846153846","0.206896552","0.153846154","0.931034483","0.692307692","49.25373134","18.18181818","74.35897436","3.798670465","5.108556833","5.698005698","7.662835249","25.64102564","34.48275862","31.33903134","42.14559387"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00036","","","","39","","1","1","9","28","30","8","4","10","2","2","4","4","5","14.37","5","3","3","3","4","32","14","0.5","0.2","0.285714286","0.466666667","0.358974359","0.133333333","0.102564103","0.133333333","0.102564103","0.933333333","0.717948718","28.57142857","12.5","76.92307692","1.899335233","2.469135802","3.798670465","4.938271605","26.59069326","34.56790123","30.38936372","39.50617284"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00037","","","","39","","1","3","8","10","28","17","15","36","2.5","3","4","4","5","0.02","5","4","4","3","5.5","15.5","51","0.166666667","0.083333333","0.107843137","1.821428571","1.307692308","0.535714286","0.384615385","0.196428571","0.141025641","0.357142857","0.256410256","29.41176471","35.48387097","71.79487179","2.374169041","3.306878307","5.22317189","7.275132275","9.496676163","13.22751323","14.71984805","20.5026455"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00038","","","","39","","1","1","9","15","26","18","21","54","5","3","4","4","5","3.03","5","2","4","4","8","23","75","0.238095238","0.055555556","0.106666667","2.884615385","1.923076923","0.807692308","0.538461538","0.307692308","0.205128205","0.576923077","0.384615385","28","34.7826087","66.66666667","4.748338082","7.122507123","7.597340931","11.3960114","14.24501425","21.36752137","21.84235518","32.76353276"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00039","","","","39","","","","","0","0","0","0","0","0","0","","","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","","0","","0","","0",""
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00040","","","","39","","1","1","9","46","32","28","46","27","14","2.5","5","5","5","7.76","4","3","4","3","16.5","62.5","73","0.304347826","0.092592593","0.226027397","2.28125","1.871794872","1.4375","1.179487179","0.515625","0.423076923","1.4375","1.179487179","63.01369863","26.4","82.05128205","13.29534663","16.2037037","15.66951567","19.09722222","43.68471035","53.24074074","59.35422602","72.33796296"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00041","","","","39","","1","1","9","45","31","31","103","56","18","4.2","5","4","5","7.76","5","4","4","2","22.2","67.2","159","0.174757282","0.075","0.139622642","5.129032258","4.076923077","3.322580645","2.641025641","0.716129032","0.569230769","1.451612903","1.153846154","64.77987421","33.03571429","79.48717949","17.09401709","21.50537634","21.08262108","26.52329749","42.73504274","53.76344086","63.81766382","80.28673835"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00042","","","","39","","1","1","9","34","30","27","35","37","8","3","4","4","5","7.76","4","2","3","4","11","45","72","0.228571429","0.081081081","0.152777778","2.4","1.846153846","1.166666667","0.897435897","0.366666667","0.282051282","1.133333333","0.871794872","48.61111111","24.44444444","76.92307692","7.597340931","9.87654321","10.44634378","13.58024691","32.28869896","41.97530864","42.73504274","55.55555556"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00043","","","","39","","1","1","9","32","20","15","19","22","3","1.2","4","4","5","10.5","5","3","4","3","4.2","36.2","41","0.157894737","0.054545455","0.102439024","2.05","1.051282051","0.95","0.487179487","0.21","0.107692308","1.6","0.820512821","46.34146341","11.60220994","51.28205128","2.849002849","5.555555556","3.988603989","7.777777778","30.38936372","59.25925926","34.37796771","67.03703704"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00044","","","","39","","1","1","7","25","28","22","18","95","3.2","5","5","5","4","","4","3","4","4","8.2","33.2","113","0.177777778","0.052631579","0.072566372","4.035714286","2.897435897","0.642857143","0.461538462","0.292857143","0.21025641","0.892857143","0.641025641","15.92920354","24.69879518","71.79487179","3.038936372","4.232804233","7.787274454","10.84656085","23.74169041","33.06878307","31.52896486","43.91534392"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00045","","","","39","","1","1","7","16.5","35","26","50","78","11","3.6","5","5","4","","5","2","4","4","14.6","31.1","128","0.22","0.046153846","0.1140625","3.657142857","3.282051282","1.428571429","1.282051282","0.417142857","0.374358974","0.471428571","0.423076923","39.0625","46.94533762","89.74358974","10.44634378","11.64021164","13.8651472","15.44973545","15.66951567","17.46031746","29.53466287","32.91005291"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00046","","","","39","","1","1","9","35","26","12","6","41","1.8","1.5","4","4","5","","","","","","3.3","38.3","47","0.3","0.036585366","0.070212766","1.807692308","1.205128205","0.230769231","0.153846154","0.126923077","0.084615385","1.346153846","0.897435897","12.76595745","8.61618799","66.66666667","1.709401709","2.564102564","3.133903134","4.700854701","33.23836657","49.85754986","36.37226971","54.55840456"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00047","","","","39","","1","1","9","30","32","24","74","118","18","7.5","4","4","5","0.02","5","2","4","4","25.5","55.5","192","0.243243243","0.063559322","0.1328125","6","4.923076923","2.3125","1.897435897","0.796875","0.653846154","0.9375","0.769230769","38.54166667","45.94594595","82.05128205","17.09401709","20.83333333","24.21652422","29.51388889","28.49002849","34.72222222","52.70655271","64.23611111"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00048","","","","39","","1","1","9","30","27","20","25","44","5.2","4","5","4","5","7.23","","","","","9.2","39.2","69","0.208","0.090909091","0.133333333","2.555555556","1.769230769","0.925925926","0.641025641","0.340740741","0.235897436","1.111111111","0.769230769","36.23188406","23.46938776","69.23076923","4.938271605","7.133058985","8.73694207","12.62002743","28.49002849","41.15226337","37.22697056","53.77229081"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00049","","","","39","39","1","1","9","33","23","12","10","11","1.2","0.8","4","3","5","11.03","4","3","4","4","2","35","21","0.12","0.072727273","0.095238095","0.913043478","0.538461538","0.434782609","0.256410256","0.086956522","0.051282051","1.434782609","0.846153846","47.61904762","5.714285714","58.97435897","1.13960114","1.93236715","1.899335233","3.220611916","31.33903134","53.14009662","33.23836657","56.36070853"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00050","","","","39","36","1","1","8","18","31","27","44","35","4","3","3","3","5","0.02","5","2","4","4","7","25","79","0.090909091","0.085714286","0.088607595","2.548387097","2.025641026","1.419354839","1.128205128","0.225806452","0.179487179","0.580645161","0.461538462","55.69620253","28","79.48717949","3.798670465","4.778972521","6.647673314","8.363201912","17.09401709","21.50537634","23.74169041","29.86857826"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00051","","","","39","39","1","1","9","18","33","29","49","84","7","4","5","5","4","0.02","5","3","3","3","11","29","133","0.142857143","0.047619048","0.082706767","4.03030303","3.41025641","1.484848485","1.256410256","0.333333333","0.282051282","0.545454545","0.461538462","36.84210526","37.93103448","84.61538462","6.647673314","7.85634119","10.44634378","12.34567901","17.09401709","20.2020202","27.54036087","32.54769921"
"","","MZP2010CKE-AT02","","","","","","","","","MZP2010CKE-AT02-00052","","","","39","39","1","1","9","30","31","20","43","14","2.2","2","4","4","4","4.92","4","2","4","4","4.2","34.2","57","0.051162791","0.142857143","0.073684211","1.838709677","1.461538462","1.387096774","1.102564103","0.135483871","0.107692308","0.967741935","0.769230769","75.43859649","12.28070175","79.48717949","2.089268756","2.628434886","3.988603989","5.017921147","28.49002849","35.84229391","32.47863248","40.86021505"
