"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Weight of vines per NET plot in kg|CO_331:0000227","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00106","","","","23","23","1","1","9","4.2","14","14","5","23","0.6","1","3","3","4","3","2","4","4","1.6","5.8","28","0.12","0.043478261","0.057142857","2","1.217391304","0.357142857","0.217391304","0.114285714","0.069565217","0.3","0.182608696","17.85714286","27.5862069","60.86956522","0.966183575","1.587301587","2.576489533","4.232804233","6.763285024","11.11111111","9.339774557","15.34391534"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00107","","","","23","23","1","1","9","30","16","16","16","24","4","3","4","4","4","5","2","4","4","7","37","40","0.25","0.125","0.175","2.5","1.739130435","1","0.695652174","0.4375","0.304347826","1.875","1.304347826","40","18.91891892","69.56521739","6.441223833","9.259259259","11.27214171","16.2037037","48.30917874","69.44444444","59.58132045","85.64814815"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00108","","","","23","23","1","1","9","32","13","10","6","28","2","12","3","2","4","4","3","4","3","14","46","34","0.333333333","0.428571429","0.411764706","2.615384615","1.47826087","0.461538462","0.260869565","1.076923077","0.608695652","2.461538462","1.391304348","17.64705882","30.43478261","56.52173913","3.220611916","5.698005698","22.54428341","39.88603989","51.52979066","91.16809117","74.07407407","131.0541311"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00109","","","","23","23","1","1","9","40.2","13","13","29","13","8","8","3","2","4","5","2","4","4","16","56.2","42","0.275862069","0.615384615","0.380952381","3.230769231","1.826086957","2.230769231","1.260869565","1.230769231","0.695652174","3.092307692","1.747826087","69.04761905","28.46975089","56.52173913","12.88244767","22.79202279","25.76489533","45.58404558","64.73429952","114.5299145","90.49919485","160.1139601"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00110","","","","23","20","1","1","8","18.9","11","11","22","27","4","8","3","2","4","5","2","4","4","12","30.9","49","0.181818182","0.296296296","0.244897959","4.454545455","2.130434783","2","0.956521739","1.090909091","0.52173913","1.718181818","0.82173913","44.89795918","38.83495146","47.82608696","6.441223833","13.46801347","19.3236715","40.4040404","30.43478261","63.63636364","49.75845411","104.040404"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00111","","","","23","23","1","1","9","19.2","6","6","9","17","1","1","3","2","5","3","2","5","4","2","21.2","26","0.111111111","0.058823529","0.076923077","4.333333333","1.130434783","1.5","0.391304348","0.333333333","0.086956522","3.2","0.834782609","34.61538462","9.433962264","26.08695652","1.610305958","6.172839506","3.220611916","12.34567901","30.9178744","118.5185185","34.13848631","130.8641975"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00112","","","","23","20","1","1","9","35.4","15","15","1","4","1","0.2","3","3","4","5","2","4","4","1.2","36.6","5","1","0.05","0.24","0.333333333","0.217391304","0.066666667","0.043478261","0.08","0.052173913","2.36","1.539130435","20","3.278688525","65.2173913","1.610305958","2.469135802","1.93236715","2.962962963","57.00483092","87.40740741","58.93719807","90.37037037"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00113","","","","23","23","1","1","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00114","","","","23","23","1","1","9","17","6","6","8","14","1","1.5","4","4","4","5","2","4","5","2.5","19.5","22","0.125","0.107142857","0.113636364","3.666666667","0.956521739","1.333333333","0.347826087","0.416666667","0.108695652","2.833333333","0.739130435","36.36363636","12.82051282","26.08695652","1.610305958","6.172839506","4.025764895","15.43209877","27.37520129","104.9382716","31.40096618","120.3703704"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00115","","","","23","22","1","1","9","14.7","12","10","12","12","3","1","3","3","4","3","2","4","4","4","18.7","24","0.25","0.083333333","0.166666667","2","1.043478261","1","0.52173913","0.333333333","0.173913043","1.225","0.639130435","50","21.39037433","52.17391304","4.830917874","9.259259259","6.441223833","12.34567901","23.67149758","45.37037037","30.11272142","57.71604938"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00116","","","","23","23","1","1","9","27","13","8","10","10","1.5","1","4","3","4","5","2","3","4","2.5","29.5","20","0.15","0.1","0.125","1.538461538","0.869565217","0.769230769","0.434782609","0.192307692","0.108695652","2.076923077","1.173913043","50","8.474576271","56.52173913","2.415458937","4.273504274","4.025764895","7.122507123","43.47826087","76.92307692","47.50402576","84.04558405"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00117","","","","23","23","1","1","9","18","17","17","35","27","11","6","4","4","5","5","3","4","4","17","35","62","0.314285714","0.222222222","0.274193548","3.647058824","2.695652174","2.058823529","1.52173913","1","0.739130435","1.058823529","0.782608696","56.4516129","48.57142857","73.91304348","17.71336554","23.96514161","27.37520129","37.03703704","28.98550725","39.21568627","56.36070853","76.25272331"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00118","","","","23","23","1","1","9","34.8","15","15","48","19","9","2","3","2","5","5","2","4","4","11","45.8","67","0.1875","0.105263158","0.164179104","4.466666667","2.913043478","3.2","2.086956522","0.733333333","0.47826087","2.32","1.513043478","71.64179104","24.01746725","65.2173913","14.49275362","22.22222222","17.71336554","27.16049383","56.03864734","85.92592593","73.75201288","113.0864198"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00119","","","","23","21","1","1","8","18.3","15","15","5","15","0.4","2.2","4","3","5","5","2","3","4","2.6","20.9","20","0.08","0.146666667","0.13","1.333333333","0.869565217","0.333333333","0.217391304","0.173333333","0.113043478","1.22","0.795652174","25","12.44019139","65.2173913","0.644122383","0.987654321","4.186795491","6.419753086","29.46859903","45.18518519","33.65539452","51.60493827"
"","","MZP2010CKE-AT03","","","","","","","","","MZP2010CKE-AT03-00120","","","","23","23","1","1","9","35.2","9","9","10","15","3","2","4","4","4","5","3","5","4","5","40.2","25","0.3","0.133333333","0.2","2.777777778","1.086956522","1.111111111","0.434782609","0.555555556","0.217391304","3.911111111","1.530434783","40","12.43781095","39.13043478","4.830917874","12.34567901","8.051529791","20.57613169","56.68276973","144.8559671","64.73429952","165.4320988"
