"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00083","","","","39","29","3","2","8","26","26","108","64","28","2.5","32","8","7","1","","","","","","","","","","","","","30.5","62.5","172","0.259259259","0.0390625","0.177325581","6.615384615","4.41025641","4.153846154","2.769230769","1.173076923","0.782051282","1.230769231","0.820512821","62.79069767","48.8","66.66666667","","","26.59069326","39.88603989","28.9648623","43.44729345","30.38936372","45.58404558","","","59.35422602","89.03133903"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00084","","","","39","26","2","2","8","26","26","63","82","11.5","3.8","39","6","7","1","50.1","9.6","3.95","2.24","1.71","261.67","203.97","57.11","37.3","4.09","6.74","28.94","15.3","54.3","145","0.182539683","0.046341463","0.105517241","5.576923077","3.717948718","2.423076923","1.615384615","0.588461538","0.392307692","1.5","1","43.44827586","28.17679558","66.66666667","19.16167665","2.931736527","10.92117759","16.38176638","14.52991453","21.79487179","37.03703704","55.55555556","2.784175239","4.176262859","51.56695157","77.35042735"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00085","","","","39","29","1","1","9","23","23","120","74","35","2.5","32","8","7","1","","","","","","","","","","","","","37.5","69.5","194","0.291666667","0.033783784","0.193298969","8.434782609","4.974358974","5.217391304","3.076923077","1.630434783","0.961538462","1.391304348","0.820512821","61.8556701","53.95683453","58.97435897","","","33.23836657","56.36070853","35.61253561","60.38647343","30.38936372","51.52979066","","","66.00189934","111.9162641"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00086","","","","39","29","1","1","8","18","18","140","138","35","5.5","58","8","7","2","50.3","11","3.14","1.71","1.48","284.09","167.16","32.74","43.36","4.6","7.94","25.34","40.5","98.5","278","0.25","0.039855072","0.145683453","15.44444444","7.128205128","7.777777778","3.58974359","2.25","1.038461538","3.222222222","1.487179487","50.35971223","41.11675127","46.15384615","21.86878728","8.856858847","33.23836657","72.01646091","38.46153846","83.33333333","55.08072175","119.3415638","8.411072029","18.2239894","93.54226021","202.6748971"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00087","","","","39","19","1","2","6","19","19","75","22","11","7","18","5","7","1","50.2","8.7","4.48","2.43","2.04","328.21","216.57","63.93","38.62","3.5","6.58","29.51","18","36","97","0.146666667","0.318181818","0.18556701","5.105263158","2.487179487","3.947368421","1.923076923","0.947368421","0.461538462","0.947368421","0.461538462","77.31958763","50","48.71794872","17.33067729","3.119521912","10.44634378","21.44249513","17.09401709","35.0877193","17.09401709","35.0877193","2.962508939","6.0809394","34.18803419","70.1754386"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00088","","","","39","30","1","1","7","18","17","21","9","7.5","0.5","23","7","6","1","50.8","19.5","2.68","1.02","1.27","168.72","68.19","","72.2","1.64","4.06","2.81","8","31","30","0.357142857","0.055555556","0.266666667","1.666666667","0.769230769","1.166666667","0.538461538","0.444444444","0.205128205","1.277777778","0.58974359","70","25.80645161","46.15384615","38.38582677","3.070866142","7.122507123","15.43209877","7.597340931","16.46090535","21.84235518","47.32510288","2.916302129","6.318654613","29.43969611","63.78600823"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00089","","","","39","22","1","1","7","22","19","45","35","11.5","2.2","25","7","7","1","50.5","11.8","2.95","1.8","1.34","188.99","116.04","19.8","55.2","4.51","7.28","13.25","13.7","38.7","80","0.255555556","0.062857143","0.17125","3.636363636","2.051282051","2.045454545","1.153846154","0.622727273","0.351282051","1.136363636","0.641025641","56.25","35.4005168","56.41025641","23.36633663","3.201188119","10.92117759","19.36026936","13.01044634","23.06397306","23.74169041","42.08754209","3.04006469","5.389205587","36.75213675","65.15151515"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00090","","","","39","26","1","1","7","26","26","170","78","37","6","18","7","7","1","","","","","","","","","","","","","43","61","248","0.217647059","0.076923077","0.173387097","9.538461538","6.358974359","6.538461538","4.358974359","1.653846154","1.102564103","0.692307692","0.461538462","68.5483871","70.49180328","66.66666667","","","35.1377018","52.70655271","40.8357075","61.25356125","17.09401709","25.64102564","","","57.9297246","86.89458689"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00091","","","","39","17","3","2","7","17","17","34","15","11.5","1","20","8","5","1","50.2","11.8","3.67","2.09","1.64","196.22","170.08","50.78","44.13","2.99","5.39","22.92","12.5","32.5","49","0.338235294","0.066666667","0.255102041","2.882352941","1.256410256","2","0.871794872","0.735294118","0.320512821","1.176470588","0.512820513","69.3877551","38.46153846","43.58974359","23.5059761","2.938247012","10.92117759","25.05446623","11.8708452","27.23311547","18.99335233","43.57298475","2.790358036","6.401409612","30.86419753","70.80610022"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00092","","","","39","22","1","1","5","18","18","29","9","8","1.2","3","7","6","1","50.1","14.3","3.39","1.46","1.3","144.79","66.69","4.6","64.48","2.17","3.86","8.97","9.2","12.2","38","0.275862069","0.133333333","0.242105263","2.111111111","0.974358974","1.611111111","0.743589744","0.511111111","0.235897436","0.166666667","0.076923077","76.31578947","75.40983607","46.15384615","28.54291417","2.625948104","7.597340931","16.46090535","8.73694207","18.93004115","2.849002849","6.172839506","2.493777876","5.403185399","11.58594492","25.10288066"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00093","","","","39","23","3","2","7","21","20","35","41","5.5","2","18","7","7","1","","","","","","","","","","","","","7.5","25.5","76","0.157142857","0.048780488","0.098684211","3.619047619","1.948717949","1.666666667","0.897435897","0.357142857","0.192307692","0.857142857","0.461538462","46.05263158","29.41176471","53.84615385","","","5.22317189","9.700176367","7.122507123","13.22751323","17.09401709","31.74603175","","","24.21652422","44.97354497"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00094","","","","39","20","5","2","5","20","18","56","40","8","2","14","6","7","1","","","","","","","","","","","","","10","24","96","0.142857143","0.05","0.104166667","4.8","2.461538462","2.8","1.435897436","0.5","0.256410256","0.7","0.358974359","58.33333333","41.66666667","51.28205128","","","7.597340931","14.81481481","9.496676163","18.51851852","13.29534663","25.92592593","","","22.79202279","44.44444444"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00095","","","","39","22","1","1","8","22","22","40","68","4.5","2.5","37","6","8","1","","","","","","","","","","","","","7","44","108","0.1125","0.036764706","0.064814815","4.909090909","2.769230769","1.818181818","1.025641026","0.318181818","0.179487179","1.681818182","0.948717949","37.03703704","15.90909091","56.41025641","","","4.273504274","7.575757576","6.647673314","11.78451178","35.1377018","62.28956229","","","41.78537512","74.07407407"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00096","","","","39","25","1","2","9","25","25","112","95","18.5","4","34","7","7","2","50.9","12.4","3.09","1.66","1.33","158.41","108.1","40.01","54.63","3.31","5.15","14.93","22.5","56.5","207","0.165178571","0.042105263","0.108695652","8.28","5.307692308","4.48","2.871794872","0.9","0.576923077","1.36","0.871794872","54.10628019","39.82300885","64.1025641","24.36149312","5.481335953","17.5688509","27.40740741","21.36752137","33.33333333","32.28869896","50.37037037","5.205447249","8.120497708","53.65622032","83.7037037"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00097","","","","39","22","1","1","6","22","22","65","59","17","2.5","13","7","7","2","50.4","12.6","3.11","1.62","1.22","90.26","77.82","29.93","59.71","3.98","5.99","7.56","19.5","32.5","124","0.261538462","0.042372881","0.157258065","5.636363636","3.179487179","2.954545455","1.666666667","0.886363636","0.5","0.590909091","0.333333333","52.41935484","60","56.41025641","25","4.875","16.14434948","28.61952862","18.51851852","32.82828283","12.34567901","21.88552189","4.62962963","8.207070707","30.86419753","54.71380471"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00098","","","","39","26","1","1","8","22","18","35","64","6","2.8","36","6","7","1","","","","","","","","","","","","","8.8","44.8","99","0.171428571","0.04375","0.088888889","4.5","2.538461538","1.590909091","0.897435897","0.4","0.225641026","1.636363636","0.923076923","35.35353535","19.64285714","56.41025641","","","5.698005698","10.1010101","8.357075024","14.81481481","34.18803419","60.60606061","","","42.54510921","75.42087542"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00099","","","","39","25","1","1","8","13","12","27","15","6","1.5","33","7","6","1","","","","","","","","","","","","","7.5","40.5","42","0.222222222","0.1","0.178571429","3.230769231","1.076923077","2.076923077","0.692307692","0.576923077","0.192307692","2.538461538","0.846153846","64.28571429","18.51851852","33.33333333","","","5.698005698","17.09401709","7.122507123","21.36752137","31.33903134","94.01709402","","","38.46153846","115.3846154"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00100","","","","39","18","1","3","8","16","16","62","5","26","0.2","19","9","7","1","50.1","11.1","5.37","2.19","1.57","221.48","172.4","45.28","45.57","5.13","8.97","20.55","26.2","45.2","67","0.419354839","0.04","0.391044776","4.1875","1.717948718","3.875","1.58974359","1.6375","0.671794872","1.1875","0.487179487","92.53731343","57.96460177","41.02564103","22.15568862","5.804790419","24.69135802","60.18518519","24.88129155","60.64814815","18.04368471","43.98148148","5.512621481","13.43701486","42.92497626","104.6296296"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00101","","","","39","12","1","2","7","12","8","13","5","7","0.7","15","9","5","1","100","28.8","3.43","1.65","1.24","108.22","101.84","37.49","60.35","3.23","5.37","9.94","7.7","22.7","18","0.538461538","0.14","0.427777778","1.5","0.461538462","1.083333333","0.333333333","0.641666667","0.197435897","1.25","0.384615385","72.22222222","33.92070485","30.76923077","28.8","2.2176","6.647673314","21.60493827","7.312440646","23.7654321","14.24501425","46.2962963","2.105982906","6.844444444","21.55745489","70.0617284"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00102","","","","39","17","1","1","4","4","4","13","16","1.5","0.5","3","5","7","1","50.1","8","4.73","2.41","1.71","232.09","170.59","53.01","40.19","5.99","9.77","21.21","2","5","29","0.115384615","0.03125","0.068965517","7.25","0.743589744","3.25","0.333333333","0.5","0.051282051","0.75","0.076923077","44.82758621","40","10.25641026","15.96806387","0.319361277","1.424501425","13.88888889","1.899335233","18.51851852","2.849002849","27.77777778","0.303287063","2.957048865","4.748338082","46.2962963"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00103","","","","39","19","3","3","6","13","13","14","5","4","0.3","11","7","5","1","50.6","14","3.18","1.54","1.28","108.4","75.3","19.11","65.73","2.75","4.53","5.04","4.3","15.3","19","0.285714286","0.06","0.226315789","1.461538462","0.487179487","1.076923077","0.358974359","0.330769231","0.11025641","0.846153846","0.282051282","73.68421053","28.10457516","33.33333333","27.66798419","1.18972332","3.798670465","11.3960114","4.08357075","12.25071225","10.44634378","31.33903134","1.12984171","3.389525129","14.52991453","43.58974359"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00104","","","","39","28","1","1","7","26","26","70","31","19","2","12","8","6","1","","","","","","","","","","","","","21","33","101","0.271428571","0.064516129","0.207920792","3.884615385","2.58974359","2.692307692","1.794871795","0.807692308","0.538461538","0.461538462","0.307692308","69.30693069","63.63636364","66.66666667","","","18.04368471","27.06552707","19.94301994","29.91452991","11.3960114","17.09401709","","","31.33903134","47.00854701"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00105","","","","39","28","1","1","7","23","23","55","27","11.5","2","18","7","7","1","","","","","","","","","","","","","13.5","31.5","82","0.209090909","0.074074074","0.164634146","3.565217391","2.102564103","2.391304348","1.41025641","0.586956522","0.346153846","0.782608696","0.461538462","67.07317073","42.85714286","58.97435897","","","10.92117759","18.51851852","12.82051282","21.73913043","17.09401709","28.98550725","","","29.91452991","50.72463768"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00106","","","","39","13","1","1","7","9","4","9","0","2.2","0","7","7","7","1","50.6","13.2","3.77","1.56","1.31","98.7","75.21","2.7","63.22","2.43","4.28","8.89","2.2","9.2","9","0.244444444","","0.244444444","1","0.230769231","1","0.230769231","0.244444444","0.056410256","0.777777778","0.179487179","100","23.91304348","23.07692308","26.08695652","0.573913043","2.089268756","9.053497942","2.089268756","9.053497942","6.647673314","28.80658436","0.545026632","2.361782072","8.73694207","37.8600823"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00107","","","","39","24","1","1","6","13","13","33","20","8","1.8","11","8","7","1","","","","","","","","","","","","","9.8","20.8","53","0.242424242","0.09","0.18490566","4.076923077","1.358974359","2.538461538","0.846153846","0.753846154","0.251282051","0.846153846","0.282051282","62.26415094","47.11538462","33.33333333","","","7.597340931","22.79202279","9.30674264","27.92022792","10.44634378","31.33903134","","","19.75308642","59.25925926"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00108","","","","39","27","1","1","6","20","18","23","26","4.8","1.2","18","6","7","1","","","","","","","","","","","","","6","24","49","0.208695652","0.046153846","0.12244898","2.45","1.256410256","1.15","0.58974359","0.3","0.153846154","0.9","0.461538462","46.93877551","25","51.28205128","","","4.558404558","8.888888889","5.698005698","11.11111111","17.09401709","33.33333333","","","22.79202279","44.44444444"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00109","","","","39","27","1","1","6","16","16","70","18","17","2","6","7","7","1","50.4","11.7","3.57","1.71","1.45","112.41","99.89","47.42","48.03","4.33","7.17","19.61","19","25","88","0.242857143","0.111111111","0.215909091","5.5","2.256410256","4.375","1.794871795","1.1875","0.487179487","0.375","0.153846154","79.54545455","76","41.02564103","23.21428571","4.410714286","16.14434948","39.35185185","18.04368471","43.98148148","5.698005698","13.88888889","4.188712522","10.20998677","23.74169041","57.87037037"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00110","","","","39","10","3","2","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00111","","","","39","14","1","1","7","14","6","3","8","0.5","0.5","16","6","7","2","","","","","","","","","","","","","1","17","11","0.166666667","0.0625","0.090909091","0.785714286","0.282051282","0.214285714","0.076923077","0.071428571","0.025641026","1.142857143","0.41025641","27.27272727","5.882352941","35.8974359","","","0.474833808","1.322751323","0.949667616","2.645502646","15.19468186","42.32804233","","","16.14434948","44.97354497"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00112","","","","39","19","2","4","8","15","15","43","16","18.5","1","17","8","5","1","50.3","12.4","3","1.9","1.59","282.78","154.28","35.08","57.86","3.73","6.95","11.39","19.5","36.5","59","0.430232558","0.0625","0.330508475","3.933333333","1.512820513","2.866666667","1.102564103","1.3","0.5","1.133333333","0.435897436","72.88135593","53.42465753","38.46153846","24.65208748","4.807157058","17.5688509","45.67901235","18.51851852","48.14814815","16.14434948","41.97530864","4.565201384","11.8695236","34.662868","90.12345679"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00113","","","","39","21","1","2","8","20","20","35","20","14.5","2","18","8","5","1","50.2","14.4","2.86","1.69","1.5","168.83","99.54","18.62","64.56","2.35","3.98","4.45","16.5","34.5","55","0.414285714","0.1","0.3","2.75","1.41025641","1.75","0.897435897","0.825","0.423076923","0.9","0.461538462","63.63636364","47.82608696","51.28205128","28.68525896","4.733067729","13.77018044","26.85185185","15.66951567","30.55555556","17.09401709","33.33333333","4.494841148","8.764940239","32.76353276","63.88888889"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00114","","","","39","24","1","1","7","13","8","31","4","7.5","0.3","37","7","7","1","","","","","","","","","","","","","7.8","44.8","35","0.241935484","0.075","0.222857143","2.692307692","0.897435897","2.384615385","0.794871795","0.6","0.2","2.846153846","0.948717949","88.57142857","17.41071429","33.33333333","","","7.122507123","21.36752137","7.407407407","22.22222222","35.1377018","105.4131054","","","42.54510921","127.6353276"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00115","","","","39","20","1","1","7","17","3","0","10","0","0.7","20","3","7","1","","","","","","","","","","","","","0.7","20.7","10","","0.07","0.07","0.588235294","0.256410256","0","0","0.041176471","0.017948718","1.176470588","0.512820513","0","3.381642512","43.58974359","","","0","0","0.664767331","1.525054466","18.99335233","43.57298475","","","19.65811966","45.09803922"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00116","","","","39","12","1","1","6","11","1","0","1","0","0.1","19","3","6","1","","","","","","","","","","","","","0.1","19.1","1","","0.1","0.1","0.090909091","0.025641026","0","0","0.009090909","0.002564103","1.727272727","0.487179487","0","0.523560209","28.20512821","","","0","0","0.094966762","0.336700337","18.04368471","63.97306397","","","18.13865147","64.30976431"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00117","","","","39","32","3","4","6","14","11","15","40","2.5","2","19","5","7","1","","","","","","","","","","","","","4.5","23.5","55","0.166666667","0.05","0.081818182","3.928571429","1.41025641","1.071428571","0.384615385","0.321428571","0.115384615","1.357142857","0.487179487","27.27272727","19.14893617","35.8974359","","","2.374169041","6.613756614","4.273504274","11.9047619","18.04368471","50.26455026","","","22.31718898","62.16931217"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00118","","","","39","28","1","1","5","18","18","43","59","9.5","4","12","7","6","1","50.7","9.7","3.91","2.11","1.69","171.41","166.08","54.28","39.18","4.3","7.28","27.12","13.5","25.5","102","0.220930233","0.06779661","0.132352941","5.666666667","2.615384615","2.388888889","1.102564103","0.75","0.346153846","0.666666667","0.307692308","42.15686275","52.94117647","46.15384615","19.1321499","2.582840237","9.021842355","19.5473251","12.82051282","27.77777778","11.3960114","24.69135802","2.452839731","5.314486084","24.21652422","52.4691358"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00119","","","","39","24","1","1","8","17","15","60","117","10","5","34","7","7","1","50.2","10.2","3.14","1.94","1.55","386.69","207.11","34.39","42.9","6.5","11.14","21.94","15","49","177","0.166666667","0.042735043","0.084745763","10.41176471","4.538461538","3.529411765","1.538461538","0.882352941","0.384615385","2","0.871794872","33.89830508","30.6122449","43.58974359","20.3187251","3.047808765","9.496676163","21.78649237","14.24501425","32.67973856","32.28869896","74.07407407","2.894405285","6.640106242","46.5337132","106.7538126"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00120","","","","39","21","1","1","5","18","18","32","56","5.5","3","11","6","7","1","","","","","","","","","","","","","8.5","19.5","88","0.171875","0.053571429","0.096590909","4.888888889","2.256410256","1.777777778","0.820512821","0.472222222","0.217948718","0.611111111","0.282051282","36.36363636","43.58974359","46.15384615","","","5.22317189","11.31687243","8.072174739","17.48971193","10.44634378","22.63374486","","","18.51851852","40.12345679"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00121","","","","39","27","1","1","4","18","18","38","17","7.2","1","12","6","5","1","","","","","","","","","","","","","8.2","20.2","55","0.189473684","0.058823529","0.149090909","3.055555556","1.41025641","2.111111111","0.974358974","0.455555556","0.21025641","0.666666667","0.307692308","69.09090909","40.59405941","46.15384615","","","6.837606838","14.81481481","7.787274454","16.87242798","11.3960114","24.69135802","","","19.18328585","41.56378601"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00122","","","","39","21","1","1","8","17","15","26","20","11","1.5","34","8","6","1","","","","","","","","","","","","","12.5","46.5","46","0.423076923","0.075","0.27173913","2.705882353","1.179487179","1.529411765","0.666666667","0.735294118","0.320512821","2","0.871794872","56.52173913","26.88172043","43.58974359","","","10.44634378","23.96514161","11.8708452","27.23311547","32.28869896","74.07407407","","","44.15954416","101.3071895"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00123","","","","39","26","1","1","8","26","26","90","27","27","2.5","33","8","7","1","100","26.7","3.15","1.76","1.39","123.45","96.71","22.83","57.13","3.81","6.58","11.97","29.5","62.5","117","0.3","0.092592593","0.252136752","4.5","3","3.461538462","2.307692308","1.134615385","0.756410256","1.269230769","0.846153846","76.92307692","47.2","66.66666667","26.7","7.8765","25.64102564","38.46153846","28.01519468","42.02279202","31.33903134","47.00854701","7.48005698","11.22008547","59.35422602","89.03133903"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00124","","","","39","16","1","1","5","14","14","57","55","12","3","6","7","6","1","","","","","","","","","","","","","15","21","112","0.210526316","0.054545455","0.133928571","8","2.871794872","4.071428571","1.461538462","1.071428571","0.384615385","0.428571429","0.153846154","50.89285714","71.42857143","35.8974359","","","11.3960114","31.74603175","14.24501425","39.68253968","5.698005698","15.87301587","","","19.94301994","55.55555556"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00125","","","","39","15","1","3","6","8","8","0","51","0","4.5","7","3","5","1","","","","","","","","","","","","","4.5","11.5","51","","0.088235294","0.088235294","6.375","1.307692308","0","0","0.5625","0.115384615","0.875","0.179487179","0","39.13043478","20.51282051","","","0","0","4.273504274","20.83333333","6.647673314","32.40740741","","","10.92117759","53.24074074"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00126","","","","39","18","1","1","7","14","14","60","52","13","4","11","7","6","1","","","","","","","","","","","","","17","28","112","0.216666667","0.076923077","0.151785714","8","2.871794872","4.285714286","1.538461538","1.214285714","0.435897436","0.785714286","0.282051282","53.57142857","60.71428571","35.8974359","","","12.34567901","34.39153439","16.14434948","44.97354497","10.44634378","29.1005291","","","26.59069326","74.07407407"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00127","","","","39","19","3","3","5","13","13","42","32","10.3","2","6","7","7","1","50","10.4","3.86","2.13","1.5","126.94","145.38","54.1","43.05","6.09","9.46","18.54","12.3","18.3","74","0.245238095","0.0625","0.166216216","5.692307692","1.897435897","3.230769231","1.076923077","0.946153846","0.315384615","0.461538462","0.153846154","56.75675676","67.21311475","33.33333333","20.8","2.5584","9.781576448","29.34472934","11.68091168","35.04273504","5.698005698","17.09401709","2.42962963","7.288888889","17.37891738","52.13675214"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00128","","","","39","27","3","3","8","14","12","26","24","6","1.5","22","7","7","1","50.5","10.3","3.59","1.9","1.34","100.53","102.37","47.86","49.64","5.15","7.32","12.66","7.5","29.5","50","0.230769231","0.0625","0.15","3.571428571","1.282051282","1.857142857","0.666666667","0.535714286","0.192307692","1.571428571","0.564102564","52","25.42372881","35.8974359","20.3960396","1.52970297","5.698005698","15.87301587","7.122507123","19.84126984","20.89268756","58.2010582","1.452709374","4.046833255","28.01519468","78.04232804"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00129","","","","39","21","1","2","9","11","9","20","12","7","1.2","19.5","8","7","1","","","","","","","","","","","","","8.2","27.7","32","0.35","0.1","0.25625","2.909090909","0.820512821","1.818181818","0.512820513","0.745454545","0.21025641","1.772727273","0.5","62.5","29.60288809","28.20512821","","","6.647673314","23.56902357","7.787274454","27.60942761","18.51851852","65.65656566","","","26.30579297","93.26599327"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00130","","","","39","16","1","1","6","11","11","24","12","6","1.7","9","7","5","1","","","","","","","","","","","","","7.7","16.7","36","0.25","0.141666667","0.213888889","3.272727273","0.923076923","2.181818182","0.615384615","0.7","0.197435897","0.818181818","0.230769231","66.66666667","46.10778443","28.20512821","","","5.698005698","20.2020202","7.312440646","25.92592593","8.547008547","30.3030303","","","15.85944919","56.22895623"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00131","","","","39","16","1","1","8","16","16","43","22","17","2","33","8","6","1","","","","","","","","","","","","","19","52","65","0.395348837","0.090909091","0.292307692","4.0625","1.666666667","2.6875","1.102564103","1.1875","0.487179487","2.0625","0.846153846","66.15384615","36.53846154","41.02564103","","","16.14434948","39.35185185","18.04368471","43.98148148","31.33903134","76.38888889","","","49.38271605","120.3703704"
