"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00011","","","","39","23","1","1","8","23","23","100","60","15","3","20","7","8","5","50.3","12.1","3.39","1.77","1.54","268.23","131.78","40.29","55.95","3.55","6.24","14.08","18","38","160","0.15","0.05","0.1125","6.956521739","4.102564103","4.347826087","2.564102564","0.782608696","0.461538462","0.869565217","0.512820513","62.5","47.36842105","58.97435897","24.055666","4.330019881","14.24501425","24.15458937","17.09401709","28.98550725","18.99335233","32.20611916","4.112079659","6.972656813","36.08736942","61.19162641"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00012","","","","39","16","2","1","6","10","6","8","7","1.1","0.1","7","5","8","3","50.3","17.7","3.21","1.44","1.48","248.95","94.43","4.71","72.43","1.66","3.61","0.58","1.2","8.2","15","0.1375","0.014285714","0.08","1.5","0.384615385","0.8","0.205128205","0.12","0.030769231","0.7","0.179487179","53.33333333","14.63414634","25.64102564","35.1888668","0.422266402","1.044634378","4.074074074","1.13960114","4.444444444","6.647673314","25.92592593","0.401012727","1.563949636","7.787274454","30.37037037"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00013","","","","39","20","1","1","7","17","16","29","12","6.1","0.3","6","7","8","3","50.3","10.3","3.76","1.71","1.36","225.6","154.48","44.2","42.85","5.06","8.45","26.43","6.4","12.4","41","0.210344828","0.025","0.156097561","2.411764706","1.051282051","1.705882353","0.743589744","0.376470588","0.164102564","0.352941176","0.153846154","70.73170732","51.61290323","43.58974359","20.47713718","1.310536779","5.79297246","13.28976035","6.077872745","13.94335512","5.698005698","13.07189542","1.244574339","2.855199955","11.77587844","27.01525054"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00014","","","","39","22","4","2","7","12","12","16","0","5.2","0","6","8","6","2","50.2","10","4.69","1.9","1.45","204.71","154.96","45.17","38.36","5.09","8.59","30.31","5.2","11.2","16","0.325","","0.325","1.333333333","0.41025641","1.333333333","0.41025641","0.433333333","0.133333333","0.5","0.153846154","100","46.42857143","30.76923077","19.92031873","1.035856574","4.938271605","16.04938272","4.938271605","16.04938272","5.698005698","18.51851852","0.983719443","3.19708819","10.6362773","34.56790123"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00015","","","","39","23","6","4","7","17","17","44","25","1.9","1.9","11","8","7","2","50.1","16.3","3.35","1.37","1.23","158.29","74.51","9.13","66.6","2.27","3.87","6","3.8","14.8","69","0.043181818","0.076","0.055072464","4.058823529","1.769230769","2.588235294","1.128205128","0.223529412","0.097435897","0.647058824","0.282051282","63.76811594","25.67567568","43.58974359","32.53493014","1.236327345","1.804368471","4.139433551","3.608736942","8.278867102","10.44634378","23.96514161","1.174100043","2.693523628","14.05508072","32.24400871"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00016","","","","39","24","1","1","7","20","20","69","56","15","3.4","16","7","7","4","50.1","14.4","3.1","1.53","1.36","186.23","98.43","13.12","63.57","2.74","4.58","7.54","18.4","34.4","125","0.217391304","0.060714286","0.1472","6.25","3.205128205","3.45","1.769230769","0.92","0.471794872","0.8","0.41025641","55.2","53.48837209","51.28205128","28.74251497","5.288622754","14.24501425","27.77777778","17.47388414","34.07407407","15.19468186","29.62962963","5.022433765","9.793745842","32.668566","63.7037037"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00017","","","","39","16","1","1","6","8","5","7","0","3.2","0","20","8","5","2","50.5","19.3","2.25","1.05","0.95","112.49","73.98","","74.01","1.94","3.87","5.77","3.2","23.2","7","0.457142857","","0.457142857","0.875","0.179487179","0.875","0.179487179","0.4","0.082051282","2.5","0.512820513","100","13.79310345","20.51282051","38.21782178","1.222970297","3.038936372","14.81481481","3.038936372","14.81481481","18.99335233","92.59259259","1.161415287","5.661899523","22.0322887","107.4074074"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00018","","","","39","24","1","3","7","20","10","16","12","2.1","1","17","6","8","3","50.4","11.2","4.03","1.88","1.56","193.61","144.86","48.54","47.02","3.51","5.83","20.69","3.1","20.1","28","0.13125","0.083333333","0.110714286","1.4","0.717948718","0.8","0.41025641","0.155","0.079487179","0.85","0.435897436","57.14285714","15.42288557","51.28205128","22.22222222","0.688888889","1.994301994","3.888888889","2.943969611","5.740740741","16.14434948","31.48148148","0.654215469","1.275720165","19.08831909","37.22222222"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00019","","","","39","27","1","1","4","19","17","22","34","4","2","1.9","7","7","4","50.2","8.2","4.43","2.53","2.01","291.32","233.73","52.72","34.08","6.61","11.15","26.5","6","7.9","56","0.181818182","0.058823529","0.107142857","2.947368421","1.435897436","1.157894737","0.564102564","0.315789474","0.153846154","0.1","0.048717949","39.28571429","75.94936709","48.71794872","16.33466135","0.980079681","3.798670465","7.797270955","5.698005698","11.69590643","1.804368471","3.703703704","0.930749935","1.910486708","7.502374169","15.39961014"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00020","","","","39","28","3","3","6","24","24","100","38","25","1.8","10.1","8","8","2","50.3","12.3","3.03","1.63","1.17","70.84","78.46","35.32","54.57","4.04","6.2","12.71","26.8","36.9","138","0.25","0.047368421","0.194202899","5.75","3.538461538","4.166666667","2.564102564","1.116666667","0.687179487","0.420833333","0.258974359","72.46376812","72.62872629","61.53846154","24.45328032","6.553479125","23.74169041","38.58024691","25.45109212","41.35802469","9.591642925","15.58641975","6.2236269","10.11339371","35.04273504","56.94444444"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00021","","","","39","25","1","1","6","17","16","51","12","12","0.1","4.8","6","6","3","50.1","10.4","3.52","1.81","1.49","192.87","137.63","51.84","49.85","4.81","7.63","16.3","12.1","16.9","63","0.235294118","0.008333333","0.192063492","3.705882353","1.615384615","3","1.307692308","0.711764706","0.31025641","0.282352941","0.123076923","80.95238095","71.59763314","43.58974359","20.75848303","2.511776447","11.3960114","26.14379085","11.49097816","26.36165577","4.558404558","10.45751634","2.385352751","5.472279841","16.04938272","36.81917211"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00022","","","","39","30","1","2","7","16","3","4","8","1","0.5","13.8","7","7","2","50.2","19.1","3.32","0.98","1.13","119.97","60.13","","72.67","1.69","3.47","2.44","1.5","15.3","12","0.25","0.0625","0.125","0.75","0.307692308","0.25","0.102564103","0.09375","0.038461538","0.8625","0.353846154","33.33333333","9.803921569","41.02564103","38.04780876","0.570717131","0.949667616","2.314814815","1.424501425","3.472222222","13.10541311","31.94444444","0.541991578","1.321104471","14.52991453","35.41666667"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00023","","","","39","25","1","2","7","19","6","12","0","3","0","25","7","7","3","50.5","12.4","3.47","1.82","1.28","132.53","103.8","25.75","55.89","6.66","9.74","4.92","3","28","12","0.25","","0.25","0.631578947","0.307692308","0.631578947","0.307692308","0.157894737","0.076923077","1.315789474","0.641025641","100","10.71428571","48.71794872","24.55445545","0.736633663","2.849002849","5.847953216","2.849002849","5.847953216","23.74169041","48.73294347","0.699557135","1.435933067","26.59069326","54.58089669"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00024","","","","39","28","1","1","7","19","17","37","18","10","0.9","1.5","6","8","2","50.3","13.2","3","1.55","1.18","143.76","105.1","20.82","57.25","4.34","7.24","13.37","10.9","12.4","55","0.27027027","0.05","0.198181818","2.894736842","1.41025641","1.947368421","0.948717949","0.573684211","0.279487179","0.078947368","0.038461538","67.27272727","87.90322581","48.71794872","26.24254473","2.860437376","9.496676163","19.49317739","10.35137702","21.24756335","1.424501425","2.923976608","2.716464744","5.575901317","11.77587844","24.17153996"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00025","","","","39","29","1","1","4","17","13","30","36","2.2","0.9","2.8","7","7","4","50.1","9.6","4.45","2.36","1.66","202.23","159.44","52.58","44.26","4.58","7.4","19.12","3.1","5.9","66","0.073333333","0.025","0.046969697","3.882352941","1.692307692","1.764705882","0.769230769","0.182352941","0.079487179","0.164705882","0.071794872","45.45454545","52.54237288","43.58974359","19.16167665","0.594011976","2.089268756","4.793028322","2.943969611","6.753812636","2.659069326","6.100217865","0.564113937","1.294143739","5.603038936","12.8540305"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00026","","","","39","30","1","2","4","16","16","15","14","4.9","0.4","1","7","7","2","","","","","","","","0.15","","","","","5.3","6.3","29","0.326666667","0.028571429","0.182758621","1.8125","0.743589744","0.9375","0.384615385","0.33125","0.135897436","0.0625","0.025641026","51.72413793","84.12698413","41.02564103","","","4.65337132","11.34259259","5.033238367","12.26851852","0.949667616","2.314814815","","","5.982905983","14.58333333"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00027","","","","39","27","2","2","7","22","21","85","33","18","1","17","7","8","3","50.1","10.8","3.28","1.8","1.36","137.82","130.2","38.05","47.8","5.16","8.4","18.56","19","36","118","0.211764706","0.03030303","0.161016949","5.363636364","3.025641026","3.863636364","2.179487179","0.863636364","0.487179487","0.772727273","0.435897436","72.03389831","52.77777778","56.41025641","21.55688623","4.095808383","17.09401709","30.3030303","18.04368471","31.98653199","16.14434948","28.61952862","3.889656584","6.895300308","34.18803419","60.60606061"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00028","","","","39","16","1","1","7","15","14","81","66","14","3","5","8","7","2","50.1","11.6","3.8","1.79","1.33","110.25","96.25","32.33","55.96","3.47","5.47","14.62","17","22","147","0.172839506","0.045454545","0.115646259","9.8","3.769230769","5.4","2.076923077","1.133333333","0.435897436","0.333333333","0.128205128","55.10204082","77.27272727","38.46153846","23.15369261","3.936127745","13.29534663","34.56790123","16.14434948","41.97530864","4.748338082","12.34567901","3.738013053","9.718833937","20.89268756","54.32098765"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00029","","","","39","24","5","3","8","24","18","65","52","15","2.5","7","8","7","3","50.4","11.5","3.12","1.64","1.23","184.45","121.95","38.59","47.03","4.97","7.57","20.15","17.5","24.5","117","0.230769231","0.048076923","0.14957265","4.875","3","2.708333333","1.666666667","0.729166667","0.448717949","0.291666667","0.179487179","55.55555556","71.42857143","61.53846154","22.81746032","3.993055556","14.24501425","23.14814815","16.61918329","27.00617284","6.647673314","10.80246914","3.792075551","6.162122771","23.2668566","37.80864198"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00030","","","","39","34","1","2","9","34","34","180","160","30","6","30","8","8","3","50.6","12.2","3.12","1.7","1.4","181.91","118.43","35.56","57.81","3.39","5.57","12.32","36","66","340","0.166666667","0.0375","0.105882353","10","8.717948718","5.294117647","4.615384615","1.058823529","0.923076923","0.882352941","0.769230769","52.94117647","54.54545455","87.17948718","24.11067194","8.679841897","28.49002849","32.67973856","34.18803419","39.21568627","28.49002849","32.67973856","8.242964765","9.455165465","62.67806268","71.89542484"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00031","","","","39","28","1","2","7","28","28","64","55","17","7","13","8","5","3","50.6","11.7","3.84","1.99","1.54","179.01","144.62","37.74","52.16","3.98","6.6","13.13","24","37","119","0.265625","0.127272727","0.201680672","4.25","3.051282051","2.285714286","1.641025641","0.857142857","0.615384615","0.464285714","0.333333333","53.78151261","64.86486486","71.79487179","23.12252964","5.549407115","16.14434948","22.48677249","22.79202279","31.74603175","12.34567901","17.1957672","5.270092227","7.340485601","35.1377018","48.94179894"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00032","","","","39","23","3","3","8","23","23","60","45","24","2","15","8","7","4","50.7","13.7","3.2","1.54","1.14","72.39","106.11","23.33","53.79","4.55","6.63","11.95","26","41","105","0.4","0.044444444","0.247619048","4.565217391","2.692307692","2.608695652","1.538461538","1.130434783","0.666666667","0.652173913","0.384615385","57.14285714","63.41463415","58.97435897","27.02169625","7.025641026","22.79202279","38.647343","24.69135802","41.86795491","14.24501425","24.15458937","6.672023766","11.3134316","38.93637227","66.02254428"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00033","","","","39","20","2","2","6","11","8","20","13","2","0.1","3","7","7","2","50.1","13.2","3.39","1.71","1.51","239.22","102.43","23.59","59.44","4.34","7.16","8.52","2.1","5.1","33","0.1","0.007692308","0.063636364","3","0.846153846","1.818181818","0.512820513","0.190909091","0.053846154","0.272727273","0.076923077","60.60606061","41.17647059","28.20512821","26.34730539","0.553293413","1.899335233","6.734006734","1.994301994","7.070707071","2.849002849","10.1010101","0.525444837","1.862940785","4.843304843","17.17171717"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00034","","","","39","29","1","1","7","13","12","49","18","13","2.4","9","8","6","3","50.6","12","3.75","1.71","1.27","158.65","120.34","46.58","48.12","3.8","6.29","20.59","15.4","24.4","67","0.265306122","0.133333333","0.229850746","5.153846154","1.717948718","3.769230769","1.256410256","1.184615385","0.394871795","0.692307692","0.230769231","73.13432836","63.1147541","33.33333333","23.71541502","3.652173913","12.34567901","37.03703704","14.62488129","43.87464387","8.547008547","25.64102564","3.468351294","10.40505388","23.17188984","69.51566952"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00035","","","","39","30","1","1","6","25","23","76","88","17","6","4","8","6","3","50.7","14.1","4.38","1.82","1.49","95.77","80.65","31.4","63.73","2.38","4.52","7.35","23","27","164","0.223684211","0.068181818","0.140243902","6.56","4.205128205","3.04","1.948717949","0.92","0.58974359","0.16","0.102564103","46.34146341","85.18518519","64.1025641","27.81065089","6.396449704","16.14434948","25.18518519","21.84235518","34.07407407","3.798670465","5.925925926","6.074501144","9.476221784","25.64102564","40"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00036","","","","39","28","1","3","7","28","28","72","27","26","5","33","8","7","4","50.4","11","4.55","1.87","1.39","209.21","147.09","43.77","46.19","4.87","7.97","20.85","31","64","99","0.361111111","0.185185185","0.313131313","3.535714286","2.538461538","2.571428571","1.846153846","1.107142857","0.794871795","1.178571429","0.846153846","72.72727273","48.4375","71.79487179","21.82539683","6.765873016","24.69135802","34.39153439","29.43969611","41.00529101","31.33903134","43.65079365","6.425330499","8.949567481","60.77872745","84.65608466"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00037","","","","39","23","1","1","6","19","19","74","24","21","1.2","14","8","8","2","50.2","12.1","3.05","1.64","1.22","164.02","112.02","20.75","54.84","4.53","7.04","14.27","22.2","36.2","98","0.283783784","0.05","0.226530612","5.157894737","2.512820513","3.894736842","1.897435897","1.168421053","0.569230769","0.736842105","0.358974359","75.51020408","61.32596685","48.71794872","24.10358566","5.350996016","19.94301994","40.93567251","21.08262108","43.2748538","13.29534663","27.29044834","5.081667631","10.43079145","34.37796771","70.56530214"
"","","MZP2011UMB-AT04","","","","","","","","","MZP2011UMB-AT04-00038","","","","39","24","1","4","8","24","24","65","63","12","3","24","7","6","5","50.5","9.3","3.12","1.92","1.63","276.9","167.79","55.48","39.33","4.5","6.73","24.33","15","39","128","0.184615385","0.047619048","0.1171875","5.333333333","3.282051282","2.708333333","1.666666667","0.625","0.384615385","1","0.615384615","50.78125","38.46153846","61.53846154","18.41584158","2.762376238","11.3960114","18.51851852","14.24501425","23.14814815","22.79202279","37.03703704","2.623339257","4.262926293","37.03703704","60.18518519"
