"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00353","","","","12","3","3","3","7","7","1","0.1","4.6","1","5","5","1.1","5.7","14","0.142857143","0.014285714","0.078571429","4.666666667","2.333333333","0.366666667","1.533333333","50","19.29824561","3.086419753","3.395061728","14.19753086","17.59259259","1.166666667","0.583333333","0.091666667","0.383333333","25","12.34567901","13.58024691","56.79012346","70.37037037"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00354","","","","12","4","4","3","2","1","0.8","0.16","14.2","3","5","7","0.96","15.16","3","0.4","0.16","0.32","0.75","0.5","0.24","3.55","66.66666667","6.332453826","2.469135802","2.962962963","43.82716049","46.79012346","0.25","0.166666667","0.08","1.183333333","33.33333333","7.407407407","8.888888889","131.4814815","140.3703704"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00355","","","","12","2","2","2","7","1","2.6","0.04","0.4","1","1","1","2.64","3.04","8","0.371428571","0.04","0.33","4","3.5","1.32","0.2","87.5","86.84210526","8.024691358","8.148148148","1.234567901","9.382716049","0.666666667","0.583333333","0.22","0.033333333","16.66666667","48.14814815","48.88888889","7.407407407","56.2962963"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00356","","","","12","4","4","4","19","9","5.8","0.4","7.4","1","1","1","6.2","13.6","28","0.305263158","0.044444444","0.221428571","7","4.75","1.55","1.85","67.85714286","45.58823529","17.90123457","19.13580247","22.83950617","41.97530864","2.333333333","1.583333333","0.516666667","0.616666667","33.33333333","53.7037037","57.40740741","68.51851852","125.9259259"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00357","","","","12","3","3","3","14","6","3","0.32","2","3","1","3","3.32","5.32","20","0.214285714","0.053333333","0.166","6.666666667","4.666666667","1.106666667","0.666666667","70","62.40601504","9.259259259","10.24691358","6.172839506","16.41975309","1.666666667","1.166666667","0.276666667","0.166666667","25","37.03703704","40.98765432","24.69135802","65.67901235"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00358","","","","12","3","3","3","4","6","0.8","0.4","3.2","3","3","5","1.2","4.4","10","0.2","0.066666667","0.12","3.333333333","1.333333333","0.4","1.066666667","40","27.27272727","2.469135802","3.703703704","9.87654321","13.58024691","0.833333333","0.333333333","0.1","0.266666667","25","9.87654321","14.81481481","39.50617284","54.32098765"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00359","","","","12","3","3","3","10","10","3.8","0.6","11.2","3","3","3","4.4","15.6","20","0.38","0.06","0.22","6.666666667","3.333333333","1.466666667","3.733333333","50","28.20512821","11.72839506","13.58024691","34.56790123","48.14814815","1.666666667","0.833333333","0.366666667","0.933333333","25","46.91358025","54.32098765","138.2716049","192.5925926"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00360","","","","12","3","3","3","0","8","0","0.6","1.8","1","5","5","0.6","2.4","8","","0.075","0.075","2.666666667","0","0.2","0.6","0","25","0","1.851851852","5.555555556","7.407407407","0.666666667","0","0.05","0.15","25","0","7.407407407","22.22222222","29.62962963"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00361","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00362","","","","12","2","2","2","6","8","1.6","0.2","3.2","5","3","5","1.8","5","14","0.266666667","0.025","0.128571429","7","3","0.9","1.6","42.85714286","36","4.938271605","5.555555556","9.87654321","15.43209877","1.166666667","0.5","0.15","0.266666667","16.66666667","29.62962963","33.33333333","59.25925926","92.59259259"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00363","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00364","","","","12","2","2","2","4","0","0.8","0","0.4","1","1","1","0.8","1.2","4","0.2","","0.2","2","2","0.4","0.2","100","66.66666667","2.469135802","2.469135802","1.234567901","3.703703704","0.333333333","0.333333333","0.066666667","0.033333333","16.66666667","14.81481481","14.81481481","7.407407407","22.22222222"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00365","","","","12","2","2","2","4","0","1.2","0","4.4","2","3","5","1.2","5.6","4","0.3","","0.3","2","2","0.6","2.2","100","21.42857143","3.703703704","3.703703704","13.58024691","17.28395062","0.333333333","0.333333333","0.1","0.366666667","16.66666667","22.22222222","22.22222222","81.48148148","103.7037037"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00366","","","","12","3","3","3","9","7","2.6","0.4","10.4","3","1","1","3","13.4","16","0.288888889","0.057142857","0.1875","5.333333333","3","1","3.466666667","56.25","22.3880597","8.024691358","9.259259259","32.09876543","41.35802469","1.333333333","0.75","0.25","0.866666667","25","32.09876543","37.03703704","128.3950617","165.4320988"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00367","","","","12","4","4","3","7","3","1.4","0.2","3.2","3","5","6","1.6","4.8","10","0.2","0.066666667","0.16","2.5","1.75","0.4","0.8","70","33.33333333","4.320987654","4.938271605","9.87654321","14.81481481","0.833333333","0.583333333","0.133333333","0.266666667","33.33333333","12.96296296","14.81481481","29.62962963","44.44444444"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00368","","","","12","2","2","2","6","4","1.4","0.2","6.8","3","5","5","1.6","8.4","10","0.233333333","0.05","0.16","5","3","0.8","3.4","60","19.04761905","4.320987654","4.938271605","20.98765432","25.92592593","0.833333333","0.5","0.133333333","0.566666667","16.66666667","25.92592593","29.62962963","125.9259259","155.5555556"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00369","","","","12","3","3","3","5","12","1","0.4","2","1","3","5","1.4","3.4","17","0.2","0.033333333","0.082352941","5.666666667","1.666666667","0.466666667","0.666666667","29.41176471","41.17647059","3.086419753","4.320987654","6.172839506","10.49382716","1.416666667","0.416666667","0.116666667","0.166666667","25","12.34567901","17.28395062","24.69135802","41.97530864"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00370","","","","12","3","3","3","21","10","5.6","0.6","7.4","3","5","5","6.2","13.6","31","0.266666667","0.06","0.2","10.33333333","7","2.066666667","2.466666667","67.74193548","45.58823529","17.28395062","19.13580247","22.83950617","41.97530864","2.583333333","1.75","0.516666667","0.616666667","25","69.13580247","76.54320988","91.35802469","167.9012346"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00371","","","","12","3","3","3","21","10","3.4","0.4","2.4","3","3","5","3.8","6.2","31","0.161904762","0.04","0.122580645","10.33333333","7","1.266666667","0.8","67.74193548","61.29032258","10.49382716","11.72839506","7.407407407","19.13580247","2.583333333","1.75","0.316666667","0.2","25","41.97530864","46.91358025","29.62962963","76.54320988"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00372","","","","12","4","4","3","16","10","4.8","0.2","3.8","3","1","1","5","8.8","26","0.3","0.02","0.192307692","6.5","4","1.25","0.95","61.53846154","56.81818182","14.81481481","15.43209877","11.72839506","27.16049383","2.166666667","1.333333333","0.416666667","0.316666667","33.33333333","44.44444444","46.2962963","35.18518519","81.48148148"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00373","","","","12","4","4","4","13","1","2.2","0.06","4.4","3","1","1","2.26","6.66","14","0.169230769","0.06","0.161428571","3.5","3.25","0.565","1.1","92.85714286","33.93393393","6.790123457","6.975308642","13.58024691","20.55555556","1.166666667","1.083333333","0.188333333","0.366666667","33.33333333","20.37037037","20.92592593","40.74074074","61.66666667"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00374","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00375","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00376","","","","12","3","3","3","15","10","2.2","0.4","6","1","3","5","2.6","8.6","25","0.146666667","0.04","0.104","8.333333333","5","0.866666667","2","60","30.23255814","6.790123457","8.024691358","18.51851852","26.54320988","2.083333333","1.25","0.216666667","0.5","25","27.16049383","32.09876543","74.07407407","106.1728395"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00377","","","","12","4","4","3","11","8","2.2","0.4","8.2","1","5","5","2.6","10.8","19","0.2","0.05","0.136842105","4.75","2.75","0.65","2.05","57.89473684","24.07407407","6.790123457","8.024691358","25.30864198","33.33333333","1.583333333","0.916666667","0.216666667","0.683333333","33.33333333","20.37037037","24.07407407","75.92592593","100"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00378","","","","12","3","3","2","4","4","1.4","0.2","4.2","5","5","5","1.6","5.8","8","0.35","0.05","0.2","2.666666667","1.333333333","0.533333333","1.4","50","27.5862069","4.320987654","4.938271605","12.96296296","17.90123457","0.666666667","0.333333333","0.133333333","0.35","25","17.28395062","19.75308642","51.85185185","71.60493827"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00379","","","","12","3","3","3","10","2","4.8","0.2","4.8","3","1","1","5","9.8","12","0.48","0.1","0.416666667","4","3.333333333","1.666666667","1.6","83.33333333","51.02040816","14.81481481","15.43209877","14.81481481","30.24691358","1","0.833333333","0.416666667","0.4","25","59.25925926","61.72839506","59.25925926","120.9876543"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00380","","","","12","3","3","3","7","0","3.4","0","3.6","3","5","5","3.4","7","7","0.485714286","","0.485714286","2.333333333","2.333333333","1.133333333","1.2","100","48.57142857","10.49382716","10.49382716","11.11111111","21.60493827","0.583333333","0.583333333","0.283333333","0.3","25","41.97530864","41.97530864","44.44444444","86.41975309"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00381","","","","12","3","3","3","4","22","0.6","1","8.2","3","5","5","1.6","9.8","26","0.15","0.045454545","0.061538462","8.666666667","1.333333333","0.533333333","2.733333333","15.38461538","16.32653061","1.851851852","4.938271605","25.30864198","30.24691358","2.166666667","0.333333333","0.133333333","0.683333333","25","7.407407407","19.75308642","101.2345679","120.9876543"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00382","","","","12","3","3","3","7","2","1.6","0.4","10.2","2","5","6","2","12.2","9","0.228571429","0.2","0.222222222","3","2.333333333","0.666666667","3.4","77.77777778","16.39344262","4.938271605","6.172839506","31.48148148","37.65432099","0.75","0.583333333","0.166666667","0.85","25","19.75308642","24.69135802","125.9259259","150.617284"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00383","","","","12","3","3","3","16","6","6","0.4","12.2","3","1","1","6.4","18.6","22","0.375","0.066666667","0.290909091","7.333333333","5.333333333","2.133333333","4.066666667","72.72727273","34.40860215","18.51851852","19.75308642","37.65432099","57.40740741","1.833333333","1.333333333","0.533333333","1.016666667","25","74.07407407","79.01234568","150.617284","229.6296296"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00384","","","","12","1","1","1","5","4","1","0.2","5","3","7","7","1.2","6.2","9","0.2","0.05","0.133333333","9","5","1.2","5","55.55555556","19.35483871","3.086419753","3.703703704","15.43209877","19.13580247","0.75","0.416666667","0.1","0.416666667","8.333333333","37.03703704","44.44444444","185.1851852","229.6296296"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00385","","","","12","2","2","2","0","3","0","0.12","4.6","1","7","7","0.12","4.72","3","","0.04","0.04","1.5","0","0.06","2.3","0","2.542372881","0","0.37037037","14.19753086","14.56790123","0.25","0","0.01","0.383333333","16.66666667","0","2.222222222","85.18518519","87.40740741"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00386","","","","12","3","3","3","17","18","6.8","1","4.8","3","1","3","7.8","12.6","35","0.4","0.055555556","0.222857143","11.66666667","5.666666667","2.6","1.6","48.57142857","61.9047619","20.98765432","24.07407407","14.81481481","38.88888889","2.916666667","1.416666667","0.65","0.4","25","83.95061728","96.2962963","59.25925926","155.5555556"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00387","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00388","","","","12","4","4","3","20","5","6.4","0.4","8.8","3","3","4","6.8","15.6","25","0.32","0.08","0.272","6.25","5","1.7","2.2","80","43.58974359","19.75308642","20.98765432","27.16049383","48.14814815","2.083333333","1.666666667","0.566666667","0.733333333","33.33333333","59.25925926","62.96296296","81.48148148","144.4444444"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00389","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00390","","","","12","4","4","3","18","7","6","0.4","4.4","5","3","5","6.4","10.8","25","0.333333333","0.057142857","0.256","6.25","4.5","1.6","1.1","72","59.25925926","18.51851852","19.75308642","13.58024691","33.33333333","2.083333333","1.5","0.533333333","0.366666667","33.33333333","55.55555556","59.25925926","40.74074074","100"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00391","","","","12","4","4","4","10","22","2","0.8","3.8","3","5","7","2.8","6.6","32","0.2","0.036363636","0.0875","8","2.5","0.7","0.95","31.25","42.42424242","6.172839506","8.641975309","11.72839506","20.37037037","2.666666667","0.833333333","0.233333333","0.316666667","33.33333333","18.51851852","25.92592593","35.18518519","61.11111111"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00392","","","","12","4","4","3","15","4","4.4","0.2","3.2","5","1","3","4.6","7.8","19","0.293333333","0.05","0.242105263","4.75","3.75","1.15","0.8","78.94736842","58.97435897","13.58024691","14.19753086","9.87654321","24.07407407","1.583333333","1.25","0.383333333","0.266666667","33.33333333","40.74074074","42.59259259","29.62962963","72.22222222"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00393","","","","12","2","2","2","6","4","1.8","0.2","3.6","1","3","5","2","5.6","10","0.3","0.05","0.2","5","3","1","1.8","60","35.71428571","5.555555556","6.172839506","11.11111111","17.28395062","0.833333333","0.5","0.166666667","0.3","16.66666667","33.33333333","37.03703704","66.66666667","103.7037037"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00394","","","","12","4","4","4","17","7","6.4","0.4","10.8","3","3","3","6.8","17.6","24","0.376470588","0.057142857","0.283333333","6","4.25","1.7","2.7","70.83333333","38.63636364","19.75308642","20.98765432","33.33333333","54.32098765","2","1.416666667","0.566666667","0.9","33.33333333","59.25925926","62.96296296","100","162.962963"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00395","","","","12","4","4","3","14","6","4.1","0.4","9","4","5","5","4.5","13.5","20","0.292857143","0.066666667","0.225","5","3.5","1.125","2.25","70","33.33333333","12.65432099","13.88888889","27.77777778","41.66666667","1.666666667","1.166666667","0.375","0.75","33.33333333","37.96296296","41.66666667","83.33333333","125"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00396","","","","12","3","3","3","0","4","0","0.2","4.6","3","9","9","0.2","4.8","4","","0.05","0.05","1.333333333","0","0.066666667","1.533333333","0","4.166666667","0","0.617283951","14.19753086","14.81481481","0.333333333","0","0.016666667","0.383333333","25","0","2.469135802","56.79012346","59.25925926"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00397","","","","12","3","3","3","9","10","2","0.3","3.2","1","1","1","2.3","5.5","19","0.222222222","0.03","0.121052632","6.333333333","3","0.766666667","1.066666667","47.36842105","41.81818182","6.172839506","7.098765432","9.87654321","16.97530864","1.583333333","0.75","0.191666667","0.266666667","25","24.69135802","28.39506173","39.50617284","67.90123457"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00398","","","","12","4","4","3","14","13","5.2","0.2","7.4","3","1","3","5.4","12.8","27","0.371428571","0.015384615","0.2","6.75","3.5","1.35","1.85","51.85185185","42.1875","16.04938272","16.66666667","22.83950617","39.50617284","2.25","1.166666667","0.45","0.616666667","33.33333333","48.14814815","50","68.51851852","118.5185185"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00399","","","","12","3","3","3","4","18","0.9","0.3","1.4","1","7","9","1.2","2.6","22","0.225","0.016666667","0.054545455","7.333333333","1.333333333","0.4","0.466666667","18.18181818","46.15384615","2.777777778","3.703703704","4.320987654","8.024691358","1.833333333","0.333333333","0.1","0.116666667","25","11.11111111","14.81481481","17.28395062","32.09876543"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00400","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00401","","","","12","3","3","2","10","0","2.4","0","14.6","3","1","1","2.4","17","10","0.24","","0.24","3.333333333","3.333333333","0.8","4.866666667","100","14.11764706","7.407407407","7.407407407","45.0617284","52.4691358","0.833333333","0.833333333","0.2","1.216666667","25","29.62962963","29.62962963","180.2469136","209.8765432"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00402","","","","12","3","3","2","3","12","0.6","0.2","3.4","1","5","7","0.8","4.2","15","0.2","0.016666667","0.053333333","5","1","0.266666667","1.133333333","20","19.04761905","1.851851852","2.469135802","10.49382716","12.96296296","1.25","0.25","0.066666667","0.283333333","25","7.407407407","9.87654321","41.97530864","51.85185185"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00403","","","","12","3","3","1","2","4","0.4","0.2","1.8","3","5","5","0.6","2.4","6","0.2","0.05","0.1","2","0.666666667","0.2","0.6","33.33333333","25","1.234567901","1.851851852","5.555555556","7.407407407","0.5","0.166666667","0.05","0.15","25","4.938271605","7.407407407","22.22222222","29.62962963"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00404","","","","12","4","4","2","15","16","3.8","0.3","5.4","1","5","7","4.1","9.5","31","0.253333333","0.01875","0.132258065","7.75","3.75","1.025","1.35","48.38709677","43.15789474","11.72839506","12.65432099","16.66666667","29.32098765","2.583333333","1.25","0.341666667","0.45","33.33333333","35.18518519","37.96296296","50","87.96296296"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00405","","","","12","3","3","2","12","0","1.4","0","5.6","1","1","1","1.4","7","12","0.116666667","","0.116666667","4","4","0.466666667","1.866666667","100","20","4.320987654","4.320987654","17.28395062","21.60493827","1","1","0.116666667","0.466666667","25","17.28395062","17.28395062","69.13580247","86.41975309"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00406","","","","12","2","2","1","0","1","0","0.1","0.8","7","5","5","0.1","0.9","1","","0.1","0.1","0.5","0","0.05","0.4","0","11.11111111","0","0.308641975","2.469135802","2.777777778","0.083333333","0","0.008333333","0.066666667","16.66666667","0","1.851851852","14.81481481","16.66666667"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00407","","","","12","3","3","3","6","8","1","0.4","5.8","3","5","5","1.4","7.2","14","0.166666667","0.05","0.1","4.666666667","2","0.466666667","1.933333333","42.85714286","19.44444444","3.086419753","4.320987654","17.90123457","22.22222222","1.166666667","0.5","0.116666667","0.483333333","25","12.34567901","17.28395062","71.60493827","88.88888889"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00408","","","","12","3","3","3","28","10","3.8","0.3","2","3","5","5","4.1","6.1","38","0.135714286","0.03","0.107894737","12.66666667","9.333333333","1.366666667","0.666666667","73.68421053","67.21311475","11.72839506","12.65432099","6.172839506","18.82716049","3.166666667","2.333333333","0.341666667","0.166666667","25","46.91358025","50.61728395","24.69135802","75.30864198"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00409","","","","12","3","3","3","6","12","1.5","0.2","7.4","3","3","5","1.7","9.1","18","0.25","0.016666667","0.094444444","6","2","0.566666667","2.466666667","33.33333333","18.68131868","4.62962963","5.24691358","22.83950617","28.08641975","1.5","0.5","0.141666667","0.616666667","25","18.51851852","20.98765432","91.35802469","112.345679"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00410","","","","12","3","3","3","13","31","1.8","0.5","2.4","3","5","7","2.3","4.7","44","0.138461538","0.016129032","0.052272727","14.66666667","4.333333333","0.766666667","0.8","29.54545455","48.93617021","5.555555556","7.098765432","7.407407407","14.50617284","3.666666667","1.083333333","0.191666667","0.2","25","22.22222222","28.39506173","29.62962963","58.02469136"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00411","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00412","","","","12","3","3","2","2","0","0.3","0","1.4","1","1","1","0.3","1.7","2","0.15","","0.15","0.666666667","0.666666667","0.1","0.466666667","100","17.64705882","0.925925926","0.925925926","4.320987654","5.24691358","0.166666667","0.166666667","0.025","0.116666667","25","3.703703704","3.703703704","17.28395062","20.98765432"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00413","","","","12","3","3","1","5","6","2.4","0.2","3.2","1","1","1","2.6","5.8","11","0.48","0.033333333","0.236363636","3.666666667","1.666666667","0.866666667","1.066666667","45.45454545","44.82758621","7.407407407","8.024691358","9.87654321","17.90123457","0.916666667","0.416666667","0.216666667","0.266666667","25","29.62962963","32.09876543","39.50617284","71.60493827"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00414","","","","12","5","5","3","4","7","0.8","0.2","12.2","1","5","7","1","13.2","11","0.2","0.028571429","0.090909091","2.2","0.8","0.2","2.44","36.36363636","7.575757576","2.469135802","3.086419753","37.65432099","40.74074074","0.916666667","0.333333333","0.083333333","1.016666667","41.66666667","5.925925926","7.407407407","90.37037037","97.77777778"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00415","","","","12","3","3","3","8","0","1.2","0","2.8","1","5","5","1.2","4","8","0.15","","0.15","2.666666667","2.666666667","0.4","0.933333333","100","30","3.703703704","3.703703704","8.641975309","12.34567901","0.666666667","0.666666667","0.1","0.233333333","25","14.81481481","14.81481481","34.56790123","49.38271605"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00416","","","","12","3","3","3","5","7","2.2","0.5","3.4","3","1","3","2.7","6.1","12","0.44","0.071428571","0.225","4","1.666666667","0.9","1.133333333","41.66666667","44.26229508","6.790123457","8.333333333","10.49382716","18.82716049","1","0.416666667","0.225","0.283333333","25","27.16049383","33.33333333","41.97530864","75.30864198"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00417","","","","12","3","3","2","13","7","3.2","0.5","5.8","3","3","5","3.7","9.5","20","0.246153846","0.071428571","0.185","6.666666667","4.333333333","1.233333333","1.933333333","65","38.94736842","9.87654321","11.41975309","17.90123457","29.32098765","1.666666667","1.083333333","0.308333333","0.483333333","25","39.50617284","45.67901235","71.60493827","117.2839506"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00418","","","","12","3","3","3","9","4","0.6","0.2","6","1","3","3","0.8","6.8","13","0.066666667","0.05","0.061538462","4.333333333","3","0.266666667","2","69.23076923","11.76470588","1.851851852","2.469135802","18.51851852","20.98765432","1.083333333","0.75","0.066666667","0.5","25","7.407407407","9.87654321","74.07407407","83.95061728"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00419","","","","12","3","3","2","11","4","3.8","0.2","2.6","1","3","5","4","6.6","15","0.345454545","0.05","0.266666667","5","3.666666667","1.333333333","0.866666667","73.33333333","60.60606061","11.72839506","12.34567901","8.024691358","20.37037037","1.25","0.916666667","0.333333333","0.216666667","25","46.91358025","49.38271605","32.09876543","81.48148148"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00420","","","","12","3","3","3","7","6","1.6","0.3","3","3","1","3","1.9","4.9","13","0.228571429","0.05","0.146153846","4.333333333","2.333333333","0.633333333","1","53.84615385","38.7755102","4.938271605","5.864197531","9.259259259","15.12345679","1.083333333","0.583333333","0.158333333","0.25","25","19.75308642","23.45679012","37.03703704","60.49382716"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00421","","","","12","4","4","3","11","13","2.4","0.6","8.4","1","3","5","3","11.4","24","0.218181818","0.046153846","0.125","6","2.75","0.75","2.1","45.83333333","26.31578947","7.407407407","9.259259259","25.92592593","35.18518519","2","0.916666667","0.25","0.7","33.33333333","22.22222222","27.77777778","77.77777778","105.5555556"
"","","MZP2019UMB-PT03","","","","","","","","","MZP2019UMB-PT03-00422","","","","12","3","3","3","17","2","7","0.1","3.4","1","5","6","7.1","10.5","19","0.411764706","0.05","0.373684211","6.333333333","5.666666667","2.366666667","1.133333333","89.47368421","67.61904762","21.60493827","21.91358025","10.49382716","32.40740741","1.583333333","1.416666667","0.591666667","0.283333333","25","86.41975309","87.65432099","41.97530864","129.6296296"
