"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Weight of vines per NET plot in kg|CO_331:0000227","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root dry matter content computing percent|CO_331:0000297","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Content of total sugars estimating 1-9|CO_331:0000766","Content of starch in raw storage roots estimating 1-9|CO_331:0001055","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00048","","","","39","34","1","1","9","6.5","16","14","34","29","7.5","1.9","4","4","4","30.64","10.5","5","2","4","4","9.4","15.9","63","0.220588235","0.065517241","0.149206349","3.9375","1.615384615","2.125","0.871794872","0.5875","0.241025641","0.40625","0.166666667","53.96825397","59.11949686","41.02564103","2.88016","7.122507123","17.36111111","8.926875594","21.75925926","6.172839506","15.0462963","2.735194682","6.667037037","15.0997151","36.80555556"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00049","","","","39","32","1","1","8","13","15","11","15","25","2","1","3","3","4","30.62","3.76","5","2","4","4","3","16","40","0.133333333","0.04","0.075","2.666666667","1.025641026","1","0.384615385","0.2","0.076923077","0.866666667","0.333333333","37.5","18.75","38.46153846","0.9186","1.899335233","4.938271605","2.849002849","7.407407407","12.34567901","32.09876543","0.872364672","2.268148148","15.19468186","39.50617284"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00050","","","","39","36","1","1","7","22","25","20","145","126","14","3","4","4","3","30.59","12.39","5","2","3","4","17","39","271","0.096551724","0.023809524","0.062730627","10.84","6.948717949","5.8","3.717948718","0.68","0.435897436","0.88","0.564102564","53.50553506","43.58974359","64.1025641","5.2003","13.29534663","20.74074074","16.14434948","25.18518519","20.89268756","32.59259259","4.938556505","7.704148148","37.03703704","57.77777778"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00051","","","","39","30","1","1","8","14","13","8","13","17","2","1","3","4","4","30.15","10.5","5","2","4","4","3","17","30","0.153846154","0.058823529","0.1","2.307692308","0.769230769","1","0.333333333","0.230769231","0.076923077","1.076923077","0.358974359","43.33333333","17.64705882","33.33333333","0.9045","1.899335233","5.698005698","2.849002849","8.547008547","13.29534663","39.88603989","0.858974359","2.576923077","16.14434948","48.43304843"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00052","","","","39","37","1","1","8","26","14","9","18","12","2","1","3","3","4","","4.61","5","2","4","4","3","29","30","0.111111111","0.083333333","0.1","2.142857143","0.769230769","1.285714286","0.461538462","0.214285714","0.076923077","1.857142857","0.666666667","60","10.34482759","35.8974359","","1.899335233","5.291005291","2.849002849","7.936507937","24.69135802","68.78306878","","","27.54036087","76.71957672"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00053","","","","39","38","1","1","9","22","17","13","31","115","4.5","4","3","3","4","30.14","10.5","5","2","3","4","8.5","30.5","146","0.14516129","0.034782609","0.058219178","8.588235294","3.743589744","1.823529412","0.794871795","0.5","0.217948718","1.294117647","0.564102564","21.23287671","27.86885246","43.58974359","2.5619","4.273504274","9.803921569","8.072174739","18.51851852","20.89268756","47.93028322","2.432953466","5.581481481","28.9648623","66.44880174"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00054","","","","39","38","1","1","9","13","10","5","8","19","0.5","0.5","2","3","4","30.47","10.5","4","2","4","4","1","14","27","0.0625","0.026315789","0.037037037","2.7","0.692307692","0.8","0.205128205","0.1","0.025641026","1.3","0.333333333","29.62962963","7.142857143","25.64102564","0.3047","0.474833808","1.851851852","0.949667616","3.703703704","12.34567901","48.14814815","0.289363723","1.128518519","13.29534663","51.85185185"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00055","","","","39","14","2","1","7","3.5","5","3","0","10","0","0.5","2","2","4","30.64","1.5","4","2","5","4","0.5","4","10","","0.05","0.05","2","0.256410256","0","0","0.1","0.012820513","0.7","0.08974359","0","12.5","12.82051282","0.1532","0","0","0.474833808","3.703703704","3.323836657","25.92592593","0.145489079","1.134814815","3.798670465","29.62962963"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00056","","","","39","7","1","1","7","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.051282051","","","","","","","","","1.899335233","","","","",""
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00057","","","","39","17","1","1","8","7.5","5","4","0","11","0","1.6","3","2","4","","4.61","5","2","5","4","1.6","9.1","11","","0.145454545","0.145454545","2.2","0.282051282","0","0","0.32","0.041025641","1.5","0.192307692","0","17.58241758","12.82051282","","0","0","1.519468186","11.85185185","7.122507123","55.55555556","","","8.641975309","67.40740741"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00058","","","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00059","","","","39","32","1","1","9","12","10","9","0","28","0","1","2","2","4","30.78","7.76","5","2","4","4","1","13","28","","0.035714286","0.035714286","2.8","0.717948718","0","0","0.1","0.025641026","1.2","0.307692308","0","7.692307692","25.64102564","0.3078","0","0","0.949667616","3.703703704","11.3960114","44.44444444","0.292307692","1.14","12.34567901","48.14814815"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00060","","","","39","13","1","1","7","8","13","8","8","10","1.5","0.2","3","3","4","30.08","3.03","5","3","3","3","1.7","9.7","18","0.1875","0.02","0.094444444","1.384615385","0.461538462","0.615384615","0.205128205","0.130769231","0.043589744","0.615384615","0.205128205","44.44444444","17.5257732","33.33333333","0.51136","1.424501425","4.273504274","1.614434948","4.843304843","7.597340931","22.79202279","0.485622032","1.456866097","9.211775878","27.63532764"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00061","","","","39","36","1","1","8","25","16","8","0","27","0","0.2","2","2","4","30.03","7.23","4","3","5","3","0.2","25.2","27","","0.007407407","0.007407407","1.6875","0.692307692","0","0","0.0125","0.005128205","1.5625","0.641025641","0","0.793650794","41.02564103","0.06006","0","0","0.189933523","0.462962963","23.74169041","57.87037037","0.057037037","0.139027778","23.93162393","58.33333333"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00062","","","","39","18","1","1","8","11","12","12","33","65","5.5","2","3","4","3","30.23","14.37","5","2","4","4","7.5","18.5","98","0.166666667","0.030769231","0.076530612","8.166666667","2.512820513","2.75","0.846153846","0.625","0.192307692","0.916666667","0.282051282","33.67346939","40.54054054","30.76923077","2.26725","5.22317189","16.97530864","7.122507123","23.14814815","10.44634378","33.95061728","2.153133903","6.997685185","17.5688509","57.09876543"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00063","","","","39","24","1","1","8","12","16","14","27","24","2.5","1","3","3","3","30.46","","","","","","3.5","15.5","51","0.092592593","0.041666667","0.068627451","3.1875","1.307692308","1.6875","0.692307692","0.21875","0.08974359","0.75","0.307692308","52.94117647","22.58064516","41.02564103","1.0661","2.374169041","5.787037037","3.323836657","8.101851852","11.3960114","27.77777778","1.012440646","2.467824074","14.71984805","35.87962963"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00064","","","","39","10","1","1","7","13","4","4","0","14","0","0.5","2","2","4","30.26","14.37","5","2","4","4","0.5","13.5","14","","0.035714286","0.035714286","3.5","0.358974359","0","0","0.125","0.012820513","3.25","0.333333333","0","3.703703704","10.25641026","0.1513","0","0","0.474833808","4.62962963","12.34567901","120.3703704","0.14368471","1.400925926","12.82051282","125"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00065","","","","39","35","1","1","9","15","18","15","13","16","3","1","3","3","4","30.27","","","","","","4","19","29","0.230769231","0.0625","0.137931034","1.611111111","0.743589744","0.722222222","0.333333333","0.222222222","0.102564103","0.833333333","0.384615385","44.82758621","21.05263158","46.15384615","1.2108","2.849002849","6.172839506","3.798670465","8.230452675","14.24501425","30.86419753","1.14985755","2.491358025","18.04368471","39.09465021"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00066","","","","39","37","1","1","9","19","14","8","9","21","2.5","2","3","3","3","30.31","14.37","5","2","4","4","4.5","23.5","30","0.277777778","0.095238095","0.15","2.142857143","0.769230769","0.642857143","0.230769231","0.321428571","0.115384615","1.357142857","0.487179487","30","19.14893617","35.8974359","1.36395","2.374169041","6.613756614","4.273504274","11.9047619","18.04368471","50.26455026","1.295299145","3.608333333","22.31718898","62.16931217"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00067","","","","39","22","1","1","8","6.2","22","22","102","22","8","2","4","3","3","30.16","11.03","5","2","4","4","10","16.2","124","0.078431373","0.090909091","0.080645161","5.636363636","3.179487179","4.636363636","2.615384615","0.454545455","0.256410256","0.281818182","0.158974359","82.25806452","61.72839506","56.41025641","3.016","7.597340931","13.46801347","9.496676163","16.83501684","5.887939221","10.43771044","2.864197531","5.077441077","15.38461538","27.27272727"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00068","","","","39","20","1","1","3","13","16","7","10","28","2","3","3","2","3","","","","","","","5","18","38","0.2","0.107142857","0.131578947","2.375","0.974358974","0.625","0.256410256","0.3125","0.128205128","0.8125","0.333333333","26.31578947","27.77777778","41.02564103","","1.899335233","4.62962963","4.748338082","11.57407407","12.34567901","30.09259259","","","17.09401709","41.66666667"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00069","","","","39","36","1","1","9","15","23","14","6","18","1","2","3","2","4","20.03","12.39","5","2","5","4","3","18","24","0.166666667","0.111111111","0.125","1.043478261","0.615384615","0.260869565","0.153846154","0.130434783","0.076923077","0.652173913","0.384615385","25","16.66666667","58.97435897","0.6009","0.949667616","1.610305958","2.849002849","4.830917874","14.24501425","24.15458937","0.570655271","0.96763285","17.09401709","28.98550725"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00070","","","","39","22","1","1","7","13.5","22","15","12","22","1","1","2","2","4","25.93","3.76","5","2","3","4","2","15.5","34","0.083333333","0.045454545","0.058823529","1.545454545","0.871794872","0.545454545","0.307692308","0.090909091","0.051282051","0.613636364","0.346153846","35.29411765","12.90322581","56.41025641","0.5186","0.949667616","1.683501684","1.899335233","3.367003367","12.82051282","22.72727273","0.492497626","0.873063973","14.71984805","26.09427609"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00071","","","","39","32","1","1","9","9.1","21","15","7","45","1","1","2","2","4","30.11","","","","","","2","11.1","52","0.142857143","0.022222222","0.038461538","2.476190476","1.333333333","0.333333333","0.179487179","0.095238095","0.051282051","0.433333333","0.233333333","13.46153846","18.01801802","53.84615385","0.6022","0.949667616","1.76366843","1.899335233","3.527336861","8.641975309","16.04938272","0.571889839","1.062081129","10.54131054","19.57671958"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00072","","","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00073","","","","39","35","1","1","9","8","22","18","15","57","2.5","2","3","3","4","30.69","7.76","4","2","4","4","4.5","12.5","72","0.166666667","0.035087719","0.0625","3.272727273","1.846153846","0.681818182","0.384615385","0.204545455","0.115384615","0.363636364","0.205128205","20.83333333","36","56.41025641","1.38105","2.374169041","4.208754209","4.273504274","7.575757576","7.597340931","13.46801347","1.311538462","2.325","11.8708452","21.04377104"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00074","","","","39","26","1","1","9","6.4","15","12","14","51","5","2","3","3","4","30.26","","","","","","7","13.4","65","0.357142857","0.039215686","0.107692308","4.333333333","1.666666667","0.933333333","0.358974359","0.466666667","0.179487179","0.426666667","0.164102564","21.53846154","52.23880597","38.46153846","2.1182","4.748338082","12.34567901","6.647673314","17.28395062","6.077872745","15.80246914","2.011585945","5.230123457","12.72554606","33.08641975"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00075","","","","39","39","1","1","9","21","19","14","7","21","2","2","3","3","4","30.2","7.76","5","2","3","4","4","25","28","0.285714286","0.095238095","0.142857143","1.473684211","0.717948718","0.368421053","0.179487179","0.210526316","0.102564103","1.105263158","0.538461538","25","16","48.71794872","1.208","1.899335233","3.898635478","3.798670465","7.797270955","19.94301994","40.93567251","1.147198481","2.354775828","23.74169041","48.73294347"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00076","","","","39","15","1","1","9","19","15","12","18","11","4","0.5","3","3","4","30.27","","","","","","4.5","23.5","29","0.222222222","0.045454545","0.155172414","1.933333333","0.743589744","1.2","0.461538462","0.3","0.115384615","1.266666667","0.487179487","62.06896552","19.14893617","38.46153846","1.36215","3.798670465","9.87654321","4.273504274","11.11111111","18.04368471","46.91358025","1.293589744","3.363333333","22.31718898","58.02469136"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00077","","","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00078","","","","39","25","1","1","9","37","15","10","8","23","1.5","1.5","3","2","3","","7.76","5","2","4","4","3","40","31","0.1875","0.065217391","0.096774194","2.066666667","0.794871795","0.533333333","0.205128205","0.2","0.076923077","2.466666667","0.948717949","25.80645161","7.5","38.46153846","","1.424501425","3.703703704","2.849002849","7.407407407","35.1377018","91.35802469","","","37.98670465","98.7654321"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00079","","","","39","20","1","1","9","18","20","7","0","10","0","0.8","2","2","4","","","","","","","0.8","18.8","10","","0.08","0.08","0.5","0.256410256","0","0","0.04","0.020512821","0.9","0.461538462","0","4.255319149","51.28205128","","0","0","0.759734093","1.481481481","17.09401709","33.33333333","","","17.85375119","34.81481481"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00080","","","","39","20","1","5","8","15","17","14","15","30","2.5","1.5","3","4","4","30.57","","","","","","4","19","45","0.166666667","0.05","0.088888889","2.647058824","1.153846154","0.882352941","0.384615385","0.235294118","0.102564103","0.882352941","0.384615385","33.33333333","21.05263158","43.58974359","1.2228","2.374169041","5.446623094","3.798670465","8.71459695","14.24501425","32.67973856","1.161253561","2.664052288","18.04368471","41.39433551"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00081","","","","39","35","1","1","9","14","16","14","0","60","0","1.5","2","2","4","30.23","3.76","5","2","4","4","1.5","15.5","60","","0.025","0.025","3.75","1.538461538","0","0","0.09375","0.038461538","0.875","0.358974359","0","9.677419355","41.02564103","0.45345","0","0","1.424501425","3.472222222","13.29534663","32.40740741","0.430626781","1.049652778","14.71984805","35.87962963"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00082","","","","39","37","1","1","9","6","9","4","0","4","0","0.2","2","1","4","30.28","10.5","5","2","3","4","0.2","6.2","4","","0.05","0.05","0.444444444","0.102564103","0","0","0.022222222","0.005128205","0.666666667","0.153846154","0","3.225806452","23.07692308","0.06056","0","0","0.189933523","0.823045267","5.698005698","24.69135802","0.057511871","0.249218107","5.887939221","25.51440329"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00083","","","","39","39","1","1","9","46.5","11","3","0","4","0","0.7","2","2","4","30.28","0.15","5","3","3","3","0.7","47.2","4","","0.175","0.175","0.363636364","0.102564103","0","0","0.063636364","0.017948718","4.227272727","1.192307692","0","1.483050847","28.20512821","0.21196","0","0","0.664767331","2.356902357","44.15954416","156.5656566","0.201291548","0.713670034","44.82431149","158.9225589"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00084","","","","39","36","1","1","9","17.1","13","7","21","11","1.5","0.5","3","3","4","30.12","3.03","2","2","5","4","2","19.1","32","0.071428571","0.045454545","0.0625","2.461538462","0.820512821","1.615384615","0.538461538","0.153846154","0.051282051","1.315384615","0.438461538","65.625","10.47120419","33.33333333","0.6024","1.424501425","4.273504274","1.899335233","5.698005698","16.23931624","48.71794872","0.572079772","1.716239316","18.13865147","54.41595442"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00085","","","","39","33","3","1","9","25","11","5","0","19","0","1","2","2","3","30.01","10.5","4","2","4","4","1","26","19","","0.052631579","0.052631579","1.727272727","0.487179487","0","0","0.090909091","0.025641026","2.272727273","0.641025641","0","3.846153846","28.20512821","0.3001","0","0","0.949667616","3.367003367","23.74169041","84.17508418","0.284995252","1.01043771","24.69135802","87.54208754"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00086","","","","39","29","1","1","9","15","12","7","12","50","1","1.5","2","2","2","30.23","7.23","5","2","4","4","2.5","17.5","62","0.083333333","0.03","0.040322581","5.166666667","1.58974359","1","0.307692308","0.208333333","0.064102564","1.25","0.384615385","19.35483871","14.28571429","30.76923077","0.75575","0.949667616","3.086419753","2.374169041","7.716049383","14.24501425","46.2962963","0.717711301","2.332561728","16.61918329","54.01234568"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00087","","","","39","31","1","1","7","4.5","13","11","43","14","1.5","1.6","2","3","4","","","","","","","3.1","7.6","57","0.034883721","0.114285714","0.054385965","4.384615385","1.461538462","3.307692308","1.102564103","0.238461538","0.079487179","0.346153846","0.115384615","75.43859649","40.78947368","33.33333333","","1.424501425","4.273504274","2.943969611","8.831908832","4.273504274","12.82051282","","","7.217473884","21.65242165"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00088","","","","39","38","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00089","","","","39","36","1","1","8","4.3","10","5","9","5","1","0.2","3","3","4","27.84","14.37","4","2","5","4","1.2","5.5","14","0.111111111","0.04","0.085714286","1.4","0.358974359","0.9","0.230769231","0.12","0.030769231","0.43","0.11025641","64.28571429","21.81818182","25.64102564","0.33408","0.949667616","3.703703704","1.13960114","4.444444444","4.08357075","15.92592593","0.317264957","1.237333333","5.22317189","20.37037037"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00090","","","","39","38","1","1","6","1.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.030769231","","","","","","","","","1.13960114","","","","",""
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00091","","","","39","38","1","1","7","1.5","5","3","0","21","0","1","2","2","4","30.38","10.5","5","2","3","4","1","2.5","21","","0.047619048","0.047619048","4.2","0.538461538","0","0","0.2","0.025641026","0.3","0.038461538","0","40","12.82051282","0.3038","0","0","0.949667616","7.407407407","1.424501425","11.11111111","0.288509022","2.25037037","2.374169041","18.51851852"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00092","","","","39","37","1","1","8","15","12","7","0","22","0","1","2","2","4","30.34","7.76","4","2","4","4","1","16","22","","0.045454545","0.045454545","1.833333333","0.564102564","0","0","0.083333333","0.025641026","1.25","0.384615385","0","6.25","30.76923077","0.3034","0","0","0.949667616","3.086419753","14.24501425","46.2962963","0.288129155","0.936419753","15.19468186","49.38271605"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00093","","","","39","37","1","1","8","7","8","6","0","10","0","0.3","2","2","4","27.91","3.03","4","3","5","3","0.3","7.3","10","","0.03","0.03","1.25","0.256410256","0","0","0.0375","0.007692308","0.875","0.179487179","0","4.109589041","20.51282051","0.08373","0","0","0.284900285","1.388888889","6.647673314","32.40740741","0.07951567","0.387638889","6.932573599","33.7962963"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00094","","","","39","22","3","5","9","6.5","13","8","13","48","13","2","3","3","4","30.34","12.39","5","2","4","4","15","21.5","61","1","0.041666667","0.245901639","4.692307692","1.564102564","1","0.333333333","1.153846154","0.384615385","0.5","0.166666667","21.31147541","69.76744186","33.33333333","4.551","12.34567901","37.03703704","14.24501425","42.73504274","6.172839506","18.51851852","4.321937322","12.96581197","20.41785375","61.25356125"
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00095","","","","39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2010UMB-AT05","","","","","","","","","MZP2010UMB-AT05-00096","","","","39","37","1","1","9","7.4","17","17","53","57","3.5","2","3","3","3","30.7","7.76","5","2","4","4","5.5","12.9","110","0.066037736","0.035087719","0.05","6.470588235","2.820512821","3.117647059","1.358974359","0.323529412","0.141025641","0.435294118","0.18974359","48.18181818","42.63565891","43.58974359","1.6885","3.323836657","7.625272331","5.22317189","11.98257081","7.027540361","16.12200436","1.60351377","3.678649237","12.25071225","28.10457516"
