"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|CO_331:0000193","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Number of plants harvested per NET plot|CO_331:0000679","Number of plants with storage roots per NET plot|CO_331:0000211","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root size estimating 1-9|CO_331:0000184","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Fibers content in boiled storage root samples estimating 1-9|CO_331:0000259","Storage root sweetness in cooked samples estimating 1-9|CO_331:0000261","Storage root texture in boiled samples estimating 1-9 by Gruneberg|CO_331:0000265","Boiled storage root flesh taste estimating 1-9|CO_331:0000269","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of total carotenoids in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000290","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00011","","","","26","26","1","1","7","10","10","17","35","3.5","2","12.8","3","3","1","50.2","13.2","1","1","3","3","2.47","2.09","1.05","36.27","72.67","33.75","6.12","53.38","5.97","8.37","13.42","0.1","5.5","18.3","52","0.205882353","0.057142857","0.105769231","5.2","2","1.7","0.653846154","0.55","0.211538462","1.28","0.492307692","32.69230769","30.05464481","38.46153846","26.29482072","1.446215139","4.985754986","12.96296296","7.834757835","20.37037037","18.23361823","47.40740741","2.060135526","5.356352368","26.06837607","67.77777778"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00012","","","","26","22","1","1","6","12","12","22","21","5","1.9","13","1","1","1","50.7","14.9","1","1","1","7","5.12","3.21","1.88","314.24","198.91","61.35","14.37","28.55","6.12","9.72","33.04","0.32","6.9","19.9","43","0.227272727","0.09047619","0.160465116","3.583333333","1.653846154","1.833333333","0.846153846","0.575","0.265384615","1.083333333","0.5","51.1627907","34.67336683","46.15384615","29.38856016","2.027810651","7.122507123","15.43209877","9.829059829","21.2962963","18.51851852","40.12345679","2.888619161","6.258674848","28.34757835","61.41975309"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00013","","","","26","23","1","1","7","10","7","11","9","6","1","19","7","1","1","50.8","11.1","7","1","7","3","4.46","2.58","1.46","73.57","104.39","46.14","10.5","40.37","6.79","9.92","23.06","0.54","7","26","20","0.545454545","0.111111111","0.35","2","0.769230769","1.1","0.423076923","0.7","0.269230769","1.9","0.730769231","55","26.92307692","38.46153846","21.8503937","1.529527559","8.547008547","22.22222222","9.971509972","25.92592593","27.06552707","70.37037037","2.178814187","5.664916885","37.03703704","96.2962963"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00014","","","","26","6","1","1","4","3","1","","2","","0.1","3.2","7","3","1","50.8","15.7","3","9","3","3","5.4","2.42","1.32","253.76","121.03","38.71","11.03","57.31","4.19","6.87","9.75","0.44","","","","","0.05","","","","","","","","1.066666667","0.123076923","","","11.53846154","30.90551181","","","","","","4.558404558","39.50617284","","","",""
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00015","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00016","","","","26","21","1","1","5","16","16","22","28","7","2","15","3","9","1","","","5","1","3","5","","","","","","","","","","","","","9","24","50","0.318181818","0.071428571","0.18","3.125","1.923076923","1.375","0.846153846","0.5625","0.346153846","0.9375","0.576923077","44","37.5","61.53846154","","","9.971509972","16.2037037","12.82051282","20.83333333","21.36752137","34.72222222","","","34.18803419","55.55555556"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00017","","","","26","16","1","1","6","9","8","22","11","7","2","14","3","3","1","50.3","16.2","9","1","7","5","5.44","2.29","1.39","228.81","120.9","28.79","7.23","62.2","3.73","6.13","7.29","0.22","9","23","33","0.318181818","0.181818182","0.272727273","3.666666667","1.269230769","2.444444444","0.846153846","1","0.346153846","1.555555556","0.538461538","66.66666667","39.13043478","34.61538462","32.20675944","2.89860835","9.971509972","28.80658436","12.82051282","37.03703704","19.94301994","57.61316872","4.129071724","11.92842942","32.76353276","94.65020576"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00018","","","","26","3","1","1","2","1","1","2","7","1","1.2","2","5","5","1","50.4","12.1","5","5","1","5","4.35","2.48","1.15","22.62","80.69","45.1","7.23","45.67","7.78","10.65","16.32","1.22","2.2","4.2","9","0.5","0.171428571","0.244444444","9","0.346153846","2","0.076923077","2.2","0.084615385","2","0.076923077","22.22222222","52.38095238","3.846153846","24.00793651","0.528174603","1.424501425","37.03703704","3.133903134","81.48148148","2.849002849","74.07407407","0.752385475","19.56202234","5.982905983","155.5555556"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00019","","","","26","17","1","1","7","15","15","29","26","9.9","3","16","1","1","1","50.2","15.5","1","1","9","5","4.6","2.2","1.12","57.24","89.81","31.87","14.37","58.9","2.69","4.1","14.55","0.04","12.9","28.9","55","0.34137931","0.115384615","0.234545455","3.666666667","2.115384615","1.933333333","1.115384615","0.86","0.496153846","1.066666667","0.615384615","52.72727273","44.6366782","57.69230769","30.87649402","3.983067729","14.1025641","24.44444444","18.37606838","31.85185185","22.79202279","39.50617284","5.673885654","9.834735134","41.16809117","71.35802469"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00020","","","","26","22","1","1","9","13","11","17","7","9","5.2","16","3","7","3","50.4","15.2","1","7","1","3","4.11","2.65","1.25","214.19","135.71","42.29","4.61","51.56","7.27","10.52","13.2","0.41","14.2","30.2","24","0.529411765","0.742857143","0.591666667","1.846153846","0.923076923","1.307692308","0.653846154","1.092307692","0.546153846","1.230769231","0.615384615","70.83333333","47.01986755","50","30.15873016","4.282539683","12.82051282","25.64102564","20.22792023","40.45584046","22.79202279","45.58404558","6.100483878","12.20096776","43.01994302","86.03988604"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00021","","","","26","18","1","1","8","14","13","20","25","11.9","7","10.5","1","3","7","50.5","15.9","1","3","1","5","3.13","1.97","0.91","67.94","78.24","32.57","7.23","61.72","5.51","7.76","4.53","0.36","18.9","29.4","45","0.595","0.28","0.42","3.214285714","1.730769231","1.428571429","0.769230769","1.35","0.726923077","0.75","0.403846154","44.44444444","64.28571429","53.84615385","31.48514851","5.950693069","16.95156695","31.48148148","26.92307692","50","14.95726496","27.77777778","8.476770754","15.74257426","41.88034188","77.77777778"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00022","","","","26","16","1","1","6","11","11","5","7","3.2","2.8","8.2","1","1","3","50.9","21","7","3","7","3","4.93","1.72","1.1","73.25","57.94","7","4.61","71.68","2.34","3.97","2.15","0.29","6","14.2","12","0.64","0.4","0.5","1.090909091","0.461538462","0.454545455","0.192307692","0.545454545","0.230769231","0.745454545","0.315384615","41.66666667","42.25352113","42.30769231","41.25736739","2.475442043","4.558404558","10.77441077","8.547008547","20.2020202","11.68091168","27.60942761","3.526270717","8.334821694","20.22792023","47.81144781"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00023","","","","26","18","1","1","7","13","12","9","7","3","1.8","28","1","1","1","50.5","15.6","3","1","1","3","3.2","1.83","0.94","63.27","67.72","25.69","7.76","63","4.78","7.14","7.03","0.13","4.8","32.8","16","0.333333333","0.257142857","0.3","1.230769231","0.615384615","0.692307692","0.346153846","0.369230769","0.184615385","2.153846154","1.076923077","56.25","14.63414634","50","30.89108911","1.482772277","4.273504274","8.547008547","6.837606838","13.67521368","39.88603989","79.77207977","2.112211221","4.224422442","46.72364672","93.44729345"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00024","","","","26","21","1","1","8","15","13","20","49","6.9","6","10.5","3","5","5","50.1","13.3","1","5","1","5","4.24","2.37","1.22","30.42","79.62","31.98","7.76","53.77","4.14","5.41","17.46","0.66","12.9","23.4","69","0.345","0.12244898","0.186956522","4.6","2.653846154","1.333333333","0.769230769","0.86","0.496153846","0.7","0.403846154","28.98550725","55.12820513","57.69230769","26.54690619","3.424550898","9.829059829","17.03703704","18.37606838","31.85185185","14.95726496","25.92592593","4.878277633","8.45568123","33.33333333","57.77777778"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00025","","","","26","22","1","1","6","8","8","9","10","4","3.4","5","1","3","5","50.3","13.2","5","3","9","5","3.55","2.43","1.14","48.81","92.81","40.7","5.49","50.87","5.84","7.66","14","0.95","7.4","12.4","19","0.444444444","0.34","0.389473684","2.375","0.730769231","1.125","0.346153846","0.925","0.284615385","0.625","0.192307692","47.36842105","59.67741935","30.76923077","26.24254473","1.94194831","5.698005698","18.51851852","10.54131054","34.25925926","7.122507123","23.14814815","2.766308134","8.990501436","17.66381766","57.40740741"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00026","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00027","","","","26","20","3","1","5","15","15","15","22","6","3","9","3","3","1","","","7","3","9","5","","","","","","","","","","","","","9","18","37","0.4","0.136363636","0.243243243","2.466666667","1.423076923","1","0.576923077","0.6","0.346153846","0.6","0.346153846","40.54054054","50","57.69230769","","","8.547008547","14.81481481","12.82051282","22.22222222","12.82051282","22.22222222","","","25.64102564","44.44444444"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00028","","","","26","24","1","1","8","15","15","8","20","12","2","15","1","1","1","","","7","1","7","7","","","","","","","","","","","","","14","29","28","1.5","0.1","0.5","1.866666667","1.076923077","0.533333333","0.307692308","0.933333333","0.538461538","1","0.576923077","28.57142857","48.27586207","57.69230769","","","17.09401709","29.62962963","19.94301994","34.56790123","21.36752137","37.03703704","","","41.31054131","71.60493827"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00029","","","","26","20","1","1","6","15","15","16","21","3","4.4","8","5","3","5","50.5","12.8","7","1","5","7","5.51","2.85","1.54","118.11","123.95","40.31","14.37","56.21","3.07","4.7","13.96","0.09","7.4","15.4","37","0.1875","0.20952381","0.2","2.466666667","1.423076923","1.066666667","0.615384615","0.493333333","0.284615385","0.533333333","0.307692308","43.24324324","48.05194805","57.69230769","25.34653465","1.875643564","4.273504274","7.407407407","10.54131054","18.27160494","11.3960114","19.75308642","2.671856929","4.631218677","21.93732194","38.02469136"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00030","","","","26","22","1","1","7","16","15","13","27","4.2","5","15","3","3","3","50.5","15.2","3","5","3","5","3.12","2.19","1.18","108.05","95.75","33.19","11.03","58.69","4.09","6.02","12.63","0.15","9.2","24.2","40","0.323076923","0.185185185","0.23","2.5","1.538461538","0.8125","0.5","0.575","0.353846154","0.9375","0.576923077","32.5","38.01652893","61.53846154","30.0990099","2.769108911","5.982905983","9.722222222","13.10541311","21.2962963","21.36752137","34.72222222","3.944599588","6.409974331","34.47293447","56.01851852"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00031","","","","26","3","1","1","2","1","1","4","","1.5","","1","1","1","1","51","12.2","3","1","7","9","2.78","2.23","1.23","176.97","115.29","39.12","14.37","48.4","5.91","8.45","16.69","","","","","0.375","","","","","4","0.153846154","","","1","0.038461538","","","3.846153846","23.92156863","","2.136752137","55.55555556","","","1.424501425","37.03703704","","","",""
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00032","","","","26","20","1","1","8","9","9","36","27","9.9","2.2","17","1","1","1","50.9","16","5","5","9","5","4.42","1.96","1.01","83.11","70.65","35.44","14.37","64.14","3.97","6.01","7.13","0.13","12.1","29.1","63","0.275","0.081481481","0.192063492","7","2.423076923","4","1.384615385","1.344444444","0.465384615","1.888888889","0.653846154","57.14285714","41.58075601","34.61538462","31.43418468","3.803536346","14.1025641","40.74074074","17.23646724","49.79423868","24.21652422","69.95884774","5.418142943","15.65241295","41.45299145","119.7530864"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00033","","","","26","16","1","1","4","10","10","8","10","3","2.8","8","7","5","1","50.6","16.6","1","1","3","5","4.34","2.01","0.93","124.53","82.07","38.91","14.37","64.54","3.44","5.2","6.71","0.08","5.8","13.8","18","0.375","0.28","0.322222222","1.8","0.692307692","0.8","0.307692308","0.58","0.223076923","0.8","0.307692308","44.44444444","42.02898551","38.46153846","32.80632411","1.902766798","4.273504274","11.11111111","8.262108262","21.48148148","11.3960114","29.62962963","2.710494015","7.047284439","19.65811966","51.11111111"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00034","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00035","","","","26","17","1","1","6","12","12","21","31","8","7.5","16","9","3","3","50.1","14.9","5","3","3","5","4.06","2.33","1.23","17.36","74.51","39.74","3.76","56.47","3.44","4.81","14.96","0.32","15.5","31.5","52","0.380952381","0.241935484","0.298076923","4.333333333","2","1.75","0.807692308","1.291666667","0.596153846","1.333333333","0.615384615","40.38461538","49.20634921","46.15384615","29.74051896","4.609780439","11.3960114","24.69135802","22.07977208","47.83950617","22.79202279","49.38271605","6.566638802","14.2277174","44.87179487","97.22222222"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00036","","","","26","26","1","1","9","26","26","53","52","38","8","21","9","9","1","50.7","13.4","7","3","3","3","4.16","2.37","1.21","22.52","79.75","31.18","3.76","53.83","4.02","5.13","17.86","0.7","46","67","105","0.716981132","0.153846154","0.438095238","4.038461538","4.038461538","2.038461538","2.038461538","1.769230769","1.769230769","0.807692308","0.807692308","50.47619048","68.65671642","100","26.42998028","12.15779093","54.13105413","54.13105413","65.52706553","65.52706553","29.91452991","29.91452991","17.31879049","17.31879049","95.44159544","95.44159544"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00037","","","","26","18","1","1","4","12","12","31","15","5","2","7.5","3","7","3","50.7","16.2","7","5","5","3","6.74","2.78","1.76","82.78","94.67","29.82","14.37","56.35","3.05","4.69","9.55","0.57","7","14.5","46","0.161290323","0.133333333","0.152173913","3.833333333","1.769230769","2.583333333","1.192307692","0.583333333","0.269230769","0.625","0.288461538","67.39130435","48.27586207","46.15384615","31.95266272","2.236686391","7.122507123","15.43209877","9.971509972","21.60493827","10.68376068","23.14814815","3.186162949","6.903353057","20.65527066","44.75308642"
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00038","","","","26","2","1","1","2","1","1","4","","3.5","","1.6","7","9","5","","","1","1","1","1","","","","","","","","","","","","","","","","0.875","","","","","4","0.153846154","","","1.6","0.061538462","","","3.846153846","","","4.985754986","129.6296296","","","2.279202279","59.25925926","","","",""
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00039","","","","26","17","1","1","6","11","5","","15","","2","13","9","3","3","50","15.8","1","1","5","3","4.09","2.57","0.94","37.03","101.38","34.81","7.76","48.09","8.09","11.45","15.15","0.41","","","","","0.133333333","","","","","","","","1.181818182","0.5","","","42.30769231","31.6","","","","","","18.51851852","43.77104377","","","",""
"","","MZP2012UMB-MT01","","","","","","","","","MZP2012UMB-MT01-00040","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
