"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|CO_331:0000193","Alternaria symptoms estimating 1-9|CO_331:0000198","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Sprouting ability estimating 1-9|CO_331:0000277","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2011SER-PT01","","","","","","","","","UGP2011SER-PT01-00011","","","","45","2","2","1","4","34","20","7","17","1","45","4","1","2","0","8","53","37","0.35","0.058823529","0.216216216","1.088235294","0.822222222","0.588235294","0.444444444","0.235294118","0.177777778","1.323529412","1","54.05405405","15.09433962","75.55555556","5.185185185","5.925925926","33.33333333","39.25925926","6.862745098","7.843137255","44.11764706","51.96078431"
"","","UGP2011SER-PT01","","","","","","","","","UGP2011SER-PT01-00012","","","","45","2","2","1","4","20","29","14","8","0.5","48","","1","","","14.5","62.5","37","0.482758621","0.0625","0.391891892","1.85","0.822222222","1.45","0.644444444","0.725","0.322222222","2.4","1.066666667","78.37837838","23.2","44.44444444","10.37037037","10.74074074","35.55555556","46.2962963","23.33333333","24.16666667","80","104.1666667"
"","","UGP2011SER-PT01","","","","","","","","","UGP2011SER-PT01-00013","","","","45","1","2","1","2","36","86","43","5","0.2","28","","1","","","43.2","71.2","91","0.5","0.04","0.474725275","2.527777778","2.022222222","2.388888889","1.911111111","1.2","0.96","0.777777778","0.622222222","94.50549451","60.6741573","80","31.85185185","32","20.74074074","52.74074074","39.81481481","40","25.92592593","65.92592593"
"","","UGP2011SER-PT01","","","","","","","","","UGP2011SER-PT01-00014","","","","45","5","2","1","2","33","42","10","22","1","47","","1","","","11","58","64","0.238095238","0.045454545","0.171875","1.939393939","1.422222222","1.272727273","0.933333333","0.333333333","0.244444444","1.424242424","1.044444444","65.625","18.96551724","73.33333333","7.407407407","8.148148148","34.81481481","42.96296296","10.1010101","11.11111111","47.47474747","58.58585859"
"","","UGP2011SER-PT01","","","","","","","","","UGP2011SER-PT01-00015","","","","45","1","4","3","4","30","44","17","13","0.5","17","","1","","","17.5","34.5","57","0.386363636","0.038461538","0.307017544","1.9","1.266666667","1.466666667","0.977777778","0.583333333","0.388888889","0.566666667","0.377777778","77.19298246","50.72463768","66.66666667","12.59259259","12.96296296","12.59259259","25.55555556","18.88888889","19.44444444","18.88888889","38.33333333"
"","","UGP2011SER-PT01","","","","","","","","","UGP2011SER-PT01-00016","","","","45","1","2","1","2","26","47","22","1","0.1","18","","1","","","22.1","40.1","48","0.468085106","0.1","0.460416667","1.846153846","1.066666667","1.807692308","1.044444444","0.85","0.491111111","0.692307692","0.4","97.91666667","55.11221945","57.77777778","16.2962963","16.37037037","13.33333333","29.7037037","28.20512821","28.33333333","23.07692308","51.41025641"
"","","UGP2011SER-PT01","","","","","","","","","UGP2011SER-PT01-00017","","","","45","2","3","1","2","25","15","2","6","0.1","42","","1","","","2.1","44.1","21","0.133333333","0.016666667","0.1","0.84","0.466666667","0.6","0.333333333","0.084","0.046666667","1.68","0.933333333","71.42857143","4.761904762","55.55555556","1.481481481","1.555555556","31.11111111","32.66666667","2.666666667","2.8","56","58.8"
"","","UGP2011SER-PT01","","","","","","","","","UGP2011SER-PT01-00018","","","","45","2","6","1","4","10","32","16","8","0.5","6","","1","","","16.5","22.5","40","0.5","0.0625","0.4125","4","0.888888889","3.2","0.711111111","1.65","0.366666667","0.6","0.133333333","80","73.33333333","22.22222222","11.85185185","12.22222222","4.444444444","16.66666667","53.33333333","55","20","75"
"","","UGP2011SER-PT01","","","","","","","","","UGP2011SER-PT01-00019","","","","45","1","2","","2","33","38","19","9","0.5","41","","1","","","19.5","60.5","47","0.5","0.055555556","0.414893617","1.424242424","1.044444444","1.151515152","0.844444444","0.590909091","0.433333333","1.242424242","0.911111111","80.85106383","32.23140496","73.33333333","14.07407407","14.44444444","30.37037037","44.81481481","19.19191919","19.6969697","41.41414141","61.11111111"
"","","UGP2011SER-PT01","","","","","","","","","UGP2011SER-PT01-00020","","","","45","3","2","1","4","35","25","6","8","0.5","33","","1","","","6.5","39.5","33","0.24","0.0625","0.196969697","0.942857143","0.733333333","0.714285714","0.555555556","0.185714286","0.144444444","0.942857143","0.733333333","75.75757576","16.4556962","77.77777778","4.444444444","4.814814815","24.44444444","29.25925926","5.714285714","6.19047619","31.42857143","37.61904762"
"","","UGP2011SER-PT01","","","","","","","","","UGP2011SER-PT01-00021","","","","45","1","2","1","4","34","34","5","17","0.5","21","","1","","","5.5","26.5","51","0.147058824","0.029411765","0.107843137","1.5","1.133333333","1","0.755555556","0.161764706","0.122222222","0.617647059","0.466666667","66.66666667","20.75471698","75.55555556","3.703703704","4.074074074","15.55555556","19.62962963","4.901960784","5.392156863","20.58823529","25.98039216"
"","","UGP2011SER-PT01","","","","","","","","","UGP2011SER-PT01-00022","","","","45","2","2","1","5","31","39","16","10","1","30","","1","","","17","47","49","0.41025641","0.1","0.346938776","1.580645161","1.088888889","1.258064516","0.866666667","0.548387097","0.377777778","0.967741935","0.666666667","79.59183673","36.17021277","68.88888889","11.85185185","12.59259259","22.22222222","34.81481481","17.20430108","18.27956989","32.25806452","50.53763441"
"","","UGP2011SER-PT01","","","","","","","","","UGP2011SER-PT01-00023","","","","45","1","2","1","4","29","20","6","8","0.1","22","","1","","","6.1","28.1","28","0.3","0.0125","0.217857143","0.965517241","0.622222222","0.689655172","0.444444444","0.210344828","0.135555556","0.75862069","0.488888889","71.42857143","21.70818505","64.44444444","4.444444444","4.518518519","16.2962963","20.81481481","6.896551724","7.011494253","25.28735632","32.29885057"
"","","UGP2011SER-PT01","","","","","","","","","UGP2011SER-PT01-00024","","","","45","1","3","2","2","39","18","6","2","0.1","48","","1","","","6.1","54.1","20","0.333333333","0.05","0.305","0.512820513","0.444444444","0.461538462","0.4","0.156410256","0.135555556","1.230769231","1.066666667","90","11.2754159","86.66666667","4.444444444","4.518518519","35.55555556","40.07407407","5.128205128","5.213675214","41.02564103","46.23931624"
"","","UGP2011SER-PT01","","","","","","","","","UGP2011SER-PT01-00025","","","","45","2","4","1","3","27","45","12","22","2","5","","1","","","14","19","67","0.266666667","0.090909091","0.208955224","2.481481481","1.488888889","1.666666667","1","0.518518519","0.311111111","0.185185185","0.111111111","67.1641791","73.68421053","60","8.888888889","10.37037037","3.703703704","14.07407407","14.81481481","17.28395062","6.172839506","23.45679012"
"","","UGP2011SER-PT01","","","","","","","","","UGP2011SER-PT01-00026","","","","45","1","2","1","5","24","36","15","9","0.5","51","","1","","","15.5","66.5","45","0.416666667","0.055555556","0.344444444","1.875","1","1.5","0.8","0.645833333","0.344444444","2.125","1.133333333","80","23.30827068","53.33333333","11.11111111","11.48148148","37.77777778","49.25925926","20.83333333","21.52777778","70.83333333","92.36111111"
"","","UGP2011SER-PT01","","","","","","","","","UGP2011SER-PT01-00027","","","","45","1","2","1","3","20","24","8","4","0.1","37","","1","","","8.1","45.1","28","0.333333333","0.025","0.289285714","1.4","0.622222222","1.2","0.533333333","0.405","0.18","1.85","0.822222222","85.71428571","17.96008869","44.44444444","5.925925926","6","27.40740741","33.40740741","13.33333333","13.5","61.66666667","75.16666667"
"","","UGP2011SER-PT01","","","","","","","","","UGP2011SER-PT01-00028","","","","45","5","3","1","4","35","66","15","26","1","32","","1","","","16","48","92","0.227272727","0.038461538","0.173913043","2.628571429","2.044444444","1.885714286","1.466666667","0.457142857","0.355555556","0.914285714","0.711111111","71.73913043","33.33333333","77.77777778","11.11111111","11.85185185","23.7037037","35.55555556","14.28571429","15.23809524","30.47619048","45.71428571"
"","","UGP2011SER-PT01","","","","","","","","","UGP2011SER-PT01-00029","","","","45","4","2","1","2","37","16","3","3","0.1","24","","1","","","3.1","27.1","19","0.1875","0.033333333","0.163157895","0.513513514","0.422222222","0.432432432","0.355555556","0.083783784","0.068888889","0.648648649","0.533333333","84.21052632","11.43911439","82.22222222","2.222222222","2.296296296","17.77777778","20.07407407","2.702702703","2.792792793","21.62162162","24.41441441"
"","","UGP2011SER-PT01","","","","","","","","","UGP2011SER-PT01-00030","","","","45","1","3","1","5","34","56","36","7","0.5","18","","1","","","36.5","54.5","63","0.642857143","0.071428571","0.579365079","1.852941176","1.4","1.647058824","1.244444444","1.073529412","0.811111111","0.529411765","0.4","88.88888889","66.97247706","75.55555556","26.66666667","27.03703704","13.33333333","40.37037037","35.29411765","35.78431373","17.64705882","53.43137255"
"","","UGP2011SER-PT01","","","","","","","","","UGP2011SER-PT01-00031","","","","45","1","2","1","4","36","81","24","12","0.5","20","","1","","","24.5","44.5","93","0.296296296","0.041666667","0.26344086","2.583333333","2.066666667","2.25","1.8","0.680555556","0.544444444","0.555555556","0.444444444","87.09677419","55.05617978","80","17.77777778","18.14814815","14.81481481","32.96296296","22.22222222","22.68518519","18.51851852","41.2037037"
"","","UGP2011SER-PT01","","","","","","","","","UGP2011SER-PT01-00032","","","","45","1","3","1","4","30","37","11","17","1","28","","1","","","12","40","54","0.297297297","0.058823529","0.222222222","1.8","1.2","1.233333333","0.822222222","0.4","0.266666667","0.933333333","0.622222222","68.51851852","30","66.66666667","8.148148148","8.888888889","20.74074074","29.62962963","12.22222222","13.33333333","31.11111111","44.44444444"
"","","UGP2011SER-PT01","","","","","","","","","UGP2011SER-PT01-00033","","","","45","1","2","1","5","31","64","26","2","0.1","13","","1","","","26.1","39.1","66","0.40625","0.05","0.395454545","2.129032258","1.466666667","2.064516129","1.422222222","0.841935484","0.58","0.419354839","0.288888889","96.96969697","66.75191816","68.88888889","19.25925926","19.33333333","9.62962963","28.96296296","27.95698925","28.06451613","13.97849462","42.04301075"
