"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00915","","","","10","10","2","2","2","2","3","10","5","0","2.25","0","7.9","4","2","2","1","5","5","2.25","10.15","5","0.45","","0.45","0.5","0.5","0.5","0.5","0.225","0.225","0.79","0.79","100","22.16748768","100","7.5","7.5","26.33333333","33.83333333","7.5","7.5","26.33333333","33.83333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01435","","","","10","9","4","2","2","2","3","6","3","0","0.5","0","1.4","3","3","3","1","5","4","0.5","1.9","3","0.166666667","","0.166666667","0.5","0.3","0.5","0.3","0.083333333","0.05","0.233333333","0.14","100","26.31578947","60","1.666666667","1.666666667","4.666666667","6.333333333","2.777777778","2.777777778","7.777777778","10.55555556"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00700","","","","10","9","1","2","1","2","2","8","18","0","4.5","0","10.1","4","3","5","1","2","3","4.5","14.6","18","0.25","","0.25","2.25","1.8","2.25","1.8","0.5625","0.45","1.2625","1.01","100","30.82191781","80","15","15","33.66666667","48.66666667","18.75","18.75","42.08333333","60.83333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00516","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00004","","","","10","7","6","2","3","2","2","7","6","2","1.3","0.01","3.15","2","3","1","1","8","4","1.31","4.46","8","0.216666667","0.005","0.16375","1.142857143","0.8","0.857142857","0.6","0.187142857","0.131","0.45","0.315","75","29.37219731","70","4.333333333","4.366666667","10.5","14.86666667","6.19047619","6.238095238","15","21.23809524"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00900","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01994","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00728","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00849","","","","10","8","2","2","1","2","2","8","36","0","7.8","0","5","2","2","1","1","2","3","7.8","12.8","36","0.216666667","","0.216666667","4.5","3.6","4.5","3.6","0.975","0.78","0.625","0.5","100","60.9375","80","26","26","16.66666667","42.66666667","32.5","32.5","20.83333333","53.33333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01910","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00734","","","","10","8","2","2","2","4","2","8","6","5","0.8","0.3","4.8","2","2","3","1","3","6","1.1","5.9","11","0.133333333","0.06","0.1","1.375","1.1","0.75","0.6","0.1375","0.11","0.6","0.48","54.54545455","18.6440678","80","2.666666667","3.666666667","16","19.66666667","3.333333333","4.583333333","20","24.58333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01919","","","","10","9","4","2","1","2","3","9","0","1","0","0.02","0.5","6","2","1","1","4","8","0.02","0.52","1","","0.02","0.02","0.111111111","0.1","0","0","0.002222222","0.002","0.055555556","0.05","0","3.846153846","90","0","0.066666667","1.666666667","1.733333333","0","0.074074074","1.851851852","1.925925926"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01184","","","","10","6","3","2","2","2","1","6","2","0","0.4","0","2.7","2","2","1","2","2","7","0.4","3.1","2","0.2","","0.2","0.333333333","0.2","0.333333333","0.2","0.066666667","0.04","0.45","0.27","100","12.90322581","60","1.333333333","1.333333333","9","10.33333333","2.222222222","2.222222222","15","17.22222222"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01414","","","","10","6","6","2","2","2","3","6","0","0","0","0","0.45","","","","","","","0","0.45","0","","","","0","0","0","0","0","0","0.075","0.045","","0","60","0","0","1.5","1.5","0","0","2.5","2.5"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01357","","","","10","8","5","2","2","2","2","8","0","6","0","0.25","3.75","5","2","1","1","3","7","0.25","4","6","","0.041666667","0.041666667","0.75","0.6","0","0","0.03125","0.025","0.46875","0.375","0","6.25","80","0","0.833333333","12.5","13.33333333","0","1.041666667","15.625","16.66666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00479","","","","10","6","2","2","2","3","2","4","5","5","2.2","0.3","9.15","6","4","1","1","7","3","2.5","11.65","10","0.44","0.06","0.25","2.5","1","1.25","0.5","0.625","0.25","2.2875","0.915","50","21.45922747","40","7.333333333","8.333333333","30.5","38.83333333","18.33333333","20.83333333","76.25","97.08333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00166","","","","10","8","1","2","1","2","2","7","30","1","8.05","0.05","7.8","2","2","1","1","8","2","8.1","15.9","31","0.268333333","0.05","0.261290323","4.428571429","3.1","4.285714286","3","1.157142857","0.81","1.114285714","0.78","96.77419355","50.94339623","70","26.83333333","27","26","53","38.33333333","38.57142857","37.14285714","75.71428571"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01968","","","","10","10","4","2","1","2","2","7","14","2","3.5","0.05","6.1","2","2","3","3","3","3","3.55","9.65","16","0.25","0.025","0.221875","2.285714286","1.6","2","1.4","0.507142857","0.355","0.871428571","0.61","87.5","36.78756477","70","11.66666667","11.83333333","20.33333333","32.16666667","16.66666667","16.9047619","29.04761905","45.95238095"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01813","","","","10","9","3","2","1","2","2","9","7","7","1.5","0.25","0.8","4","2","3","1","3","3","1.75","2.55","14","0.214285714","0.035714286","0.125","1.555555556","1.4","0.777777778","0.7","0.194444444","0.175","0.088888889","0.08","50","68.62745098","90","5","5.833333333","2.666666667","8.5","5.555555556","6.481481481","2.962962963","9.444444444"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00273","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01257","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01180","","","","10","7","2","2","2","1","2","7","5","3","0.9","0.15","6.5","4","7","2","1","3","7","1.05","7.55","8","0.18","0.05","0.13125","1.142857143","0.8","0.714285714","0.5","0.15","0.105","0.928571429","0.65","62.5","13.90728477","70","3","3.5","21.66666667","25.16666667","4.285714286","5","30.95238095","35.95238095"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-02003","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00044","","","","10","8","3","3","3","2","3","5","1","1","0.9","0.05","13.8","2","6","1","1","3","4","0.95","14.75","2","0.9","0.05","0.475","0.4","0.2","0.2","0.1","0.19","0.095","2.76","1.38","50","6.440677966","50","3","3.166666667","46","49.16666667","6","6.333333333","92","98.33333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00827","","","","10","4","4","2","2","2","2","4","0","0","0","0","6.55","","","","","","","0","6.55","0","","","","0","0","0","0","0","0","1.6375","0.655","","0","40","0","0","21.83333333","21.83333333","0","0","54.58333333","54.58333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01980","","","","10","10","4","2","2","2","1","10","3","0","0.3","0","9.45","2","3","2","1","6","4","0.3","9.75","3","0.1","","0.1","0.3","0.3","0.3","0.3","0.03","0.03","0.945","0.945","100","3.076923077","100","1","1","31.5","32.5","1","1","31.5","32.5"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01844","","","","10","6","4","1","2","2","3","6","2","0","0.85","0","1.15","3","2","4","1","3","4","0.85","2","2","0.425","","0.425","0.333333333","0.2","0.333333333","0.2","0.141666667","0.085","0.191666667","0.115","100","42.5","60","2.833333333","2.833333333","3.833333333","6.666666667","4.722222222","4.722222222","6.388888889","11.11111111"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00327","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00562","","","","10","8","2","2","1","2","3","8","9","8","1.55","0.35","10.85","4","5","4","1","3","7","1.9","12.75","17","0.172222222","0.04375","0.111764706","2.125","1.7","1.125","0.9","0.2375","0.19","1.35625","1.085","52.94117647","14.90196078","80","5.166666667","6.333333333","36.16666667","42.5","6.458333333","7.916666667","45.20833333","53.125"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00031","","","","10","8","3","3","2","2","2","6","10","8","2.15","0.4","14.5","4","6","2","1","5","5","2.55","17.05","18","0.215","0.05","0.141666667","3","1.8","1.666666667","1","0.425","0.255","2.416666667","1.45","55.55555556","14.95601173","60","7.166666667","8.5","48.33333333","56.83333333","11.94444444","14.16666667","80.55555556","94.72222222"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-02077","","","","10","3","5","2","2","2","1","3","3","0","0.6","0","4.15","3","4","1","3","3","5","0.6","4.75","3","0.2","","0.2","1","0.3","1","0.3","0.2","0.06","1.383333333","0.415","100","12.63157895","30","2","2","13.83333333","15.83333333","6.666666667","6.666666667","46.11111111","52.77777778"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01788","","","","10","5","4","2","2","2","2","5","0","1","0","0.07","3.45","2","2","1","1","3","6","0.07","3.52","1","","0.07","0.07","0.2","0.1","0","0","0.014","0.007","0.69","0.345","0","1.988636364","50","0","0.233333333","11.5","11.73333333","0","0.466666667","23","23.46666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01410","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01019","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00994","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00641","","","","10","7","1","2","1","3","2","7","14","0","4.5","0","11.5","6","4","3","1","8","2","4.5","16","14","0.321428571","","0.321428571","2","1.4","2","1.4","0.642857143","0.45","1.642857143","1.15","100","28.125","70","15","15","38.33333333","53.33333333","21.42857143","21.42857143","54.76190476","76.19047619"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00147","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00284","","","","10","6","4","3","1","2","2","5","4","2","0.5","0.1","5.25","2","3","2","1","3","5","0.6","5.85","6","0.125","0.05","0.1","1.2","0.6","0.8","0.4","0.12","0.06","1.05","0.525","66.66666667","10.25641026","50","1.666666667","2","17.5","19.5","3.333333333","4","35","39"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01443","","","","10","9","3","2","2","2","2","6","4","4","0.95","0.1","5.65","8","3","3","1","3","3","1.05","6.7","8","0.2375","0.025","0.13125","1.333333333","0.8","0.666666667","0.4","0.175","0.105","0.941666667","0.565","50","15.67164179","60","3.166666667","3.5","18.83333333","22.33333333","5.277777778","5.833333333","31.38888889","37.22222222"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01486","","","","10","9","2","2","2","2","3","9","4","1","1.7","0.05","2.1","8","2","1","1","3","2","1.75","3.85","5","0.425","0.05","0.35","0.555555556","0.5","0.444444444","0.4","0.194444444","0.175","0.233333333","0.21","80","45.45454545","90","5.666666667","5.833333333","7","12.83333333","6.296296296","6.481481481","7.777777778","14.25925926"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01669","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00299","","","","10","8","3","2","2","2","3","8","13","5","3.95","0.1","4.95","6","2","1","1","3","4","4.05","9","18","0.303846154","0.02","0.225","2.25","1.8","1.625","1.3","0.50625","0.405","0.61875","0.495","72.22222222","45","80","13.16666667","13.5","16.5","30","16.45833333","16.875","20.625","37.5"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01947","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01759","","","","10","10","5","2","2","2","2","10","0","0","0","0","0.95","","","","","","","0","0.95","0","","","","0","0","0","0","0","0","0.095","0.095","","0","100","0","0","3.166666667","3.166666667","0","0","3.166666667","3.166666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01880","","","","10","8","2","1","1","2","4","8","1","0","0.3","0","1.25","6","2","3","3","4","4","0.3","1.55","1","0.3","","0.3","0.125","0.1","0.125","0.1","0.0375","0.03","0.15625","0.125","100","19.35483871","80","1","1","4.166666667","5.166666667","1.25","1.25","5.208333333","6.458333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00239","","","","10","7","3","2","2","2","2","7","4","0","0.7","0","1.95","6","5","1","3","3","3","0.7","2.65","4","0.175","","0.175","0.571428571","0.4","0.571428571","0.4","0.1","0.07","0.278571429","0.195","100","26.41509434","70","2.333333333","2.333333333","6.5","8.833333333","3.333333333","3.333333333","9.285714286","12.61904762"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00460","","","","10","10","2","2","2","3","3","10","4","0","1","0","14.2","2","4","1","1","3","4","1","15.2","4","0.25","","0.25","0.4","0.4","0.4","0.4","0.1","0.1","1.42","1.42","100","6.578947368","100","3.333333333","3.333333333","47.33333333","50.66666667","3.333333333","3.333333333","47.33333333","50.66666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01067","","","","10","8","4","2","2","2","3","7","5","2","0.5","0.1","5.62","2","5","2","1","2","6","0.6","6.22","7","0.1","0.05","0.085714286","1","0.7","0.714285714","0.5","0.085714286","0.06","0.802857143","0.562","71.42857143","9.646302251","70","1.666666667","2","18.73333333","20.73333333","2.380952381","2.857142857","26.76190476","29.61904762"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01140","","","","10","10","3","2","1","2","2","10","1","1","0.5","0.02","7.28","6","3","1","1","1","5","0.52","7.8","2","0.5","0.02","0.26","0.2","0.2","0.1","0.1","0.052","0.052","0.728","0.728","50","6.666666667","100","1.666666667","1.733333333","24.26666667","26","1.666666667","1.733333333","24.26666667","26"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00883","","","","10","10","2","2","2","3","3","10","3","12","0.7","0.4","3.2","4","7","2","1","8","7","1.1","4.3","15","0.233333333","0.033333333","0.073333333","1.5","1.5","0.3","0.3","0.11","0.11","0.32","0.32","20","25.58139535","100","2.333333333","3.666666667","10.66666667","14.33333333","2.333333333","3.666666667","10.66666667","14.33333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00481","","","","10","8","2","2","2","2","2","8","0","0","0","0","7.9","","","","","","","0","7.9","0","","","","0","0","0","0","0","0","0.9875","0.79","","0","80","0","0","26.33333333","26.33333333","0","0","32.91666667","32.91666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01456","","","","10","9","3","2","3","2","1","6","3","2","0.7","0.09","1.6","4","2","1","1","3","4","0.79","2.39","5","0.233333333","0.045","0.158","0.833333333","0.5","0.5","0.3","0.131666667","0.079","0.266666667","0.16","60","33.05439331","60","2.333333333","2.633333333","5.333333333","7.966666667","3.888888889","4.388888889","8.888888889","13.27777778"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00577","","","","10","10","3","3","1","2","2","10","3","1","0.4","0.01","2.8","2","2","1","1","3","7","0.41","3.21","4","0.133333333","0.01","0.1025","0.4","0.4","0.3","0.3","0.041","0.041","0.28","0.28","75","12.77258567","100","1.333333333","1.366666667","9.333333333","10.7","1.333333333","1.366666667","9.333333333","10.7"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00720","","","","10","9","3","2","2","3","2","9","9","8","1.1","0.2","9.24","2","2","1","1","2","4","1.3","10.54","17","0.122222222","0.025","0.076470588","1.888888889","1.7","1","0.9","0.144444444","0.13","1.026666667","0.924","52.94117647","12.33396584","90","3.666666667","4.333333333","30.8","35.13333333","4.074074074","4.814814815","34.22222222","39.03703704"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00887","","","","10","6","4","2","2","3","3","6","3","2","0.6","0.02","1.35","6","3","1","1","3","5","0.62","1.97","5","0.2","0.01","0.124","0.833333333","0.5","0.5","0.3","0.103333333","0.062","0.225","0.135","60","31.47208122","60","2","2.066666667","4.5","6.566666667","3.333333333","3.444444444","7.5","10.94444444"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00224","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00942","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00512","","","","10","7","3","2","2","3","5","7","0","0","0","0","0.45","","","","","","","0","0.45","0","","","","0","0","0","0","0","0","0.064285714","0.045","","0","70","0","0","1.5","1.5","0","0","2.142857143","2.142857143"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01316","","","","10","8","3","2","2","2","2","8","3","1","2.3","0.05","3.36","5","2","2","1","3","5","2.35","5.71","4","0.766666667","0.05","0.5875","0.5","0.4","0.375","0.3","0.29375","0.235","0.42","0.336","75","41.1558669","80","7.666666667","7.833333333","11.2","19.03333333","9.583333333","9.791666667","14","23.79166667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01255","","","","10","1","5","2","2","1","2","1","1","0","0.6","0","0.8","6","6","1","1","2","7","0.6","1.4","1","0.6","","0.6","1","0.1","1","0.1","0.6","0.06","0.8","0.08","100","42.85714286","10","2","2","2.666666667","4.666666667","20","20","26.66666667","46.66666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01252","","","","10","7","3","2","2","2","2","7","16","0","5.2","0","2.65","2","2","2","1","6","6","5.2","7.85","16","0.325","","0.325","2.285714286","1.6","2.285714286","1.6","0.742857143","0.52","0.378571429","0.265","100","66.24203822","70","17.33333333","17.33333333","8.833333333","26.16666667","24.76190476","24.76190476","12.61904762","37.38095238"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00686","","","","10","7","2","2","2","2","3","7","2","2","1","0.06","2.5","2","3","1","1","1","5","1.06","3.56","4","0.5","0.03","0.265","0.571428571","0.4","0.285714286","0.2","0.151428571","0.106","0.357142857","0.25","50","29.7752809","70","3.333333333","3.533333333","8.333333333","11.86666667","4.761904762","5.047619048","11.9047619","16.95238095"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01666","","","","10","1","6","2","1","3","1","1","0","3","0","0.03","0.1","2","2","1","1","3","8","0.03","0.13","3","","0.01","0.01","3","0.3","0","0","0.03","0.003","0.1","0.01","0","23.07692308","10","0","0.1","0.333333333","0.433333333","0","1","3.333333333","4.333333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01704","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00652","","","","10","2","3","2","2","2","3","2","3","0","1","0","12.8","2","2","2","1","2","5","1","13.8","3","0.333333333","","0.333333333","1.5","0.3","1.5","0.3","0.5","0.1","6.4","1.28","100","7.246376812","20","3.333333333","3.333333333","42.66666667","46","16.66666667","16.66666667","213.3333333","230"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01089","","","","10","7","3","2","2","2","2","7","7","1","2.55","0.09","6.4","2","2","1","1","1","5","2.64","9.04","8","0.364285714","0.09","0.33","1.142857143","0.8","1","0.7","0.377142857","0.264","0.914285714","0.64","87.5","29.20353982","70","8.5","8.8","21.33333333","30.13333333","12.14285714","12.57142857","30.47619048","43.04761905"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01930","","","","10","10","3","2","2","4","2","10","12","0","1.25","0","7.2","2","2","1","1","3","3","1.25","8.45","12","0.104166667","","0.104166667","1.2","1.2","1.2","1.2","0.125","0.125","0.72","0.72","100","14.79289941","100","4.166666667","4.166666667","24","28.16666667","4.166666667","4.166666667","24","28.16666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00812","","","","10","9","2","2","2","3","3","9","4","4","0.6","0.15","3.5","2","2","1","1","2","4","0.75","4.25","8","0.15","0.0375","0.09375","0.888888889","0.8","0.444444444","0.4","0.083333333","0.075","0.388888889","0.35","50","17.64705882","90","2","2.5","11.66666667","14.16666667","2.222222222","2.777777778","12.96296296","15.74074074"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00117","","","","10","7","4","2","2","3","2","7","11","2","1.55","0.05","0.85","2","2","2","1","2","4","1.6","2.45","13","0.140909091","0.025","0.123076923","1.857142857","1.3","1.571428571","1.1","0.228571429","0.16","0.121428571","0.085","84.61538462","65.30612245","70","5.166666667","5.333333333","2.833333333","8.166666667","7.380952381","7.619047619","4.047619048","11.66666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01623","","","","10","10","4","1","3","2","2","10","5","2","2.35","0.1","1.85","2","9","2","1","6","4","2.45","4.3","7","0.47","0.05","0.35","0.7","0.7","0.5","0.5","0.245","0.245","0.185","0.185","71.42857143","56.97674419","100","7.833333333","8.166666667","6.166666667","14.33333333","7.833333333","8.166666667","6.166666667","14.33333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00927","","","","10","9","2","2","2","3","2","7","20","0","8.7","0","5.9","2","2","2","1","5","6","8.7","14.6","20","0.435","","0.435","2.857142857","2","2.857142857","2","1.242857143","0.87","0.842857143","0.59","100","59.5890411","70","29","29","19.66666667","48.66666667","41.42857143","41.42857143","28.0952381","69.52380952"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00083","","","","10","6","6","2","3","2","2","6","6","2","1.25","0.05","3.5","2","2","2","1","5","7","1.3","4.8","8","0.208333333","0.025","0.1625","1.333333333","0.8","1","0.6","0.216666667","0.13","0.583333333","0.35","75","27.08333333","60","4.166666667","4.333333333","11.66666667","16","6.944444444","7.222222222","19.44444444","26.66666667"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00550","","","","10","4","4","2","2","3","3","4","6","2","0.95","0.05","1.5","2","2","1","1","3","7","1","2.5","8","0.158333333","0.025","0.125","2","0.8","1.5","0.6","0.25","0.1","0.375","0.15","75","40","40","3.166666667","3.333333333","5","8.333333333","7.916666667","8.333333333","12.5","20.83333333"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-00377","","","","10","7","2","2","2","2","2","7","20","2","8.75","0.06","5.6","2","4","1","1","1","5","8.81","14.41","22","0.4375","0.03","0.400454545","3.142857143","2.2","2.857142857","2","1.258571429","0.881","0.8","0.56","90.90909091","61.13809854","70","29.16666667","29.36666667","18.66666667","48.03333333","41.66666667","41.95238095","26.66666667","68.61904762"
"","","UGP2018SER-OT02","","","","","","","","","UGP2018SER-OT02-01440","","","","10","8","3","2","2","3","2","8","7","5","0.75","0.15","6.45","2","2","1","1","3","4","0.9","7.35","12","0.107142857","0.03","0.075","1.5","1.2","0.875","0.7","0.1125","0.09","0.80625","0.645","58.33333333","12.24489796","80","2.5","3","21.5","24.5","3.125","3.75","26.875","30.625"
