"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|CO_331:0000198","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root shape estimating 1-9 CIP|CO_331:0000181","Sprouting ability estimating 1-9|CO_331:0000277","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2012ISI-FT01","","","","","","","","","UGP2012ISI-FT01-00011","","","","54","52","2","3","2","36","4.5","91","3","6","7","9","4","8","1.65","7.5","13.5","127","0.125","0.032967033","0.059055118","2.442307692","2.351851852","0.692307692","0.666666667","0.144230769","0.138888889","0.115384615","0.111111111","28.34645669","55.55555556","96.2962963","2.777777778","4.62962963","3.703703704","8.333333333","2.884615385","4.807692308","3.846153846","8.653846154"
"","","UGP2012ISI-FT01","","","","","","","","","UGP2012ISI-FT01-00012","","","","54","46","1","2","1","37","6.3","50","1.6","12.2","4","9","1","2","1.65","7.9","20.1","87","0.17027027","0.032","0.090804598","1.891304348","1.611111111","0.804347826","0.685185185","0.17173913","0.146296296","0.265217391","0.225925926","42.52873563","39.30348259","85.18518519","3.888888889","4.87654321","7.530864198","12.40740741","4.565217391","5.724637681","8.84057971","14.56521739"
"","","UGP2012ISI-FT01","","","","","","","","","UGP2012ISI-FT01-00013","","","","54","52","3","4","2","24","4.4","33","2","13.6","2","9","1","8","1.38","6.4","20","57","0.183333333","0.060606061","0.112280702","1.096153846","1.055555556","0.461538462","0.444444444","0.123076923","0.118518519","0.261538462","0.251851852","42.10526316","32","96.2962963","2.716049383","3.950617284","8.395061728","12.34567901","2.820512821","4.102564103","8.717948718","12.82051282"
"","","UGP2012ISI-FT01","","","","","","","","","UGP2012ISI-FT01-00014","","","","54","54","3","6","2","12","3","40","2.6","31.4","2","9","2","2","1.65","5.6","37","52","0.25","0.065","0.107692308","0.962962963","0.962962963","0.222222222","0.222222222","0.103703704","0.103703704","0.581481481","0.581481481","23.07692308","15.13513514","100","1.851851852","3.456790123","19.38271605","22.83950617","1.851851852","3.456790123","19.38271605","22.83950617"
"","","UGP2012ISI-FT01","","","","","","","","","UGP2012ISI-FT01-00015","","","","54","54","2","2","4","52","9.6","54","2.4","22.2","2","4","4","8","1.38","12","34.2","106","0.184615385","0.044444444","0.113207547","1.962962963","1.962962963","0.962962963","0.962962963","0.222222222","0.222222222","0.411111111","0.411111111","49.05660377","35.0877193","100","5.925925926","7.407407407","13.7037037","21.11111111","5.925925926","7.407407407","13.7037037","21.11111111"
"","","UGP2012ISI-FT01","","","","","","","","","UGP2012ISI-FT01-00016","","","","54","47","2","3","5","32","5","25","1.2","15.4","2","9","3","2","1.65","6.2","21.6","57","0.15625","0.048","0.10877193","1.212765957","1.055555556","0.680851064","0.592592593","0.131914894","0.114814815","0.327659574","0.285185185","56.14035088","28.7037037","87.03703704","3.086419753","3.827160494","9.50617284","13.33333333","3.546099291","4.397163121","10.92198582","15.31914894"
"","","UGP2012ISI-FT01","","","","","","","","","UGP2012ISI-FT01-00017","","","","54","45","2","2","1","25","2.6","39","1.8","12.7","","9","1","8","1.38","4.4","17.1","64","0.104","0.046153846","0.06875","1.422222222","1.185185185","0.555555556","0.462962963","0.097777778","0.081481481","0.282222222","0.235185185","39.0625","25.73099415","83.33333333","1.604938272","2.716049383","7.839506173","10.55555556","1.925925926","3.259259259","9.407407407","12.66666667"
"","","UGP2012ISI-FT01","","","","","","","","","UGP2012ISI-FT01-00018","","","","54","50","1","3","1","34","4","40","1.4","44.2","7","9","3","2","1.65","5.4","49.6","74","0.117647059","0.035","0.072972973","1.48","1.37037037","0.68","0.62962963","0.108","0.1","0.884","0.818518519","45.94594595","10.88709677","92.59259259","2.469135802","3.333333333","27.28395062","30.61728395","2.666666667","3.6","29.46666667","33.06666667"
"","","UGP2012ISI-FT01","","","","","","","","","UGP2012ISI-FT01-00019","","","","54","50","1","3","1","40","4.8","50","1.4","23.2","6","4","5","8","1.65","6.2","29.4","90","0.12","0.028","0.068888889","1.8","1.666666667","0.8","0.740740741","0.124","0.114814815","0.464","0.42962963","44.44444444","21.08843537","92.59259259","2.962962963","3.827160494","14.32098765","18.14814815","3.2","4.133333333","15.46666667","19.6"
"","","UGP2012ISI-FT01","","","","","","","","","UGP2012ISI-FT01-00020","","","","54","51","1","2","1","40","6.4","53","2.2","26.4","7","9","1","2","1.65","8.6","35","93","0.16","0.041509434","0.092473118","1.823529412","1.722222222","0.784313725","0.740740741","0.168627451","0.159259259","0.517647059","0.488888889","43.01075269","24.57142857","94.44444444","3.950617284","5.308641975","16.2962963","21.60493827","4.183006536","5.620915033","17.25490196","22.87581699"
"","","UGP2012ISI-FT01","","","","","","","","","UGP2012ISI-FT01-00021","","","","54","39","2","4","1","62","14.1","44","3.8","26.2","8","9","1","8","1.38","17.9","44.1","106","0.227419355","0.086363636","0.168867925","2.717948718","1.962962963","1.58974359","1.148148148","0.458974359","0.331481481","0.671794872","0.485185185","58.49056604","40.58956916","72.22222222","8.703703704","11.04938272","16.17283951","27.22222222","12.05128205","15.2991453","22.39316239","37.69230769"
"","","UGP2012ISI-FT01","","","","","","","","","UGP2012ISI-FT01-00022","","","","54","44","2","6","1","28","6.8","47","3.9","64.7","7","9","1","2","1.65","10.7","75.4","75","0.242857143","0.082978723","0.142666667","1.704545455","1.388888889","0.636363636","0.518518519","0.243181818","0.198148148","1.470454545","1.198148148","37.33333333","14.19098143","81.48148148","4.197530864","6.604938272","39.9382716","46.54320988","5.151515152","8.106060606","49.01515152","57.12121212"
"","","UGP2012ISI-FT01","","","","","","","","","UGP2012ISI-FT01-00023","","","","54","43","1","4","1","75","19.8","50","3","32.8","7","4","3","8","1.65","22.8","55.6","125","0.264","0.06","0.1824","2.906976744","2.314814815","1.744186047","1.388888889","0.530232558","0.422222222","0.762790698","0.607407407","60","41.00719424","79.62962963","12.22222222","14.07407407","20.24691358","34.32098765","15.34883721","17.6744186","25.42635659","43.10077519"
"","","UGP2012ISI-FT01","","","","","","","","","UGP2012ISI-FT01-00024","","","","54","54","1","6","1","51","11","55","2.8","47.4","8","9","1","2","1.65","13.8","61.2","106","0.215686275","0.050909091","0.130188679","1.962962963","1.962962963","0.944444444","0.944444444","0.255555556","0.255555556","0.877777778","0.877777778","48.11320755","22.54901961","100","6.790123457","8.518518519","29.25925926","37.77777778","6.790123457","8.518518519","29.25925926","37.77777778"
"","","UGP2012ISI-FT01","","","","","","","","","UGP2012ISI-FT01-00025","","","","54","35","2","4","1","44","7","38","2","9.2","7","9","1","8","1.38","9","18.2","82","0.159090909","0.052631579","0.109756098","2.342857143","1.518518519","1.257142857","0.814814815","0.257142857","0.166666667","0.262857143","0.17037037","53.65853659","49.45054945","64.81481481","4.320987654","5.555555556","5.679012346","11.2345679","6.666666667","8.571428571","8.761904762","17.33333333"
"","","UGP2012ISI-FT01","","","","","","","","","UGP2012ISI-FT01-00026","","","","54","41","2","3","1","35","5.9","38","1.8","52.4","6","9","1","2","1.65","7.7","60.1","73","0.168571429","0.047368421","0.105479452","1.780487805","1.351851852","0.853658537","0.648148148","0.187804878","0.142592593","1.27804878","0.97037037","47.94520548","12.81198003","75.92592593","3.641975309","4.75308642","32.34567901","37.09876543","4.796747967","6.260162602","42.60162602","48.86178862"
"","","UGP2012ISI-FT01","","","","","","","","","UGP2012ISI-FT01-00027","","","","54","44","1","3","1","154","40.2","92","5","29.2","5","4","4","8","1.65","45.2","74.4","246","0.261038961","0.054347826","0.183739837","5.590909091","4.555555556","3.5","2.851851852","1.027272727","0.837037037","0.663636364","0.540740741","62.60162602","60.75268817","81.48148148","24.81481481","27.90123457","18.02469136","45.92592593","30.45454545","34.24242424","22.12121212","56.36363636"
"","","UGP2012ISI-FT01","","","","","","","","","UGP2012ISI-FT01-00028","","","","54","46","1","2","1","73","28.4","23","1.8","33.4","6","4","4","2","1.65","30.2","63.6","96","0.389041096","0.07826087","0.314583333","2.086956522","1.777777778","1.586956522","1.351851852","0.656521739","0.559259259","0.726086957","0.618518519","76.04166667","47.48427673","85.18518519","17.5308642","18.64197531","20.61728395","39.25925926","20.57971014","21.88405797","24.20289855","46.08695652"
"","","UGP2012ISI-FT01","","","","","","","","","UGP2012ISI-FT01-00029","","","","54","39","2","2","1","46","13.8","46","3.6","11.4","5","9","2","8","0.15","17.4","28.8","92","0.3","0.07826087","0.189130435","2.358974359","1.703703704","1.179487179","0.851851852","0.446153846","0.322222222","0.292307692","0.211111111","50","60.41666667","72.22222222","8.518518519","10.74074074","7.037037037","17.77777778","11.79487179","14.87179487","9.743589744","24.61538462"
"","","UGP2012ISI-FT01","","","","","","","","","UGP2012ISI-FT01-00030","","","","54","53","2","4","1","50","17","40","3.9","26.7","4","9","1","2","1.65","20.9","47.6","90","0.34","0.0975","0.232222222","1.698113208","1.666666667","0.943396226","0.925925926","0.394339623","0.387037037","0.503773585","0.494444444","55.55555556","43.90756303","98.14814815","10.49382716","12.90123457","16.48148148","29.38271605","10.6918239","13.14465409","16.79245283","29.93710692"
"","","UGP2012ISI-FT01","","","","","","","","","UGP2012ISI-FT01-00031","","","","54","54","1","3","1","158","41.6","79","5.2","29.1","3","4","4","8","1.65","46.8","75.9","237","0.263291139","0.065822785","0.197468354","4.388888889","4.388888889","2.925925926","2.925925926","0.866666667","0.866666667","0.538888889","0.538888889","66.66666667","61.66007905","100","25.67901235","28.88888889","17.96296296","46.85185185","25.67901235","28.88888889","17.96296296","46.85185185"
"","","UGP2012ISI-FT01","","","","","","","","","UGP2012ISI-FT01-00032","","","","54","49","1","2","1","90","32","18","2.7","20.4","2","9","1","2","1.65","34.7","55.1","108","0.355555556","0.15","0.321296296","2.204081633","2","1.836734694","1.666666667","0.708163265","0.642592593","0.416326531","0.377777778","83.33333333","62.97640653","90.74074074","19.75308642","21.41975309","12.59259259","34.01234568","21.76870748","23.60544218","13.87755102","37.4829932"
