"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Sprouting ability estimating 1-9|CO_331:0000277","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00799","","","","10","7","7","1","1","2","2","7","26","21","2.1","0.33","2.4","3","4","1","3","4","1","2.43","4.83","47","0.080769231","0.015714286","0.051702128","6.714285714","4.7","3.714285714","2.6","0.347142857","0.243","0.342857143","0.24","55.31914894","50.31055901","70","7","8.1","8","16.1","10","11.57142857","11.42857143","23"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01513","","","","10","2","2","2","3","2","2","2","0","4","0","0.09","0.45","5","4","1","7","7","1","0.09","0.54","4","","0.0225","0.0225","2","0.4","0","0","0.045","0.009","0.225","0.045","0","16.66666667","20","0","0.3","1.5","1.8","0","1.5","7.5","9"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01375","","","","10","5","2","3","3","1","1","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01775","","","","10","10","6","2","6","2","3","10","15","8","0.78","0.08","0.7","2","7","1","3","6","3","0.86","1.56","23","0.052","0.01","0.037391304","2.3","2.3","1.5","1.5","0.086","0.086","0.07","0.07","65.2173913","55.12820513","100","2.6","2.866666667","2.333333333","5.2","2.6","2.866666667","2.333333333","5.2"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00353","","","","10","3","4","2","2","2","1","3","0","2","0","0.07","0.55","2","2","1","8","7","1","0.07","0.62","2","","0.035","0.035","0.666666667","0.2","0","0","0.023333333","0.007","0.183333333","0.055","0","11.29032258","30","0","0.233333333","1.833333333","2.066666667","0","0.777777778","6.111111111","6.888888889"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01089","","","","10","3","4","1","1","2","1","3","18","4","2.21","0.02","2.95","1","5","1","8","4","1","2.23","5.18","22","0.122777778","0.005","0.101363636","7.333333333","2.2","6","1.8","0.743333333","0.223","0.983333333","0.295","81.81818182","43.05019305","30","7.366666667","7.433333333","9.833333333","17.26666667","24.55555556","24.77777778","32.77777778","57.55555556"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00902","","","","10","9","6","1","1","2","1","9","33","9","3","0.2","1.35","3","6","1","2","5","1","3.2","4.55","42","0.090909091","0.022222222","0.076190476","4.666666667","4.2","3.666666667","3.3","0.355555556","0.32","0.15","0.135","78.57142857","70.32967033","90","10","10.66666667","4.5","15.16666667","11.11111111","11.85185185","5","16.85185185"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01641","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00418","","","","10","5","5","1","2","2","3","5","21","34","1.28","0.72","0.59","3","6","2","8","6","1","2","2.59","55","0.060952381","0.021176471","0.036363636","11","5.5","4.2","2.1","0.4","0.2","0.118","0.059","38.18181818","77.22007722","50","4.266666667","6.666666667","1.966666667","8.633333333","8.533333333","13.33333333","3.933333333","17.26666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01260","","","","10","6","6","1","1","2","1","6","8","3","1.37","0.13","1.35","5","5","1","8","4","1","1.5","2.85","11","0.17125","0.043333333","0.136363636","1.833333333","1.1","1.333333333","0.8","0.25","0.15","0.225","0.135","72.72727273","52.63157895","60","4.566666667","5","4.5","9.5","7.611111111","8.333333333","7.5","15.83333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01997","","","","10","1","2","2","2","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01754","","","","10","6","4","1","1","1","1","6","1","1","0.11","0.07","0.5","4","6","1","3","5","1","0.18","0.68","2","0.11","0.07","0.09","0.333333333","0.2","0.166666667","0.1","0.03","0.018","0.083333333","0.05","50","26.47058824","60","0.366666667","0.6","1.666666667","2.266666667","0.611111111","1","2.777777778","3.777777778"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01181","","","","10","2","8","2","1","3","1","2","11","3","0.86","0.05","3.65","5","6","1","2","4","1","0.91","4.56","14","0.078181818","0.016666667","0.065","7","1.4","5.5","1.1","0.455","0.091","1.825","0.365","78.57142857","19.95614035","20","2.866666667","3.033333333","12.16666667","15.2","14.33333333","15.16666667","60.83333333","76"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00887","","","","10","4","6","1","1","2","1","4","11","3","1.05","0.06","0.35","5","7","1","6","5","1","1.11","1.46","14","0.095454545","0.02","0.079285714","3.5","1.4","2.75","1.1","0.2775","0.111","0.0875","0.035","78.57142857","76.02739726","40","3.5","3.7","1.166666667","4.866666667","8.75","9.25","2.916666667","12.16666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00967","","","","10","1","6","2","2","2","2","1","4","2","0.88","0.02","0.45","2","6","1","7","3","1","0.9","1.35","6","0.22","0.01","0.15","6","0.6","4","0.4","0.9","0.09","0.45","0.045","66.66666667","66.66666667","10","2.933333333","3","1.5","4.5","29.33333333","30","15","45"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01013","","","","10","5","3","2","1","2","1","5","0","2","0","0.04","0.2","6","3","1","3","8","1","0.04","0.24","2","","0.02","0.02","0.4","0.2","0","0","0.008","0.004","0.04","0.02","0","16.66666667","50","0","0.133333333","0.666666667","0.8","0","0.266666667","1.333333333","1.6"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00978","","","","10","7","4","2","2","2","1","7","0","4","0","0.06","0.053","5","6","1","3","8","1","0.06","0.113","4","","0.015","0.015","0.571428571","0.4","0","0","0.008571429","0.006","0.007571429","0.0053","0","53.09734513","70","0","0.2","0.176666667","0.376666667","0","0.285714286","0.252380952","0.538095238"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01347","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00464","","","","10","3","5","3","4","2","2","3","6","0","0.9","0","0.81","2","4","1","2","5","1","0.9","1.71","6","0.15","","0.15","2","0.6","2","0.6","0.3","0.09","0.27","0.081","100","52.63157895","30","3","3","2.7","5.7","10","10","9","19"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00541","","","","10","2","2","2","1","2","1","2","4","2","0.16","0.01","0.1","3","3","1","3","6","3","0.17","0.27","6","0.04","0.005","0.028333333","3","0.6","2","0.4","0.085","0.017","0.05","0.01","66.66666667","62.96296296","20","0.533333333","0.566666667","0.333333333","0.9","2.666666667","2.833333333","1.666666667","4.5"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01919","","","","10","6","7","2","2","2","6","6","9","14","0.7","0.25","0.6","5","2","1","3","5","3","0.95","1.55","23","0.077777778","0.017857143","0.041304348","3.833333333","2.3","1.5","0.9","0.158333333","0.095","0.1","0.06","39.13043478","61.29032258","60","2.333333333","3.166666667","2","5.166666667","3.888888889","5.277777778","3.333333333","8.611111111"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01786","","","","10","5","5","2","3","2","3","5","4","2","0.23","0.04","0.07","4","6","1","8","5","1","0.27","0.34","6","0.0575","0.02","0.045","1.2","0.6","0.8","0.4","0.054","0.027","0.014","0.007","66.66666667","79.41176471","50","0.766666667","0.9","0.233333333","1.133333333","1.533333333","1.8","0.466666667","2.266666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01697","","","","10","6","7","2","2","2","2","6","4","2","0.4","0.14","3.2","6","6","1","2","4","1","0.54","3.74","6","0.1","0.07","0.09","1","0.6","0.666666667","0.4","0.09","0.054","0.533333333","0.32","66.66666667","14.43850267","60","1.333333333","1.8","10.66666667","12.46666667","2.222222222","3","17.77777778","20.77777778"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00624","","","","10","6","4","2","3","2","2","6","2","2","0.1","0.08","0.12","2","4","1","2","6","1","0.18","0.3","4","0.05","0.04","0.045","0.666666667","0.4","0.333333333","0.2","0.03","0.018","0.02","0.012","50","60","60","0.333333333","0.6","0.4","1","0.555555556","1","0.666666667","1.666666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01162","","","","10","1","2","3","1","3","1","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00334","","","","10","7","7","2","3","3","1","7","5","13","0.5","0.17","6.15","2","2","1","8","5","1","0.67","6.82","18","0.1","0.013076923","0.037222222","2.571428571","1.8","0.714285714","0.5","0.095714286","0.067","0.878571429","0.615","27.77777778","9.824046921","70","1.666666667","2.233333333","20.5","22.73333333","2.380952381","3.19047619","29.28571429","32.47619048"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01796","","","","10","1","5","2","2","2","2","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02352","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01396","","","","10","10","5","3","4","3","2","10","6","7","0.52","0.22","1.1","6","3","1","8","8","1","0.74","1.84","13","0.086666667","0.031428571","0.056923077","1.3","1.3","0.6","0.6","0.074","0.074","0.11","0.11","46.15384615","40.2173913","100","1.733333333","2.466666667","3.666666667","6.133333333","1.733333333","2.466666667","3.666666667","6.133333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00292","","","","10","5","4","3","3","2","1","5","3","4","0.43","0.13","1.45","4","7","1","3","4","3","0.56","2.01","7","0.143333333","0.0325","0.08","1.4","0.7","0.6","0.3","0.112","0.056","0.29","0.145","42.85714286","27.86069652","50","1.433333333","1.866666667","4.833333333","6.7","2.866666667","3.733333333","9.666666667","13.4"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01243","","","","10","8","6","2","1","2","2","8","2","2","0.29","0.02","0.115","2","3","1","3","5","1","0.31","0.425","4","0.145","0.01","0.0775","0.5","0.4","0.25","0.2","0.03875","0.031","0.014375","0.0115","50","72.94117647","80","0.966666667","1.033333333","0.383333333","1.416666667","1.208333333","1.291666667","0.479166667","1.770833333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01142","","","","10","6","3","3","2","3","1","6","3","1","0.18","0.03","3.74","6","3","1","8","7","1","0.21","3.95","4","0.06","0.03","0.0525","0.666666667","0.4","0.5","0.3","0.035","0.021","0.623333333","0.374","75","5.316455696","60","0.6","0.7","12.46666667","13.16666667","1","1.166666667","20.77777778","21.94444444"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01275","","","","10","5","4","1","1","2","1","5","0","2","0","0.1","0.6","9","3","1","8","8","1","0.1","0.7","2","","0.05","0.05","0.4","0.2","0","0","0.02","0.01","0.12","0.06","0","14.28571429","50","0","0.333333333","2","2.333333333","0","0.666666667","4","4.666666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00041","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00023","","","","10","10","5","1","3","1","3","9","0","3","0","0.05","1.45","2","4","1","3","6","1","0.05","1.5","3","","0.016666667","0.016666667","0.333333333","0.3","0","0","0.005555556","0.005","0.161111111","0.145","0","3.333333333","90","0","0.166666667","4.833333333","5","0","0.185185185","5.37037037","5.555555556"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02205","","","","10","4","5","5","5","1","1","4","0","2","0","0.16","1","2","3","1","6","7","1","0.16","1.16","2","","0.08","0.08","0.5","0.2","0","0","0.04","0.016","0.25","0.1","0","13.79310345","40","0","0.533333333","3.333333333","3.866666667","0","1.333333333","8.333333333","9.666666667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00005","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01443","","","","10","5","4","3","4","2","3","5","0","0","0","0","0.02","","","","","","","0","0.02","0","","","","0","0","0","0","0","0","0.004","0.002","","0","50","0","0","0.066666667","0.066666667","0","0","0.133333333","0.133333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00476","","","","10","6","3","3","2","2","2","6","1","1","0.04","0.43","0.555","5","2","1","3","7","1","0.47","1.025","2","0.04","0.43","0.235","0.333333333","0.2","0.166666667","0.1","0.078333333","0.047","0.0925","0.0555","50","45.85365854","60","0.133333333","1.566666667","1.85","3.416666667","0.222222222","2.611111111","3.083333333","5.694444444"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01047","","","","10","9","7","2","2","3","2","9","23","10","3.6","0.47","1.9","2","3","1","8","4","1","4.07","5.97","33","0.156521739","0.047","0.123333333","3.666666667","3.3","2.555555556","2.3","0.452222222","0.407","0.211111111","0.19","69.6969697","68.17420436","90","12","13.56666667","6.333333333","19.9","13.33333333","15.07407407","7.037037037","22.11111111"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01579","","","","10","6","6","2","3","2","3","6","3","6","0.35","0.1","0.5","2","3","1","8","5","1","0.45","0.95","9","0.116666667","0.016666667","0.05","1.5","0.9","0.5","0.3","0.075","0.045","0.083333333","0.05","33.33333333","47.36842105","60","1.166666667","1.5","1.666666667","3.166666667","1.944444444","2.5","2.777777778","5.277777778"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00947","","","","10","7","6","2","3","2","2","7","14","5","1.21","0.06","1.4","6","2","1","9","5","1","1.27","2.67","19","0.086428571","0.012","0.066842105","2.714285714","1.9","2","1.4","0.181428571","0.127","0.2","0.14","73.68421053","47.56554307","70","4.033333333","4.233333333","4.666666667","8.9","5.761904762","6.047619048","6.666666667","12.71428571"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01413","","","","10","10","4","2","3","2","2","10","0","0","0","0","0.4","","","","","","","0","0.4","0","","","","0","0","0","0","0","0","0.04","0.04","","0","100","0","0","1.333333333","1.333333333","0","0","1.333333333","1.333333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01571","","","","10","1","2","1","2","2","1","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02050","","","","10","7","5","1","2","2","3","7","0","1","0","0.02","4.45","2","3","1","8","8","1","0.02","4.47","1","","0.02","0.02","0.142857143","0.1","0","0","0.002857143","0.002","0.635714286","0.445","0","0.447427293","70","0","0.066666667","14.83333333","14.9","0","0.095238095","21.19047619","21.28571429"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00098","","","","10","3","2","2","3","2","2","3","0","1","0","0.04","0.26","6","5","1","3","7","1","0.04","0.3","1","","0.04","0.04","0.333333333","0.1","0","0","0.013333333","0.004","0.086666667","0.026","0","13.33333333","30","0","0.133333333","0.866666667","1","0","0.444444444","2.888888889","3.333333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01039","","","","10","5","4","2","1","2","1","5","1","1","0.4","0.08","0.6","4","7","1","5","4","1","0.48","1.08","2","0.4","0.08","0.24","0.4","0.2","0.2","0.1","0.096","0.048","0.12","0.06","50","44.44444444","50","1.333333333","1.6","2","3.6","2.666666667","3.2","4","7.2"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00706","","","","10","8","7","2","2","2","2","8","13","20","0.73","0.6","1.2","2","6","1","9","7","4","1.33","2.53","33","0.056153846","0.03","0.04030303","4.125","3.3","1.625","1.3","0.16625","0.133","0.15","0.12","39.39393939","52.56916996","80","2.433333333","4.433333333","4","8.433333333","3.041666667","5.541666667","5","10.54166667"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-02251","","","","10","6","4","2","3","2","1","6","5","0","0.62","0","1.6","7","2","2","7","5","1","0.62","2.22","5","0.124","","0.124","0.833333333","0.5","0.833333333","0.5","0.103333333","0.062","0.266666667","0.16","100","27.92792793","60","2.066666667","2.066666667","5.333333333","7.4","3.444444444","3.444444444","8.888888889","12.33333333"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00061","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01652","","","","10","1","1","2","2","1","1","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00735","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-00147","","","","10","6","4","2","4","2","2","6","0","4","0","0.09","0.55","5","7","1","3","7","1","0.09","0.64","4","","0.0225","0.0225","0.666666667","0.4","0","0","0.015","0.009","0.091666667","0.055","0","14.0625","60","0","0.3","1.833333333","2.133333333","0","0.5","3.055555556","3.555555556"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01269","","","","10","9","7","2","1","2","2","9","11","3","1.65","0.08","0.75","2","2","1","8","5","1","1.73","2.48","14","0.15","0.026666667","0.123571429","1.555555556","1.4","1.222222222","1.1","0.192222222","0.173","0.083333333","0.075","78.57142857","69.75806452","90","5.5","5.766666667","2.5","8.266666667","6.111111111","6.407407407","2.777777778","9.185185185"
"","","UGP2018KAC-OT02","","","","","","","","","UGP2018KAC-OT02-01694","","","","10","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
