"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Vine vigor estimating 1-9|CO_331:0000197","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Reaction to sweet potato weevil estimating 1-9|CO_331:0000207","Sprouting ability estimating 1-9|CO_331:0000277","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root size estimating 1-9|CO_331:0000184","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Number of storage roots after harvest per NET plot|CO_331:0000233","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Average total storage root weight computation kg|CO_331:0002040","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00095","","","","3","1","3","6","7","1","2","1","3","0","0.6","0","3.5","","","","","","","0.6","4.1","0.2","","3","3","1","3","1","0.6","0.2","3.5","1.166666667","100","14.63414634","33.33333333","6.666666667","6.666666667","38.88888889","45.55555556","0.2","20","20","116.6666667","136.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00096","","","","3","2","1","3","5","1","1","2","0","0","0","0","4.3","","","","","","","0","4.3","","","0","0","0","0","0","0","0","2.15","1.433333333","","0","66.66666667","0","0","47.77777778","47.77777778","","0","0","71.66666667","71.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00097","","","","3","3","2","2","7","1","2","2","0","0","0","0","4.5","","","","","","","0","4.5","","","0","0","0","0","0","0","0","2.25","1.5","","0","66.66666667","0","0","50","50","","0","0","75","75"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00098","","","","3","2","2","2","5","1","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00099","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00100","","","","3","3","3","3","5","2","2","1","0","0","0","0","0.2","","","","","","","0","0.2","","","0","0","0","0","0","0","0","0.2","0.066666667","","0","33.33333333","0","0","2.222222222","2.222222222","","0","0","6.666666667","6.666666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00101","","","","3","1","1","4","7","1","3","1","0","0","0","0","1.6","","","","","","","0","1.6","","","0","0","0","0","0","0","0","1.6","0.533333333","","0","33.33333333","0","0","17.77777778","17.77777778","","0","0","53.33333333","53.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00102","","","","3","1","2","2","7","1","1","1","0","0","0","0","2.2","","","","","","","0","2.2","","","0","0","0","0","0","0","0","2.2","0.733333333","","0","33.33333333","0","0","24.44444444","24.44444444","","0","0","73.33333333","73.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00103","","","","3","1","2","2","6","1","2","1","0","0","0","0","1.2","","","","","","","0","1.2","","","0","0","0","0","0","0","0","1.2","0.4","","0","33.33333333","0","0","13.33333333","13.33333333","","0","0","40","40"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00104","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00105","","","","3","2","1","2","7","1","2","1","0","0","0","0","7.5","","","","","","","0","7.5","","","0","0","0","0","0","0","0","7.5","2.5","","0","33.33333333","0","0","83.33333333","83.33333333","","0","0","250","250"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00106","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00107","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00108","","","","3","3","1","2","7","1","1","1","0","0","0","0","12.2","","","","","","","0","12.2","","","0","0","0","0","0","0","0","12.2","4.066666667","","0","33.33333333","0","0","135.5555556","135.5555556","","0","0","406.6666667","406.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00109","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00110","","","","3","2","1","3","8","1","2","1","0","0","0","0","5.3","","","","","","","0","5.3","","","0","0","0","0","0","0","0","5.3","1.766666667","","0","33.33333333","0","0","58.88888889","58.88888889","","0","0","176.6666667","176.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00112","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00113","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00114","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00115","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00116","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00117","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00118","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00119","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00120","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00121","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00122","","","","3","3","1","2","7","1","1","1","0","0","0","0","0.4","","","","","","","0","0.4","","","0","0","0","0","0","0","0","0.4","0.133333333","","0","33.33333333","0","0","4.444444444","4.444444444","","0","0","13.33333333","13.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00123","","","","3","2","3","3","7","1","2","2","0","0","0","0","5.6","","","","","","","0","5.6","","","0","0","0","0","0","0","0","2.8","1.866666667","","0","66.66666667","0","0","62.22222222","62.22222222","","0","0","93.33333333","93.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00124","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00125","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00126","","","","3","2","2","3","4","1","1","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00127","","","","3","1","2","3","5","2","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00128","","","","3","3","3","4","6","1","2","1","0","0","0","0","1.3","","","","","","","0","1.3","","","0","0","0","0","0","0","0","1.3","0.433333333","","0","33.33333333","0","0","14.44444444","14.44444444","","0","0","43.33333333","43.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00129","","","","3","1","1","3","5","1","2","1","0","0","0","0","1.4","","","","","","","0","1.4","","","0","0","0","0","0","0","0","1.4","0.466666667","","0","33.33333333","0","0","15.55555556","15.55555556","","0","0","46.66666667","46.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00130","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00131","","","","3","2","1","3","8","1","2","2","0","0","0","0","9.4","","","","","","","0","9.4","","","0","0","0","0","0","0","0","4.7","3.133333333","","0","66.66666667","0","0","104.4444444","104.4444444","","0","0","156.6666667","156.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00132","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00133","","","","3","2","5","6","6","1","2","1","0","0","0","0","0.1","","","","","","","0","0.1","","","0","0","0","0","0","0","0","0.1","0.033333333","","0","33.33333333","0","0","1.111111111","1.111111111","","0","0","3.333333333","3.333333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00134","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00135","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00136","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00137","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00138","","","","3","1","2","3","9","1","2","1","0","0","0","0","19.2","","","","","","","0","19.2","","","0","0","0","0","0","0","0","19.2","6.4","","0","33.33333333","0","0","213.3333333","213.3333333","","0","0","640","640"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00139","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00140","","","","3","2","2","","","1","","1","0","0","0","0","2.3","","","","","","","0","2.3","","","0","0","0","0","0","0","0","2.3","0.766666667","","0","33.33333333","0","0","25.55555556","25.55555556","","0","0","76.66666667","76.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00141","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00142","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00143","","","","3","1","3","3","4","2","2","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00144","","","","3","3","2","3","6","1","1","1","0","0","0","0","1.2","","","","","","","0","1.2","","","0","0","0","0","0","0","0","1.2","0.4","","0","33.33333333","0","0","13.33333333","13.33333333","","0","0","40","40"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00145","","","","3","2","3","3","5","1","2","1","0","0","0","0","1.3","","","","","","","0","1.3","","","0","0","0","0","0","0","0","1.3","0.433333333","","0","33.33333333","0","0","14.44444444","14.44444444","","0","0","43.33333333","43.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00146","","","","3","3","1","2","5","1","2","1","0","0","0","0","0.2","","","","","","","0","0.2","","","0","0","0","0","0","0","0","0.2","0.066666667","","0","33.33333333","0","0","2.222222222","2.222222222","","0","0","6.666666667","6.666666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00147","","","","3","2","1","2","5","1","2","1","0","0","0","0","2.9","","","","","","","0","2.9","","","0","0","0","0","0","0","0","2.9","0.966666667","","0","33.33333333","0","0","32.22222222","32.22222222","","0","0","96.66666667","96.66666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00148","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00149","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00150","","","","3","2","1","4","7","1","2","1","0","0","0","0","1.5","","","","","","","0","1.5","","","0","0","0","0","0","0","0","1.5","0.5","","0","33.33333333","0","0","16.66666667","16.66666667","","0","0","50","50"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00151","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00152","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00153","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00154","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00155","","","","3","1","1","1","8","1","1","1","0","0","0","0","3.2","","","","","","","0","3.2","","","0","0","0","0","0","0","0","3.2","1.066666667","","0","33.33333333","0","0","35.55555556","35.55555556","","0","0","106.6666667","106.6666667"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00156","","","","3","2","1","2","9","1","1","2","0","0","0","0","7.2","","","","","","","0","7.2","","","0","0","0","0","0","0","0","3.6","2.4","","0","66.66666667","0","0","80","80","","0","0","120","120"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00157","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00158","","","","3","2","2","2","7","1","2","2","0","0","0","0","9.15","","","","","","","0","9.15","","","0","0","0","0","0","0","0","4.575","3.05","","0","66.66666667","0","0","101.6666667","101.6666667","","0","0","152.5","152.5"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00159","","","","3","1","1","2","5","1","2","1","0","0","0","0","0.3","","","","","","","0","0.3","","","0","0","0","0","0","0","0","0.3","0.1","","0","33.33333333","0","0","3.333333333","3.333333333","","0","0","10","10"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00160","","","","3","0","","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00161","","","","3","2","3","3","8","1","2","2","0","0","0","0","5.6","","","","","","","0","5.6","","","0","0","0","0","0","0","0","2.8","1.866666667","","0","66.66666667","0","0","62.22222222","62.22222222","","0","0","93.33333333","93.33333333"
"","","UGP2014SER-OT01","","","","","","","","","UGP2014SER-OT01-00162","","","","3","","1","","","","","0","0","0","0","0","0","","","","","","","0","0","","","0","","0","","0","","0","","0","","","0","0","0","0","0","","","","",""
