"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root flesh secondary color estimating 0-9|CO_331:0000179","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003 "
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00600","","","","3","2","5.87","8","4","1.16","0.09","6","6","","5","1.25","7.12","12","0.145","0.0225","0.104166667","6","4","0.625","2.935","66.66666667","17.55617978","25.77777778","27.77777778","130.4444444","158.2222222","4","2.666666667","0.416666667","1.956666667","66.66666667","17.18518519","18.51851852","86.96296296","105.4814815"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00601","","","","3","3","3.99","19","8","3.51","0.26","2","6","","6","3.77","7.76","27","0.184736842","0.0325","0.13962963","9","6.333333333","1.256666667","1.33","70.37037037","48.58247423","52","55.85185185","59.11111111","114.962963","9","6.333333333","1.256666667","1.33","100","52","55.85185185","59.11111111","114.962963"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00602","","","","3","3","7.58","21","13","4.81","0.49","4","6","","6","5.3","12.88","34","0.229047619","0.037692308","0.155882353","11.33333333","7","1.766666667","2.526666667","61.76470588","41.14906832","71.25925926","78.51851852","112.2962963","190.8148148","11.33333333","7","1.766666667","2.526666667","100","71.25925926","78.51851852","112.2962963","190.8148148"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00603","","","","3","3","5.09","14","9","3.11","0.13","2","4","","6","3.24","8.33","23","0.222142857","0.014444444","0.140869565","7.666666667","4.666666667","1.08","1.696666667","60.86956522","38.89555822","46.07407407","48","75.40740741","123.4074074","7.666666667","4.666666667","1.08","1.696666667","100","46.07407407","48","75.40740741","123.4074074"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00604","","","","3","3","4.49","16","5","3.45","0.19","4","6","","5","3.64","8.13","21","0.215625","0.038","0.173333333","7","5.333333333","1.213333333","1.496666667","76.19047619","44.77244772","51.11111111","53.92592593","66.51851852","120.4444444","7","5.333333333","1.213333333","1.496666667","100","51.11111111","53.92592593","66.51851852","120.4444444"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00605","","","","3","3","5.06","10","3","3.07","0.09","6","3","","6","3.16","8.22","13","0.307","0.03","0.243076923","4.333333333","3.333333333","1.053333333","1.686666667","76.92307692","38.44282238","45.48148148","46.81481481","74.96296296","121.7777778","4.333333333","3.333333333","1.053333333","1.686666667","100","45.48148148","46.81481481","74.96296296","121.7777778"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00606","","","","3","2","5.62","6","2","0.72","0.29","4","7","","6","1.01","6.63","8","0.12","0.145","0.12625","4","3","0.505","2.81","75","15.23378582","16","22.44444444","124.8888889","147.3333333","2.666666667","2","0.336666667","1.873333333","66.66666667","10.66666667","14.96296296","83.25925926","98.22222222"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00607","","","","3","3","5.56","14","9","2.07","0.23","6","6","","6","2.3","7.86","23","0.147857143","0.025555556","0.1","7.666666667","4.666666667","0.766666667","1.853333333","60.86956522","29.26208651","30.66666667","34.07407407","82.37037037","116.4444444","7.666666667","4.666666667","0.766666667","1.853333333","100","30.66666667","34.07407407","82.37037037","116.4444444"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00608","","","","3","2","4.1","10","7","1.51","0.24","3","7","","6","1.75","5.85","17","0.151","0.034285714","0.102941176","8.5","5","0.875","2.05","58.82352941","29.91452991","33.55555556","38.88888889","91.11111111","130","5.666666667","3.333333333","0.583333333","1.366666667","66.66666667","22.37037037","25.92592593","60.74074074","86.66666667"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00609","","","","3","2","5.67","11","1","2.61","0.1","6","6","","6","2.71","8.38","12","0.237272727","0.1","0.225833333","6","5.5","1.355","2.835","91.66666667","32.33890215","58","60.22222222","126","186.2222222","4","3.666666667","0.903333333","1.89","66.66666667","38.66666667","40.14814815","84","124.1481481"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00610","","","","3","3","4.16","16","7","1.26","0.1","6","3","","6","1.36","5.52","23","0.07875","0.014285714","0.059130435","7.666666667","5.333333333","0.453333333","1.386666667","69.56521739","24.63768116","18.66666667","20.14814815","61.62962963","81.77777778","7.666666667","5.333333333","0.453333333","1.386666667","100","18.66666667","20.14814815","61.62962963","81.77777778"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00611","","","","3","2","3.54","16","7","2.74","0.18","4","6","","6","2.92","6.46","23","0.17125","0.025714286","0.126956522","11.5","8","1.46","1.77","69.56521739","45.20123839","60.88888889","64.88888889","78.66666667","143.5555556","7.666666667","5.333333333","0.973333333","1.18","66.66666667","40.59259259","43.25925926","52.44444444","95.7037037"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00612","","","","3","2","2.81","9","2","1.84","0.08","6","6","","6","1.92","4.73","11","0.204444444","0.04","0.174545455","5.5","4.5","0.96","1.405","81.81818182","40.59196617","40.88888889","42.66666667","62.44444444","105.1111111","3.666666667","3","0.64","0.936666667","66.66666667","27.25925926","28.44444444","41.62962963","70.07407407"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00613","","","","3","2","2.37","14","1","2.39","0.08","6","6","","5","2.47","4.84","15","0.170714286","0.08","0.164666667","7.5","7","1.235","1.185","93.33333333","51.03305785","53.11111111","54.88888889","52.66666667","107.5555556","5","4.666666667","0.823333333","0.79","66.66666667","35.40740741","36.59259259","35.11111111","71.7037037"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00614","","","","3","2","2.99","5","4","0.91","0.09","4","6","","6","1","3.99","9","0.182","0.0225","0.111111111","4.5","2.5","0.5","1.495","55.55555556","25.06265664","20.22222222","22.22222222","66.44444444","88.66666667","3","1.666666667","0.333333333","0.996666667","66.66666667","13.48148148","14.81481481","44.2962963","59.11111111"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00615","","","","3","2","1.9","10","3","2.99","0.07","3","6","","5","3.06","4.96","13","0.299","0.023333333","0.235384615","6.5","5","1.53","0.95","76.92307692","61.69354839","66.44444444","68","42.22222222","110.2222222","4.333333333","3.333333333","1.02","0.633333333","66.66666667","44.2962963","45.33333333","28.14814815","73.48148148"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00616","","","","3","2","2.2","11","5","2.58","0.19","4","7","","5","2.77","4.97","16","0.234545455","0.038","0.173125","8","5.5","1.385","1.1","68.75","55.73440644","57.33333333","61.55555556","48.88888889","110.4444444","5.333333333","3.666666667","0.923333333","0.733333333","66.66666667","38.22222222","41.03703704","32.59259259","73.62962963"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00617","","","","3","3","3.64","23","6","4.16","0.18","6","6","","5","4.34","7.98","29","0.180869565","0.03","0.149655172","9.666666667","7.666666667","1.446666667","1.213333333","79.31034483","54.38596491","61.62962963","64.2962963","53.92592593","118.2222222","9.666666667","7.666666667","1.446666667","1.213333333","100","61.62962963","64.2962963","53.92592593","118.2222222"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00618","","","","3","3","3.53","11","4","3.34","0.26","3","7","","5","3.6","7.13","15","0.303636364","0.065","0.24","5","3.666666667","1.2","1.176666667","73.33333333","50.49088359","49.48148148","53.33333333","52.2962963","105.6296296","5","3.666666667","1.2","1.176666667","100","49.48148148","53.33333333","52.2962963","105.6296296"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00619","","","","3","3","3.46","16","23","2.19","0.73","6","2","","6","2.92","6.38","39","0.136875","0.03173913","0.074871795","13","5.333333333","0.973333333","1.153333333","41.02564103","45.76802508","32.44444444","43.25925926","51.25925926","94.51851852","13","5.333333333","0.973333333","1.153333333","100","32.44444444","43.25925926","51.25925926","94.51851852"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00620","","","","3","3","4.32","8","9","0.87","0.26","2","4","","6","1.13","5.45","17","0.10875","0.028888889","0.066470588","5.666666667","2.666666667","0.376666667","1.44","47.05882353","20.73394495","12.88888889","16.74074074","64","80.74074074","5.666666667","2.666666667","0.376666667","1.44","100","12.88888889","16.74074074","64","80.74074074"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00621","","","","3","3","1.94","8","5","1.13","0.24","6","6","","5","1.37","3.31","13","0.14125","0.048","0.105384615","4.333333333","2.666666667","0.456666667","0.646666667","61.53846154","41.3897281","16.74074074","20.2962963","28.74074074","49.03703704","4.333333333","2.666666667","0.456666667","0.646666667","100","16.74074074","20.2962963","28.74074074","49.03703704"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00622","","","","3","3","3.53","11","7","1.31","0.17","7","6","","6","1.48","5.01","18","0.119090909","0.024285714","0.082222222","6","3.666666667","0.493333333","1.176666667","61.11111111","29.54091816","19.40740741","21.92592593","52.2962963","74.22222222","6","3.666666667","0.493333333","1.176666667","100","19.40740741","21.92592593","52.2962963","74.22222222"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00623","","","","3","3","2.39","7","5","1.39","0.26","2","7","","6","1.65","4.04","12","0.198571429","0.052","0.1375","4","2.333333333","0.55","0.796666667","58.33333333","40.84158416","20.59259259","24.44444444","35.40740741","59.85185185","4","2.333333333","0.55","0.796666667","100","20.59259259","24.44444444","35.40740741","59.85185185"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00624","","","","3","3","3.46","15","2","3.53","0.05","4","6","","6","3.58","7.04","17","0.235333333","0.025","0.210588235","5.666666667","5","1.193333333","1.153333333","88.23529412","50.85227273","52.2962963","53.03703704","51.25925926","104.2962963","5.666666667","5","1.193333333","1.153333333","100","52.2962963","53.03703704","51.25925926","104.2962963"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00625","","","","3","2","1.01","7","6","1.01","0.21","4","7","","6","1.22","2.23","13","0.144285714","0.035","0.093846154","6.5","3.5","0.61","0.505","53.84615385","54.70852018","22.44444444","27.11111111","22.44444444","49.55555556","4.333333333","2.333333333","0.406666667","0.336666667","66.66666667","14.96296296","18.07407407","14.96296296","33.03703704"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00626","","","","3","3","4.73","14","1","4.6","0.08","6","4","","6","4.68","9.41","15","0.328571429","0.08","0.312","5","4.666666667","1.56","1.576666667","93.33333333","49.73432519","68.14814815","69.33333333","70.07407407","139.4074074","5","4.666666667","1.56","1.576666667","100","68.14814815","69.33333333","70.07407407","139.4074074"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00627","","","","3","3","4.13","11","8","3.07","0.28","6","2","","6","3.35","7.48","19","0.279090909","0.035","0.176315789","6.333333333","3.666666667","1.116666667","1.376666667","57.89473684","44.78609626","45.48148148","49.62962963","61.18518519","110.8148148","6.333333333","3.666666667","1.116666667","1.376666667","100","45.48148148","49.62962963","61.18518519","110.8148148"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00628","","","","3","3","3.65","26","16","3.75","0.32","2","6","","6","4.07","7.72","42","0.144230769","0.02","0.096904762","14","8.666666667","1.356666667","1.216666667","61.9047619","52.72020725","55.55555556","60.2962963","54.07407407","114.3703704","14","8.666666667","1.356666667","1.216666667","100","55.55555556","60.2962963","54.07407407","114.3703704"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00629","","","","3","3","2.88","12","1","2.87","0.06","6","1","","6","2.93","5.81","13","0.239166667","0.06","0.225384615","4.333333333","4","0.976666667","0.96","92.30769231","50.4302926","42.51851852","43.40740741","42.66666667","86.07407407","4.333333333","4","0.976666667","0.96","100","42.51851852","43.40740741","42.66666667","86.07407407"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00630","","","","3","3","4.06","16","4","4.49","0.18","7","2","","6","4.67","8.73","20","0.280625","0.045","0.2335","6.666666667","5.333333333","1.556666667","1.353333333","80","53.49369989","66.51851852","69.18518519","60.14814815","129.3333333","6.666666667","5.333333333","1.556666667","1.353333333","100","66.51851852","69.18518519","60.14814815","129.3333333"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00631","","","","3","3","4.47","12","0","4.83","0","4","6","","6","4.83","9.3","12","0.4025","","0.4025","4","4","1.61","1.49","100","51.93548387","71.55555556","71.55555556","66.22222222","137.7777778","4","4","1.61","1.49","100","71.55555556","71.55555556","66.22222222","137.7777778"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00632","","","","3","3","1.83","6","5","2.09","0.28","7","6","","6","2.37","4.2","11","0.348333333","0.056","0.215454545","3.666666667","2","0.79","0.61","54.54545455","56.42857143","30.96296296","35.11111111","27.11111111","62.22222222","3.666666667","2","0.79","0.61","100","30.96296296","35.11111111","27.11111111","62.22222222"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00633","","","","3","3","4.19","9","2","3.81","0.18","7","4","","6","3.99","8.18","11","0.423333333","0.09","0.362727273","3.666666667","3","1.33","1.396666667","81.81818182","48.77750611","56.44444444","59.11111111","62.07407407","121.1851852","3.666666667","3","1.33","1.396666667","100","56.44444444","59.11111111","62.07407407","121.1851852"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00634","","","","3","2","4.79","9","1","4.44","0.1","7","4","","6","4.54","9.33","10","0.493333333","0.1","0.454","5","4.5","2.27","2.395","90","48.6602358","98.66666667","100.8888889","106.4444444","207.3333333","3.333333333","3","1.513333333","1.596666667","66.66666667","65.77777778","67.25925926","70.96296296","138.2222222"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00635","","","","3","3","4.4","14","2","4.93","0.13","7","4","","6","5.06","9.46","16","0.352142857","0.065","0.31625","5.333333333","4.666666667","1.686666667","1.466666667","87.5","53.48837209","73.03703704","74.96296296","65.18518519","140.1481481","5.333333333","4.666666667","1.686666667","1.466666667","100","73.03703704","74.96296296","65.18518519","140.1481481"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00636","","","","3","2","3.82","6","3","1.9","0.12","7","4","","6","2.02","5.84","9","0.316666667","0.04","0.224444444","4.5","3","1.01","1.91","66.66666667","34.5890411","42.22222222","44.88888889","84.88888889","129.7777778","3","2","0.673333333","1.273333333","66.66666667","28.14814815","29.92592593","56.59259259","86.51851852"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00637","","","","3","3","2.69","5","1","2.46","0.1","6","4","","6","2.56","5.25","6","0.492","0.1","0.426666667","2","1.666666667","0.853333333","0.896666667","83.33333333","48.76190476","36.44444444","37.92592593","39.85185185","77.77777778","2","1.666666667","0.853333333","0.896666667","100","36.44444444","37.92592593","39.85185185","77.77777778"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00638","","","","3","3","2.8","21","8","5.29","0.28","6","4","","6","5.57","8.37","29","0.251904762","0.035","0.192068966","9.666666667","7","1.856666667","0.933333333","72.4137931","66.54719235","78.37037037","82.51851852","41.48148148","124","9.666666667","7","1.856666667","0.933333333","100","78.37037037","82.51851852","41.48148148","124"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00639","","","","3","3","3.63","14","3","4.06","0.19","6","3","","6","4.25","7.88","17","0.29","0.063333333","0.25","5.666666667","4.666666667","1.416666667","1.21","82.35294118","53.93401015","60.14814815","62.96296296","53.77777778","116.7407407","5.666666667","4.666666667","1.416666667","1.21","100","60.14814815","62.96296296","53.77777778","116.7407407"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00640","","","","3","3","3.86","14","10","4.13","0.45","6","4","","6","4.58","8.44","24","0.295","0.045","0.190833333","8","4.666666667","1.526666667","1.286666667","58.33333333","54.26540284","61.18518519","67.85185185","57.18518519","125.037037","8","4.666666667","1.526666667","1.286666667","100","61.18518519","67.85185185","57.18518519","125.037037"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00641","","","","3","3","1.58","11","6","3.03","0.37","7","4","","6","3.4","4.98","17","0.275454545","0.061666667","0.2","5.666666667","3.666666667","1.133333333","0.526666667","64.70588235","68.27309237","44.88888889","50.37037037","23.40740741","73.77777778","5.666666667","3.666666667","1.133333333","0.526666667","100","44.88888889","50.37037037","23.40740741","73.77777778"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-00642","","","","3","3","3.51","14","13","3.49","0.49","6","3","","6","3.98","7.49","27","0.249285714","0.037692308","0.147407407","9","4.666666667","1.326666667","1.17","51.85185185","53.13751669","51.7037037","58.96296296","52","110.962963","9","4.666666667","1.326666667","1.17","100","51.7037037","58.96296296","52","110.962963"
