"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root skin predominant color estimating 1-9 CIP|CO_331:0000175","Storage root predominant Flesh color estimating 1-9|CO_331:0000178","Storage root flesh secondary color estimating 0-9|CO_331:0000179","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of commercial storage roots per plant harvested|CO_331:2000036","Storage roots yield in kg per plant harvested|CO_331:0000681","Vine weight in kg per plant harvested|CO_331:0000990","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant planted|CO_331:0000991","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003 "
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01227","","","","3","3","3.94","8","0","1.64","0","8","6","","6","1.64","5.58","8","0.205","","0.205","2.666666667","2.666666667","0.546666667","1.313333333","100","29.390681","24.2962963","24.2962963","58.37037037","82.66666667","2.666666667","2.666666667","0.546666667","1.313333333","100","24.2962963","24.2962963","58.37037037","82.66666667"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01228","","","","3","3","1.92","7","6","2.22","0.37","4","7","","6","2.59","4.51","13","0.317142857","0.061666667","0.199230769","4.333333333","2.333333333","0.863333333","0.64","53.84615385","57.42793792","32.88888889","38.37037037","28.44444444","66.81481481","4.333333333","2.333333333","0.863333333","0.64","100","32.88888889","38.37037037","28.44444444","66.81481481"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01229","","","","3","3","2.86","10","9","2.81","0.21","4","7","","6","3.02","5.88","19","0.281","0.023333333","0.158947368","6.333333333","3.333333333","1.006666667","0.953333333","52.63157895","51.36054422","41.62962963","44.74074074","42.37037037","87.11111111","6.333333333","3.333333333","1.006666667","0.953333333","100","41.62962963","44.74074074","42.37037037","87.11111111"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01230","","","","3","3","1.9","12","15","1.82","0.38","6","7","","6","2.2","4.1","27","0.151666667","0.025333333","0.081481481","9","4","0.733333333","0.633333333","44.44444444","53.65853659","26.96296296","32.59259259","28.14814815","60.74074074","9","4","0.733333333","0.633333333","100","26.96296296","32.59259259","28.14814815","60.74074074"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01231","","","","3","3","1.7","15","0","3.44","0","7","8","","5","3.44","5.14","15","0.229333333","","0.229333333","5","5","1.146666667","0.566666667","100","66.92607004","50.96296296","50.96296296","25.18518519","76.14814815","5","5","1.146666667","0.566666667","100","50.96296296","50.96296296","25.18518519","76.14814815"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01232","","","","3","3","2.86","14","8","4.91","0.19","4","7","","5","5.1","7.96","22","0.350714286","0.02375","0.231818182","7.333333333","4.666666667","1.7","0.953333333","63.63636364","64.07035176","72.74074074","75.55555556","42.37037037","117.9259259","7.333333333","4.666666667","1.7","0.953333333","100","72.74074074","75.55555556","42.37037037","117.9259259"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01233","","","","3","3","2.21","19","6","3.03","0.26","7","7","","5","3.29","5.5","25","0.159473684","0.043333333","0.1316","8.333333333","6.333333333","1.096666667","0.736666667","76","59.81818182","44.88888889","48.74074074","32.74074074","81.48148148","8.333333333","6.333333333","1.096666667","0.736666667","100","44.88888889","48.74074074","32.74074074","81.48148148"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01234","","","","3","3","4.99","22","13","3.8","0.4","6","3","","5","4.2","9.19","35","0.172727273","0.030769231","0.12","11.66666667","7.333333333","1.4","1.663333333","62.85714286","45.70184984","56.2962963","62.22222222","73.92592593","136.1481481","11.66666667","7.333333333","1.4","1.663333333","100","56.2962963","62.22222222","73.92592593","136.1481481"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01235","","","","3","3","3.12","21","0","2.65","0","6","4","","6","2.65","5.77","21","0.126190476","","0.126190476","7","7","0.883333333","1.04","100","45.92720971","39.25925926","39.25925926","46.22222222","85.48148148","7","7","0.883333333","1.04","100","39.25925926","39.25925926","46.22222222","85.48148148"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01236","","","","3","3","3.12","22","3","4.08","0.21","6","8","","5","4.29","7.41","25","0.185454545","0.07","0.1716","8.333333333","7.333333333","1.43","1.04","88","57.89473684","60.44444444","63.55555556","46.22222222","109.7777778","8.333333333","7.333333333","1.43","1.04","100","60.44444444","63.55555556","46.22222222","109.7777778"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01237","","","","3","3","2.52","20","5","4.24","0.15","6","7","","6","4.39","6.91","25","0.212","0.03","0.1756","8.333333333","6.666666667","1.463333333","0.84","80","63.53111433","62.81481481","65.03703704","37.33333333","102.3703704","8.333333333","6.666666667","1.463333333","0.84","100","62.81481481","65.03703704","37.33333333","102.3703704"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01238","","","","3","2","2.04","7","1","3.35","0.1","6","3","","6","3.45","5.49","8","0.478571429","0.1","0.43125","4","3.5","1.725","1.02","87.5","62.84153005","74.44444444","76.66666667","45.33333333","122","2.666666667","2.333333333","1.15","0.68","66.66666667","49.62962963","51.11111111","30.22222222","81.33333333"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01239","","","","3","3","4.41","16","5","4.9","0.11","1","4","","6","5.01","9.42","21","0.30625","0.022","0.238571429","7","5.333333333","1.67","1.47","76.19047619","53.18471338","72.59259259","74.22222222","65.33333333","139.5555556","7","5.333333333","1.67","1.47","100","72.59259259","74.22222222","65.33333333","139.5555556"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01240","","","","3","3","3.36","12","8","3.74","0.28","2","3","","6","4.02","7.38","20","0.311666667","0.035","0.201","6.666666667","4","1.34","1.12","60","54.47154472","55.40740741","59.55555556","49.77777778","109.3333333","6.666666667","4","1.34","1.12","100","55.40740741","59.55555556","49.77777778","109.3333333"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01241","","","","3","2","2.83","14","2","3.68","0.14","2","6","","5","3.82","6.65","16","0.262857143","0.07","0.23875","8","7","1.91","1.415","87.5","57.44360902","81.77777778","84.88888889","62.88888889","147.7777778","5.333333333","4.666666667","1.273333333","0.943333333","66.66666667","54.51851852","56.59259259","41.92592593","98.51851852"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01242","","","","3","3","5.75","19","3","6.54","0.15","2","4","","6","6.69","12.44","22","0.344210526","0.05","0.304090909","7.333333333","6.333333333","2.23","1.916666667","86.36363636","53.77813505","96.88888889","99.11111111","85.18518519","184.2962963","7.333333333","6.333333333","2.23","1.916666667","100","96.88888889","99.11111111","85.18518519","184.2962963"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01243","","","","3","3","4.45","19","10","3.17","0.19","6","4","6","6","3.36","7.81","29","0.166842105","0.019","0.115862069","9.666666667","6.333333333","1.12","1.483333333","65.51724138","43.02176697","46.96296296","49.77777778","65.92592593","115.7037037","9.666666667","6.333333333","1.12","1.483333333","100","46.96296296","49.77777778","65.92592593","115.7037037"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01244","","","","3","3","5.43","11","4","6.45","0.24","6","4","6","6","6.69","12.12","15","0.586363636","0.06","0.446","5","3.666666667","2.23","1.81","73.33333333","55.1980198","95.55555556","99.11111111","80.44444444","179.5555556","5","3.666666667","2.23","1.81","100","95.55555556","99.11111111","80.44444444","179.5555556"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01245","","","","3","2","1.97","8","2","2.31","0.08","1","4","","6","2.39","4.36","10","0.28875","0.04","0.239","5","4","1.195","0.985","80","54.81651376","51.33333333","53.11111111","43.77777778","96.88888889","3.333333333","2.666666667","0.796666667","0.656666667","66.66666667","34.22222222","35.40740741","29.18518519","64.59259259"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01246","","","","3","3","5.59","19","0","7.58","0","2","3","","6","7.58","13.17","19","0.398947368","","0.398947368","6.333333333","6.333333333","2.526666667","1.863333333","100","57.55504935","112.2962963","112.2962963","82.81481481","195.1111111","6.333333333","6.333333333","2.526666667","1.863333333","100","112.2962963","112.2962963","82.81481481","195.1111111"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01247","","","","3","1","1.84","1","0","0.85","0","2","3","","6","0.85","2.69","1","0.85","","0.85","1","1","0.85","1.84","100","31.59851301","37.77777778","37.77777778","81.77777778","119.5555556","0.333333333","0.333333333","0.283333333","0.613333333","33.33333333","12.59259259","12.59259259","27.25925926","39.85185185"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01248","","","","3","2","0.88","2","0","1.04","0","2","4","6","6","1.04","1.92","2","0.52","","0.52","1","1","0.52","0.44","100","54.16666667","23.11111111","23.11111111","19.55555556","42.66666667","0.666666667","0.666666667","0.346666667","0.293333333","66.66666667","15.40740741","15.40740741","13.03703704","28.44444444"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01249","","","","3","3","3.51","9","1","3.52","0.1","1","4","6","5","3.62","7.13","10","0.391111111","0.1","0.362","3.333333333","3","1.206666667","1.17","90","50.7713885","52.14814815","53.62962963","52","105.6296296","3.333333333","3","1.206666667","1.17","100","52.14814815","53.62962963","52","105.6296296"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01250","","","","3","3","2.49","12","3","4.11","0.13","2","3","","6","4.24","6.73","15","0.3425","0.043333333","0.282666667","5","4","1.413333333","0.83","80","63.00148588","60.88888889","62.81481481","36.88888889","99.7037037","5","4","1.413333333","0.83","100","60.88888889","62.81481481","36.88888889","99.7037037"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01251","","","","3","3","5.07","21","5","4.65","0.15","3","6","","6","4.8","9.87","26","0.221428571","0.03","0.184615385","8.666666667","7","1.6","1.69","80.76923077","48.63221884","68.88888889","71.11111111","75.11111111","146.2222222","8.666666667","7","1.6","1.69","100","68.88888889","71.11111111","75.11111111","146.2222222"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01252","","","","3","2","2.51","7","0","0.94","0","1","4","","6","0.94","3.45","7","0.134285714","","0.134285714","3.5","3.5","0.47","1.255","100","27.24637681","20.88888889","20.88888889","55.77777778","76.66666667","2.333333333","2.333333333","0.313333333","0.836666667","66.66666667","13.92592593","13.92592593","37.18518519","51.11111111"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01253","","","","3","3","2.98","11","8","2.89","0.23","6","4","","6","3.12","6.1","19","0.262727273","0.02875","0.164210526","6.333333333","3.666666667","1.04","0.993333333","57.89473684","51.14754098","42.81481481","46.22222222","44.14814815","90.37037037","6.333333333","3.666666667","1.04","0.993333333","100","42.81481481","46.22222222","44.14814815","90.37037037"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01254","","","","3","3","4.68","9","0","2.29","0","2","4","","6","2.29","6.97","9","0.254444444","","0.254444444","3","3","0.763333333","1.56","100","32.85509326","33.92592593","33.92592593","69.33333333","103.2592593","3","3","0.763333333","1.56","100","33.92592593","33.92592593","69.33333333","103.2592593"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01255","","","","3","3","3.03","16","0","3.7","0","1","3","","6","3.7","6.73","16","0.23125","","0.23125","5.333333333","5.333333333","1.233333333","1.01","100","54.97771174","54.81481481","54.81481481","44.88888889","99.7037037","5.333333333","5.333333333","1.233333333","1.01","100","54.81481481","54.81481481","44.88888889","99.7037037"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01256","","","","3","3","3.84","20","2","5.69","0.1","4","7","","5","5.79","9.63","22","0.2845","0.05","0.263181818","7.333333333","6.666666667","1.93","1.28","90.90909091","60.12461059","84.2962963","85.77777778","56.88888889","142.6666667","7.333333333","6.666666667","1.93","1.28","100","84.2962963","85.77777778","56.88888889","142.6666667"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01257","","","","3","3","2.82","8","1","1.56","0.1","1","1","","6","1.66","4.48","9","0.195","0.1","0.184444444","3","2.666666667","0.553333333","0.94","88.88888889","37.05357143","23.11111111","24.59259259","41.77777778","66.37037037","3","2.666666667","0.553333333","0.94","100","23.11111111","24.59259259","41.77777778","66.37037037"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01258","","","","3","3","2.51","11","1","5.12","0.06","2","6","","6","5.18","7.69","12","0.465454545","0.06","0.431666667","4","3.666666667","1.726666667","0.836666667","91.66666667","67.36020806","75.85185185","76.74074074","37.18518519","113.9259259","4","3.666666667","1.726666667","0.836666667","100","75.85185185","76.74074074","37.18518519","113.9259259"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01259","","","","3","3","4.35","20","8","3.93","0.29","3","6","","5","4.22","8.57","28","0.1965","0.03625","0.150714286","9.333333333","6.666666667","1.406666667","1.45","71.42857143","49.24154026","58.22222222","62.51851852","64.44444444","126.962963","9.333333333","6.666666667","1.406666667","1.45","100","58.22222222","62.51851852","64.44444444","126.962963"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01260","","","","3","3","2.13","9","3","2.53","0.1","3","4","","6","2.63","4.76","12","0.281111111","0.033333333","0.219166667","4","3","0.876666667","0.71","75","55.25210084","37.48148148","38.96296296","31.55555556","70.51851852","4","3","0.876666667","0.71","100","37.48148148","38.96296296","31.55555556","70.51851852"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01261","","","","3","3","1.96","22","7","3.54","0.22","1","6","","6","3.76","5.72","29","0.160909091","0.031428571","0.129655172","9.666666667","7.333333333","1.253333333","0.653333333","75.86206897","65.73426573","52.44444444","55.7037037","29.03703704","84.74074074","9.666666667","7.333333333","1.253333333","0.653333333","100","52.44444444","55.7037037","29.03703704","84.74074074"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01262","","","","3","1","1.73","6","0","1.88","0","1","3","","6","1.88","3.61","6","0.313333333","","0.313333333","6","6","1.88","1.73","100","52.07756233","83.55555556","83.55555556","76.88888889","160.4444444","2","2","0.626666667","0.576666667","33.33333333","27.85185185","27.85185185","25.62962963","53.48148148"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01263","","","","3","3","3.08","15","11","3.4","0.29","3","6","","6","3.69","6.77","26","0.226666667","0.026363636","0.141923077","8.666666667","5","1.23","1.026666667","57.69230769","54.50516987","50.37037037","54.66666667","45.62962963","100.2962963","8.666666667","5","1.23","1.026666667","100","50.37037037","54.66666667","45.62962963","100.2962963"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01264","","","","3","3","3.71","13","3","4.23","0.13","2","3","","6","4.36","8.07","16","0.325384615","0.043333333","0.2725","5.333333333","4.333333333","1.453333333","1.236666667","81.25","54.02726146","62.66666667","64.59259259","54.96296296","119.5555556","5.333333333","4.333333333","1.453333333","1.236666667","100","62.66666667","64.59259259","54.96296296","119.5555556"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01265","","","","3","3","5.25","27","17","6.17","0.44","2","3","","6","6.61","11.86","44","0.228518519","0.025882353","0.150227273","14.66666667","9","2.203333333","1.75","61.36363636","55.73355818","91.40740741","97.92592593","77.77777778","175.7037037","14.66666667","9","2.203333333","1.75","100","91.40740741","97.92592593","77.77777778","175.7037037"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01266","","","","3","3","5.78","19","7","5.19","0.52","4","7","","5","5.71","11.49","26","0.273157895","0.074285714","0.219615385","8.666666667","6.333333333","1.903333333","1.926666667","73.07692308","49.69538729","76.88888889","84.59259259","85.62962963","170.2222222","8.666666667","6.333333333","1.903333333","1.926666667","100","76.88888889","84.59259259","85.62962963","170.2222222"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01267","","","","3","3","4.28","14","9","2.61","0.31","4","7","","6","2.92","7.2","23","0.186428571","0.034444444","0.126956522","7.666666667","4.666666667","0.973333333","1.426666667","60.86956522","40.55555556","38.66666667","43.25925926","63.40740741","106.6666667","7.666666667","4.666666667","0.973333333","1.426666667","100","38.66666667","43.25925926","63.40740741","106.6666667"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01268","","","","3","3","3.21","11","12","3.84","0.45","2","4","","6","4.29","7.5","23","0.349090909","0.0375","0.186521739","7.666666667","3.666666667","1.43","1.07","47.82608696","57.2","56.88888889","63.55555556","47.55555556","111.1111111","7.666666667","3.666666667","1.43","1.07","100","56.88888889","63.55555556","47.55555556","111.1111111"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01269","","","","3","3","6.22","12","8","2.86","0.33","2","4","6","6","3.19","9.41","20","0.238333333","0.04125","0.1595","6.666666667","4","1.063333333","2.073333333","60","33.90010627","42.37037037","47.25925926","92.14814815","139.4074074","6.666666667","4","1.063333333","2.073333333","100","42.37037037","47.25925926","92.14814815","139.4074074"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01270","","","","3","3","4.17","9","0","3.98","0","1","3","","6","3.98","8.15","9","0.442222222","","0.442222222","3","3","1.326666667","1.39","100","48.83435583","58.96296296","58.96296296","61.77777778","120.7407407","3","3","1.326666667","1.39","100","58.96296296","58.96296296","61.77777778","120.7407407"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01271","","","","3","3","3","17","1","2.66","0.09","6","7","","6","2.75","5.75","18","0.156470588","0.09","0.152777778","6","5.666666667","0.916666667","1","94.44444444","47.82608696","39.40740741","40.74074074","44.44444444","85.18518519","6","5.666666667","0.916666667","1","100","39.40740741","40.74074074","44.44444444","85.18518519"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01272","","","","3","3","4.79","16","3","4.51","0.07","2","2","","6","4.58","9.37","19","0.281875","0.023333333","0.241052632","6.333333333","5.333333333","1.526666667","1.596666667","84.21052632","48.87940235","66.81481481","67.85185185","70.96296296","138.8148148","6.333333333","5.333333333","1.526666667","1.596666667","100","66.81481481","67.85185185","70.96296296","138.8148148"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01273","","","","3","3","3.55","14","6","3.46","0.15","3","6","","6","3.61","7.16","20","0.247142857","0.025","0.1805","6.666666667","4.666666667","1.203333333","1.183333333","70","50.41899441","51.25925926","53.48148148","52.59259259","106.0740741","6.666666667","4.666666667","1.203333333","1.183333333","100","51.25925926","53.48148148","52.59259259","106.0740741"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01274","","","","3","3","3.28","20","4","5.02","0.17","4","7","","5","5.19","8.47","24","0.251","0.0425","0.21625","8","6.666666667","1.73","1.093333333","83.33333333","61.27508855","74.37037037","76.88888889","48.59259259","125.4814815","8","6.666666667","1.73","1.093333333","100","74.37037037","76.88888889","48.59259259","125.4814815"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01275","","","","3","3","3.13","22","5","3.67","0.19","3","7","","5","3.86","6.99","27","0.166818182","0.038","0.142962963","9","7.333333333","1.286666667","1.043333333","81.48148148","55.22174535","54.37037037","57.18518519","46.37037037","103.5555556","9","7.333333333","1.286666667","1.043333333","100","54.37037037","57.18518519","46.37037037","103.5555556"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01276","","","","3","3","1.41","22","6","2.24","0.19","7","7","","6","2.43","3.84","28","0.101818182","0.031666667","0.086785714","9.333333333","7.333333333","0.81","0.47","78.57142857","63.28125","33.18518519","36","20.88888889","56.88888889","9.333333333","7.333333333","0.81","0.47","100","33.18518519","36","20.88888889","56.88888889"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01277","","","","3","3","2.91","18","6","3.31","0.25","7","7","","6","3.56","6.47","24","0.183888889","0.041666667","0.148333333","8","6","1.186666667","0.97","75","55.02318393","49.03703704","52.74074074","43.11111111","95.85185185","8","6","1.186666667","0.97","100","49.03703704","52.74074074","43.11111111","95.85185185"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01278","","","","3","3","2.18","14","4","2.63","0.15","3","6","","6","2.78","4.96","18","0.187857143","0.0375","0.154444444","6","4.666666667","0.926666667","0.726666667","77.77777778","56.0483871","38.96296296","41.18518519","32.2962963","73.48148148","6","4.666666667","0.926666667","0.726666667","100","38.96296296","41.18518519","32.2962963","73.48148148"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01279","","","","3","3","5.02","18","5","2.95","0.17","3","7","","5","3.12","8.14","23","0.163888889","0.034","0.135652174","7.666666667","6","1.04","1.673333333","78.26086957","38.32923833","43.7037037","46.22222222","74.37037037","120.5925926","7.666666667","6","1.04","1.673333333","100","43.7037037","46.22222222","74.37037037","120.5925926"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01280","","","","3","3","4.05","11","13","2.65","0.53","2","1","","6","3.18","7.23","24","0.240909091","0.040769231","0.1325","8","3.666666667","1.06","1.35","45.83333333","43.98340249","39.25925926","47.11111111","60","107.1111111","8","3.666666667","1.06","1.35","100","39.25925926","47.11111111","60","107.1111111"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01281","","","","3","2","3","12","0","5.03","0","6","1","","6","5.03","8.03","12","0.419166667","","0.419166667","6","6","2.515","1.5","100","62.64009963","111.7777778","111.7777778","66.66666667","178.4444444","4","4","1.676666667","1","66.66666667","74.51851852","74.51851852","44.44444444","118.962963"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01282","","","","3","3","3.05","13","4","5.21","0.22","6","7","","6","5.43","8.48","17","0.400769231","0.055","0.319411765","5.666666667","4.333333333","1.81","1.016666667","76.47058824","64.03301887","77.18518519","80.44444444","45.18518519","125.6296296","5.666666667","4.333333333","1.81","1.016666667","100","77.18518519","80.44444444","45.18518519","125.6296296"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01283","","","","3","3","4.85","17","5","6.36","0.32","2","4","","6","6.68","11.53","22","0.374117647","0.064","0.303636364","7.333333333","5.666666667","2.226666667","1.616666667","77.27272727","57.9358196","94.22222222","98.96296296","71.85185185","170.8148148","7.333333333","5.666666667","2.226666667","1.616666667","100","94.22222222","98.96296296","71.85185185","170.8148148"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01284","","","","3","3","3.65","11","3","4.21","0.14","1","3","","6","4.35","8","14","0.382727273","0.046666667","0.310714286","4.666666667","3.666666667","1.45","1.216666667","78.57142857","54.375","62.37037037","64.44444444","54.07407407","118.5185185","4.666666667","3.666666667","1.45","1.216666667","100","62.37037037","64.44444444","54.07407407","118.5185185"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01285","","","","3","3","2.37","12","1","4.37","0.05","1","3","","6","4.42","6.79","13","0.364166667","0.05","0.34","4.333333333","4","1.473333333","0.79","92.30769231","65.09572901","64.74074074","65.48148148","35.11111111","100.5925926","4.333333333","4","1.473333333","0.79","100","64.74074074","65.48148148","35.11111111","100.5925926"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01286","","","","3","3","2.18","8","3","4.48","0.17","3","6","","6","4.65","6.83","11","0.56","0.056666667","0.422727273","3.666666667","2.666666667","1.55","0.726666667","72.72727273","68.08199122","66.37037037","68.88888889","32.2962963","101.1851852","3.666666667","2.666666667","1.55","0.726666667","100","66.37037037","68.88888889","32.2962963","101.1851852"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01287","","","","3","3","3.41","14","4","4.59","0.13","3","7","","6","4.72","8.13","18","0.327857143","0.0325","0.262222222","6","4.666666667","1.573333333","1.136666667","77.77777778","58.05658057","68","69.92592593","50.51851852","120.4444444","6","4.666666667","1.573333333","1.136666667","100","68","69.92592593","50.51851852","120.4444444"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01288","","","","3","2","3.13","16","2","5.55","0.17","3","7","","6","5.72","8.85","18","0.346875","0.085","0.317777778","9","8","2.86","1.565","88.88888889","64.63276836","123.3333333","127.1111111","69.55555556","196.6666667","6","5.333333333","1.906666667","1.043333333","66.66666667","82.22222222","84.74074074","46.37037037","131.1111111"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01289","","","","3","3","2.48","20","4","5.95","0.31","4","7","","6","6.26","8.74","24","0.2975","0.0775","0.260833333","8","6.666666667","2.086666667","0.826666667","83.33333333","71.62471396","88.14814815","92.74074074","36.74074074","129.4814815","8","6.666666667","2.086666667","0.826666667","100","88.14814815","92.74074074","36.74074074","129.4814815"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01290","","","","3","3","1.77","13","16","3.49","0.49","6","6","","6","3.98","5.75","29","0.268461538","0.030625","0.137241379","9.666666667","4.333333333","1.326666667","0.59","44.82758621","69.2173913","51.7037037","58.96296296","26.22222222","85.18518519","9.666666667","4.333333333","1.326666667","0.59","100","51.7037037","58.96296296","26.22222222","85.18518519"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01291","","","","3","3","4.73","28","12","7.64","0.53","4","7","","6","8.17","12.9","40","0.272857143","0.044166667","0.20425","13.33333333","9.333333333","2.723333333","1.576666667","70","63.33333333","113.1851852","121.037037","70.07407407","191.1111111","13.33333333","9.333333333","2.723333333","1.576666667","100","113.1851852","121.037037","70.07407407","191.1111111"
"","","PEP2015SAT-ST01","","","","","","","","","PEP2015SAT-ST01-01292","","","","3","3","2.08","19","3","3.61","0.16","6","7","","3","3.77","5.85","22","0.19","0.053333333","0.171363636","7.333333333","6.333333333","1.256666667","0.693333333","86.36363636","64.44444444","53.48148148","55.85185185","30.81481481","86.66666667","7.333333333","6.333333333","1.256666667","0.693333333","100","53.48148148","55.85185185","30.81481481","86.66666667"
