"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Storage root appearance estimating 1-9 CIP|CO_331:0000202","Storage root dry matter content computing percent|CO_331:0000297","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00011","","","","20","16","4.5","23","29","5.7","1.5","1","35.30571992","4.4627724","27.6923752","1.5748802","1.121753","178.3214722","87.9667816","64.1508102","1.5311345","2.730356","10.7650242","0.2118486","7.2","11.7","52","0.247826087","0.051724138","0.138461538","3.25","2.6","1.4375","1.15","0.45","0.36","0.28125","0.225","44.23076923","61.53846154","80","2.542011834","12.66666667","15.83333333","16","20","10","12.5","5.648915187","7.061143984","26","32.5"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00012","","","","20","11","4","26","22","3.5","0.4","3","32.27091633","3.9857638","22.5072727","1.5628936","1.0494957","163.3883362","89.8489304","64.1880264","2.4188814","4.2181835","10.9457464","0.2948352","3.9","7.9","48","0.134615385","0.018181818","0.08125","4.363636364","2.4","2.363636364","1.3","0.354545455","0.195","0.363636364","0.2","54.16666667","49.36708861","55","1.258565737","7.777777778","14.14141414","8.666666667","15.75757576","8.888888889","16.16161616","2.796812749","5.085114088","17.55555556","31.91919192"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00013","","","","20","16","7","24","30","4","0.9","3","30.07968127","5.5461373","36.5209503","2.2153289","1.3731624","200.4571228","128.0927277","55.6148376","2.350939","3.9179223","14.4378347","0.7202197","4.9","11.9","54","0.166666667","0.03","0.090740741","3.375","2.7","1.5","1.2","0.30625","0.245","0.4375","0.35","44.44444444","41.17647059","80","1.473904382","8.888888889","11.11111111","10.88888889","13.61111111","15.55555556","19.44444444","3.275343072","4.09417884","26.44444444","33.05555556"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00014","","","","20","12","2.6","15","15","1.6","0.5","5","28.48722986","6.4807534","41.2868652","2.2982559","1.4214448","140.217865","108.8922501","55.6629066","1.411998","2.6251597","15.9283228","0.4464257","2.1","4.7","30","0.106666667","0.033333333","0.07","2.5","1.5","1.25","0.75","0.175","0.105","0.216666667","0.13","50","44.68085106","60","0.598231827","3.555555556","5.925925926","4.666666667","7.777777778","5.777777778","9.62962963","1.32940406","2.215673434","10.44444444","17.40740741"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00015","","","","20","20","3","19","28","4","1","3","34.53093812","4.229754","16.6058445","1.5588069","1.0006429","115.13414","78.8180161","66.2176132","2.8857946","4.2151852","5.5450563","0.5219031","5","8","47","0.210526316","0.035714286","0.106382979","2.35","2.35","0.95","0.95","0.25","0.25","0.15","0.15","40.42553191","62.5","100","1.726546906","8.888888889","8.888888889","11.11111111","11.11111111","6.666666667","6.666666667","3.836770902","3.836770902","17.77777778","17.77777778"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00016","","","","20","13","2.5","12","16","1.4","0.5","7","32.73809524","3.727375","13.0615625","1.617906","1.0327811","129.0734711","87.3644028","66.1048431","2.7831447","4.2928028","5.9060936","0.4389227","1.9","4.4","28","0.116666667","0.03125","0.067857143","2.153846154","1.4","0.923076923","0.6","0.146153846","0.095","0.192307692","0.125","42.85714286","43.18181818","65","0.62202381","3.111111111","4.786324786","4.222222222","6.495726496","5.555555556","8.547008547","1.382275132","2.126577127","9.777777778","15.04273504"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00017","","","","20","16","2.6","22","26","3.6","1","5","29.2","5.9407177","34.582386","2.176249","1.2378465","173.2463837","132.5613861","56.8399506","2.6476583","4.5432978","12.818326","0.3017496","4.6","7.2","48","0.163636364","0.038461538","0.095833333","3","2.4","1.375","1.1","0.2875","0.23","0.1625","0.13","45.83333333","63.88888889","80","1.3432","8","10","10.22222222","12.77777778","5.777777778","7.222222222","2.984888889","3.731111111","16","20"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00018","","","","20","13","3","20","19","3.6","0.8","5","31.33732535","5.771121","31.8729992","2.1273098","1.2885921","156.1812897","123.6102295","60.4076843","1.4295745","2.7460153","12.5523005","0.3605292","4.4","7.4","39","0.18","0.042105263","0.112820513","3","1.95","1.538461538","1","0.338461538","0.22","0.230769231","0.15","51.28205128","59.45945946","65","1.378842315","8","12.30769231","9.777777778","15.04273504","6.666666667","10.25641026","3.064094034","4.713990822","16.44444444","25.2991453"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00019","","","","20","16","11.5","28","15","3.6","0.1","3","31.49606299","5.5817194","23.8698769","2.0592003","1.2628831","230.4044952","126.8347168","57.6787376","2.7640224","4.681335","10.6632891","0.3149465","3.7","15.2","43","0.128571429","0.006666667","0.086046512","2.6875","2.15","1.75","1.4","0.23125","0.185","0.71875","0.575","65.11627907","24.34210526","80","1.165354331","8","10","8.222222222","10.27777778","25.55555556","31.94444444","2.58967629","3.237095363","33.77777778","42.22222222"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00020","","","","20","11","5","6","9","0.6","0.3","7","32.20675944","4.5419741","25.1626034","1.9325244","1.1963965","276.1390991","147.2983093","58.2193985","2.9306595","4.8986092","10.7641001","0.1165761","0.9","5.9","15","0.1","0.033333333","0.06","1.363636364","0.75","0.545454545","0.3","0.081818182","0.045","0.454545455","0.25","40","15.25423729","55","0.289860835","1.333333333","2.424242424","2","3.636363636","11.11111111","20.2020202","0.644135189","1.171154889","13.11111111","23.83838384"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00021","","","","20","16","3.1","20","16","4","0.5","1","31.8","4.7579031","28.7166653","1.6973213","1.1380888","127.339859","97.6063232","62.477169","1.8258269","3.1293545","12.7464113","0.3674054","4.5","7.6","36","0.2","0.03125","0.125","2.25","1.8","1.25","1","0.28125","0.225","0.19375","0.155","55.55555556","59.21052632","80","1.431","8.888888889","11.11111111","10","12.5","6.888888889","8.611111111","3.18","3.975","16.88888889","21.11111111"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00022","","","","20","18","4.5","37","19","8.6","0.5","1","31.2","5.2970572","30.5154057","1.7642285","1.0636591","120.7039032","88.8398666","60.3402977","2.7903626","4.1854482","12.0784855","0.4458842","9.1","13.6","56","0.232432432","0.026315789","0.1625","3.111111111","2.8","2.055555556","1.85","0.505555556","0.455","0.25","0.225","66.07142857","66.91176471","90","2.8392","19.11111111","21.2345679","20.22222222","22.4691358","10","11.11111111","6.309333333","7.01037037","30.22222222","33.58024691"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00023","","","","20","12","4.5","6","26","1.1","0.6","5","32.70042194","3.3670173","13.2949142","1.5259484","1.1402115","241.3063812","112.017868","62.0112228","3.8332283","5.5530534","6.6682401","0.3189477","1.7","6.2","32","0.183333333","0.023076923","0.053125","2.666666667","1.6","0.5","0.3","0.141666667","0.085","0.375","0.225","18.75","27.41935484","60","0.555907173","2.444444444","4.074074074","3.777777778","6.296296296","10","16.66666667","1.235349273","2.058915455","13.77777778","22.96296296"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00024","","","","20","13","9.5","15","80","1.2","1.5","5","29.5049505","5.0047531","21.8908119","1.838155","1.1909419","160.689743","101.0195312","57.3522758","4.7690005","7.2852526","8.5265722","0.4160398","2.7","12.2","95","0.08","0.01875","0.028421053","7.307692308","4.75","1.153846154","0.75","0.207692308","0.135","0.730769231","0.475","15.78947368","22.13114754","65","0.796633664","2.666666667","4.102564103","6","9.230769231","21.11111111","32.47863248","1.77029703","2.723533892","27.11111111","41.70940171"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00025","","","","20","16","3","21","10","4.5","0.3","3","32.10116732","5.4656134","25.6048393","1.9758046","1.1828794","179.7806244","120.0632172","59.1965561","2.3003993","3.8376241","10.3121414","0.0220723","4.8","7.8","31","0.214285714","0.03","0.15483871","1.9375","1.55","1.3125","1.05","0.3","0.24","0.1875","0.15","67.74193548","61.53846154","80","1.540856031","10","12.5","10.66666667","13.33333333","6.666666667","8.333333333","3.424124514","4.280155643","17.33333333","21.66666667"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00026","","","","20","14","2","17","8","0.8","0.4","3","30.03952569","6.7603922","28.2005959","2.1553285","1.267722","123.7418976","111.4301224","58.4577446","2.3236167","3.8752928","10.1840878","0","1.2","3.2","25","0.047058824","0.05","0.048","1.785714286","1.25","1.214285714","0.85","0.085714286","0.06","0.142857143","0.1","68","37.5","70","0.360474308","1.777777778","2.53968254","2.666666667","3.80952381","4.444444444","6.349206349","0.801054018","1.144362883","7.111111111","10.15873016"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00027","","","","20","16","2.5","13","28","1.5","0.8","5","33.33333333","4.5733838","26.975317","1.8441894","1.1939871","171.3166962","106.0289001","61.9871368","1.8472739","3.2131407","11.0500746","0.3224571","2.3","4.8","41","0.115384615","0.028571429","0.056097561","2.5625","2.05","0.8125","0.65","0.14375","0.115","0.15625","0.125","31.70731707","47.91666667","80","0.766666667","3.333333333","4.166666667","5.111111111","6.388888889","5.555555556","6.944444444","1.703703704","2.129629629","10.66666667","13.33333333"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00028","","","","20","18","2.5","33","34","2.6","0.5","5","33.6","5.1601963","36.1501694","1.7846917","1.1462317","110.2508774","87.6489639","61.5894279","1.1178993","2.2840216","14.349906","0.369856","3.1","5.6","67","0.078787879","0.014705882","0.046268657","3.722222222","3.35","1.833333333","1.65","0.172222222","0.155","0.138888889","0.125","49.25373134","55.35714286","90","1.0416","5.777777778","6.419753086","6.888888889","7.654320988","5.555555556","6.172839506","2.314666667","2.571851852","12.44444444","13.82716049"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00029","","","","20","19","7","13","16","2.2","0.4","5","29.21568627","4.8383698","24.2511559","1.7888019","1.145642","141.6367188","97.8447723","59.743927","3.0283754","5.0271068","10.8493652","0.273213","2.6","9.6","29","0.169230769","0.025","0.089655172","1.526315789","1.45","0.684210526","0.65","0.136842105","0.13","0.368421053","0.35","44.82758621","27.08333333","95","0.759607843","4.888888889","5.14619883","5.777777778","6.081871345","15.55555556","16.37426901","1.688017429","1.776860452","21.33333333","22.45614035"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00030","","","","20","11","3","9","11","1.4","0.2","7","28","4.039361","23.3922386","1.7299641","1.1039946","88.2081375","93.9616547","60.7285614","3.0621853","5.1551347","10.4472551","0.3516409","1.6","4.6","20","0.155555556","0.018181818","0.08","1.818181818","1","0.818181818","0.45","0.145454545","0.08","0.272727273","0.15","45","34.7826087","55","0.448","3.111111111","5.656565657","3.555555556","6.464646465","6.666666667","12.12121212","0.995555556","1.81010101","10.22222222","18.58585859"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00031","","","","20","16","5.3","15","10","5.7","0.5","1","25.64102564","3.7083321","17.7280769","1.8471723","1.1407392","116.0710907","109.3547897","51.6405449","5.2403717","8.1335173","16.3487873","0.7147772","6.2","11.5","25","0.38","0.05","0.248","1.5625","1.25","0.9375","0.75","0.3875","0.31","0.33125","0.265","60","53.91304348","80","1.58974359","12.66666667","15.83333333","13.77777778","17.22222222","11.77777778","14.72222222","3.532763533","4.415954416","25.55555556","31.94444444"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00032","","","","20","17","5","16","24","3.8","1","3","30.93812375","4.9749184","14.0122919","1.8357874","1.1852067","232.9588318","122.9220734","57.4534569","3.9997005","6.3657269","11.3659048","0.6331634","4.8","9.8","40","0.2375","0.041666667","0.12","2.352941176","2","0.941176471","0.8","0.282352941","0.24","0.294117647","0.25","40","48.97959184","85","1.48502994","8.444444444","9.934640523","10.66666667","12.54901961","11.11111111","13.07189542","3.300066533","3.882431216","21.77777778","25.62091503"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00033","","","","20","14","2.5","9","39","1.3","0.8","5","28.62823062","4.5471506","29.5122318","1.7822834","1.1583189","121.320282","95.3392105","58.1537323","1.892193","3.1827514","15.730854","0.6362135","2.1","4.6","48","0.144444444","0.020512821","0.04375","3.428571429","2.4","0.642857143","0.45","0.15","0.105","0.178571429","0.125","18.75","45.65217391","70","0.601192843","2.888888889","4.126984127","4.666666667","6.666666667","5.555555556","7.936507937","1.335984096","1.908548708","10.22222222","14.6031746"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00034","","","","20","10","3.5","13","13","1.4","0.3","5","30.25540275","4.7946453","23.524744","1.7646987","1.1370912","207.6868591","112.4191666","60.8785629","2.5543718","4.2378879","12.6746187","0.6424431","1.7","5.2","26","0.107692308","0.023076923","0.065384615","2.6","1.3","1.3","0.65","0.17","0.085","0.35","0.175","50","32.69230769","50","0.514341847","3.111111111","6.222222222","3.777777778","7.555555556","7.777777778","15.55555556","1.142981882","2.285963763","11.55555556","23.11111111"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00035","","","","20","14","4","15","15","3.4","0.6","3","36.75889328","4.9757223","21.3091946","1.6563739","1.0868466","126.6065598","91.5340729","66.1916733","1.7012645","2.863534","8.3390818","0.4752276","4","8","30","0.226666667","0.04","0.133333333","2.142857143","1.5","1.071428571","0.75","0.285714286","0.2","0.285714286","0.2","50","50","70","1.470355731","7.555555556","10.79365079","8.888888889","12.6984127","8.888888889","12.6984127","3.26745718","4.667795972","17.77777778","25.3968254"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00036","","","","20","11","5","19","12","4.1","0.8","3","35.17786561","4.8596263","14.999094","1.7453666","1.1042348","139.8721008","93.371109","65.8078308","1.7082961","3.2377186","8.1991014","0.4612076","4.9","9.9","31","0.215789474","0.066666667","0.158064516","2.818181818","1.55","1.727272727","0.95","0.445454545","0.245","0.454545455","0.25","61.29032258","49.49494949","55","1.723715415","9.111111111","16.56565657","10.88888889","19.7979798","11.11111111","20.2020202","3.8304787","6.964506727","22","40"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00037","","","","20","20","9","21","26","2.5","0.6","5","31.93612774","4.6202269","6.3217611","1.6368294","1.1367297","121.5837708","84.9751205","62.3830338","2.7354276","4.3814874","10.195159","0.4520488","3.1","12.1","47","0.119047619","0.023076923","0.065957447","2.35","2.35","1.05","1.05","0.155","0.155","0.45","0.45","44.68085106","25.61983471","100","0.99001996","5.555555556","5.555555556","6.888888889","6.888888889","20","20","2.200044355","2.200044355","26.88888889","26.88888889"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00038","","","","20","7","3.7","7","9","0.8","0.3","7","30.4950495","4.4065609","11.1427593","1.7446293","1.2512765","186.6434021","99.3120499","62.0730324","1.9969167","3.4319854","12.3567963","0.3634433","1.1","4.8","16","0.114285714","0.033333333","0.06875","2.285714286","0.8","1","0.35","0.157142857","0.055","0.528571429","0.185","43.75","22.91666667","35","0.335445545","1.777777778","5.079365079","2.444444444","6.984126984","8.222222222","23.49206349","0.745434543","2.129812981","10.66666667","30.47619048"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00039","","","","20","18","3.4","24","11","3.6","0.3","3","32.67326733","4.3699884","20.8777428","1.7447251","1.0567062","140.5608673","85.6652069","61.4841385","4.9039741","7.1484332","4.6741586","0.3017921","3.9","7.3","35","0.15","0.027272727","0.111428571","1.944444444","1.75","1.333333333","1.2","0.216666667","0.195","0.188888889","0.17","68.57142857","53.42465753","90","1.274257426","8","8.888888889","8.666666667","9.62962963","7.555555556","8.395061728","2.831683169","3.146314632","16.22222222","18.02469136"
"","","PEP2011BEU-AT01","","","","","","","","","PEP2011BEU-AT01-00040","","","","20","10","3.4","16","11","3.1","0.4","5","31.67330677","5.0319858","17.5917091","1.824894","1.0558156","149.4757233","88.4049988","62.3404884","4.6237817","6.6735358","3.884887","0.3324291","3.5","6.9","27","0.19375","0.036363636","0.12962963","2.7","1.35","1.6","0.8","0.35","0.175","0.34","0.17","59.25925926","50.72463768","50","1.108565737","6.888888889","13.77777778","7.777777778","15.55555556","7.555555556","15.11111111","2.463479415","4.926958831","15.33333333","30.66666667"
