"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants harvested per NET plot|CO_331:0000679","Weight of vines per NET plot in kg|CO_331:0000227","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Fresh weight of storage root samples measuring g|CO_331:0000243","Dry weight of storage root samples measuring g|CO_331:0000247","Content of protein in dry weight basis in raw storage roots measuring percentage|CO_331:0000278","Content of beta-carotene in dry weight basis in raw storage roots measuring mg per 100g|CO_331:0000289","Content of iron in dry weight basis measuring mg per 100g by NIRS|CO_331:0001016","Content of zinc in dry weight basis measuring mg per 100g by NIRS|CO_331:0001017","Content of calcium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001029","Content of magnesium in dry weight basis measuring mg per 100g by NIRS|CO_331:0001030","Content of starch in dry weight basis in raw storage roots measuring percentage|CO_331:0000291","Content of fructose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001045","Content of glucose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001047","Content of sucrose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001049","Content of maltose in dry weight basis in raw storage roots measuring g per 100g|CO_331:0001051","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Storage root dry matter content computing percent|CO_331:0000297","Total storage root weight in dry weight basis per NET plot in kg|CO_331:0000995","Commercial storage root yield tons per ha|CO_331:0000809","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield computation tons per ha|CO_331:0000296","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield in tons per ha|CO_331:0000684","Total foliage yield adjusted in tons per ha|CO_331:0001002","Storage root dry matter yield per NET plot in tons per ha|CO_331:0001000","Storage root dry matter yield adjusted per NET plot in tons per ha|CO_331:0001001","Biomass yield in tons per ha|CO_331:0001003","Biomass yield adjusted in tons per ha|CO_331:0001004","treatment_dap90"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00011","","","","120","105","47.83","170","437","23.11","12.52","50.3","10.1","4.29","29.26","1.66","1.01","138.82","110.83","46.23","10.72","16.21","10.72","0.5","35.63","83.46","607","0.135941176","0.028649886","0.058698517","5.780952381","5.058333333","1.619047619","1.416666667","0.339333333","0.296916667","0.45552381","0.398583333","28.00658979","42.69110951","87.5","20.07952286","7.154333996","8.559259259","9.782010582","13.1962963","15.08148148","17.71481481","20.24550265","2.649753332","3.028289522","30.91111111","35.32698413","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00012","","","","120","88","42.22","121","443","18.95","8.23","50.7","10.2","4.71","28.32","1.83","1.03","145.71","114.52","46.58","9.7","14.61","11.28","0.64","27.18","69.4","564","0.15661157","0.018577878","0.048191489","6.409090909","4.7","1.375","1.008333333","0.308863636","0.2265","0.479772727","0.351833333","21.45390071","39.16426513","73.33333333","20.1183432","5.46816568","7.018518519","9.570707071","10.06666667","13.72727273","15.63703704","21.32323232","2.025246548","2.761699839","25.7037037","35.05050505","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00013","","","","120","68","36.21","13","51","2.13","0.97","50.9","18.8","4.18","4.99","1.2","0.91","66.57","81.66","75.09","1.07","2.66","5.82","0.45","3.1","39.31","64","0.163846154","0.019019608","0.0484375","0.941176471","0.533333333","0.191176471","0.108333333","0.045588235","0.025833333","0.5325","0.30175","20.3125","7.886034088","56.66666667","36.93516699","1.144990177","0.788888889","1.392156863","1.148148148","2.026143791","13.41111111","23.66666667","0.424070436","0.748359593","14.55925926","25.69281046","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00014","","","","120","66","53.32","7","41","0.94","0.65","50.7","15.4","5.03","0","1.56","1.09","37.29","101.53","71.29","1.72","3.82","8.67","0.61","1.59","54.91","48","0.134285714","0.015853659","0.033125","0.727272727","0.4","0.106060606","0.058333333","0.024090909","0.01325","0.807878788","0.444333333","14.58333333","2.895647423","55","30.37475345","0.48295858","0.348148148","0.632996633","0.588888889","1.070707071","19.74814815","35.90572391","0.178873548","0.325224633","20.33703704","36.97643098","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00015","","","","120","90","78.18","78","86","16.11","3.6","50","14.6","5.55","0","1.52","1.2","115.59","108.6","68.9","1.95","4.05","8.04","0.44","19.71","97.89","164","0.206538462","0.041860465","0.120182927","1.822222222","1.366666667","0.866666667","0.65","0.219","0.16425","0.868666667","0.6515","47.56097561","20.13484523","75","29.2","5.75532","5.966666667","7.955555556","7.3","9.733333333","28.95555556","38.60740741","2.1316","2.842133333","36.25555556","48.34074074","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00016","","","","120","104","44.9","85","104","15.6","4.07","50.7","14.1","2.28","0","0.98","0.93","114.33","98.37","67.99","3.43","5.9","8.03","0.35","19.67","64.57","189","0.183529412","0.039134615","0.104074074","1.817307692","1.575","0.817307692","0.708333333","0.189134615","0.163916667","0.431730769","0.374166667","44.97354497","30.46306334","86.66666667","27.81065089","5.47035503","5.777777778","6.666666667","7.285185185","8.405982906","16.62962963","19.18803419","2.026057418","2.33775856","23.91481481","27.59401709","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00017","","","","120","112","48.06","102","230","13.89","7.04","50.6","11.1","3.21","12.52","1.51","1.01","115.06","110.34","51.96","5.92","9.6","18.19","0.6","20.93","68.99","332","0.136176471","0.030608696","0.063042169","2.964285714","2.766666667","0.910714286","0.85","0.186875","0.174416667","0.429107143","0.4005","30.72289157","30.33773011","93.33333333","21.93675889","4.591363636","5.144444444","5.511904762","7.751851852","8.305555556","17.8","19.07142857","1.700505051","1.821969697","25.55185185","27.37698413","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00018","","","","120","100","64.6","58","100","9.85","2.95","50.9","11.9","4.4","20.76","1.62","1.02","153.33","109.01","55.59","5.35","8.69","15.11","0.84","12.8","77.4","158","0.169827586","0.0295","0.081012658","1.58","1.316666667","0.58","0.483333333","0.128","0.106666667","0.646","0.538333333","36.70886076","16.5374677","83.33333333","23.37917485","2.992534381","3.648148148","4.377777778","4.740740741","5.688888889","23.92592593","28.71111111","1.108346067","1.330015281","28.66666667","34.4","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00019","","","","120","105","49.23","218","278","43.05","10.56","50.3","13.4","3.51","0","1.4","1.04","77.05","102.51","68.22","2.49","4.86","8.47","0.3","53.61","102.84","496","0.197477064","0.037985612","0.108084677","4.723809524","4.133333333","2.076190476","1.816666667","0.510571429","0.44675","0.468857143","0.41025","43.9516129","52.12952159","87.5","26.64015905","14.28178926","15.94444444","18.22222222","19.85555556","22.69206349","18.23333333","20.83809524","5.289551579","6.045201805","38.08888889","43.53015873","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00020","","","","120","101","56.15","231","259","42.14","8.69","50.7","13.1","3.06","0","1.45","1.02","67.13","97.69","67.4","2.26","4.33","9.03","0.31","50.83","106.98","490","0.182424242","0.033552124","0.103734694","4.851485149","4.083333333","2.287128713","1.925","0.503267327","0.423583333","0.555940594","0.467916667","47.14285714","47.51355394","84.16666667","25.8382643","13.13358974","15.60740741","18.54345435","18.82592593","22.36743674","20.7962963","24.70847085","4.864292498","5.779357423","39.62222222","47.07590759","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00021","","","","120","93","53.05","0","45","0","0.61","51","14.7","7.17","0","1.97","1.27","69.41","116.49","65.01","1.67","3.67","9.95","0.4","0.61","53.66","45","","0.013555556","0.013555556","0.483870968","0.375","0","0","0.00655914","0.005083333","0.570430108","0.442083333","0","1.136787179","77.5","28.82352941","0.175823529","0","0","0.225925926","0.291517324","19.64814815","25.35244922","0.065119826","0.084025582","19.87407407","25.64396655","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00022","","","","120","92","58.05","0","19","0","0.44","45","12.3","10.92","0","2.56","1.77","41.23","114.85","62.59","1.55","3.26","11.07","0.87","0.44","58.49","19","","0.023157895","0.023157895","0.206521739","0.158333333","0","0","0.004782609","0.003666667","0.630978261","0.48375","0","0.752265345","76.66666667","27.33333333","0.120266667","0","0","0.162962963","0.212560386","21.5","28.04347826","0.04454321","0.058099839","21.66296296","28.25603865","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00023","","","","120","103","56.91","73","159","9.24","5.48","50","10.3","3.55","16.33","1.46","0.84","131.53","96.02","54.61","8.45","12.73","10.32","0.46","14.72","71.63","232","0.126575342","0.034465409","0.063448276","2.252427184","1.933333333","0.708737864","0.608333333","0.142912621","0.122666667","0.552524272","0.47425","31.46551724","20.55004886","85.83333333","20.6","3.03232","3.422222222","3.987055016","5.451851852","6.35167206","21.07777778","24.5566343","1.123081481","1.308444444","26.52962963","30.90830636","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00024","","","","120","105","52.15","98","134","12.27","4.22","50.2","10.4","3.24","17.67","1.42","0.84","120.58","96.66","54.94","7.76","11.66","10.64","0.45","16.49","68.64","232","0.125204082","0.031492537","0.071077586","2.20952381","1.933333333","0.933333333","0.816666667","0.157047619","0.137416667","0.496666667","0.434583333","42.24137931","24.02389277","87.5","20.71713147","3.41625498","4.544444444","5.193650794","6.107407407","6.97989418","19.31481481","22.07407407","1.265279622","1.446033854","25.42222222","29.05396825","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00025","","","","120","109","55.96","89","260","10.61","7.64","50.7","14.7","5.19","16.32","1.83","1.29","184.32","123.36","63.26","1.65","3.96","12.89","0.37","18.25","74.21","349","0.119213483","0.029384615","0.052292264","3.201834862","2.908333333","0.816513761","0.741666667","0.167431193","0.152083333","0.513394495","0.466333333","25.50143266","24.592373","90.83333333","28.99408284","5.291420118","3.92962963","4.326197757","6.759259259","7.44138634","20.72592593","22.81753313","1.959785229","2.15756172","27.48518519","30.25891947","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00026","","","","120","95","68.77","92","142","10.43","4.47","50.8","14.5","4.75","8.09","1.75","1.22","222.89","123.13","61.8","2.96","5.42","10.99","0.46","14.9","83.67","234","0.113369565","0.031478873","0.063675214","2.463157895","1.95","0.968421053","0.766666667","0.156842105","0.124166667","0.723894737","0.573083333","39.31623932","17.80805546","79.16666667","28.54330709","4.252952756","3.862962963","4.879532164","5.518518519","6.970760234","25.47037037","32.17309942","1.575167687","1.9896855","30.98888889","39.14385965","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00027","","","","120","92","34.03","14","134","1.14","2.73","50.7","14.1","3.85","4.35","1.41","1.03","78.95","106.93","64.37","2.15","4.11","12.94","0.43","3.87","37.9","148","0.081428571","0.020373134","0.026148649","1.608695652","1.233333333","0.152173913","0.116666667","0.042065217","0.03225","0.369891304","0.283583333","9.459459459","10.21108179","76.66666667","27.81065089","1.076272189","0.422222222","0.550724638","1.433333333","1.869565217","12.6037037","16.43961353","0.398619329","0.519938256","14.03703704","18.30917874","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00028","","","","120","82","44.76","25","155","2.68","2.95","50.6","12.2","3.53","2.15","1.37","0.95","64.28","97.68","61.66","3.39","5.63","13.3","0.64","5.63","50.39","180","0.1072","0.019032258","0.031277778","2.195121951","1.5","0.304878049","0.208333333","0.068658537","0.046916667","0.545853659","0.373","13.88888889","11.17285176","68.33333333","24.11067194","1.35743083","0.992592593","1.452574526","2.085185185","3.051490515","16.57777778","24.2601626","0.502752159","0.735734867","18.66296296","27.31165312","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00029","","","","120","85","36.28","19","320","2.03","4.05","50.8","14.3","5.61","0","1.59","0.96","44.83","82.59","66.25","3.12","5.43","7.37","0.25","6.08","42.36","339","0.106842105","0.01265625","0.017935103","3.988235294","2.825","0.223529412","0.158333333","0.071529412","0.050666667","0.426823529","0.302333333","5.604719764","14.35316336","70.83333333","28.1496063","1.711496063","0.751851852","1.061437908","2.251851852","3.179084967","13.43703704","18.96993464","0.633887431","0.894899902","15.68888889","22.14901961","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00030","","","","120","80","63.76","11","322","0.89","5.58","50.8","16.5","5.47","0.07","1.48","1.09","55.12","95.57","69.29","1.85","4.23","7.34","0.27","6.47","70.23","333","0.080909091","0.017329193","0.019429429","4.1625","2.775","0.1375","0.091666667","0.080875","0.053916667","0.797","0.531333333","3.303303303","9.212587213","66.66666667","32.48031496","2.101476378","0.32962963","0.494444444","2.396296296","3.594444444","23.61481481","35.42222222","0.778324584","1.167486877","26.01111111","39.01666667","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00031","","","","120","97","42.11","25","154","2.29","3.52","50.9","12.8","6.54","20.73","2.02","1.3","209.13","124.37","61.94","2.79","4.98","10.51","0.36","5.81","47.92","179","0.0916","0.022857143","0.032458101","1.845360825","1.491666667","0.257731959","0.208333333","0.059896907","0.048416667","0.434123711","0.350916667","13.96648045","12.12437396","80.83333333","25.14734774","1.461060904","0.848148148","1.049255441","2.151851852","2.662084765","15.5962963","19.29438717","0.541133668","0.669443713","17.74814815","21.95647194","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00032","","","","120","96","49.97","65","363","6.69","9.19","50.8","12.7","4.35","22.57","1.63","1.13","108.2","116.6","63.87","3.27","6.02","9.42","0.39","15.88","65.85","428","0.102923077","0.025316804","0.037102804","4.458333333","3.566666667","0.677083333","0.541666667","0.165416667","0.132333333","0.520520833","0.416416667","15.18691589","24.11541382","80","25","3.97","2.477777778","3.097222222","5.881481481","7.351851852","18.50740741","23.13425926","1.47037037","1.837962963","24.38888889","30.48611111","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00033","","","","120","102","52.7","53","263","7.59","7.12","50.4","14","3.11","","0.98","0.8","124.4","87.66","66.27","2.98","4.91","10.3","0.49","14.71","67.41","316","0.143207547","0.027072243","0.046550633","3.098039216","2.633333333","0.519607843","0.441666667","0.144215686","0.122583333","0.516666667","0.439166667","16.7721519","21.82168818","85","27.77777778","4.086111111","2.811111111","3.307189542","5.448148148","6.409586057","19.51851852","22.96296296","1.513374486","1.780440571","24.96666667","29.37254902","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00034","","","","120","99","51.9","53","177","6.84","4.96","50.5","14.4","3.79","","1.13","0.99","108.1","88.02","66.04","2.28","4.22","10.94","0.42","11.8","63.7","230","0.129056604","0.028022599","0.051304348","2.323232323","1.916666667","0.535353535","0.441666667","0.119191919","0.098333333","0.524242424","0.4325","23.04347826","18.52433281","82.5","28.51485149","3.364752475","2.533333333","3.070707071","4.37037037","5.297418631","19.22222222","23.2996633","1.24620462","1.510551055","23.59259259","28.59708193","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00035","","","","120","77","47.94","50","161","6.72","3.52","50.6","14.7","3.57","","1.39","0.88","110.04","92.42","64.75","3.45","5.65","9.82","0.71","10.24","58.18","211","0.1344","0.021863354","0.048530806","2.74025974","1.758333333","0.649350649","0.416666667","0.132987013","0.085333333","0.622597403","0.3995","23.69668246","17.60055002","64.16666667","29.0513834","2.97486166","2.488888889","3.878787879","3.792592593","5.910533911","17.75555556","27.67099567","1.101800615","1.717091867","21.54814815","33.58152958","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00036","","","","120","87","50.47","45","209","5.13","5.4","50","14.3","3.92","","1.42","0.92","106.57","88.93","66.67","2.96","5.01","9.68","0.61","10.53","61","254","0.114","0.025837321","0.041456693","2.91954023","2.116666667","0.517241379","0.375","0.121034483","0.08775","0.580114943","0.420583333","17.71653543","17.26229508","72.5","28.6","3.01158","1.9","2.620689655","3.9","5.379310345","18.69259259","25.78288633","1.1154","1.538482759","22.59259259","31.16219668","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00037","","","","120","86","75.09","17","57","2.04","1.36","50.7","14.8","4.38","0","1.38","1.01","75.76","90.7","68.66","2.6","4.78","8.06","0.56","3.4","78.49","74","0.12","0.023859649","0.045945946","0.860465116","0.616666667","0.197674419","0.141666667","0.039534884","0.028333333","0.873139535","0.62575","22.97297297","4.331762008","71.66666667","29.1913215","0.992504931","0.755555556","1.054263566","1.259259259","1.757105943","27.81111111","38.80620155","0.367594419","0.512922445","29.07037037","40.56330749","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00038","","","","120","82","41.43","5","49","0.43","0.99","51","16.4","2.71","0","0.95","0.8","150.78","92.38","71.63","2.96","4.91","5.95","0.41","1.42","42.85","54","0.086","0.020204082","0.026296296","0.658536585","0.45","0.06097561","0.041666667","0.017317073","0.011833333","0.505243902","0.34525","9.259259259","3.313885648","68.33333333","32.15686275","0.456627451","0.159259259","0.233062331","0.525925926","0.769647696","15.34444444","22.45528455","0.169121278","0.247494553","15.87037037","23.22493225","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00039","","","","120","99","41.15","62","259","6.79","5.89","50","14.9","3.79","0","1.24","0.96","151.93","106.72","69.12","2.78","5.17","7.28","0.45","12.68","53.83","321","0.109516129","0.022741313","0.039501558","3.242424242","2.675","0.626262626","0.516666667","0.128080808","0.105666667","0.415656566","0.342916667","19.31464174","23.55563812","82.5","29.8","3.77864","2.514814815","3.048260382","4.696296296","5.692480359","15.24074074","18.47362514","1.399496296","1.696359147","19.93703704","24.1661055","1"
"","","PEP2018SAT-ST01","","","","","","","","","PEP2018SAT-ST01-00040","","","","120","105","39.36","86","330","11.57","8.76","50.5","15.2","3.5","0","1.24","1","70.56","95.44","71.47","1.82","3.69","6.8","0.39","20.33","59.69","416","0.134534884","0.026545455","0.048870192","3.961904762","3.466666667","0.819047619","0.716666667","0.193619048","0.169416667","0.374857143","0.328","20.67307692","34.05930642","87.5","30.0990099","6.119128713","4.285185185","4.897354497","7.52962963","8.605291005","14.57777778","16.66031746","2.266343968","2.590107392","22.10740741","25.26560847","1"
